GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,1997,1997,1997,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,12.024316,12.0 [7.3-17.7],7.2580732,17.672563
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,1994,1994,1994,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,7.7690259,7.8 [5.2-10.8],5.2209307,10.827982
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-age-standardized,2018,2018,2018,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,21.577187,21.6 [17.4-26.2],17.363279,26.18899
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-tobacco-control-monitor-current-tobaccouse-tobaccosmoking-cigarrettesmoking-nonagestd-tobnonagestdcurr,2023,2023,2023,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,0.5,0.5 [0.3-0.7],0.3,0.7
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2004,2004,2004,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,5.7390686,5.7 [3.9-8.0],3.939623,7.9581968
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1970,1970,1970,SEAR,South-East Asia,LKA,Sri Lanka,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,Wine,0.0,0,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2007,2007,2007,SEAR,South-East Asia,LKA,Sri Lanka,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,2.29,2.3,,
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,1990,1990,1990,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,10.915772,10.9 [6.8-15.9],6.8452321,15.91585
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,1992,1992,1992,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,29.329869,29.3 [23.9-35.1],23.864691,35.053435
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/crude-suicide-rates-%28per-100-000-population%29,2021,2021,2021,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,6.453059196,6.5,,
NCD_DTH_TOT,Total NCD Deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-ghe-ncd-deaths-in-thousands,2000,2000,2000,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,36750.0,36 800 [29 600-59 800],29593.0,59845.0
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi-greaterequal-25-%28crude-estimate%29-%28-%29,2005,2005,2005,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,24.789692,24.8 [23.0-26.6],22.994395,26.601782
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2023,2023,2023,SEAR,South-East Asia,LKA,Sri Lanka,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_NCDPROGRESSMONITOR,Progress monitor,,fully achieved,,
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_06,2008,2008,2008,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,3.3,3.3 [3.0-3.5],3.0,3.5
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-age-standardized,2009,2009,2009,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,13.573071,13.6 [11.4-15.9],11.403289,15.852511
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hdl-cholesterol-age-standardized-estimate,1992,1992,1992,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,1.1,1.1 [0.9-1.3],0.9,1.3
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2005,2005,2005,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,18.947977,18.9 [13.6-25.1],13.574266,25.132889
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2003,2003,2003,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,24.74052,24.7 [13.0-37.6],12.994319,37.56119
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hdl-cholesterol-age-standardized-estimate,2007,2007,2007,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,1.1,1.1 [1.0-1.2],1.0,1.2
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,2014,2014,2014,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,20.98805,21.0 [17.1-25.1],17.105146,25.14025
NCD_PAC_ADO,Insufficiently active (crude estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-school-going-adolescents-aged-11-17-years,2001,2001,2001,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,85.93906,85.9 [82.8-88.6],82.83157,88.56164
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi--25-%28age-standardized-estimate%29-%28-%29,2011,2011,2011,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,25.9305,25.9 [24.6-27.3],24.61351,27.277452
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2021,2021,2021,SEAR,South-East Asia,LKA,Sri Lanka,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,Other alcoholic beverages,0.018073785,0,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2016,2016,2016,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,4.9506463,5.0 [3.2-7.2],3.2439623,7.2341047
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2013,2013,2013,SEAR,South-East Asia,LKA,Sri Lanka,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_ARCHIVE,Archived indicators,,No,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2017,2017,2017,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,14.034042,14.0 [10.8-17.6],10.800507,17.633772
NCD_DIABETES_TREATMENT_AGESTD,"Diabetes treatment coverage, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,1991,1991,1991,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,34.35958,34.4 [17.0-55.7],16.966051,55.689526
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_05,2018,2018,2018,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,3.4,3.4 [3.1-3.7],3.1,3.7
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2013,2013,2013,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,21.695907,21.7 [18.9-24.5],18.929197,24.454001
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-tobacco-control-monitor-current-tobaccouse-tobaccosmoking-cigarrettesmoking-agestd-tobagestdcurr,2005,2005,2005,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,31.1,31.1 [26.2-36.1],26.2,36.1
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hdl-cholesterol-age-standardized-estimate,2017,2017,2017,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,1.1,1.1 [0.9-1.3],0.9,1.3
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hdl-cholesterol-age-standardized-estimate,1999,1999,1999,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,1.1,1.1 [0.9-1.3],0.9,1.3
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28crude-estimate%29,2006,2006,2006,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,4.3,4.3 [4.1-4.6],4.1,4.6
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1963,1963,1963,SEAR,South-East Asia,LKA,Sri Lanka,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,0.3,0.30,,
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,2007,2007,2007,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,12.858221,12.9 [9.8-16.2],9.7923473,16.187021
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2019,2019,2019,SEAR,South-East Asia,LKA,Sri Lanka,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_POLSTRATPLAN,"Policies, strategies and plans",,No,,
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-age-standardized,2001,2001,2001,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,13.764213,13.8 [9.3-18.9],9.3016438,18.93623
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1971,1971,1971,SEAR,South-East Asia,LKA,Sri Lanka,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,0.14,0.14,,
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hdl-cholesterol-age-standardized-estimate,1985,1985,1985,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,1.1,1.1 [1.0-1.3],1.0,1.3
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2015,2015,2015,SEAR,South-East Asia,LKA,Sri Lanka,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_POLSTRATPLAN,"Policies, strategies and plans",,Yes,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28age-standardized-estimate%29-%28-%29,2007,2007,2007,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,5.6854825,5.7 [5.0-6.5],4.9713757,6.4628176
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2007,2007,2007,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,7.2029009,7.2 [5.5-9.4],5.4980688,9.3630187
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi--25-%28age-standardized-estimate%29-%28-%29,1998,1998,1998,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,9.9460714,9.9 [8.0-12.1],7.9895385,12.052282
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2015,2015,2015,SEAR,South-East Asia,LKA,Sri Lanka,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,2.29,2.3,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2012,2012,2012,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,19.616586,19.6 [9.7-30.9],9.7405069,30.860472
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,1996,1996,1996,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,10.588802,10.6 [6.4-15.7],6.3907325,15.681095
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/crude-suicide-rates-%28per-100-000-population%29,2004,2004,2004,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,40.5707997,40.6 [33.8-46.6],33.79165816,46.6012915
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2006,2006,2006,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,1.9910881,2.0 [1.3-3.0],1.2642862,2.9727742
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_06,1998,1998,1998,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,3.1,3.1 [2.8-3.3],2.8,3.3
NCD_DIABETES_TREATMENT_AGESTD,"Diabetes treatment coverage, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,1997,1997,1997,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,35.066515,35.1 [21.4-50.1],21.360154,50.116885
NCD_DIABETES_TREATMENT_AGESTD,"Diabetes treatment coverage, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,2003,2003,2003,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,37.607929,37.6 [25.5-51.3],25.500804,51.256227
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-age-standardized,2017,2017,2017,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,19.764739,19.8 [17.1-22.7],17.092185,22.650164
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2003,2003,2003,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,22.720627,22.7 [20.1-25.4],20.099778,25.409064
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2021,2021,2021,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,13.658044,13.7 [11.3-16.1],11.31966,16.126788
NCD_DTH_TOT,Total NCD Deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-ghe-ncd-deaths-in-thousands,2008,2008,2008,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,44136.0,44 100 [33 900-64 400],33874.0,64411.0
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2001,2001,2001,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,1.9411027,1.9 [0.4-5.4],0.37851324,5.3862289
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_06,2005,2005,2005,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,3.1,3.1 [2.9-3.3],2.9,3.3
NCD_DTH_TOT,Total NCD Deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-ghe-ncd-deaths-in-thousands,2007,2007,2007,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,42975.0,43 000 [33 200-63 400],33248.0,63359.0
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,1998,1998,1998,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,11.574824,11.6 [8.3-15.2],8.3340153,15.217237
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-age-standardized,2000,2000,2000,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,9.7302221,9.7 [7.2-12.6],7.238739,12.558718
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2019,2019,2019,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,17.03445,17.0 [11.7-23.1],11.673655,23.122852
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_05,2001,2001,2001,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,3.0,3.0 [2.7-3.3],2.7,3.3
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2011,2011,2011,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,17.461181,17.5 [8.9-28.2],8.870101,28.231943
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,2011,2011,2011,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,14.246647,14.2 [11.3-17.5],11.27137,17.485705
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_05,2001,2001,2001,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,3.1,3.1 [2.9-3.4],2.9,3.4
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-mean-hdl-cholesterol-crude,2007,2007,2007,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,1.1,1.1 [0.9-1.3],0.9,1.3
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_05,2015,2015,2015,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,3.2,3.2 [2.9-3.5],2.9,3.5
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2010,2010,2010,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,2.2431057,2.2 [1.2-3.6],1.2338208,3.6405526
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ncd-deaths-under-age-70-%28percent-of-all-ncd-deaths%29,2010,2010,2010,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,43.821872711,44,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/crude-suicide-rates-%28per-100-000-population%29,2021,2021,2021,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,32.309265137,32.3,,
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-cervical-cancer-screening-among-women-aged-30-49-years-%28-%29,2019,2019,2019,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,15.0,15 [10-21],10.0,21.0
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hdl-cholesterol-age-standardized-estimate,2006,2006,2006,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,1.1,1.1 [0.9-1.3],0.9,1.3
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28crude-estimate%29,1983,1983,1983,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,4.1,4.1 [3.6-4.7],3.6,4.7
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1978,1978,1978,SEAR,South-East Asia,LKA,Sri Lanka,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,Wine,0.0,0,,
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-between-ages-30-and-70-years-from-cardiovascular-diseases-cancer-diabetes-or-chronic-respiratory-diseases-%28sdg-3.4.1%29,2000,2000,2000,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,22.5,22.5 [16.7-28.3],16.7,28.3
