"Data Source","WDI Database Archives",

"Last Updated Date","2025-10-29",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"United Arab Emirates","ARE","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","1475.17006803197","1864.74527192292","2117.75990278375","2664.48912706683","2981.51739304696","3044.74296048083","1921.62420038728","1852.07850436236","2024.81174956253","3219.48237653805","3118.70746332808","3156.02777859104","3337.56846751172","2735.95758792305","2346.44986171639","2081.42018440334","2034.26694102747","2045.91260349491","1847.38732960467","1932.08107255503","1742.867598234","1852.07191601948","1875.55519101236","1689.37100661408","1669.26213022056","1582.58845103856","1528.12935944853","1489.34037942438","1487.61937249801","1610.95924412679","1604.20912935679","1749.48247927135","1857.74090025291","1772.18801177299","1821.14622823196","1836.41812806959","1742.98129298874","1580.53672467712","1494.47843189796","1499.47403250893","1405.5337054783","1255.89529030948","1229.47671056082","1199.26466397172","","","","","","","","","","","",
"Argentina","ARG","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","2563.22632412345","2706.95742231809","2637.87934930386","2699.01454691568","2634.31329907781","2508.31760717466","2597.58480006572","2682.62817016387","2754.59852332118","2908.58095286743","2954.96916551985","3015.40243276783","2955.67096737498","2856.55987947117","2654.20844708735","2633.66156940888","2568.69942378458","2300.30188112449","2343.8378869396","2536.14385083414","2533.74335476418","2668.68699989283","2935.03354189121","2860.68720270453","2896.9520997959","2783.21617447786","2748.99103887616","2782.49189942325","2622.32238898097","2567.88818473848","2521.07483404719","2488.7369300631","2372.40293866908","2274.14246442826","2327.42364061422","2310.3277224627","2253.15456477648","2249.27937673454","1996.02642514478","2095.73185179796","2155.22404464505","1836.90129336489","1649.27762668983","1377.52715555336","","","","","","","","","","","",
"Armenia","ARM","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1313.45307918081","1233.07733150925","1523.64298147869","2138.55447154496","527.190136275376","289.359154561991","221.413580246445","168.700740386636","189.474799202917","212.04685914539","1478.62745099177","1461.50692297746","1654.62847358558","1601.09056693796","1562.13872831433","1444.77068101868","1416.34363542004","1926.02209463649","2084.49794735798","2239.35360798715","2610.09350934931","2210.73926349344","1672.31251355926","1587.78625954992","1583.33333333556","","","","","","","","","","","",
"American Samoa","ASM","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","2164.32598278449","2079.66669350077","2108.47069803046","2154.36929857332","2146.15782926284","2130.05967264563","2093.47462441553","2096.67590446298","2116.4495253555","2168.39121228843","2009.9301162232","2039.69745435281","2028.58104872721","2115.21853882795","2012.1177724596","2011.83281470563","2048.88126513658","2024.72024097968","2189.17107343721","2170.60534020953","2124.6957419504","2155.49942568401","2139.81303294601","2242.1005666524","2267.75592765372","2205.80785827879","2251.37303757548","2188.67395026084","2185.41528514471","2134.12632424716","2118.65096920296","2058.7467717922","2078.13717177071","2084.22382664106","2091.95064430219","2100.14536840701","2100.96220702138","2089.30644950779","1958.34595749588","1959.06492996844","1983.65674195398","1923.99699711002","1925.45786543465","1912.75254814424","1906.55158566635","1885.3766574928","1900.69341196448","1906.2654252223","1929.4043678219","1792.35608177057","1868.47781041379","1839.79623113362","1642.25305021595","1560.68388693858","1410.43662046839","","","","","","","","","","","",
"Austria","AUT","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","1597.06938332251","1650.10653087915","1644.560205543","1588.68345939192","1614.25825378711","1708.88001288383","1783.36091554417","1810.9052408666","1748.96269743798","1824.01220121408","1679.19104584322","1738.66131374386","1831.43315954495","1834.93267029638","1798.69445779839","1869.57898119117","1749.22261325969","1915.13438279816","1950.73932644281","1966.11199862799","1885.73670972349","1870.88336526057","1924.04577540222","2005.27664757163","1895.72754754796","1871.40538869135","1976.17608059961","1977.04644636511","2191.35380956725","2267.86272302488","2154.84159719412","2214.46935784068","2411.19319872872","2424.03725020033","2418.22577248781","2315.56904165033","2406.94472511607","2304.80235412981","2580.74668123702","2577.80217386178","2671.06234062546","2694.33131520863","2886.44958175551","2872.62045401786","2872.34734004657","2926.8974551394","2873.57527966993","3003.48270034073","2839.69074213539","2836.64878523255","2700.25805776451","2573.71932928754","2355.74666506816","2301.87963812666","2087.56169792963","","","","","","","","","","","",
"Azerbaijan","AZE","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","972.059232878028","786.334029992067","811.365822410647","858.835735383676","866.177557428444","904.428047410593","865.63694057233","1029.10886605696","950.147605976089","531.587531862616","752.604399805458","876.945257027023","1003.76240585596","990.718459217811","1198.77794992806","1293.67286851602","1440.708421881","1269.82608829869","1480.26219972533","1455.16887348726","1761.80768944213","1748.15953804677","1549.27157345106","1608.99830219922","1395.84280610332","","","","","","","","","","","",
"Burundi","BDI","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belgium","BEL","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","716.132460637017","740.872841186918","697.496466568768","634.096983012693","673.221497924969","710.82349176814","695.480241093314","753.824253110963","776.547969368463","771.605122048611","832.874284340364","882.617067257502","869.678226278331","854.873136305569","852.300317447023","1031.74169113787","1016.9549843565","1076.79495016314","1059.29926947145","1092.25305124861","1123.5657101021","1193.11919043534","1278.43601272101","1420.90728901137","1396.14174788909","1442.69705627014","1567.63878755726","1613.15658333251","1714.56575994773","1730.19213852872","1688.979712829","1641.9693938714","1746.06823064126","1834.58036631157","1801.01059582113","1800.13941567071","1771.07734170171","1828.38920001274","1829.35861601543","1904.26732085057","1888.51735104192","1934.43219269996","2059.60177002865","2023.8953646742","2118.23827250999","2114.59858667658","2128.9361818168","2204.41049858214","2288.13234643721","2292.15827783665","2101.95358871952","2205.37891512763","1857.04264001499","1703.93399923335","1631.83379120513","","","","","","","","","","","",
"Benin","BEN","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","7333.33333332299","7040","6809.756097568","6935.71428571052","6913.04347826847","5721.42857144172","6203.03030303943","6323.68421052953","6260.52631579006","5933.33333334367","5340","5933.33333334367","5686.11111111455","6605.68990043812","6817.02127659333","6946.34146342141","6922.2222222291","6726.42857142571","6039.28571429415","5785.99999999115","5785","5085.71428570586","5085.71428570586","4916.8831168889","4854.54545455864","4878.09523810062","5208.60569716569","5508.9256198289","5638.9238020439","5760.20377583563","5087.09503966779","5162.08900887169","5344.37432076115","5129.08833221713","5109.833536728","5382.71095118619","5692.75296820739","5673.77384403777","5631.95962849124","5850.12698413077","5577.0132852234","4874.93409680894","4524.96721683816","3852.96167247853","","","","","","","","","","","",
"Burkina Faso","BFA","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","743.643329851548","745.428973277944","572.487880782664","1100.93833236119","1233.14550427517","1214.94582536263","1150.8771929723","1118.47875951259","1298.33050367593","1304.63019251092","1128.08163265815","1224.33363149636","1468.86461186813","1425.81993583109","1501.51515151038","1328.18627804105","1292.45093798371","1301.00243686558","1325.69958127086","1242.39042035837","1445.64640404136","1524.96975953294","1465.16003104646","1384.572807501","1362.84347287874","1481.59144041102","1502.47847424615","1505.47491014092","1336.94494651396","1225.69720006763","1299.70227249289","1245.2419312748","1208.06654941313","1280.70898456066","1339.50284891556","1278.90592695361","1254.86544253847","1292.23747201229","1209.69940498446","1243.23694050256","1277.97021285549","1054.81249340071","892.725107161917","809.185803756639","","","","","","","","","","","",
"Bulgaria","BGR","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","713.458056343113","657.959927141156","626.842549053868","602.54950904366","558.778278630977","553.426976869141","517.225321815746","453.299918245047","428.972460629087","431.709303560177","435.280057127687","426.577474788921","433.985078714131","429.69279074651","400.836508384195","395.054053712877","392.551425114761","733.554693969995","783.357942388193","765.529575514428","569.410296858208","624.523719726787","699.57156689749","668.166277333095","703.157371750195","688.39383153256","741.40685907692","982.708466262238","1166.05016703893","1142.52005045159","1104.68234741105","1220.39838262651","1220.90765161418","1326.46764188882","1453.31546837801","1515.58108585361","1387.11411797778","1521.94653841885","1583.77635499723","1471.44100376216","1293.34739299941","1297.16157094429","1208.92136322271","1112.12912414396","","","","","","","","","","","",
"Bahrain","BHR","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","542.137511638353","581.50537634456","471.046468631176","473.349995193197","610.13060245705","733.346046817244","826.230158730022","885.919519897065","766.915396863306","766.96091478027","806.837706966041","835.154719936099","890.007083954228","865.59621713317","823.678617259118","730.430738500705","744.027497959355","755.259248702464","780.468047885079","809.174459763648","846.473687529625","821.062119814165","815.483053419364","815.201445688253","840.163348969356","814.692060145903","836.869793908277","820.395258860376","852.147099841451","874.901392220477","882.915714457457","938.565741539136","983.286590576272","1070.69903802367","1105.11959069999","1056.49555628437","1117.37190416877","1140.50828004055","1060.3530593578","1052.34885372666","933.481768521026","847.225999014239","758.420589670768","652.745031999283","","","","","","","","","","","",
"Bahamas, The","BHS","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","813.375246264767","771.806970292384","593.642582718948","570.085540932245","2826.65264394299","2700.76070640569","2227.40901553575","1128.65307642221","1176.42298323747","1154.00406825628","1362.53719126008","1408.17045578826","1278.66529136226","1258.16921622234","1402.02823754087","1293.85633390897","1458.56795700462","1465.18481654869","1476.135951571","1447.87799533359","1395.58662939502","1168.83554970234","1032.19477899881","852.210567285386","783.024976877243","","","","","","","","","","","",
"Belarus","BLR","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","957.783654550179","1060.31833553384","1113.06634678263","1084.99596186826","906.697556260035","1007.10000237344","1066.35051277687","1118.85615459726","1220.44226579863","1121.93480730571","1049.91502013531","1015.43742471509","1085.54973791542","1103.38958985287","1072.2384801994","1181.75617162151","1322.65984580262","1385.64463031497","1510.51653089776","1489.28509336296","1481.46250594692","1544.62364428867","1396.41581504596","1390.59561736632","1169.17987114349","","","","","","","","","","","",
"Belize","BLZ","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","3953.00848996196","3883.8523272618","3959.31869772057","4057.96175979272","4160.87151230467","4202.76478704793","4549.99739847055","4713.1586989598","4724.48847394466","4444.5353973647","3954.22658297006","3026.39689071744","3171.96185320321","3332.28535271562","3580.90782811156","3718.11809109299","4040.02289886454","4157.47091243713","3990.40821134136","3827.20406162782","3995.14215489431","3766.83627904829","4161.38838576106","3991.3270565381","3926.07661713715","4316.85574312752","4064.52042372365","3936.37090292574","4180.01969078108","3673.60792234783","3724.89524424539","3611.10048811541","3550.25436133415","3543.96236577437","3448.36131108413","3530.46549979773","3611.1461199534","3700.69745109235","3487.26502464756","3323.05122918047","3167.27244968941","2643.1788671279","2683.06298236194","2320.49180327503","","","","","","","","","","","",
"Brazil","BRA","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","4212.44019881774","4361.99095406236","4368.50400345231","4463.64742578845","4468.48965700665","4369.77279561127","4137.13076865507","4053.25983372063","3987.4123732583","3816.50650733361","4091.90821081527","4090.3522654988","4038.01487152089","3965.61011790284","3920.9207175719","3886.16879506653","3721.56135123412","3659.62634399928","3771.15694194421","3909.02433191441","3941.32932608191","3882.85229532631","3894.36814135804","3923.71326131833","4015.76232451979","4058.34492167825","4026.89832568582","4118.34688082229","3900.33410318835","3771.86705998937","3765.86783890458","3830.8083902549","3826.24553418372","3868.33622077705","3873.32642180116","3909.67950180015","3880.71076007608","3811.86085230738","3800.21475204496","3753.6142799195","3734.03052305495","3318.29684128261","2995.59079576532","2550.88231586804","","","","","","","","","","","",
"Barbados","BRB","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei","BRN","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","1760","1353.84615383269","1031.2020460322","780.70175438732","631.205673760224","673.513513514844","761.336987970578","809.090909091174","908.16326529851","1113.64068441354","1066.36437102123","1184.2121291089","1255.85170761471","1246.54261535933","1360.12610632152","1376.36312105005","1441.82812956638","1467.61109601888","1513.23115469406","1497.79334927715","1567.73948109515","1610.11330258367","1561.56523083809","1541.24474902375","1531.35178251999","1576.32761516843","1515.96388350076","1679.90893271133","1706.66109317658","1616.89554144414","1720.22189967759","1781.51430648659","1548.22794690552","1740.66098029833","1739.85970375991","1262.68904963479","1457.36366396388","1384.90216738009","1258.88490865477","1400.18768093364","1406.19592247185","1328.8079866172","1262.04379561212","1148.50746268522","","","","","","","","","","","",
"Bhutan","BTN","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","1599.30910770198","1653.55552187097","1878.64749450547","2015.26175687924","1938.32192952509","1938.4053982502","2068.25181770404","1876.82974989567","1972.88274823606","2042.38894520455","2287.05978839414","2167.45365101089","2165.82582086907","2198.44720496689","2462.55727290425","2722.17465753969","2783.94860379094","2481.66494052171","2600.252284193","2668.43933656034","3016.7852057778","2765.54009989832","3047.95736123431","3247.32841069281","3103.8170548282","3452.49979502744","3520.65429914583","3986.19699689542","3424.0973942281","4486.07474882844","4064.84847450783","3026.24353897322","2655.6708642061","1830.95930232232","","","","","","","","","","","",
"Central African Republic","CAF","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","2381.9040834456","2342.0069000579","2296.85696959958","2279.47168109549","2256.62815934532","2219.62905403762","2262.73470818073","2247.67404748868","2201.69037826946","2194.99485384315","2154.12429761546","2174.71250937039","2210.17791435698","2296.17202652548","2361.47033513379","2457.76102729643","2486.07157460335","2440.71168916381","2553.77448552654","2694.22490950552","2708.57862795671","2816.19219210856","2549.74015152797","2536.03258579546","2510.52888310454","2557.66516492643","2611.52779661648","2643.47080522267","2613.55261309861","2562.95435722033","2623.07012077673","2583.58409332095","2595.12023795939","2648.78634908641","2682.29932936092","2690.42943903184","2671.89999662157","2665.268772203","2682.59702969251","2693.35194554538","2561.42777227769","2561.69112425738","2575.39729026565","2520.54762302812","2633.75299623218","2644.25900950644","2703.13141960627","2673.89960815202","2701.06624410182","2660.82851015681","2676.09669604562","2499.96372250163","2220.62276392838","2065.97298474865","1812.22602740012","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","1044.6930498799","1012.21579532784","1002.63124166265","1014.80238693459","961.821901328523","869.094337296957","880.807610380217","873.002945170341","864.676276119381","820.469308000998","801.639606506737","618.921889102867","614.181098521754","607.307470354459","581.3307490313","578.824786193263","546.985452324972","529.101102164332","502.909647025283","479.488523280895","448.572425058423","432.830438070647","413.259196422895","407.848453165342","400.873661423358","381.983802827196","397.132319308544","405.094069827238","426.101311853006","488.258342163353","589.263141996048","574.632635584617","612.34992230987","599.923169119491","633.306906965247","635.749393023578","708.406412311054","772.762253061818","851.991896051265","925.766997391129","903.814376632124","940.312858260363","983.853609080012","1003.95742374963","1080.97916439658","1147.57801403177","1195.01425795698","1278.74704726467","1360.48567657532","1419.51702019375","1384.13968618806","1371.3073814145","1295.77519192379","1176.53433051568","1119.63297407945","","","","","","","","","","","",
"Switzerland","CHE","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","1888.78579427435","2193.17285144565","1940.62792352044","1785.13609621419","2090.31257967509","2044.6811623534","2190.73285919513","2153.52134530761","2068.79961155988","2030.43215034463","1988.94612242361","2101.00298622028","2152.69548691076","2051.32598165376","2192.19604262777","2181.44720741704","2076.3696865558","2181.51602378441","2154.1599298487","2237.42417002943","2340.83063949413","2557.01172626411","2767.04183456041","2585.26734878109","2681.05570758613","2497.71341745204","2642.71970425288","2804.88298978368","2971.267023664","3074.61366059577","3150.42005232446","3053.48415089873","3108.9885208777","3048.11739623857","3203.73772695548","3075.54482017391","3020.18153234192","3202.86145499336","3113.52920922549","3092.33750759332","3497.98860899611","3329.80203095419","3443.57172183594","3361.55774560989","3356.22282927124","3338.2534374335","3393.40075262352","3624.73364557832","3586.56445680987","3455.34043435214","3329.0819576683","3456.21983104864","2954.64963912429","2672.23324393625","2555.48489665889","","","","","","","","","","","",
"Channel Islands","CHI","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","2521.46508551871","2489.01138114811","2414.31765892827","2356.1118933476","2354.1389842889","2292.1781109016","2309.22741629656","2463.32425523931","2499.99437240924","2594.29034502302","2764.04783700517","3027.84676613766","2934.11554895133","2751.83096210889","2802.95616717883","2793.8381196627","2941.89755138926","2775.94610542761","2458.04103683384","2715.13835196864","2950.03404189922","3093.46928084982","3243.40118869632","3183.64321004156","3240.32157252955","3038.70471915638","2797.45447690366","2896.7714273727","2782.42161646813","3061.98317368178","3018.49136705269","3062.85627243883","2942.71017868664","2780.90633013775","2997.44671701826","2888.45157690059","2773.45380905693","2753.48820400314","2691.84058279658","2608.76666876594","2312.03327716656","2030.77569662352","1941.04377515863","1771.42857143298","","","","","","","","","","","",
"China","CHN","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","508.014696094867","525.281203396443","548.546258598713","589.229573885915","566.135523586524","552.757212977892","541.864547622008","520.329044193105","530.002594221278","511.970103590001","520.245687846879","525.560487187596","530.027283466296","519.596106408624","529.096403187048","542.864773189257","530.492138855053","521.914750756217","521.415148860432","453.140025864867","460.660528094557","481.780988181079","497.118013385534","443.442266379204","431.58231451882","561.355686486855","501.82836556117","483.406109402395","548.760687083392","736.863375979784","724.637615638068","726.90320641661","705.886371936998","702.736922188726","670.632759864852","663.999900968733","659.142462298591","686.312379025487","632.320487685205","648.907046194456","611.113136319501","570.101026709422","545.176619920661","490.125630573694","","","","","","","","","","","",
"Cote d'Ivoire","CIV","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","3223.97759104467","3185.41071811617","2952.05146846237","2972.30321814741","2923.657982162","3076.04810310212","3353.15703424399","3117.96959480763","3591.11513642132","4041.86864842035","4436.14742745202","4179.49610628756","2988.35637170425","3106.86097685098","3431.70264567009","3288.92789418516","3149.39650565058","3184.42758529124","3740.92644843229","3890.12398832604","3775.31192584315","3663.95524673827","3320.64501149753","3146.54400596585","3361.11671030133","2877.23894096273","2569.19519259857","2232.33133136887","1894.84310064286","1822.6477298084","1798.93170927455","1972.69253735256","1799.38025251408","1893.23707640087","1875.18137473803","2016.985467305","2060.13958624573","2177.63037491947","2228.0276207889","2022.89222491394","2087.83989990371","2113.261826513","1973.77912186156","1774.01069518476","","","","","","","","","","","",
