district,province,year,month_name,vim,vim_avg,forest statust,viq,brightness,bright_t31,Fire Radiative Power,population,no2_ug_m3_avg,so2_ug_m3_avg,respiratory_cases,deaths,respiratory_cases_per_100k,deaths_per_100k,Petrol_Liters,Diesel_Liters,Kerosene_Liters,CO2_Petrol_Tons,CO2_Diesel_Tons,CO2_Kerosene_Tons,CO2_Total_Tons,Estimated_Vehicles,national_total_vehicles,national_buses,national_dpv,national_lorries,national_motor_cars,national_motorcycles,national_tricycles
Kegalle,Sabaragamuwa,2016,January,0.827198147,0.81093,Healthy,101.8891933,,,,871000,32.9032,36.8445,586,5,67.29859147,0.61325642,,,,,,,,,986656.0,2685.0,26887.0,5271.0,45172.0,340129.0,56945.0
Kegalle,Sabaragamuwa,2016,February,0.809629077,0.795398287,Healthy,101.6832763,,,,871670,38.2194,34.9744,553,5,63.51092627,0.578741433,,,,,,,,,986656.0,2685.0,26887.0,5271.0,45172.0,340129.0,56945.0
Kegalle,Sabaragamuwa,2016,March,0.81326422,0.799070687,Healthy,101.67173,,,,872330,40.3083,45.7749,586,5,67.19598451,0.612321417,,,,,,,,,986656.0,2685.0,26887.0,5271.0,45172.0,340129.0,56945.0
Kegalle,Sabaragamuwa,2016,April,0.83189638,0.81710278,Healthy,101.7057703,,,,873000,36.6288,42.5159,521,4,59.6839233,0.543867982,,,,,,,,,986656.0,2685.0,26887.0,5271.0,45172.0,340129.0,56945.0
Kegalle,Sabaragamuwa,2016,May,0.848149067,0.831720327,Healthy,101.8634333,,,,873670,33.1816,32.8211,488,4,55.91076834,0.509485219,,,,,,,,,986656.0,2685.0,26887.0,5271.0,45172.0,340129.0,56945.0
Kegalle,Sabaragamuwa,2016,June,0.844701813,0.837332627,Healthy,100.830582,,,,874330,35.8612,34.5648,553,5,63.31770511,0.576980711,,,,,,,,,986656.0,2685.0,26887.0,5271.0,45172.0,340129.0,56945.0
Kegalle,Sabaragamuwa,2016,July,0.83301149,0.836162717,Healthy,99.64434,,,,875000,36.5314,32.4388,618,5,70.7126597,0.644367015,,,,,,,,,986656.0,2685.0,26887.0,5271.0,45172.0,340129.0,56945.0
Kegalle,Sabaragamuwa,2016,August,0.82986362,0.83049366,Healthy,99.92859167,,,,875670,37.162,29.0092,683,6,78.09629811,0.711650201,,,,,,,,,986656.0,2685.0,26887.0,5271.0,45172.0,340129.0,56945.0
Kegalle,Sabaragamuwa,2016,September,0.822962387,0.82574345,Healthy,99.682232,,,,876330,30.2525,29.8765,781,7,89.1856921,0.812701975,,,,,,,,,986656.0,2685.0,26887.0,5271.0,45172.0,340129.0,56945.0
Kegalle,Sabaragamuwa,2016,October,0.817579353,0.825089033,Healthy,99.14185,,,,877000,28.7738,37.8621,846,7,96.54402017,0.879754522,,,,,,,,,986656.0,2685.0,26887.0,5271.0,45172.0,340129.0,56945.0
Kegalle,Sabaragamuwa,2016,November,0.821716333,0.82791171,Healthy,99.29425167,,,,877670,33.2695,35.4081,911,8,103.8911138,0.946704694,,,,,,,,,986656.0,2685.0,26887.0,5271.0,45172.0,340129.0,56945.0
Kegalle,Sabaragamuwa,2016,December,0.822731477,0.82684343,Healthy,99.53121667,,,,878330,34.294,33.6678,879,8,100.1054385,0.91220784,,,,,,,,,986656.0,2685.0,26887.0,5271.0,45172.0,340129.0,56945.0
Kegalle,Sabaragamuwa,2017,January,0.811696347,0.81093,Healthy,100.090593,315.9,301.2,9.0,879000,34.6703,36.9895,568,8,64.67160576,0.957296262,,,,,,,,,903306.0,3331.0,16742.0,8689.0,39182.0,344380.0,23537.0
Kegalle,Sabaragamuwa,2017,February,0.801303017,0.795398287,Healthy,100.6985633,,,,879420,40.8786,37.2059,536,7,61.04956833,0.903681344,,,,,,,,,903306.0,3331.0,16742.0,8689.0,39182.0,344380.0,23537.0
Kegalle,Sabaragamuwa,2017,March,0.803285447,0.799070687,Healthy,100.4969547,,,,879830,35.7794,34.5393,568,8,64.61059689,0.956393183,,,,,,,,,903306.0,3331.0,16742.0,8689.0,39182.0,344380.0,23537.0
Kegalle,Sabaragamuwa,2017,April,0.820241817,0.81710278,Healthy,100.36152,,,,880250,33.6868,35.0242,505,7,57.40423891,0.849721647,,,,,,,,,903306.0,3331.0,16742.0,8689.0,39182.0,344380.0,23537.0
Kegalle,Sabaragamuwa,2017,May,0.840798193,0.831720327,Healthy,101.0288707,,,,880670,34.2406,31.4733,473,7,53.79080838,0.796234131,,,,,,,,,903306.0,3331.0,16742.0,8689.0,39182.0,344380.0,23537.0
Kegalle,Sabaragamuwa,2017,June,0.850103577,0.837332627,Healthy,101.4392483,,,,881080,31.6981,32.9964,536,7,60.93454781,0.901978761,,,,,,,,,903306.0,3331.0,16742.0,8689.0,39182.0,344380.0,23537.0
Kegalle,Sabaragamuwa,2017,July,0.843009077,0.836162717,Healthy,100.7722067,,,,881500,35.0985,32.0683,600,8,68.07086959,1.007613593,,,,,,,,,903306.0,3331.0,16742.0,8689.0,39182.0,344380.0,23537.0
Kegalle,Sabaragamuwa,2017,August,0.834379373,0.83049366,Healthy,100.441482,,,,881920,38.1452,33.1467,663,9,75.20039426,1.113147811,,,,,,,,,903306.0,3331.0,16742.0,8689.0,39182.0,344380.0,23537.0
Kegalle,Sabaragamuwa,2017,September,0.836806683,0.82574345,Healthy,101.2635467,,,,882330,33.0607,33.7687,757,11,85.9033717,1.271577776,,,,,,,,,903306.0,3331.0,16742.0,8689.0,39182.0,344380.0,23537.0
Kegalle,Sabaragamuwa,2017,October,0.841184867,0.825089033,Healthy,101.8392913,,,,882750,29.9623,34.9813,821,12,93.01770843,1.376887176,,,,,,,,,903306.0,3331.0,16742.0,8689.0,39182.0,344380.0,23537.0
Kegalle,Sabaragamuwa,2017,November,0.843024183,0.82791171,Healthy,101.721545,,,,883170,30.7555,28.1502,884,13,100.1252786,1.482096413,,,,,,,,,903306.0,3331.0,16742.0,8689.0,39182.0,344380.0,23537.0
Kegalle,Sabaragamuwa,2017,December,0.834305433,0.82684343,Healthy,100.8504233,,,,883580,39.6551,42.1296,852,12,96.50457479,1.428501236,,,,,,,,,903306.0,3331.0,16742.0,8689.0,39182.0,344380.0,23537.0
Kegalle,Sabaragamuwa,2018,January,0.812929683,0.81093,Healthy,100.2324467,311.0,298.8,4.6,884000,37.3928,39.3789,593,10,67.17801567,1.142258029,,,,,,,,,961598.0,2957.0,16931.0,7055.0,80776.0,339763.0,20063.0
Kegalle,Sabaragamuwa,2018,February,0.803373933,0.795398287,Healthy,100.9440133,,,,884250,42.3939,38.514,560,9,63.42796592,1.078494246,,,,,,,,,961598.0,2957.0,16931.0,7055.0,80776.0,339763.0,20063.0
Kegalle,Sabaragamuwa,2018,March,0.812706037,0.799070687,Healthy,101.6055167,,,,884500,38.9135,37.7266,593,10,67.14004054,1.141612321,,,,,,,,,961598.0,2957.0,16931.0,7055.0,80776.0,339763.0,20063.0
Kegalle,Sabaragamuwa,2018,April,0.832735137,0.81710278,Healthy,101.8026617,,,,884750,33.8488,36.5908,527,8,59.6631725,1.014479769,,,,,,,,,961598.0,2957.0,16931.0,7055.0,80776.0,339763.0,20063.0
Kegalle,Sabaragamuwa,2018,May,0.846055117,0.831720327,Healthy,101.6262567,,,,885000,34.9238,32.9811,494,8,55.91842359,0.950806118,,,,,,,,,961598.0,2957.0,16931.0,7055.0,80776.0,339763.0,20063.0
Kegalle,Sabaragamuwa,2018,June,0.846101787,0.837332627,Healthy,100.9883017,,,,885250,34.5235,36.0898,560,9,63.35631614,1.077275952,,,,,,,,,961598.0,2957.0,16931.0,7055.0,80776.0,339763.0,20063.0
Kegalle,Sabaragamuwa,2018,July,0.837299373,0.836162717,Healthy,100.1278667,,,,885500,38.331,33.0101,626,10,70.79000886,1.203674374,,,,,,,,,961598.0,2957.0,16931.0,7055.0,80776.0,339763.0,20063.0
Kegalle,Sabaragamuwa,2018,August,0.823602443,0.83049366,Healthy,99.21705867,,,,885750,38.7099,35.2553,692,11,78.21950531,1.330001446,,,,,,,,,961598.0,2957.0,16931.0,7055.0,80776.0,339763.0,20063.0
Kegalle,Sabaragamuwa,2018,September,0.8213363,0.82574345,Healthy,99.497075,,,,886000,34.7438,34.6968,791,13,89.36849639,1.519572758,,,,,,,,,961598.0,2957.0,16931.0,7055.0,80776.0,339763.0,20063.0
Kegalle,Sabaragamuwa,2018,October,0.830644233,0.825089033,Healthy,100.63471,,,,886250,31.3784,36.0407,857,14,96.78856055,1.645739448,,,,,,,,,961598.0,2957.0,16931.0,7055.0,80776.0,339763.0,20063.0
Kegalle,Sabaragamuwa,2018,November,0.834694517,0.82791171,Healthy,100.7726733,,,,886500,32.8365,28.2735,923,15,104.2044397,1.771834977,,,,,,,,,961598.0,2957.0,16931.0,7055.0,80776.0,339763.0,20063.0
Kegalle,Sabaragamuwa,2018,December,0.8295612,0.82684343,Healthy,100.3096817,,,,886750,42.0066,45.2064,890,15,100.4545236,1.708073466,,,,,,,,,961598.0,2957.0,16931.0,7055.0,80776.0,339763.0,20063.0
Kegalle,Sabaragamuwa,2019,January,0.81196906,0.81093,Healthy,100.12086,301.6,283.3,6.6,887000,36.1723,41.6051,639,8,72.0983309,0.948662249,1954.0309312562533,2231.9992147522157,138.33869378266945,4.513811451201946,5.981757895535939,0.34031318670536687,10.835882533443252,,734606.0,1613.0,13459.0,3738.0,38232.0,284301.0,15490.0
Kegalle,Sabaragamuwa,2019,February,0.798086033,0.795398287,Healthy,100.3179983,,,,887330,43.859,39.8657,603,7,68.06754419,0.895625581,1954.0309312562533,2231.9992147522157,138.33869378266945,4.513811451201946,5.981757895535939,0.34031318670536687,10.835882533443252,,734606.0,1613.0,13459.0,3738.0,38232.0,284301.0,15490.0
Kegalle,Sabaragamuwa,2019,March,0.798899373,0.799070687,Healthy,99.98077067,,,,887670,39.1919,39.4471,639,8,72.04391217,0.947946213,1954.0309312562533,2231.9992147522157,138.33869378266945,4.513811451201946,5.981757895535939,0.34031318670536687,10.835882533443252,,734606.0,1613.0,13459.0,3738.0,38232.0,284301.0,15490.0
Kegalle,Sabaragamuwa,2019,April,0.81157454,0.81710278,Healthy,99.3628,,,,888000,37.5482,38.6041,568,7,64.01523475,0.84230572,1954.0309312562533,2231.9992147522157,138.33869378266945,4.513811451201946,5.981757895535939,0.34031318670536687,10.835882533443252,,734606.0,1613.0,13459.0,3738.0,38232.0,284301.0,15490.0
Kegalle,Sabaragamuwa,2019,May,0.828663587,0.831720327,Healthy,99.652722,,,,888330,37.9844,34.2782,532,7,59.99198826,0.789368267,1954.0309312562533,2231.9992147522157,138.33869378266945,4.513811451201946,5.981757895535939,0.34031318670536687,10.835882533443252,,734606.0,1613.0,13459.0,3738.0,38232.0,284301.0,15490.0
Kegalle,Sabaragamuwa,2019,June,0.839578133,0.837332627,Healthy,100.2530333,,,,888670,34.0711,36.0567,603,7,67.96490709,0.894275093,1954.0309312562533,2231.9992147522157,138.33869378266945,4.513811451201946,5.981757895535939,0.34031318670536687,10.835882533443252,,734606.0,1613.0,13459.0,3738.0,38232.0,284301.0,15490.0
Kegalle,Sabaragamuwa,2019,July,0.84141392,0.836162717,Healthy,100.5929133,,,,889000,39.1897,35.0028,675,8,75.9325816,0.999112916,1954.0309312562533,2231.9992147522157,138.33869378266945,4.513811451201946,5.981757895535939,0.34031318670536687,10.835882533443252,,734606.0,1613.0,13459.0,3738.0,38232.0,284301.0,15490.0
Kegalle,Sabaragamuwa,2019,August,0.843825467,0.83049366,Healthy,101.514593,,,,889330,40.6564,35.4255,746,9,83.89434304,1.103872935,1954.0309312562533,2231.9992147522157,138.33869378266945,4.513811451201946,5.981757895535939,0.34031318670536687,10.835882533443252,,734606.0,1613.0,13459.0,3738.0,38232.0,284301.0,15490.0
Kegalle,Sabaragamuwa,2019,September,0.845146047,0.82574345,Healthy,102.21561,,,,889670,35.6744,36.5055,852,11,95.84260758,1.261086942,1954.0309312562533,2231.9992147522157,138.33869378266945,4.513811451201946,5.981757895535939,0.34031318670536687,10.835882533443252,,734606.0,1613.0,13459.0,3738.0,38232.0,284301.0,15490.0
Kegalle,Sabaragamuwa,2019,October,0.840508443,0.825089033,Healthy,101.7621767,,,,890000,33.4209,37.2193,923,12,103.790993,1.36567096,1954.0309312562533,2231.9992147522157,138.33869378266945,4.513811451201946,5.981757895535939,0.34031318670536687,10.835882533443252,,734606.0,1613.0,13459.0,3738.0,38232.0,284301.0,15490.0
Kegalle,Sabaragamuwa,2019,November,0.838867233,0.82791171,Healthy,101.2479267,,,,890330,34.7121,29.5608,994,13,111.7334862,1.47017745,1954.0309312562533,2231.9992147522157,138.33869378266945,4.513811451201946,5.981757895535939,0.34031318670536687,10.835882533443252,,734606.0,1613.0,13459.0,3738.0,38232.0,284301.0,15490.0
Kegalle,Sabaragamuwa,2019,December,0.83955576,0.82684343,Healthy,101.4499867,,,,890670,43.6916,43.366,959,12,107.7018753,1.417129938,1954.0309312562533,2231.9992147522157,138.33869378266945,4.513811451201946,5.981757895535939,0.34031318670536687,10.835882533443252,,734606.0,1613.0,13459.0,3738.0,38232.0,284301.0,15490.0
Kegalle,Sabaragamuwa,2020,January,0.820648433,0.81093,Healthy,101.1267467,313.5,298.3,8.9,891000,29.2698,31.5444,333,3,37.40658619,0.385973557,54.80082775068747,56.79687289233731,3.7808230537821617,0.126589912104088,0.152215619351464,0.0093008247123041,0.2881063561678562,94.80522384561294,405256.0,578.0,9532.0,3000.0,21021.0,151634.0,7150.0
Kegalle,Sabaragamuwa,2020,February,0.791806633,0.795398287,Healthy,99.57413867,311.1,299.8,6.0,891580,33.0976,29.3698,314,3,35.30546028,0.364293443,49.42819757905142,51.22855202053952,3.410154126940772,0.1141791364076088,0.1372925194150459,0.0083889791522742,0.259860634974929,85.51059405682736,405256.0,578.0,9532.0,3000.0,21021.0,151634.0,7150.0
Kegalle,Sabaragamuwa,2020,March,0.78443452,0.799070687,Healthy,98.276982,321.05,298.4,11.5,892170,29.7539,29.4246,333,3,37.35753084,0.385467387,202.0108944535145,209.36886477959632,13.9371516492362,0.4666451661876186,0.5611085576093182,0.034285393057121,1.062039116854058,349.4780800583379,405256.0,578.0,9532.0,3000.0,21021.0,151634.0,7150.0
Kegalle,Sabaragamuwa,2020,April,0.807265417,0.81710278,Healthy,98.86271133,,,,892750,27.041,29.821,296,3,33.18512043,0.342415074,1661.7545120870227,1722.2816456470518,114.6478990720414,3.8386529229210224,4.615714810334099,0.2820338317172219,8.736401564972343,2874.8289936713813,405256.0,578.0,9532.0,3000.0,21021.0,151634.0,7150.0
Kegalle,Sabaragamuwa,2020,May,0.839034533,0.831720327,Healthy,100.82795,,,,893330,27.7013,25.2263,277,2,31.09085136,0.320805711,2420.907155339193,2509.0853848320776,167.0234184347296,5.592295528833536,6.724348831349968,0.4108776093494348,12.72752196953294,4188.160182826784,405256.0,578.0,9532.0,3000.0,21021.0,151634.0,7150.0
Kegalle,Sabaragamuwa,2020,June,0.85543998,0.837332627,Healthy,102.0406033,,,,893920,26.1617,26.9205,314,3,35.21304174,0.363339838,2887.251454237199,2992.4156365041235,199.19748128456203,6.669550859287931,8.01967390583105,0.4900258039600226,15.179250569079004,4994.934048493372,405256.0,578.0,9532.0,3000.0,21021.0,151634.0,7150.0
Kegalle,Sabaragamuwa,2020,July,0.855154517,0.836162717,Healthy,102.1430833,,,,894500,28.8046,26.9978,351,3,39.330234,0.405822392,2581.0115344539463,2675.021346811651,178.06935245460295,5.962136644588616,7.169057209455224,0.4380506070383232,13.569244461082164,4465.140150532594,405256.0,578.0,9532.0,3000.0,21021.0,151634.0,7150.0
Kegalle,Sabaragamuwa,2020,August,0.844572753,0.83049366,Healthy,101.59868,,,,895080,30.2948,28.1373,388,4,43.44209047,0.448249891,2256.50467208713,2338.6947661550653,155.68094927338308,5.212525792521271,6.267701973295575,0.3829751352125224,11.863202901029368,3903.744511289945,405256.0,578.0,9532.0,3000.0,21021.0,151634.0,7150.0
Kegalle,Sabaragamuwa,2020,September,0.83723148,0.82574345,Healthy,101.3118117,,,,895670,26.4099,27.6872,444,4,49.61539896,0.511948134,2202.77837037077,2283.0115574370875,151.97426000496918,5.088418035556479,6.1184709739313945,0.3738566796122242,11.580745689100098,3810.7982134020895,405256.0,578.0,9532.0,3000.0,21021.0,151634.0,7150.0
Kegalle,Sabaragamuwa,2020,October,0.837417517,0.825089033,Healthy,101.4087933,,,,896250,26.1646,29.0222,481,4,53.71523171,0.554251568,2175.91521951259,2255.1699530780984,150.12091537076225,5.026364157074083,6.0438554742493045,0.3692974518120751,11.439517083135462,3764.325064458161,405256.0,578.0,9532.0,3000.0,21021.0,151634.0,7150.0
Kegalle,Sabaragamuwa,2020,November,0.8420533,0.82791171,Healthy,101.610812,,,,896830,25.1658,21.7603,518,5,57.80976155,0.596500284,2095.32576693805,2171.6451400011324,144.56088146814145,4.840202521626896,5.820008975203034,0.355619768411628,11.01583126524156,3624.9056176263775,405256.0,578.0,9532.0,3000.0,21021.0,151634.0,7150.0
Kegalle,Sabaragamuwa,2020,December,0.839283033,0.82684343,Healthy,101.4185603,,,,897420,33.2595,33.8509,499,5,55.70847813,0.574818545,2041.5994652216896,2115.9619312831546,140.85419219972758,4.716094764662103,5.670777975838854,0.3465013128113298,10.733374053312287,3531.9593197385216,405256.0,578.0,9532.0,3000.0,21021.0,151634.0,7150.0
Kegalle,Sabaragamuwa,2021,January,0.824683,0.81093,Healthy,101.5979933,,,,898000,31.6328,35.0207,174,3,19.42528111,0.382964854,59.31424951489728,67.28515731354489,4.026886806575002,0.1370159163794127,0.1803242216003003,0.0099061415441745,0.3272462795238875,95.18410110164857,33850.0,281.0,771.0,2593.0,3495.0,8011.0,2093.0
Kegalle,Sabaragamuwa,2021,February,0.805998167,0.795398287,Healthy,101.2533783,,,,898000,36.3532,34.5089,164,3,18.34609883,0.361689029,53.49912701343675,60.68857326319733,3.632093982400981,0.1235829834010388,0.1626453763453688,0.0089349511967064,0.2951633109431141,85.85232648383989,33850.0,281.0,771.0,2593.0,3495.0,8011.0,2093.0
Kegalle,Sabaragamuwa,2021,March,0.803779413,0.799070687,Healthy,100.5553337,,,,898000,32.7386,31.739,174,3,19.42528111,0.382964854,218.64860605491543,248.0315602930674,14.84421018894314,0.5050782799868547,0.6647245815854206,0.0365167570648001,1.2063196186370753,350.8747256296065,33850.0,281.0,771.0,2593.0,3495.0,8011.0,2093.0
Kegalle,Sabaragamuwa,2021,April,0.819266633,0.81710278,Healthy,100.2493333,,,,898000,29.8769,32.6395,155,3,17.26691654,0.340413204,1798.617389701738,2040.3234467724933,122.1094205170243,4.154806170211015,5.468066837350282,0.3003891744718797,9.923262182033175,2886.317889288226,33850.0,281.0,771.0,2593.0,3495.0,8011.0,2093.0
Kegalle,Sabaragamuwa,2021,May,0.836186633,0.831720327,Healthy,100.5062483,,,,898000,31.0319,28.4795,145,2,16.18773426,0.319137378,2620.294199158109,2972.4207730866005,177.89364657281328,6.052879600055233,7.966087671872088,0.4376183705691207,14.45658564249644,4204.897642784593,33850.0,281.0,771.0,2593.0,3495.0,8011.0,2093.0
Kegalle,Sabaragamuwa,2021,June,0.846928453,0.837332627,Healthy,101.0813853,,,,898000,28.8299,30.5869,164,3,18.34609883,0.361689029,3125.046832284881,3545.004268656766,212.1616637111181,7.218858182578076,9.500611440000132,0.5219176927293506,17.241387315307556,5014.895679610386,33850.0,281.0,771.0,2593.0,3495.0,8011.0,2093.0
Kegalle,Sabaragamuwa,2021,July,0.84976848,0.836162717,Healthy,101.535585,,,,898000,33.7389,28.6786,184,3,20.5044634,0.404240679,2793.5848497016323,3168.998977786957,189.65847273319903,6.453181002810771,8.492917260469044,0.4665598429236696,15.412658106203482,4482.984526395292,33850.0,281.0,771.0,2593.0,3495.0,8011.0,2093.0
Kegalle,Sabaragamuwa,2021,August,0.8471285,0.83049366,Healthy,101.8893553,,,,898000,34.6255,30.9505,203,4,22.66282796,0.44679233,2442.351450613417,2770.5653011459653,165.81298615308825,5.641831850916994,7.425115007071186,0.4078999459365971,13.474846803924777,3919.345339479648,33850.0,281.0,771.0,2593.0,3495.0,8011.0,2093.0
Kegalle,Sabaragamuwa,2021,September,0.842503623,0.82574345,Healthy,101.9137867,,,,898000,30.2953,29.8651,232,4,25.90037482,0.510619806,2384.200225598812,2704.5994606424897,161.86505791134806,5.507502521133255,7.248326554521872,0.3981880424619162,13.154017118117045,3826.02759330156,33850.0,281.0,771.0,2593.0,3495.0,8011.0,2093.0
Kegalle,Sabaragamuwa,2021,October,0.84016786,0.825089033,Healthy,101.7231647,,,,898000,28.1375,31.7609,251,4,28.05873938,0.553171456,2355.124613091509,2671.616540390752,159.89109379047795,5.440337856241387,7.159932328247215,0.3933320907245757,12.993602275213176,3779.368720212517,33850.0,281.0,771.0,2593.0,3495.0,8011.0,2093.0
Kegalle,Sabaragamuwa,2021,November,0.839404847,0.82791171,Healthy,101.3092517,,,,898000,28.5107,25.2626,271,5,30.21710395,0.595723106,2267.897775569602,2572.66777963554,153.9692014278677,5.238843861565781,6.894749649423246,0.3787642355125545,12.51235774650158,3639.3921009453866,33850.0,281.0,771.0,2593.0,3495.0,8011.0,2093.0
Kegalle,Sabaragamuwa,2021,December,0.8350357,0.82684343,Healthy,100.9341433,,,,898000,36.6297,39.1748,261,5,29.13792167,0.574447281,2209.7465505549967,2506.701939132064,150.0212731861275,5.104514531782042,6.717961196873931,0.3690523320378736,12.191528060693846,3546.0743547673,33850.0,281.0,771.0,2593.0,3495.0,8011.0,2093.0
Kegalle,Sabaragamuwa,2022,January,0.819520533,0.81093,Healthy,100.9985513,,,,898000,33.2084,37.2013,366,6,40.78168287,0.774077897,51.53626540667161,60.48278528518025,2.1781991334183592,0.1190487730894114,0.162093864564283,0.0053583698682091,0.2865010075219036,95.3801875146496,20511.0,404.0,760.0,940.0,1489.0,9060.0,36.0
Kegalle,Sabaragamuwa,2022,February,0.80787089,0.795398287,Healthy,101.4755953,,,,897500,39.117,36.6184,345,6,38.53749122,0.731480852,46.483690366801824,54.553100453299805,1.9646501987695,0.1073773247473122,0.1462023092148434,0.0048330394889729,0.2584126734511286,86.02918873870354,20511.0,404.0,760.0,940.0,1489.0,9060.0,36.0
Kegalle,Sabaragamuwa,2022,March,0.811903617,0.799070687,Healthy,101.511605,,,,897000,35.6522,33.3623,366,6,40.8271474,0.77494086,189.97682149910315,222.9561496787036,8.029439942797087,0.4388464576629283,0.5975224811389257,0.0197524222592808,1.0561213610611349,351.5975539755711,20511.0,404.0,760.0,940.0,1489.0,9060.0,36.0
Kegalle,Sabaragamuwa,2022,April,0.82979028,0.81710278,Healthy,101.4631803,,,,896500,33.0322,34.277,325,6,36.31103796,0.689220501,1562.7614598317182,1834.0515185006125,66.05068548689201,3.60997897221127,4.9152580695816415,0.1624846862977543,8.687721728090667,2892.26392140011,20511.0,404.0,760.0,940.0,1489.0,9060.0,36.0
Kegalle,Sabaragamuwa,2022,May,0.842498767,0.831720327,Healthy,101.2229433,,,,896000,33.7924,30.7563,305,5,34.06059451,0.646504791,2276.690312965316,2671.915985245316,96.22514995277574,5.259154622949882,7.160734840457445,0.2367138688838283,12.656603332291157,4213.560048441284,20511.0,404.0,760.0,940.0,1489.0,9060.0,36.0
Kegalle,Sabaragamuwa,2022,June,0.840447883,0.837332627,Healthy,100.35113,,,,895500,31.0491,33.6632,345,6,38.62356044,0.733114534,2715.2538264260106,3186.6126286525346,114.76119748029664,6.272236339044087,8.540121844788791,0.2823125458015297,15.094670729634409,5025.226742193401,20511.0,404.0,760.0,940.0,1489.0,9060.0,36.0
Kegalle,Sabaragamuwa,2022,July,0.835996333,0.836162717,Healthy,99.98140333,,,,895000,34.8827,31.9562,386,7,43.19162465,0.819821047,2427.2570491534348,2848.6205932353514,102.58890820531172,5.606963783544436,7.634303189870741,0.2523687141850668,13.493635687600245,4492.219811964477,20511.0,404.0,760.0,940.0,1489.0,9060.0,36.0
Kegalle,Sabaragamuwa,2022,August,0.833618767,0.83049366,Healthy,100.355,,,,894500,36.5138,30.7484,427,8,47.7647957,0.906624494,2122.081516745301,2490.467629389774,89.69055255252064,4.902008303681646,6.674453246764594,0.2206387592792007,11.797100309725442,3927.419485897337,20511.0,404.0,760.0,940.0,1489.0,9060.0,36.0
Kegalle,Sabaragamuwa,2022,September,0.8303921,0.82574345,Healthy,100.5308967,,,,894000,31.6679,32.7014,488,9,54.61886834,1.036721777,2071.5557663466034,2431.17078107097,87.55506320603206,4.785293820260654,6.5155376932702,0.2153854554868388,11.516216969017693,3833.909498137876,20511.0,404.0,760.0,940.0,1489.0,9060.0,36.0
Kegalle,Sabaragamuwa,2022,October,0.831607287,0.825089033,Healthy,100.7448753,,,,893500,29.4818,32.278,528,10,59.2035523,1.12374375,2046.2928911472543,2401.522356911568,86.48731853278777,4.726936578550159,6.436079916523002,0.2127588035906578,11.375775298663818,3787.1545042581456,20511.0,404.0,760.0,940.0,1489.0,9060.0,36.0
Kegalle,Sabaragamuwa,2022,November,0.829298747,0.82791171,Healthy,100.15821,,,,893000,31.084,27.1108,569,10,63.7933703,1.210863172,1970.5042655492084,2312.577084433362,83.2840845130549,4.551864853418673,6.19770658628141,0.204878847902115,10.954450287602198,3646.889522618955,20511.0,404.0,760.0,940.0,1489.0,9060.0,36.0
Kegalle,Sabaragamuwa,2022,December,0.82526,0.82684343,Healthy,99.81966467,,,,892500,38.7369,39.717,549,10,61.54949785,1.168272187,1919.9785151505107,2253.2802361145577,81.14859516656631,4.435150369997681,6.038791032787015,0.1996255441097531,10.673566946894448,3553.379534859495,20511.0,404.0,760.0,940.0,1489.0,9060.0,36.0
Kegalle,Sabaragamuwa,2023,January,0.820992097,0.81093,Healthy,101.17229,,,,892000,34.0564,36.8759,446,6,50.04648365,0.721863721,,,,,,,,,27890.0,685.0,586.0,288.0,1816.0,20200.0,60.0
Kegalle,Sabaragamuwa,2023,February,0.815294513,0.795398287,Healthy,102.3536133,,,,891500,42.1099,37.4813,421,6,47.29263277,0.682142548,,,,,,,,,27890.0,685.0,586.0,288.0,1816.0,20200.0,60.0
Kegalle,Sabaragamuwa,2023,March,0.816512683,0.799070687,Healthy,102.0550487,,,,891000,35.4163,35.9133,446,6,50.10265254,0.722673893,,,,,,,,,27890.0,685.0,586.0,288.0,1816.0,20200.0,60.0
Kegalle,Sabaragamuwa,2023,April,0.831696333,0.81710278,Healthy,101.6829287,,,,890500,32.0798,34.3092,396,5,44.56069715,0.642737477,,,,,,,,,27890.0,685.0,586.0,288.0,1816.0,20200.0,60.0
Kegalle,Sabaragamuwa,2023,May,0.847487247,0.831720327,Healthy,101.7881033,,,,890000,32.5749,31.3935,372,5,41.79912305,0.602904905,,,,,,,,,27890.0,685.0,586.0,288.0,1816.0,20200.0,60.0
Kegalle,Sabaragamuwa,2023,June,0.853595713,0.837332627,Healthy,101.8328087,,,,889500,33.8548,33.0358,421,6,47.39896809,0.683676314,,,,,,,,,27890.0,685.0,586.0,288.0,1816.0,20200.0,60.0
Kegalle,Sabaragamuwa,2023,July,0.842470867,0.836162717,Healthy,100.71112,,,,889000,35.3511,31.0946,471,6,53.00511217,0.764538579,,,,,,,,,27890.0,685.0,586.0,288.0,1816.0,20200.0,60.0
Kegalle,Sabaragamuwa,2023,August,0.82477453,0.83049366,Healthy,99.35018,,,,888500,36.8171,33.2558,520,7,58.61756592,0.845491854,,,,,,,,,27890.0,685.0,586.0,288.0,1816.0,20200.0,60.0
Kegalle,Sabaragamuwa,2023,September,0.824047223,0.82574345,Healthy,99.80665833,,,,888000,33.5776,32.8062,595,8,67.02922435,0.966820479,,,,,,,,,27890.0,685.0,586.0,288.0,1816.0,20200.0,60.0
