district,province,year,month_name,vim,vim_avg,forest statust,viq,brightness,bright_t31,Fire Radiative Power,population,no2_ug_m3_avg,so2_ug_m3_avg,respiratory_cases,deaths,respiratory_cases_per_100k,deaths_per_100k,Petrol_Liters,Diesel_Liters,Kerosene_Liters,CO2_Petrol_Tons,CO2_Diesel_Tons,CO2_Kerosene_Tons,CO2_Total_Tons,Estimated_Vehicles,national_total_vehicles,national_buses,national_dpv,national_lorries,national_motor_cars,national_motorcycles,national_tricycles
Batticaloa,Eastern,2021,February,0.64985568,0.669240733,Healthy,97.29433667,,,,590000,19.4015,27.5413,173,0,29.36406228,0.140553948,65.18464501406382,77.45043262184137,13.687412053439225,0.1505765299824874,0.2075671594265349,0.0336710336514604,0.3918147230604828,68.6818611870719,33850.0,281.0,771.0,2593.0,3495.0,8011.0,2093.0
Batticaloa,Eastern,2021,March,0.605921107,0.627042573,Degraded,96.88432467,321.7,303.5,15.0,590000,17.4005,29.2992,183,0,31.09136007,0.148821827,266.40681005747825,316.5365507153517,55.93985795753423,0.6153997312327748,0.8483179559171428,0.1376120505755342,1.6013297377254518,280.6997805036852,33850.0,281.0,771.0,2593.0,3495.0,8011.0,2093.0
Batticaloa,Eastern,2021,April,0.608844703,0.60768549,Degraded,100.178975,,,,590000,15.7423,28.2968,163,0,27.6367645,0.132286069,2191.47942422282,2603.849870645168,460.164842187908,5.062317469954714,6.97831765332905,1.1320055117822534,13.17264063506602,2309.0543114305806,33850.0,281.0,771.0,2593.0,3495.0,8011.0,2093.0
Batticaloa,Eastern,2021,May,0.645517843,0.609719333,Degraded,105.4249353,,,,590000,15.9656,27.2533,152,0,25.90946672,0.124018189,3192.630548188822,3793.387493413232,670.3856381825778,7.374976566316179,10.166278482347462,1.649148669929141,19.190403718592783,3363.918114227674,33850.0,281.0,771.0,2593.0,3495.0,8011.0,2093.0
Batticaloa,Eastern,2021,June,0.6435951,0.597156433,Degraded,107.1783267,324.65,302.2,18.85,590000,14.2927,21.7253,173,0,29.36406228,0.140553948,3807.63350332151,4524.115488149733,799.5233953824172,8.79563339267269,12.124629508241288,1.9668275526407464,22.887090453554723,4011.9165436883086,33850.0,281.0,771.0,2593.0,3495.0,8011.0,2093.0
Batticaloa,Eastern,2021,July,0.610322337,0.553775297,Degraded,109.376005,325.2,303.5,9.8,590000,12.2892,20.4288,193,0,32.81865785,0.157089706,3403.7721157343763,4044.259546905717,714.7209511382831,7.86271358734641,10.838615585707323,1.7582135398001764,20.45954271285391,3586.387621116233,33850.0,281.0,771.0,2593.0,3495.0,8011.0,2093.0
Batticaloa,Eastern,2021,August,0.582822343,0.529086387,Degraded,109.27822,319.6,290.9666667,11.0,590000,10.4645,19.0639,214,1,36.27325341,0.173625465,2975.820750642044,3535.7806196927586,624.860115483095,6.874145933983122,9.475892060776594,1.537155884088414,17.88719387884813,3135.4762715837173,33850.0,281.0,771.0,2593.0,3495.0,8011.0,2093.0
Batticaloa,Eastern,2021,September,0.567089033,0.539749457,Degraded,104.6521367,333.1,303.3,17.1,590000,12.9778,23.49,244,1,41.45514675,0.198429103,2904.967875626757,3451.5953668429306,609.9824936858785,6.710475792697809,9.250275583139056,1.5005569344672611,17.461308310304126,3060.822074641248,33850.0,281.0,771.0,2593.0,3495.0,8011.0,2093.0
Batticaloa,Eastern,2021,October,0.59609957,0.58577872,Degraded,101.6306933,,,,590000,16.1039,25.9412,264,1,44.90974232,0.214964862,2869.541438119114,3409.502740418017,602.5436827872702,6.628640722055153,9.137467344320289,1.4822574596566849,17.248365526032124,3023.494976170013,33850.0,281.0,771.0,2593.0,3495.0,8011.0,2093.0
Batticaloa,Eastern,2021,November,0.678632907,0.668409343,Healthy,101.42628,,,,590000,17.8875,27.3181,285,1,48.36433788,0.23150062,2763.2621255961844,3283.2248611432765,580.2272500914455,6.383135510127186,8.799042627863981,1.427359035224956,16.609537173216125,2911.513680756309,33850.0,281.0,771.0,2593.0,3495.0,8011.0,2093.0
Batticaloa,Eastern,2021,December,0.735723133,0.728719153,Healthy,100.9007163,,,,590000,22.5293,30.682,275,1,46.6370401,0.223232741,2692.4092505808976,3199.0396082934485,565.349628294229,6.219465368841873,8.573426150226444,1.3907600856038032,16.18365160467212,2836.85948381384,33850.0,281.0,771.0,2593.0,3495.0,8011.0,2093.0
Batticaloa,Eastern,2022,January,0.71856829,0.72118236,Healthy,99.65317667,,,,590000,18.8388,27.9765,370,2,62.71599835,0.34725093,62.79304641813561,77.18780710489811,8.208463001784155,0.1450519372258932,0.2068633230411269,0.020192818984389,0.3721080792514092,76.30415001171967,20511.0,404.0,760.0,940.0,1489.0,9060.0,36.0
Batticaloa,Eastern,2022,February,0.6636939,0.669240733,Healthy,99.23821667,,,,589330,19.8761,29.4475,349,1,59.29911589,0.328332063,56.63686539674975,69.62037503579042,7.403711727099432,0.1308311590664919,0.1865826050959183,0.0182131308486646,0.3356268950110749,68.82335099096284,20511.0,404.0,760.0,940.0,1489.0,9060.0,36.0
Batticaloa,Eastern,2022,March,0.641958917,0.627042573,Degraded,102.2153733,,,,588670,18.8123,32.1127,370,2,62.85769451,0.348035485,231.4724064041077,284.5354457984479,30.258647928145507,0.5347012587934888,0.7625549947398402,0.0744362739032379,1.3716925274365672,281.27804318045685,20511.0,404.0,760.0,940.0,1489.0,9060.0,36.0
Batticaloa,Eastern,2022,April,0.635863797,0.60768549,Degraded,104.2850267,317.9,298.95,17.45,588000,16.9325,30.8134,328,1,55.93717162,0.309717383,1904.1067899146412,2340.6067389749983,248.9095692599842,4.398486684702822,6.272826060452995,0.6123175403795612,11.28363028553538,2313.811137120088,20511.0,404.0,760.0,940.0,1489.0,9060.0,36.0
Batticaloa,Eastern,2022,May,0.632997147,0.609719333,Degraded,103.5290333,321.65,295.3,12.75,587330,16.4221,26.7505,308,1,52.50092087,0.290691276,2773.9751682364613,3409.8848903399103,362.6209243729353,6.4078826386262255,9.13849150611096,0.8920474739574209,16.43842161869461,3370.848038753028,20511.0,404.0,760.0,940.0,1489.0,9060.0,36.0
Batticaloa,Eastern,2022,June,0.616818667,0.597156433,Degraded,103.0402167,315.0,291.4,16.3,586670,15.1225,24.8588,349,1,59.56798194,0.329820742,3308.331680892752,4066.7379939384537,432.473335015569,7.642246182862256,10.898857823755057,1.0638844041382998,19.604988410755613,4020.18139375472,20511.0,404.0,760.0,940.0,1489.0,9060.0,36.0
Batticaloa,Eastern,2022,July,0.582558123,0.553775297,Degraded,104.77972,328.5,302.6285714,23.1,586000,12.8084,22.1998,390,2,66.65209911,0.369044646,2957.429362673759,3635.394365999318,386.60251235854,6.831661827776383,9.742856900878172,0.9510421804020084,17.525560909056566,3593.775849571581,20511.0,404.0,760.0,940.0,1489.0,9060.0,36.0
Batticaloa,Eastern,2022,August,0.570697567,0.529086387,Degraded,107.187045,,,,585330,11.3535,20.5054,431,2,73.752434,0.408358345,2585.596028982054,3178.3214690252157,337.9955353675828,5.972726826948545,8.517901536987576,0.8314690170042537,15.322097380940376,3141.935588717869,20511.0,404.0,760.0,940.0,1489.0,9060.0,36.0
Batticaloa,Eastern,2022,September,0.5847504,0.539749457,Degraded,107.6359847,,,,584670,13.9431,24.8355,493,2,84.38364439,0.467222077,2524.0342187681954,3102.647148334139,329.9480226207356,5.830519045354532,8.315094357535491,0.8116721356470095,14.957285538537034,3067.1275985103,20511.0,404.0,760.0,940.0,1489.0,9060.0,36.0
Batticaloa,Eastern,2022,October,0.618472753,0.58577872,Degraded,105.161605,,,,584000,16.2629,26.1437,534,2,91.52049226,0.506737944,2493.253313661266,3064.8099879886004,325.92426624731195,5.759415154557525,8.21369076780945,0.8017736949683875,14.774879617335362,3029.7236034065163,20511.0,404.0,760.0,940.0,1489.0,9060.0,36.0
Batticaloa,Eastern,2022,November,0.6958951,0.668409343,Healthy,103.8309317,,,,583330,18.4271,30.1493,575,3,98.67373458,0.546344585,2400.9105983404797,2951.298506951986,313.8529971270412,5.546103482166506,7.909479998631323,0.7720783729325214,14.227661853730352,2917.511618095164,20511.0,404.0,760.0,940.0,1489.0,9060.0,36.0
Batticaloa,Eastern,2022,December,0.753078817,0.728719153,Healthy,103.12988,,,,582670,23.6298,30.9532,555,3,95.25745025,0.52742903,2339.3487881266205,2875.624186260909,305.805484380194,5.403895700572494,7.706672819179237,0.7522814915752772,13.86285001132701,2842.703627887596,20511.0,404.0,760.0,940.0,1489.0,9060.0,36.0
Batticaloa,Eastern,2023,January,0.734164227,0.72118236,Healthy,101.6726447,,,,582000,20.4508,29.7844,396,2,68.1921046,0.352024139,,,,,,,,,27890.0,685.0,586.0,288.0,1816.0,20200.0,60.0
Batticaloa,Eastern,2023,February,0.665666223,0.669240733,Healthy,99.49836133,,,,581580,20.722,29.2742,374,1,64.45016477,0.33270734,,,,,,,,,27890.0,685.0,586.0,288.0,1816.0,20200.0,60.0
Batticaloa,Eastern,2023,March,0.62366259,0.627042573,Degraded,99.50259033,,,,581170,19.445,32.1503,396,2,68.2894934,0.352526883,,,,,,,,,27890.0,685.0,586.0,288.0,1816.0,20200.0,60.0
Batticaloa,Eastern,2023,April,0.617409333,0.60768549,Degraded,101.480415,,,,580750,17.5512,30.7263,352,1,60.7456716,0.31358385,,,,,,,,,27890.0,685.0,586.0,288.0,1816.0,20200.0,60.0
Batticaloa,Eastern,2023,May,0.649090607,0.609719333,Degraded,105.9665417,315.6,298.3,11.6,580330,17.0275,27.5,330,1,56.99028265,0.294197624,,,,,,,,,27890.0,685.0,586.0,288.0,1816.0,20200.0,60.0
Batticaloa,Eastern,2023,June,0.64625528,0.597156433,Degraded,107.5863,315.0,294.75,30.85,579920,16.0654,24.616,374,1,64.63465104,0.333659703,,,,,,,,,27890.0,685.0,586.0,288.0,1816.0,20200.0,60.0
Batticaloa,Eastern,2023,July,0.587760533,0.553775297,Degraded,105.5996947,318.6,299.9,38.7,579500,13.0364,22.3749,418,2,72.29108357,0.37318406,,,,,,,,,27890.0,685.0,586.0,288.0,1816.0,20200.0,60.0
Batticaloa,Eastern,2023,August,0.528044273,0.529086387,Degraded,99.81753467,324.9263158,294.3210526,20.2,579080,11.5305,21.5484,463,2,79.95862234,0.41276575,,,,,,,,,27890.0,685.0,586.0,288.0,1816.0,20200.0,60.0
Batticaloa,Eastern,2023,September,0.54905488,0.539749457,Degraded,101.5620267,326.4,301.8,13.63333333,578670,14.7622,25.337,529,2,91.44602826,0.472066518,,,,,,,,,27890.0,685.0,586.0,288.0,1816.0,20200.0,60.0
Batticaloa,Eastern,2023,October,0.618298347,0.58577872,Degraded,105.1003033,,,,578250,16.9766,27.0561,573,2,99.13848555,0.511776843,,,,,,,,,27890.0,685.0,586.0,288.0,1816.0,20200.0,60.0
Batticaloa,Eastern,2023,November,0.711232087,0.668409343,Healthy,105.9625633,,,,577830,20.0456,31.2565,617,3,106.8421255,0.551544896,,,,,,,,,27890.0,685.0,586.0,288.0,1816.0,20200.0,60.0
Batticaloa,Eastern,2023,December,0.756904853,0.728719153,Healthy,103.6321383,,,,577420,24.4979,32.7634,595,3,103.0994897,0.532224504,,,,,,,,,27890.0,685.0,586.0,288.0,1816.0,20200.0,60.0
Batticaloa,Eastern,2024,January,0.7119264,0.72118236,Healthy,98.78304333,,,,577000,20.8079,29.9314,373,1,64.69966606,0.304349664,,,,,,,,,74410.0,146.0,1027.0,715.0,1644.0,65289.0,94.0
Batticaloa,Eastern,2024,February,0.63750728,0.669240733,Healthy,95.576843,,,,577000,21.0,30.8518,352,1,61.10524017,0.287441349,,,,,,,,,74410.0,146.0,1027.0,715.0,1644.0,65289.0,94.0
Batticaloa,Eastern,2024,March,0.595795483,0.627042573,Degraded,95.39321067,,,,577000,18.8947,32.9729,373,1,64.69966606,0.304349664,,,,,,,,,74410.0,146.0,1027.0,715.0,1644.0,65289.0,94.0
Batticaloa,Eastern,2024,April,0.61077801,0.60768549,Degraded,100.4738533,,,,577000,17.6961,32.7069,331,1,57.51081428,0.270533035,,,,,,,,,74410.0,146.0,1027.0,715.0,1644.0,65289.0,94.0
Batticaloa,Eastern,2024,May,0.664312573,0.609719333,Degraded,108.2724733,,,,577000,18.2395,30.4848,311,1,53.91638838,0.25362472,,,,,,,,,74410.0,146.0,1027.0,715.0,1644.0,65289.0,94.0
Batticaloa,Eastern,2024,June,0.683504883,0.597156433,Degraded,113.34842,,,,577000,15.7447,24.1853,352,1,61.10524017,0.287441349,,,,,,,,,74410.0,146.0,1027.0,715.0,1644.0,65289.0,94.0
Batticaloa,Eastern,2024,July,0.639856467,0.553775297,Degraded,114.2539667,324.85,298.24,11.26,577000,13.4179,22.3659,394,1,68.29409195,0.321257979,,,,,,,,,74410.0,146.0,1027.0,715.0,1644.0,65289.0,94.0
Batticaloa,Eastern,2024,August,0.60722802,0.529086387,Degraded,113.4934847,323.49,296.32,18.45,577000,12.1736,21.6735,435,2,75.48294374,0.355074608,,,,,,,,,74410.0,146.0,1027.0,715.0,1644.0,65289.0,94.0
Batticaloa,Eastern,2024,September,0.593474347,0.539749457,Degraded,109.1304347,320.2,301.9,6.9,577000,14.8547,25.9658,497,2,86.26622141,0.405799552,,,,,,,,,74410.0,146.0,1027.0,715.0,1644.0,65289.0,94.0
Batticaloa,Eastern,2024,October,0.6102321,0.58577872,Degraded,103.8767247,,,,577000,17.7028,27.0547,539,2,93.4550732,0.439616181,,,,,,,,,74410.0,146.0,1027.0,715.0,1644.0,65289.0,94.0
Batticaloa,Eastern,2024,November,0.68312518,0.668409343,Healthy,102.0493333,,,,577000,19.0949,31.859,580,2,100.643925,0.473432811,,,,,,,,,74410.0,146.0,1027.0,715.0,1644.0,65289.0,94.0
Batticaloa,Eastern,2024,December,0.747597933,0.728719153,Healthy,102.4244003,,,,577000,24.1803,34.2335,559,2,97.04949909,0.456524496,,,,,,,,,74410.0,146.0,1027.0,715.0,1644.0,65289.0,94.0
Colombo,Western,2014,January,0.651098533,0.672061403,Healthy,97.09382,,,,2353000,54.1875,26.2664,1147,18,48.7473179,0.764980875,,,,,,,,,859112.0,3851.0,20799.0,3851.0,38780.0,272885.0,79038.0
Colombo,Western,2014,February,0.626963767,0.654409933,Healthy,96.103134,326.2,303.5,23.3,2354170,50.5,27.1119,1083,17,46.01625256,0.722122871,,,,,,,,,859112.0,3851.0,20799.0,3851.0,38780.0,272885.0,79038.0
Colombo,Western,2014,March,0.630656497,0.657734513,Healthy,96.17270833,,,,2355330,41.4375,25.6118,1147,18,48.69909483,0.764224121,,,,,,,,,859112.0,3851.0,20799.0,3851.0,38780.0,272885.0,79038.0
Colombo,Western,2014,April,0.6600536,0.67725397,Healthy,97.63123167,317.0,298.6,6.9,2356500,31.1875,23.1696,1019,16,43.2665918,0.678973053,,,,,,,,,859112.0,3851.0,20799.0,3851.0,38780.0,272885.0,79038.0
Colombo,Western,2014,May,0.68307822,0.695526517,Healthy,98.33097333,,,,2357670,28.0625,22.3199,955,15,40.5423006,0.636221354,,,,,,,,,859112.0,3851.0,20799.0,3851.0,38780.0,272885.0,79038.0
Colombo,Western,2014,June,0.683075347,0.704092183,Healthy,97.21317333,,,,2358830,25.1875,19.7881,1083,17,45.9253449,0.720696277,,,,,,,,,859112.0,3851.0,20799.0,3851.0,38780.0,272885.0,79038.0
Colombo,Western,2014,July,0.675807213,0.704232777,Healthy,96.23159667,,,,2360000,24.875,18.7622,1210,19,51.30287998,0.805084746,,,,,,,,,859112.0,3851.0,20799.0,3851.0,38780.0,272885.0,79038.0
Colombo,Western,2014,August,0.681756503,0.697732053,Healthy,97.864508,,,,2361170,24.5625,19.6841,1338,21,56.67508574,0.889389582,,,,,,,,,859112.0,3851.0,20799.0,3851.0,38780.0,272885.0,79038.0
Colombo,Western,2014,September,0.693005777,0.696139283,Healthy,99.579892,,,,2362330,27.375,23.5736,1529,24,64.73972111,1.015946121,,,,,,,,,859112.0,3851.0,20799.0,3851.0,38780.0,272885.0,79038.0
Colombo,Western,2014,October,0.698807223,0.69933169,Healthy,99.92997467,,,,2363500,22.5,21.1931,1656,26,70.09997919,1.100063465,,,,,,,,,859112.0,3851.0,20799.0,3851.0,38780.0,272885.0,79038.0
Colombo,Western,2014,November,0.70316375,0.6999362,Healthy,100.4305517,,,,2364670,43.375,21.1757,1784,28,75.45493293,1.18409757,,,,,,,,,859112.0,3851.0,20799.0,3851.0,38780.0,272885.0,79038.0
Colombo,Western,2014,December,0.700062313,0.693117947,Healthy,100.9345267,,,,2365830,49.5625,27.7445,1720,27,72.72443858,1.141248526,,,,,,,,,859112.0,3851.0,20799.0,3851.0,38780.0,272885.0,79038.0
Colombo,Western,2015,January,0.67505216,0.672061403,Healthy,100.412083,,,,2367000,36.875,31.4021,1037,16,43.84988717,0.701721846,9015.178141266226,28039.66119616662,447.6009229628735,20.82506150632498,75.14629200572655,1.1010982704886687,97.0724517825402,,1337814.0,4140.0,39456.0,5356.0,105628.0,370889.0,129547.0
Colombo,Western,2015,February,0.653928953,0.654409933,Healthy,99.93167333,321.7,298.9,9.7,2368670,36.9375,30.9037,980,15,41.38458408,0.662270045,9015.178141266226,28039.66119616662,447.6009229628735,20.82506150632498,75.14629200572655,1.1010982704886687,97.0724517825402,,1337814.0,4140.0,39456.0,5356.0,105628.0,370889.0,129547.0
Colombo,Western,2015,March,0.659315927,0.657734513,Healthy,100.222617,,,,2370330,39.625,29.4105,1037,16,43.78828388,0.70073602,9015.178141266226,28039.66119616662,447.6009229628735,20.82506150632498,75.14629200572655,1.1010982704886687,97.0724517825402,,1337814.0,4140.0,39456.0,5356.0,105628.0,370889.0,129547.0
Colombo,Western,2015,April,0.683304317,0.67725397,Healthy,100.83085,,,,2372000,29.375,26.7491,922,14,38.89551543,0.622437928,9015.178141266226,28039.66119616662,447.6009229628735,20.82506150632498,75.14629200572655,1.1010982704886687,97.0724517825402,,1337814.0,4140.0,39456.0,5356.0,105628.0,370889.0,129547.0
Colombo,Western,2015,May,0.701437667,0.695526517,Healthy,100.7937387,,,,2373670,30.875,26.3592,864,13,36.43889102,0.58312501,9015.178141266226,28039.66119616662,447.6009229628735,20.82506150632498,75.14629200572655,1.1010982704886687,97.0724517825402,,1337814.0,4140.0,39456.0,5356.0,105628.0,370889.0,129547.0
Colombo,Western,2015,June,0.705855057,0.704092183,Healthy,100.23383,,,,2375330,27.5,23.5769,980,15,41.26854911,0.660413158,9015.178141266226,28039.66119616662,447.6009229628735,20.82506150632498,75.14629200572655,1.1010982704886687,97.0724517825402,,1337814.0,4140.0,39456.0,5356.0,105628.0,370889.0,129547.0
Colombo,Western,2015,July,0.70558838,0.704232777,Healthy,100.1803843,,,,2377000,25.8438,22.3605,1095,17,46.0912676,0.737590253,9015.178141266226,28039.66119616662,447.6009229628735,20.82506150632498,75.14629200572655,1.1010982704886687,97.0724517825402,,1337814.0,4140.0,39456.0,5356.0,105628.0,370889.0,129547.0
Colombo,Western,2015,August,0.7105536,0.697732053,Healthy,101.71564,,,,2378670,24.1875,22.5837,1210,19,50.90721429,0.814658981,9015.178141266226,28039.66119616662,447.6009229628735,20.82506150632498,75.14629200572655,1.1010982704886687,97.0724517825402,,1337814.0,4140.0,39456.0,5356.0,105628.0,370889.0,129547.0
Colombo,Western,2015,September,0.721975347,0.696139283,Healthy,103.4624447,,,,2380330,30.75,27.6852,1383,22,58.1391,0.930389545,9015.178141266226,28039.66119616662,447.6009229628735,20.82506150632498,75.14629200572655,1.1010982704886687,97.0724517825402,,1337814.0,4140.0,39456.0,5356.0,105628.0,370889.0,129547.0
Colombo,Western,2015,October,0.72425072,0.69933169,Healthy,103.3259783,,,,2382000,33.25,24.3177,1499,23,62.93986743,1.007215362,9015.178141266226,28039.66119616662,447.6009229628735,20.82506150632498,75.14629200572655,1.1010982704886687,97.0724517825402,,1337814.0,4140.0,39456.0,5356.0,105628.0,370889.0,129547.0
Colombo,Western,2015,November,0.7130971,0.6999362,Healthy,101.7546547,,,,2383670,39.9375,25.1338,1614,25,67.73390803,1.08393353,9015.178141266226,28039.66119616662,447.6009229628735,20.82506150632498,75.14629200572655,1.1010982704886687,97.0724517825402,,1337814.0,4140.0,39456.0,5356.0,105628.0,370889.0,129547.0
Colombo,Western,2015,December,0.700584047,0.693117947,Healthy,101.004352,,,,2385330,45.4375,31.7979,1556,24,65.26938595,1.044494227,9015.178141266226,28039.66119616662,447.6009229628735,20.82506150632498,75.14629200572655,1.1010982704886687,97.0724517825402,,1337814.0,4140.0,39456.0,5356.0,105628.0,370889.0,129547.0
Colombo,Western,2016,January,0.679256497,0.672061403,Healthy,100.9967913,317.55,299.6,7.0,2387000,51.25,36.6643,1053,14,44.13234287,0.616142316,,,,,,,,,986656.0,2685.0,26887.0,5271.0,45172.0,340129.0,56945.0
Colombo,Western,2016,February,0.662702887,0.654409933,Healthy,101.1773747,,,,2388670,47.875,37.4756,994,13,41.65140577,0.581505352,,,,,,,,,986656.0,2685.0,26887.0,5271.0,45172.0,340129.0,56945.0
Colombo,Western,2016,March,0.661714487,0.657734513,Healthy,100.5643433,,,,2390330,43.9375,34.8821,1053,14,44.07086153,0.61528396,,,,,,,,,986656.0,2685.0,26887.0,5271.0,45172.0,340129.0,56945.0
Colombo,Western,2016,April,0.674986937,0.67725397,Healthy,99.68832367,,,,2392000,37.0,32.1276,936,13,39.14674933,0.546537238,,,,,,,,,986656.0,2685.0,26887.0,5271.0,45172.0,340129.0,56945.0
Colombo,Western,2016,May,0.696936233,0.695526517,Healthy,100.188382,,,,2393670,34.375,31.6034,877,12,36.67447282,0.512021188,,,,,,,,,986656.0,2685.0,26887.0,5271.0,45172.0,340129.0,56945.0
Colombo,Western,2016,June,0.699998563,0.704092183,Healthy,99.45741,,,,2395330,31.1875,27.4089,994,13,41.53559777,0.579888529,,,,,,,,,986656.0,2685.0,26887.0,5271.0,45172.0,340129.0,56945.0
Colombo,Western,2016,July,0.684626083,0.704232777,Healthy,97.39996133,,,,2397000,30.7188,26.688,1111,15,46.38979619,0.647659167,,,,,,,,,986656.0,2685.0,26887.0,5271.0,45172.0,340129.0,56945.0
Colombo,Western,2016,August,0.676537667,0.697732053,Healthy,97.16546333,,,,2398670,30.25,26.6355,1229,17,51.23723543,0.715335439,,,,,,,,,986656.0,2685.0,26887.0,5271.0,45172.0,340129.0,56945.0
Colombo,Western,2016,September,0.669284083,0.696139283,Healthy,96.401021,,,,2400330,31.9375,32.0976,1404,19,58.51634425,0.816960839,,,,,,,,,986656.0,2685.0,26887.0,5271.0,45172.0,340129.0,56945.0
Colombo,Western,2016,October,0.663705803,0.69933169,Healthy,95.24582667,,,,2402000,39.625,29.7677,1521,21,63.34863224,0.88442558,,,,,,,,,986656.0,2685.0,26887.0,5271.0,45172.0,340129.0,56945.0
Colombo,Western,2016,November,0.66130867,0.6999362,Healthy,94.84910833,,,,2403670,38.0625,30.5974,1638,22,68.17420556,0.951796577,,,,,,,,,986656.0,2685.0,26887.0,5271.0,45172.0,340129.0,56945.0
Colombo,Western,2016,December,0.65344492,0.693117947,Healthy,94.66181967,,,,2405330,46.125,38.3563,1580,22,65.6940435,0.917170434,,,,,,,,,986656.0,2685.0,26887.0,5271.0,45172.0,340129.0,56945.0
Colombo,Western,2017,January,0.644443467,0.672061403,Healthy,96.18110933,,,,2407000,51.2415,58.8355,1265,17,52.56315421,0.732619291,,,,,,,,,903306.0,3331.0,16742.0,8689.0,39182.0,344380.0,23537.0
Colombo,Western,2017,February,0.64336518,0.654409933,Healthy,98.433595,,,,2409670,48.3789,58.7154,1194,16,49.5879728,0.69115155,,,,,,,,,903306.0,3331.0,16742.0,8689.0,39182.0,344380.0,23537.0
Colombo,Western,2017,March,0.653439117,0.657734513,Healthy,99.39304667,,,,2412330,45.8802,57.0885,1265,17,52.44701687,0.731000582,,,,,,,,,903306.0,3331.0,16742.0,8689.0,39182.0,344380.0,23537.0
Colombo,Western,2017,April,0.668062303,0.67725397,Healthy,98.73829,,,,2415000,35.3455,51.6489,1124,15,46.56802841,0.649059907,,,,,,,,,903306.0,3331.0,16742.0,8689.0,39182.0,344380.0,23537.0
Colombo,Western,2017,May,0.684176817,0.695526517,Healthy,98.47697133,,,,2417670,33.4621,50.8123,1054,14,43.60931261,0.607821661,,,,,,,,,903306.0,3331.0,16742.0,8689.0,39182.0,344380.0,23537.0
Colombo,Western,2017,June,0.695421723,0.704092183,Healthy,98.85018,,,,2420330,30.5194,44.7743,1194,16,49.36956961,0.688107471,,,,,,,,,903306.0,3331.0,16742.0,8689.0,39182.0,344380.0,23537.0
Colombo,Western,2017,July,0.691391297,0.704232777,Healthy,98.29712167,,,,2423000,29.0554,42.3335,1335,18,55.11695171,0.768213832,,,,,,,,,903306.0,3331.0,16742.0,8689.0,39182.0,344380.0,23537.0
Colombo,Western,2017,August,0.683613,0.697732053,Healthy,98.11187333,,,,2425670,29.1581,43.6871,1476,20,60.85168121,0.848143842,,,,,,,,,903306.0,3331.0,16742.0,8689.0,39182.0,344380.0,23537.0
Colombo,Western,2017,September,0.68797533,0.696139283,Healthy,98.90567533,,,,2428330,32.534,51.1062,1686,23,69.46859897,0.968245466,,,,,,,,,903306.0,3331.0,16742.0,8689.0,39182.0,344380.0,23537.0
Colombo,Western,2017,October,0.693568097,0.69933169,Healthy,99.23103667,,,,2431000,34.8448,46.2666,1827,25,75.17499239,1.047780531,,,,,,,,,903306.0,3331.0,16742.0,8689.0,39182.0,344380.0,23537.0
Colombo,Western,2017,November,0.68603622,0.6999362,Healthy,98.14622667,,,,2433670,44.0644,46.9112,1968,27,80.86886475,1.127141079,,,,,,,,,903306.0,3331.0,16742.0,8689.0,39182.0,344380.0,23537.0
Colombo,Western,2017,December,0.670113013,0.693117947,Healthy,96.90288733,,,,2436330,51.5853,60.5395,1897,26,77.89555122,1.085699372,,,,,,,,,903306.0,3331.0,16742.0,8689.0,39182.0,344380.0,23537.0
Colombo,Western,2018,January,0.64626812,0.672061403,Healthy,96.42892,,,,2439000,53.8327,62.6037,1288,19,52.81552816,0.79800798,,,,,,,,,961598.0,2957.0,16931.0,7055.0,80776.0,339763.0,20063.0
Colombo,Western,2018,February,0.63632462,0.654409933,Healthy,97.43357167,321.1,304.8,10.9,2439750,50.6778,62.8227,1216,18,49.8659982,0.753442518,,,,,,,,,961598.0,2957.0,16931.0,7055.0,80776.0,339763.0,20063.0
Colombo,Western,2018,March,0.6481478,0.657734513,Healthy,98.64351333,,,,2440500,48.7745,59.5622,1288,19,52.78306624,0.797517502,,,,,,,,,961598.0,2957.0,16931.0,7055.0,80776.0,339763.0,20063.0
Colombo,Western,2018,April,0.67557822,0.67725397,Healthy,99.76801833,,,,2441250,37.7798,54.2082,1145,17,46.90386689,0.708686657,,,,,,,,,961598.0,2957.0,16931.0,7055.0,80776.0,339763.0,20063.0
Colombo,Western,2018,May,0.694943467,0.695526517,Healthy,99.92225,,,,2442000,35.2317,52.3501,1073,16,43.95887018,0.664189689,,,,,,,,,961598.0,2957.0,16931.0,7055.0,80776.0,339763.0,20063.0
Colombo,Western,2018,June,0.700176787,0.704092183,Healthy,99.48086533,,,,2442750,32.2885,46.0675,1216,18,49.80475657,0.752517197,,,,,,,,,961598.0,2957.0,16931.0,7055.0,80776.0,339763.0,20063.0
Colombo,Western,2018,July,0.688185483,0.704232777,Healthy,97.87131,,,,2443500,31.367,44.8553,1359,20,55.64705432,0.840790483,,,,,,,,,961598.0,2957.0,16931.0,7055.0,80776.0,339763.0,20063.0
Colombo,Western,2018,August,0.66811012,0.697732053,Healthy,96.037568,,,,2444250,30.3446,45.8489,1502,22,61.48576674,0.929009597,,,,,,,,,961598.0,2957.0,16931.0,7055.0,80776.0,339763.0,20063.0
