Year,District,Petrol_Liters,Diesel_Liters,Kerosene_Liters,LPG_Kg,Other_Liters,Total_Fuel_MJ,Data_Source
2021,Kegalle,,,,,,,SLSEA Energy Balance 2022 (Automated extraction)
2021,Ratnapura,,70864200.0,2145000.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2021,Kurunegala,,130524900.0,5441910.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2021,Puttalam,,68966700.0,15483600.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2021,Anuradhapura,,87306450.0,3659700.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2021,Polonnaruwa,,41405100.0,1821600.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2021,Badulla,,86278390.0,1904100.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2021,Monaragala,,,,,,,SLSEA Energy Balance 2022 (Automated extraction)
2021,Vavuniya,,22558700.0,1910700.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2021,Mannar,,10312500.0,5695800.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2021,Kilinochchi,,,,,,,SLSEA Energy Balance 2022 (Automated extraction)
2022,Colombo,,559651390.0,8467710.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2022,Gampaha,,254317150.0,10560000.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2022,Kalutara,,94040100.0,5847600.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2022,Matara,,65902610.0,4910400.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2022,Galle,,76184000.0,5606700.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2022,Hambantota,,56380180.0,4715700.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2022,Jaffna,,41913340.0,10969200.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2022,Mullaitivu,,,,,,,SLSEA Energy Balance 2022 (Automated extraction)
2022,Batticaloa,,56323830.0,6230400.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2022,Ampara,,46572900.0,5517600.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2022,Trincomalee,,44797500.0,8124600.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2022,Kandy,,81993200.0,3451800.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2022,Matale,,36504600.0,1947000.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2022,Nuwara Eliya,,33038580.0,2283600.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2022,Kegalle,,,,,,,SLSEA Energy Balance 2022 (Automated extraction)
2022,Ratnapura,,70864200.0,2145000.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2022,Kurunegala,,130524900.0,5441910.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2022,Puttalam,,68966700.0,15483600.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2022,Anuradhapura,,87306450.0,3659700.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2022,Polonnaruwa,,41405100.0,1821600.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2022,Badulla,,86278390.0,1904100.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2022,Monaragala,,,,,,,SLSEA Energy Balance 2022 (Automated extraction)
2022,Vavuniya,,22558700.0,1910700.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2022,Mannar,,10312500.0,5695800.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2022,Kilinochchi,,,,,,,SLSEA Energy Balance 2022 (Automated extraction)
2023,Colombo,,559651390.0,8467710.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2023,Gampaha,,254317150.0,10560000.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2023,Kalutara,,94040100.0,5847600.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2023,Matara,,65902610.0,4910400.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2023,Galle,,76184000.0,5606700.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2023,Hambantota,,56380180.0,4715700.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2023,Jaffna,,41913340.0,10969200.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2023,Mullaitivu,,,,,,,SLSEA Energy Balance 2022 (Automated extraction)
2023,Batticaloa,,56323830.0,6230400.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2023,Ampara,,46572900.0,5517600.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2023,Trincomalee,,44797500.0,8124600.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2023,Kandy,,81993200.0,3451800.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2023,Matale,,36504600.0,1947000.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2023,Nuwara Eliya,,33038580.0,2283600.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2023,Kegalle,,,,,,,SLSEA Energy Balance 2022 (Automated extraction)
2023,Ratnapura,,70864200.0,2145000.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2023,Kurunegala,,130524900.0,5441910.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2023,Puttalam,,68966700.0,15483600.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2023,Anuradhapura,,87306450.0,3659700.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2023,Polonnaruwa,,41405100.0,1821600.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2023,Badulla,,86278390.0,1904100.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2023,Monaragala,,,,,,,SLSEA Energy Balance 2022 (Automated extraction)
2023,Vavuniya,,22558700.0,1910700.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2023,Mannar,,10312500.0,5695800.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2023,Kilinochchi,,,,,,,SLSEA Energy Balance 2022 (Automated extraction)
2024,Colombo,,559651390.0,8467710.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2024,Gampaha,,254317150.0,10560000.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2024,Kalutara,,94040100.0,5847600.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2024,Matara,,65902610.0,4910400.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2024,Galle,,76184000.0,5606700.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2024,Hambantota,,56380180.0,4715700.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2024,Jaffna,,41913340.0,10969200.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2024,Mullaitivu,,,,,,,SLSEA Energy Balance 2022 (Automated extraction)
2024,Batticaloa,,56323830.0,6230400.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2024,Ampara,,46572900.0,5517600.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2024,Trincomalee,,44797500.0,8124600.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2024,Kandy,,81993200.0,3451800.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2024,Matale,,36504600.0,1947000.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2024,Nuwara Eliya,,33038580.0,2283600.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2024,Kegalle,,,,,,,SLSEA Energy Balance 2022 (Automated extraction)
2024,Ratnapura,,70864200.0,2145000.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2024,Kurunegala,,130524900.0,5441910.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2024,Puttalam,,68966700.0,15483600.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2024,Anuradhapura,,87306450.0,3659700.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2024,Polonnaruwa,,41405100.0,1821600.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2024,Badulla,,86278390.0,1904100.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2024,Monaragala,,,,,,,SLSEA Energy Balance 2022 (Automated extraction)
2024,Vavuniya,,22558700.0,1910700.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2024,Mannar,,10312500.0,5695800.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2024,Kilinochchi,,,,,,,SLSEA Energy Balance 2022 (Automated extraction)
2025,Colombo,,559651390.0,8467710.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2025,Gampaha,,254317150.0,10560000.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2025,Kalutara,,94040100.0,5847600.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2025,Matara,,65902610.0,4910400.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2025,Galle,,76184000.0,5606700.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2025,Hambantota,,56380180.0,4715700.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2025,Jaffna,,41913340.0,10969200.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2025,Mullaitivu,,,,,,,SLSEA Energy Balance 2022 (Automated extraction)
2025,Batticaloa,,56323830.0,6230400.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2025,Ampara,,46572900.0,5517600.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2025,Trincomalee,,44797500.0,8124600.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2025,Kandy,,81993200.0,3451800.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2025,Matale,,36504600.0,1947000.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2025,Nuwara Eliya,,33038580.0,2283600.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2025,Kegalle,,,,,,,SLSEA Energy Balance 2022 (Automated extraction)
2025,Ratnapura,,70864200.0,2145000.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2025,Kurunegala,,130524900.0,5441910.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2025,Puttalam,,68966700.0,15483600.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2025,Anuradhapura,,87306450.0,3659700.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2025,Polonnaruwa,,41405100.0,1821600.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2025,Badulla,,86278390.0,1904100.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2025,Monaragala,,,,,,,SLSEA Energy Balance 2022 (Automated extraction)
2025,Vavuniya,,22558700.0,1910700.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2025,Mannar,,10312500.0,5695800.0,,,,SLSEA Energy Balance 2022 (Automated extraction)
2025,Kilinochchi,,,,,,,SLSEA Energy Balance 2022 (Automated extraction)
