year_month,month_name,district,province,adm_level,adm_id,PCODE,n_pixels,vim,vim_avg,viq,fire_point_count,fire_brightness_mean,fire_confidence_mean,fire_frp_mean,respiratory_cases,deaths,population,year,month,resp_cases_per_100k
2009-08,August,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.5810859266666667,0.6297521233333333,92.84600466666666,1.0,324.9565217,63.04347826,18.7826087,,,,2009,8,
2009-09,September,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.5793267466666667,0.6329594333333334,92.15538533333331,1.0,327.7944444,62.55555556,29.3,,,,2009,9,
2009-10,October,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.60557505,0.6726984566666667,90.70141133333334,1.0,333.25,65.5,17.2,,,,2009,10,
2009-11,November,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6854315033333332,0.73024149,94.24061,,,,,,,,2009,11,
2009-12,December,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7533770533333333,0.7766607333333333,97.173288,,,,,,,,2009,12,
2010-01,January,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7869707333333333,0.7833097133333333,100.4434,,,,,,,,2010,1,
2010-02,February,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7474698166666668,0.7432987,100.51682666666666,,,,,,,,2010,2,
2010-03,March,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6793775333333333,0.6993939033333333,97.31596166666668,1.0,326.1681818,56.77272727,16.93636364,,,,2010,3,
2010-04,April,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6610782000000001,0.6831142633333332,96.993182,1.0,320.2666667,39.16666667,20.51666667,,,,2010,4,
2010-05,May,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.70239544,0.6942442600000001,101.09014666666668,1.0,316.7428571,27.57142857,11.02857143,,,,2010,5,
2010-06,June,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.71872247,0.69607917,103.036794,1.0,319.0,43.0,11.35,,,,2010,6,
2010-07,July,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6874766133333333,0.66297264,103.4313,1.0,321.14375,46.375,12.9125,,,,2010,7,
2010-08,August,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6442596033333333,0.6297521233333333,102.134145,1.0,328.3068966,61.20689655,20.13103448,,,,2010,8,
2010-09,September,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.65863898,0.6329594333333334,103.75439666666666,1.0,326.692,58.12,16.972,,,,2010,9,
2010-10,October,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6945557666666667,0.6726984566666667,103.04540833333331,1.0,323.575,41.75,17.975,,,,2010,10,
2010-11,November,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7327312666666667,0.73024149,100.324753,,,,,,,,2010,11,
2010-12,December,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.77526482,0.7766607333333333,99.832972,,,,,,,,2010,12,
2011-01,January,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.77505189,0.7833097133333333,99.007118,,,,,,,,2011,1,
2011-02,February,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7290362466666668,0.7432987,98.20126466666666,,,,,,,,2011,2,
2011-03,March,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6917889,0.6993939033333333,98.99098666666669,1.0,319.8,49.0,9.2,,,,2011,3,
2011-04,April,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.68537667,0.6831142633333332,100.30844,1.0,338.0,83.0,33.0,,,,2011,4,
2011-05,May,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6981564666666666,0.6942442600000001,100.52565666666668,1.0,318.98,48.2,15.62,,,,2011,5,
2011-06,June,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6999467,0.69607917,100.51817166666666,1.0,322.515,61.85,15.535,,,,2011,6,
2011-07,July,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.67393015,0.66297264,101.54469666666668,1.0,319.9,59.9047619,13.23809524,,,,2011,7,
2011-08,August,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6465206099999999,0.6297521233333333,102.46733333333331,1.0,325.9395349,62.44186047,24.35116279,,,,2011,8,
2011-09,September,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6439444233333333,0.6329594333333334,101.611578,1.0,327.5742857,59.25714286,27.92571429,,,,2011,9,
2011-10,October,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6786097266666666,0.6726984566666667,100.82115833333334,1.0,322.7333333,72.0,13.73333333,,,,2011,10,
2011-11,November,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7319305800000001,0.73024149,100.21830466666664,1.0,320.5,60.0,8.55,,,,2011,11,
2011-12,December,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7745328499999999,0.7766607333333333,99.74421666666666,,,,,,,,2011,12,
2012-01,January,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7771578,0.7833097133333333,99.26041466666668,,,,,,,,2012,1,
2012-02,February,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7308203866666667,0.7432987,98.422795,,,,,,,,2012,2,
2012-03,March,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6806596066666666,0.6993939033333333,97.49781,1.0,320.025,48.375,13.45,,,,2012,3,
2012-04,April,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6606974800000001,0.6831142633333332,96.94257,1.0,315.1,33.0,14.76666667,,,,2012,4,
2012-05,May,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6562754666666667,0.6942442600000001,94.90228166666668,1.0,321.56,50.33333333,12.80666667,,,,2012,5,
2012-06,June,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6462827466666666,0.69607917,93.32582,1.0,322.5611111,61.44444444,14.47222222,,,,2012,6,
2012-07,July,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.62504329,0.66297264,94.688688,1.0,327.1576923,58.57692308,21.43461538,,,,2012,7,
2012-08,August,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.59974104,0.6297521233333333,95.58526,1.0,327.8646154,57.89230769,28.89384615,,,,2012,8,
2012-09,September,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6074394333333334,0.6329594333333334,96.25886666666666,1.0,318.96,52.4,11.86,,,,2012,9,
2012-10,October,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.66635712,0.6726984566666667,99.10478333333332,1.0,321.35,49.0,8.825,,,,2012,10,
2012-11,November,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7346516666666667,0.73024149,100.56605,,,,,,,,2012,11,
2012-12,December,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7796052166666666,0.7766607333333333,100.35645166666666,,,,,,,,2012,12,
2013-01,January,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7840938866666667,0.7833097133333333,100.09407333333333,,,,,,,,2013,1,
2013-02,February,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7508623633333333,0.7432987,100.96095466666668,,,,,,,,2013,2,
2013-03,March,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.71616482,0.6993939033333333,102.23995533333334,1.0,314.9,57.0,7.1,,,,2013,3,
2013-04,April,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6960031666666667,0.6831142633333332,101.758395,,,,,,,,2013,4,
2013-05,May,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.69815987,0.6942442600000001,100.52829,,,,,,,,2013,5,
2013-06,June,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6882448566666666,0.69607917,98.94920866666666,1.0,315.5153846,55.46153846,9.238461538,,,,2013,6,
2013-07,July,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6666863933333333,0.66297264,100.53243533333334,1.0,319.2,40.64285714,13.85714286,,,,2013,7,
2013-08,August,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.63919501,0.6297521233333333,101.38761066666666,1.0,327.8132075,61.71698113,18.49811321,,,,2013,8,
2013-09,September,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6264514666666666,0.6329594333333334,99.05652333333336,1.0,321.9428571,59.42857143,18.94285714,,,,2013,9,
2013-10,October,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6442906866666667,0.6726984566666667,96.07522666666668,1.0,325.99,64.2,16.54,,,,2013,10,
2013-11,November,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7039825666666667,0.73024149,96.62638133333331,1.0,320.0,72.0,11.7,,,,2013,11,
2013-12,December,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7686299,0.7766607333333333,99.01918333333332,,,,,,,,2013,12,
2014-01,January,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7952893333333334,0.7833097133333333,101.439978,,,,,185.0,1.0,666000.0,2014,1,27.78
2014-02,February,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7560127066666666,0.7432987,101.59741533333332,,,,,175.0,1.0,666670.0,2014,2,26.25
2014-03,March,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6953834333333333,0.6993939033333333,99.45482333333332,1.0,321.775,63.25,10.425,185.0,1.0,667330.0,2014,3,27.72
2014-04,April,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6644888833333333,0.6831142633333332,97.45943166666666,1.0,325.35,41.0,14.775,164.0,1.0,668000.0,2014,4,24.55
2014-05,May,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6833959333333333,0.6942442600000001,98.53989333333334,1.0,320.7,62.0,10.3,154.0,1.0,668670.0,2014,5,23.03
2014-06,June,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6765283200000001,0.69607917,97.37266,1.0,320.65,61.7,18.225,175.0,1.0,669330.0,2014,6,26.15
2014-07,July,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6173475933333333,0.66297264,93.590662,1.0,323.9148936,61.82978723,18.39574468,195.0,1.0,670000.0,2014,7,29.1
2014-08,August,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.59187026,0.6297521233333333,94.43391266666669,1.0,326.4340909,63.06818182,18.19090909,216.0,2.0,670670.0,2014,8,32.21
2014-09,September,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6251816066666667,0.6329594333333334,98.8504,1.0,326.6,46.625,28.05,246.0,2.0,671330.0,2014,9,36.64
2014-10,October,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6824584833333334,0.6726984566666667,101.35004833333332,1.0,311.55,24.5,42.3,267.0,2.0,672000.0,2014,10,39.73
2014-11,November,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7335857,0.73024149,100.43382333333334,1.0,320.9,71.0,8.8,287.0,2.0,672670.0,2014,11,42.67
2014-12,December,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7712183366666666,0.7766607333333333,99.345778,,,,,277.0,2.0,673330.0,2014,12,41.14
2015-01,January,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7677795666666668,0.7833097133333333,98.13521,1.0,315.95,68.5,10.35,207.0,2.0,674000.0,2015,1,30.71
2015-02,February,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7332952066666666,0.7432987,98.74668666666666,,,,,196.0,2.0,675000.0,2015,2,29.04
2015-03,March,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7031276433333332,0.6993939033333333,100.50382333333332,,,,,207.0,2.0,676000.0,2015,3,30.62
2015-04,April,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6939013666666667,0.6831142633333332,101.47117333333334,1.0,326.3,48.0,13.4,184.0,1.0,677000.0,2015,4,27.18
2015-05,May,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.71925622,0.6942442600000001,103.35591366666668,1.0,319.95,53.0,11.5,173.0,1.0,678000.0,2015,5,25.52
2015-06,June,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7419555400000001,0.69607917,106.15011666666663,1.0,317.6,55.0,7.55,196.0,1.0,679000.0,2015,6,28.87
2015-07,July,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6967296433333333,0.66297264,104.719212,1.0,320.2,64.70588235,11.63529412,219.0,2.0,680000.0,2015,7,32.21
2015-08,August,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6412045333333334,0.6297521233333333,101.68180166666669,1.0,327.3641026,61.6025641,21.32307692,242.0,2.0,681000.0,2015,8,35.54
2015-09,September,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.65402468,0.6329594333333334,103.07665533333332,1.0,322.14,64.06666667,16.98666667,277.0,2.0,682000.0,2015,9,40.62
2015-10,October,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7089863799999999,0.6726984566666667,105.02047366666666,1.0,314.2,41.0,33.7,300.0,2.0,683000.0,2015,10,43.92
2015-11,November,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7585285599999999,0.73024149,103.636275,,,,,323.0,2.0,684000.0,2015,11,47.22
2015-12,December,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7979197133333334,0.7766607333333333,102.57265,,,,,311.0,2.0,685000.0,2015,12,45.4
2016-01,January,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.79570565,0.7833097133333333,101.48446333333334,,,,,198.0,1.0,686000.0,2016,1,28.86
2016-02,February,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7465407633333333,0.7432987,100.40602166666667,1.0,321.5,66.0,7.3,187.0,1.0,687170.0,2016,2,27.21
2016-03,March,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6977473866666667,0.6993939033333333,99.77714466666669,1.0,325.9,61.44444444,17.74444444,198.0,1.0,688330.0,2016,3,28.77
2016-04,April,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6776333133333333,0.6831142633333332,99.252235,1.0,317.7857143,36.14285714,29.82857143,176.0,1.0,689500.0,2016,4,25.53
2016-05,May,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7047321666666667,0.6942442600000001,101.40361466666668,1.0,322.4,72.0,6.3,165.0,1.0,690670.0,2016,5,23.89
