year_month,month_name,district,province,adm_level,adm_id,PCODE,n_pixels,vim,vim_avg,viq,fire_point_count,fire_brightness_mean,fire_confidence_mean,fire_frp_mean,respiratory_cases,deaths,population,year,month,resp_cases_per_100k
2002-10,October,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6430572466666666,0.67526712,95.53112166666666,1.0,325.3,70.25,12.6,,,,2002,10,
2002-11,November,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7338972333333333,0.7371608566666668,99.57228166666668,1.0,321.1,73.0,19.2,,,,2002,11,
2002-12,December,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7784560566666666,0.7700227133333333,101.02730633333331,,,,,,,,2002,12,
2003-01,January,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7889592166666667,0.77555122,101.62460666666668,,,,,,,,2003,1,
2003-02,February,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7624305866666666,0.7486602666666666,101.72385333333334,,,,,,,,2003,2,
2003-03,March,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7260407666666667,0.7118593333333333,101.86286666666666,,,,,,,,2003,3,
2003-04,April,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7204144966666667,0.7008370866666667,102.60696366666669,,,,,,,,2003,4,
2003-05,May,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7224368566666667,0.7062601000000001,102.13921,,,,,,,,2003,5,
2003-06,June,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7113157000000001,0.6984099533333333,101.72582166666666,1.0,315.65,66.75,8.75,,,,2003,6,
2003-07,July,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6826423466666668,0.6664425666666667,102.25498333333331,1.0,324.7230769,62.46153846,15.86923077,,,,2003,7,
2003-08,August,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6287893999999999,0.6358906333333333,98.95405333333332,1.0,326.8526316,64.14736842,38.90421053,,,,2003,8,
2003-09,September,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6047772566666666,0.63163102,96.06019166666664,1.0,331.138,70.66,29.986,,,,2003,9,
2003-10,October,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.66247961,0.67526712,98.21412866666668,,,,,,,,2003,10,
2003-11,November,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.74254312,0.7371608566666668,100.678712,,,,,,,,2003,11,
2003-12,December,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7666007833333334,0.7700227133333333,99.588412,1.0,322.0,69.66666667,20.33333333,,,,2003,12,
2004-01,January,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7450156866666667,0.77555122,96.29912833333331,1.0,321.2625,61.25,18.025,,,,2004,1,
2004-02,February,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.71861177,0.7486602666666666,96.24431,1.0,324.575,74.0,13.825,,,,2004,2,
2004-03,March,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7038815700000001,0.7118593333333333,98.96145166666668,1.0,328.8,72.0,16.7,,,,2004,3,
2004-04,April,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7076988133333333,0.7008370866666667,100.91304666666667,,,,,,,,2004,4,
2004-05,May,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7246274466666667,0.7062601000000001,102.42855166666668,,,,,,,,2004,5,
2004-06,June,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7110697766666667,0.6984099533333333,101.68663533333334,1.0,325.28,75.6,25.48,,,,2004,6,
2004-07,July,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.65705645,0.6664425666666667,98.67414833333332,1.0,323.4176471,69.41176471,21.67647059,,,,2004,7,
2004-08,August,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6120294233333333,0.6358906333333333,96.52419066666668,1.0,329.2709677,68.98387097,48.59784946,,,,2004,8,
2004-09,September,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6497670333333333,0.63163102,102.64342666666668,1.0,323.5666667,63.83333333,19.93333333,,,,2004,9,
2004-10,October,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7246144666666666,0.67526712,106.81395866666666,1.0,324.9,64.0,18.0,,,,2004,10,
2004-11,November,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7681874366666667,0.7371608566666668,103.95399333333334,,,,,,,,2004,11,
2004-12,December,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.79179842,0.7700227133333333,102.65553866666666,,,,,,,,2004,12,
2005-01,January,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7988148966666667,0.77555122,102.817575,1.0,315.3,66.0,8.6,,,,2005,1,
2005-02,February,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.75904706,0.7486602666666666,101.292005,1.0,318.3333333,59.33333333,12.23333333,,,,2005,2,
2005-03,March,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7114121666666667,0.7118593333333333,99.94201,1.0,314.7333333,71.0,9.933333333,,,,2005,3,
2005-04,April,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.70857373,0.7008370866666667,101.03023333333331,,,,,,,,2005,4,
2005-05,May,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.70185529,0.7062601000000001,99.417832,,,,,,,,2005,5,
2005-06,June,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.67524389,0.6984099533333333,96.901738,1.0,322.35,71.5,7.65,,,,2005,6,
2005-07,July,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.650429,0.6664425666666667,97.77025533333334,1.0,327.4125,71.5625,23.53125,,,,2005,7,
2005-08,August,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6093258666666667,0.6358906333333333,96.11692,1.0,336.0880682,73.66477273,48.37102273,,,,2005,8,
2005-09,September,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.5879901833333333,0.63163102,93.59654133333332,1.0,321.94,63.53333333,18.80666667,,,,2005,9,
2005-10,October,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6575999633333334,0.67526712,97.51961333333333,1.0,328.4428571,62.85714286,18.21428571,,,,2005,10,
2005-11,November,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.74913059,0.7371608566666668,101.517357,,,,,,,,2005,11,
2005-12,December,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7725870566666666,0.7700227133333333,100.31663866666668,,,,,,,,2005,12,
2006-01,January,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7728513866666665,0.77555122,99.674203,1.0,318.6,68.5,11.7,,,,2006,1,
2006-02,February,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7580168533333334,0.7486602666666666,101.17561666666668,1.0,320.0333333,64.5,16.2,,,,2006,2,
2006-03,March,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7199089933333332,0.7118593333333333,101.05172,1.0,327.075,58.0,19.475,,,,2006,3,
2006-04,April,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.68455881,0.7008370866666667,97.83425333333332,1.0,323.51,63.4,13.13,,,,2006,4,
2006-05,May,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6682987866666666,0.7062601000000001,94.98059533333333,1.0,324.2,66.33333333,13.96666667,,,,2006,5,
2006-06,June,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.66055488,0.6984099533333333,94.944575,1.0,325.25,65.2,19.2,,,,2006,6,
2006-07,July,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6465921666666666,0.6664425666666667,97.23557533333332,1.0,326.9571429,73.28571429,17.62857143,,,,2006,7,
2006-08,August,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.63482589,0.6358906333333333,99.85304666666669,1.0,329.09,73.7,29.07,,,,2006,8,
2006-09,September,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6496650866666667,0.63163102,102.64279466666666,1.0,326.325,67.25,42.3125,,,,2006,9,
2006-10,October,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6960094,0.67526712,102.86470333333334,1.0,325.8705882,71.94117647,41.81764706,,,,2006,10,
2006-11,November,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7524246766666667,0.7371608566666668,101.943678,,,,,,,,2006,11,
2006-12,December,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7775662666666667,0.7700227133333333,100.921813,,,,,,,,2006,12,
2007-01,January,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.78147175,0.77555122,100.71798,1.0,314.9,58.0,17.2,,,,2007,1,
2007-02,February,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.75686272,0.7486602666666666,101.02559833333332,1.0,319.1,59.66666667,26.35,,,,2007,2,
2007-03,March,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7173399866666667,0.7118593333333333,100.71924333333334,1.0,326.2625,61.25,31.4125,,,,2007,3,
2007-04,April,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7143054666666666,0.7008370866666667,101.79289533333332,1.0,319.55,67.0,14.05,,,,2007,4,
2007-05,May,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.71576468,0.7062601000000001,101.25701,1.0,322.25,37.0,9.8,,,,2007,5,
2007-06,June,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6992548666666667,0.6984099533333333,100.11366533333334,,,,,,,,2007,6,
2007-07,July,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6818627300000001,0.6664425666666667,102.16207166666668,1.0,325.2,73.6,16.2,,,,2007,7,
2007-08,August,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6758784066666667,0.6358906333333333,105.84045333333334,1.0,327.9555556,68.48888889,29.18444444,,,,2007,8,
2007-09,September,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6950615366666667,0.63163102,109.30349666666666,1.0,325.4727273,67.63636364,23.08181818,,,,2007,9,
2007-10,October,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7252858666666667,0.67526712,106.93398333333334,1.0,319.625,63.0,8.175,,,,2007,10,
2007-11,November,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7509521499999999,0.7371608566666668,101.76805166666666,,,,,,,,2007,11,
2007-12,December,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7711407533333333,0.7700227133333333,100.13648,,,,,,,,2007,12,
2008-01,January,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7807074133333334,0.77555122,100.62510466666669,,,,,,,,2008,1,
2008-02,February,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7558662500000001,0.7486602666666666,100.90409866666666,1.0,325.425,63.0,15.5,,,,2008,2,
2008-03,March,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7324843166666666,0.7118593333333333,102.71574,1.0,311.4,37.0,6.0,,,,2008,3,
2008-04,April,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7286113633333334,0.7008370866666667,103.70012533333332,,,,,,,,2008,4,
2008-05,May,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7123897533333333,0.7062601000000001,100.81085666666668,,,,,,,,2008,5,
2008-06,June,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6956874333333333,0.6984099533333333,99.63675333333332,1.0,316.05,69.0,6.7,,,,2008,6,
2008-07,July,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6687074333333333,0.6664425666666667,100.314686,1.0,320.0269231,61.76923077,21.08846154,,,,2008,7,
2008-08,August,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6308211566666667,0.6358906333333333,99.257215,1.0,330.1942675,68.61146497,37.03121019,,,,2008,8,
2008-09,September,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6155697800000001,0.63163102,97.64518166666666,1.0,326.6735294,63.29411765,16.96764706,,,,2008,9,
2008-10,October,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6675133166666667,0.67526712,98.91259466666666,1.0,323.075,69.0,9.05,,,,2008,10,
2008-11,November,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7417654666666667,0.7371608566666668,100.58200466666666,,,,,,,,2008,11,
2008-12,December,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7753140766666666,0.7700227133333333,100.646515,,,,,,,,2008,12,
2009-01,January,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7624603633333332,0.77555122,98.41073533333334,,,,,,,,2009,1,
2009-02,February,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7089693866666668,0.7486602666666666,95.02281066666669,1.0,320.9,60.42857143,11.85714286,,,,2009,2,
2009-03,March,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6772019333333333,0.7118593333333333,95.45917166666668,1.0,319.3666667,39.0,16.43333333,,,,2009,3,
2009-04,April,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6813450833333333,0.7008370866666667,97.40404666666666,,,,,,,,2009,4,
2009-05,May,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6861999666666666,0.7062601000000001,97.34741166666667,,,,,,,,2009,5,
2009-06,June,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.68848429,0.6984099533333333,98.67496333333334,1.0,323.45,67.0,16.25,,,,2009,6,
2009-07,July,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6598364766666666,0.6664425666666667,99.07819866666668,1.0,338.6288889,74.93333333,66.87777778,,,,2009,7,
2009-08,August,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6370396166666666,0.6358906333333333,100.16979233333332,1.0,337.7690476,73.01190476,62.30357143,,,,2009,8,
2009-09,September,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6164184166666667,0.63163102,97.77710333333334,1.0,331.3111111,69.69444444,21.12777778,,,,2009,9,
2009-10,October,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.63962546,0.67526712,95.08403833333334,1.0,325.2125,64.75,13.3125,,,,2009,10,
2009-11,November,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7163380199999999,0.7371608566666668,97.34335166666666,,,,,,,,2009,11,
2009-12,December,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7632560599999999,0.7700227133333333,99.17169166666667,,,,,,,,2009,12,
2010-01,January,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7793572200000001,0.77555122,100.46113633333334,1.0,316.7,66.0,7.7,,,,2010,1,
2010-02,February,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7433948999999999,0.7486602666666666,99.332043,1.0,324.35,76.0,14.95,,,,2010,2,
2010-03,March,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6831443,0.7118593333333333,96.22204,1.0,325.35,28.0,12.25,,,,2010,3,
2010-04,April,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.67782038,0.7008370866666667,96.93173633333332,1.0,321.4263158,55.47368421,18.98947368,,,,2010,4,
2010-05,May,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7267780233333333,0.7062601000000001,102.71244833333331,1.0,318.7,71.0,10.9,,,,2010,5,
2010-06,June,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7369003933333333,0.6984099533333333,105.143775,1.0,316.0,65.0,12.1,,,,2010,6,
2010-07,July,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7022074333333334,0.6664425666666667,104.98236333333334,1.0,323.5375,67.75,15.825,,,,2010,7,
2010-08,August,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6466956666666667,0.6358906333333333,101.56803166666668,1.0,325.5777778,68.36111111,32.93611111,,,,2010,8,
2010-09,September,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6305184166666667,0.63163102,99.838015,1.0,324.5113636,66.18181818,36.96590909,,,,2010,9,
2010-10,October,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6565827133333334,0.67526712,97.45338,1.0,312.3666667,61.0,7.5,,,,2010,10,
2010-11,November,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7010987733333334,0.7371608566666668,95.41362333333332,,,,,,,,2010,11,
2010-12,December,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.75879641,0.7700227133333333,98.623305,,,,,,,,2010,12,
2011-01,January,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7876517466666666,0.77555122,101.46680833333332,,,,,,,,2011,1,
2011-02,February,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7615266633333334,0.7486602666666666,101.60978533333332,,,,,,,,2011,2,
2011-03,March,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7263901533333333,0.7118593333333333,101.90965,1.0,316.525,48.0,10.35,,,,2011,3,
2011-04,April,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7168481999999999,0.7008370866666667,102.13276133333332,1.0,315.3,49.0,10.8,,,,2011,4,
2011-05,May,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7141909666666667,0.7062601000000001,101.04883,1.0,320.25,67.5,9.55,,,,2011,5,
2011-06,June,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6942505600000001,0.6984099533333333,99.440962,1.0,321.9666667,71.33333333,13.56666667,,,,2011,6,
2011-07,July,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6623372166666667,0.6664425666666667,99.42999166666668,1.0,320.0545455,60.81818182,14.38181818,,,,2011,7,
2011-08,August,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6481365,0.6358906333333333,101.79306833333334,1.0,330.5305882,71.2,53.18352941,,,,2011,8,
2011-09,September,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6494223566666667,0.63163102,102.61354666666666,1.0,325.6333333,64.63888889,23.93888889,,,,2011,9,
2011-10,October,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6833023366666667,0.67526712,101.11149,1.0,319.2,51.0,9.777777778,,,,2011,10,
2011-11,November,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7407835233333334,0.7371608566666668,100.46575166666668,,,,,,,,2011,11,
2011-12,December,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.76437094,0.7700227133333333,99.31243166666668,,,,,,,,2011,12,
2012-01,January,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7707858666666666,0.77555122,99.42432,,,,,,,,2012,1,
2012-02,February,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7611407666666666,0.7486602666666666,101.56893133333334,1.0,316.9833333,64.66666667,8.766666667,,,,2012,2,
2012-03,March,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7237991999999999,0.7118593333333333,101.56341,1.0,319.8666667,51.77777778,10.06666667,,,,2012,3,
2012-04,April,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6943332999999999,0.7008370866666667,99.13584666666668,1.0,316.3,40.0,7.85,,,,2012,4,
2012-05,May,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6765239233333333,0.7062601000000001,96.06825266666664,,,,,,,,2012,5,
2012-06,June,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6711694066666668,0.6984099533333333,96.36433333333332,,,,,,,,2012,6,
2012-07,July,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6553137133333333,0.6664425666666667,98.44771133333332,1.0,330.514,70.98,48.148,,,,2012,7,
2012-08,August,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.63064745,0.6358906333333333,99.23971833333331,1.0,334.0419118,70.625,39.56176471,,,,2012,8,
2012-09,September,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6379650633333332,0.63163102,100.92742833333334,1.0,329.8809524,72.33333333,45.6,,,,2012,9,
2012-10,October,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.68743058,0.67526712,101.67210333333333,1.0,326.4,66.33333333,31.95,,,,2012,10,
2012-11,November,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7461729433333333,0.7371608566666668,101.152913,,,,,,,,2012,11,
2012-12,December,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7741505599999999,0.7700227133333333,100.50168866666668,,,,,,,,2012,12,
2013-01,January,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.793829,0.77555122,102.2157,,,,,,,,2013,1,
2013-02,February,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7811434999999999,0.7486602666666666,104.07386333333334,1.0,320.9,62.0,11.8,,,,2013,2,
2013-03,March,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7452019533333334,0.7118593333333333,104.37141666666666,,,,,,,,2013,3,
2013-04,April,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7087031100000001,0.7008370866666667,101.04971833333332,1.0,323.66,37.6,11.68,,,,2013,4,
2013-05,May,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7030403533333334,0.7062601000000001,99.57422666666666,,,,,,,,2013,5,
2013-06,June,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.71576703,0.6984099533333333,102.324845,1.0,318.05,64.0,8.4,,,,2013,6,
2013-07,July,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7026254666666666,0.6664425666666667,105.05227333333332,1.0,321.0285714,56.28571429,10.67142857,,,,2013,7,
2013-08,August,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6583450666666667,0.6358906333333333,103.26645,1.0,326.4670213,68.22340426,30.63191489,,,,2013,8,
2013-09,September,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6404251,0.63163102,101.29247166666666,1.0,325.6444444,69.72222222,26.82777778,,,,2013,9,
2013-10,October,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6715925333333334,0.67526712,99.50737,1.0,324.2833333,53.33333333,18.10833333,,,,2013,10,
2013-11,November,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7256270499999999,0.7371608566666668,98.531955,,,,,,,,2013,11,
2013-12,December,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.76975529,0.7700227133333333,99.96513633333336,,,,,,,,2013,12,
2014-01,January,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.76777293,0.77555122,99.05472,,,,,893.0,3.0,618000.0,2014,1,144.5
2014-02,February,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7134227333333333,0.7486602666666666,95.575968,1.0,316.35,65.5,18.55,843.0,3.0,618580.0,2014,2,136.28
2014-03,March,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6604619433333333,0.7118593333333333,93.25110466666666,1.0,325.38,43.2,17.06,893.0,3.0,619170.0,2014,3,144.23
2014-04,April,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.66114628,0.7008370866666667,94.712125,1.0,319.35,72.5,12.15,794.0,2.0,619750.0,2014,4,128.12
2014-05,May,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6712948933333333,0.7062601000000001,95.37671333333331,,,,,744.0,2.0,620330.0,2014,5,119.94
2014-06,June,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6354674333333333,0.6984099533333333,91.58342666666664,1.0,322.325,66.75,12.475,843.0,2.0,620920.0,2014,6,135.77
2014-07,July,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.5923744833333333,0.6664425666666667,89.65539333333334,1.0,335.7142857,77.03571429,59.49642857,942.0,3.0,621500.0,2014,7,151.57
2014-08,August,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.5615591999999999,0.6358906333333333,89.16511133333331,1.0,330.3238095,66.04761905,49.83571429,1041.0,3.0,622080.0,2014,8,167.34
2014-09,September,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.5737192000000001,0.63163102,91.49715333333332,1.0,327.16,73.2,16.68,1190.0,4.0,622670.0,2014,9,191.11
2014-10,October,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6411109833333334,0.67526712,95.26881666666668,,,,,1289.0,4.0,623250.0,2014,10,206.82
2014-11,November,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7137804000000001,0.7371608566666668,97.02592333333332,1.0,317.9,57.0,8.2,1389.0,4.0,623830.0,2014,11,222.66
2014-12,December,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7516066533333333,0.7700227133333333,97.752885,,,,,1339.0,4.0,624420.0,2014,12,214.44
2015-01,January,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7636525000000001,0.77555122,98.55986033333332,1.0,316.4,29.0,7.6,981.0,5.0,625000.0,2015,1,156.96
2015-02,February,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7512191933333333,0.7486602666666666,100.32771166666669,,,,,927.0,5.0,625750.0,2015,2,148.14
2015-03,March,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7238690133333333,0.7118593333333333,101.57718666666666,1.0,315.5,54.0,12.7,981.0,5.0,626500.0,2015,3,156.58
2015-04,April,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.71305094,0.7008370866666667,101.62636333333334,1.0,321.2,56.0,15.4,872.0,5.0,627250.0,2015,4,139.02
2015-05,May,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7247623500000001,0.7062601000000001,102.446465,,,,,818.0,4.0,628000.0,2015,5,130.25
2015-06,June,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7146815466666667,0.6984099533333333,102.173753,1.0,317.0,61.0,6.9,927.0,5.0,628750.0,2015,6,147.44
2015-07,July,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6961513333333333,0.6664425666666667,104.159275,,,,,1035.0,5.0,629500.0,2015,7,164.42
2015-08,August,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6933745,0.6358906333333333,108.39189833333334,1.0,340.15,77.95,92.0075,1144.0,6.0,630250.0,2015,8,181.52
2015-09,September,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7150407533333333,0.63163102,112.23393733333334,1.0,320.55,57.66666667,22.41666667,1308.0,7.0,631000.0,2015,9,207.29
2015-10,October,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7496866333333333,0.67526712,110.296454,1.0,319.575,63.5,8.375,1417.0,8.0,631750.0,2015,10,224.3
2015-11,November,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7770129200000001,0.7371608566666668,105.081082,,,,,1526.0,8.0,632500.0,2015,11,241.26
2015-12,December,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7919654500000001,0.7700227133333333,102.67811866666666,,,,,1471.0,8.0,633250.0,2015,12,232.29
2016-01,January,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7849529333333334,0.77555122,101.13663333333334,1.0,316.5,64.0,9.8,825.0,3.0,634000.0,2016,1,130.13
2016-02,February,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7378799866666667,0.7486602666666666,98.64023,1.0,324.85,66.5,13.4,780.0,3.0,634750.0,2016,2,122.88
2016-03,March,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6757270200000001,0.7118593333333333,95.246654,1.0,325.5555556,62.61111111,19.83888889,825.0,3.0,635500.0,2016,3,129.82
2016-04,April,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6627345,0.7008370866666667,94.92308866666669,1.0,324.4714286,53.57142857,13.2,734.0,3.0,636250.0,2016,4,115.36
2016-05,May,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7147345033333333,0.7062601000000001,101.11978,1.0,313.8,27.0,5.8,688.0,3.0,637000.0,2016,5,108.01
2016-06,June,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7344035,0.6984099533333333,104.80919333333333,,,,,780.0,3.0,637750.0,2016,6,122.3
2016-07,July,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.70119606,0.6664425666666667,104.84830166666666,1.0,324.7166667,69.83333333,16.76666667,871.0,3.0,638500.0,2016,7,136.41
2016-08,August,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6482909666666666,0.6358906333333333,101.79443466666667,1.0,337.5833333,75.66666667,55.35681818,963.0,4.0,639250.0,2016,8,150.65
