Year,District,Petrol_Liters,Diesel_Liters,Kerosene_Liters,CO2_Petrol_Tons,CO2_Diesel_Tons,CO2_Kerosene_Tons,CO2_Total_Tons,Petrol_Pct,Diesel_Pct,Kerosene_Pct
2010,Kandy,19135.31471110047,41249.1988660524,2776.43785352969,44.202576982642086,110.54785296102044,6.830037119683038,161.58046706334557,27.356386440765164,68.4165945118116,4.227019047423231
2010,Matale,7186.292165172156,18364.760796330625,1566.0595923351025,16.600334901547683,49.21755893416608,3.8525065971443517,69.67040043285812,23.826954916881164,70.64342766566615,5.529617417452683
2010,Nuwara Eliya,4825.397946795878,16621.072926437577,1836.8020981286288,11.146669257098479,44.54447544285271,4.5185331613964275,60.209677861347615,18.513085691584855,73.98225173273782,7.504662575677321
2010,Batticaloa,12390.747484999645,28335.433481895183,5011.390695472328,28.622626690349183,75.9389617314791,12.328021110861926,116.8896095326902,24.48688707642947,64.96639182479385,10.54672109877669
2010,Ampara,9085.03453597004,23429.928504665895,4438.053624380155,20.986429778090795,62.792208392504605,10.917611915975181,94.69625008657059,22.161838255374594,66.30907595084331,11.529085793782102
2010,Trincomalee,5739.8499721822345,22536.758977597925,6534.980875133937,13.259053435740961,60.398514059962444,16.076052952829485,89.73362044853289,14.776015243189423,67.30867846194201,17.915306294868575
2010,Anuradhapura,28359.578294779585,43922.192551809916,2943.661165931574,65.51062586094083,117.71147603885058,7.241406468191672,190.4635083679831,34.39536865737645,61.802639806165544,3.8019915364579893
2010,Polonnaruwa,6518.938941739769,20830.107911007082,1465.1947372355535,15.058748955418867,55.824689201498984,3.6043790535994615,74.4878172105173,20.21639177969179,74.94472424091495,4.838883979393266
2010,Jaffna,8250.369903893969,21085.79366094345,8823.020482918442,19.058354477995067,56.50992701132845,21.704630387979368,97.27291187730287,19.59266368219212,58.094207236859916,22.31312908094798
2010,Mannar,1516.8510193153584,5188.020022467294,4581.387892153199,3.503925854618478,13.90389366021235,11.27021421469687,28.678033729527698,12.218152358928076,48.482729992386176,39.29911764868574
2010,Mulalativu,1641.5970920441189,5299.251171748992,1905.8148937230571,3.7920892826219146,14.201993140287302,4.68830463855872,22.682387061467935,16.718210796533786,62.61242743896723,20.669361764498994
2010,Vavuniya,2980.1301055570157,11348.84725147471,1536.8618711220752,6.884100543836706,30.414910633952225,3.780680202960305,41.07969138074924,16.757916898720257,74.0388002238139,9.203282877465838
2010,Killinochchi,1822.211037835453,6220.643527739185,2049.1491614961005,4.209307497399896,16.671324654341017,5.040906937280407,25.92153908902132,16.238648032989236,64.31456325601403,19.446788710996746
2010,Kurunegala,33250.32704253147,65664.56190356765,4377.1727560987765,76.8082554682477,175.9810259015613,10.767844980002991,263.557126349812,29.142924925620207,66.77149213866697,4.085582935712819
2010,Puttalam,13735.843640096897,34695.81774385407,12454.155266502206,31.729798808623833,92.98479155352892,30.63722195559543,155.3518123177482,20.424479338371295,59.85433331369373,19.721187347934965
2010,Ratnapura,13419.46079049891,35650.41342798806,1725.3198898607063,30.99895442605248,95.543107987008,4.2442869290573375,130.7863493421178,23.701980047599456,73.05281359072217,3.2452063616783957
2010,Kegalle,10169.48352404767,22203.06552975283,1329.8234843387904,23.491506940550117,59.50421561973758,3.2713657714734246,86.26708833176113,27.23113460165457,68.9767288666329,3.792136531712522
2010,Galle,16691.399070813415,38326.70229252347,4509.720758266677,38.55713185357899,102.7155621439629,11.093913065336025,152.3666070628779,25.305500067785466,67.41343403517199,7.281065897042549
2010,Matara,11041.839605694606,33154.333111549415,3949.6553786349705,25.50664948915454,88.85361273895244,9.716152231442027,124.076414459549,20.55721032901877,71.61200871735394,7.830780953627296
2010,Hambantota,9467.027929229847,28363.782080999765,3793.04941940146,21.86883451652095,76.01493597707936,9.33090157172759,107.2146720653279,20.39724050379584,70.899751417196,8.703008079008159
2010,Badulla,16522.799384731534,43404.99537709013,1531.5531945378884,38.16766657872984,116.32538761060155,3.7676208585632054,158.2606750478946,24.11696182085608,73.50239569962524,2.380642479518684
2010,Moneragala,6261.717131653042,19792.669923154346,1563.405254043009,14.464566574118528,53.04435539405365,3.8459769249458025,71.35489889311799,20.271301338097196,74.33877171279919,5.3899269491036135
2010,Colombo,66099.39334894702,281549.8295196754,6810.95966646732,152.68959863606761,754.5535431127302,16.754960779509606,923.9981025283074,16.5248822717566,81.66180656086507,1.813311167378323
2010,Gampaha,49620.550778911536,127942.0573339945,8493.882534698861,114.62347229928565,342.88471365510526,20.8949510353592,478.4031369897501,23.95959880625563,71.67275612209282,4.367645071651543
2010,Kalutara,20332.844541458344,47309.76210568015,4703.487453589494,46.96887089076878,126.79016244322281,11.570579135830156,185.32961246982174,25.343424758100642,68.4133316600275,6.24324358187187
2010,Total,376065.0,1042490.0,100711.0,868.71015,2793.8732,247.74906,3910.33241,22.2157622144456,71.44848332727805,6.335754458276349
2015,Kandy,31317.976550689982,49296.292430676076,2189.534879040373,72.34452583209386,132.11406371421188,5.386255802439319,209.84484534874505,34.47524560913715,62.95797425695592,2.566780133906935
2015,Matale,11761.506560679165,21947.44730861654,1235.014893531377,27.16908015516887,58.819158787092334,3.0381366380871877,89.02637558034839,30.518012193642704,66.06936248236532,3.4126253239919877
2015,Nuwara Eliya,7897.528837497227,19863.592361004157,1448.5259429215473,18.243291614618595,53.23442752749114,3.5633738195870066,75.04109296169673,24.311068635328283,70.94036803896716,4.748563325704573
2015,Batticaloa,20279.422891102422,33863.2471289776,3952.0476593004064,46.8454668784466,90.75350230565998,9.722037241878999,147.3210064259856,31.79822621017857,61.602553843029,6.59921994679243
2015,Ampara,14869.099508181298,28000.7524739202,3499.906613532987,34.3476198638988,75.04201663010613,8.609770269291149,117.99940676329608,29.108298766958452,63.59524906819115,7.296452164850402
2015,Trincomalee,9394.174569232562,26933.33910816033,5153.570623515679,21.70054325492722,72.18134880986969,12.67778373384857,106.55967579864549,20.364685883553584,67.73795834951969,11.897355766926724
2015,Anuradhapura,46414.94647109911,52490.74667514135,2321.4093507225375,107.21852634823894,140.67520108937882,5.710667002777442,253.60439444039523,42.27786611696059,55.47033260200142,2.251801281037984
2015,Polonnaruwa,10669.277197429727,24893.746282879383,1155.4715614056272,24.646030326062668,66.71524003811675,2.842460041057843,94.20373040523727,26.1624780887578,70.82016789688373,3.0173540143584545
2015,Jaffna,13503.038496397428,25199.312447695087,6957.948315420843,31.192018926678063,67.53415735982284,17.11655285593527,115.84272914243617,26.92617754915412,58.29814081536805,14.775681635477836
2015,Mannar,2482.5671994958584,6200.124104088474,3612.941874974842,5.734730230835432,16.61633259895711,8.88783701243811,31.23889984223065,18.357657471288007,53.191158084556285,28.45118444415571
2015,Mulalativu,2686.7339268005126,6333.05476488013,1502.9503280602182,6.206355370909184,16.972586769878752,3.6972578070281368,26.876199947816072,23.092384276645124,63.15099159417411,13.756624129180775
2015,Vavuniya,4877.455436345545,13562.835357760063,1211.9891921265548,11.26692205795821,36.34839875879697,2.9814934126313246,50.5968142293865,22.26804637714603,71.83930315060411,5.892650472249852
2015,Killinochchi,2982.33728657903,7434.196805766243,1615.985589502073,6.889199131997559,19.923647439453532,3.9753245501750993,30.78817112162619,22.37612330002433,64.71201995320466,12.911856746771026
2015,Kurunegala,54419.43225614639,78474.72278048366,3451.895171678139,125.70888851169816,210.3122570516962,8.491662122328222,344.5128076857226,36.48888683011591,61.04628111345889,2.4648320564252093
2015,Puttalam,22480.886022478135,41464.44596843041,9821.508271947832,51.93084671192449,111.1247151953935,24.160910348991667,187.2164722563097,27.73839613900442,59.35627023420121,12.90533362679436
2015,Ratnapura,21963.075324595946,42605.26880358269,1360.6096284667713,50.73470399981664,114.18212039360161,3.347099686028257,168.2639240794465,30.151860701799656,67.85894303742141,1.9891962607789357
2015,Kegalle,16643.972223461635,26534.54712578536,1048.7160367105423,38.44757583619637,71.11258629710477,2.579841450307934,112.14000358360907,34.28533494519707,63.4141109546914,2.300554100111529
2015,Galle,27318.121106976054,45803.66106626679,3556.424244253915,63.10485975711469,122.753811657595,8.748803640864631,194.6074750555743,32.426739897372265,63.077644690955495,4.495615411672252
2015,Matara,18071.721268687525,39622.241045657414,3114.7494263977783,41.74567613066818,106.18760600236187,7.662283588938534,155.59556572196857,26.829605289178303,68.24590759360518,4.924487117216538
2015,Hambantota,15494.292263735468,33897.12611014273,2991.2479370446404,35.79181512922894,90.84429797518251,7.358469925129815,133.99458302954127,26.71138960993524,67.79699292407545,5.491617465989294
2015,Badulla,27042.18098814942,51872.65216978869,1207.8027009620416,62.46743808262516,139.0187078150337,2.9711946443666224,204.4573405420255,30.55279791717001,67.99399202126416,1.4532100615658274
2015,Moneragala,10248.292921067185,23653.919866033022,1232.9216479491204,23.673556647665198,63.392505240968504,3.032987253954836,90.09904914258854,26.275034945374404,70.35868396418377,3.3662810904418152
2015,Colombo,108182.13769519472,336475.93435399944,5371.211075554482,249.9007380758998,901.7555040687186,13.213179245864024,1164.8694213904823,21.453111695351918,77.41258269036801,1.1343056142800714
2015,Gampaha,81211.8990039282,152901.61375011722,6698.385863221029,187.59948669907416,409.77632485031415,16.478029223523727,613.8538407729121,30.560937187077784,66.7547057023149,2.6843571106073076
2015,Kalutara,33277.92399404942,56539.17971014695,3709.231171758644,76.87200442625416,151.52500162319382,9.124708682526265,237.52171473197424,32.364200684976765,63.79416795393997,3.8416313610832704
2015,Total,615490.0,1245864.0,79422.0,1421.7819000000002,3338.91552,195.37812,4956.075540000001,28.687655959335924,67.37014989081462,3.9421941498494584
2019,Kandy,44121.410968092976,49759.712336017335,3465.9227232735866,101.92045933629478,133.35602906052645,8.526169899253023,243.80265829607427,41.804490586202895,54.69834906335546,3.4971603504416398
2019,Matale,16569.852899906276,22153.768787428446,1954.9659720185623,38.2763601987835,59.37210035030824,4.809216291165663,102.4576768402574,37.35821597678862,57.947927555370754,4.69385646784062
2019,Nuwara Eliya,11126.201429635588,20050.324134080576,2292.9431400624494,25.701525302458208,53.734868679335946,5.6406401245536255,85.07703410634778,30.209710026246157,63.16025146359289,6.6300385101609525
2019,Batticaloa,28570.069018535276,34181.58552736987,6255.891110459399,65.99685943281649,91.60664921335125,15.38949213173012,172.99300077789786,38.15001713135695,52.953962762321886,8.896020106321163
2019,Ampara,20947.89390572816,28263.979289186194,5540.174754601757,48.38963492223205,75.74746449501902,13.62882989632032,137.76592931357138,35.1245298190466,54.982726768828975,9.892743412124423
2019,Trincomalee,13234.706789062524,27186.531485205316,8157.841056118136,30.572172682734433,72.85990438035026,20.068288998050615,123.50036606113531,24.754722320094626,58.99569912552571,16.249578554379656
2019,Anuradhapura,65390.33340799542,52984.19670263974,3674.6733270653995,151.05167017246941,141.99764716307453,9.039696384580882,302.08901372012485,50.00237125882824,47.005233793318446,2.992394947853301
2019,Polonnaruwa,15031.097657231276,25127.765049345937,1829.0529094139767,34.72183558820424,67.34241033224713,4.499470157158383,106.56371607760975,32.583168892980915,63.19450260462204,4.2223285023970485
2019,Jaffna,19023.35899170361,25436.20375155121,11014.07947625373,43.94395927083534,68.16902605415724,27.094635511584176,139.20762083657678,31.567208035559695,48.96932053323753,19.463471431202755
2019,Mannar,3497.491847456256,6258.409642082255,5719.103843566168,8.079206167623951,16.772537840780444,14.068995455172772,38.92073946357716,20.7581003829196,43.09408832398093,36.14781129309948
2019,Mulalativu,3785.1261416718817,6392.589944808498,2379.094182897166,8.743641387262047,17.132141052086777,5.852571689927029,31.728354129275854,27.55781579982512,53.99631188646781,18.44587231370707
2019,Vavuniya,6871.459764881261,13690.335572639124,1918.5174538961824,15.873072056875715,36.69009933467286,4.719552936584608,57.28272432813318,27.71005088017435,64.05089800635287,8.239051113472796
2019,Killinochchi,4201.578248634382,7504.083497242307,2558.0232718615766,9.705645754345424,20.110943772609385,6.292737248779479,36.10932677573429,26.8785009884695,55.694596295060464,17.426902716470032
2019,Kurunegala,76667.2179902003,79212.44050344943,5464.175075905257,177.1012735573627,212.28934054924449,13.441870686726931,402.8324847933341,43.963999985805835,52.69916120547122,3.3368388087229457
