Year,Month,District,Petrol_Liters,Diesel_Liters,Kerosene_Liters,CO2_Petrol_Tons,CO2_Diesel_Tons,CO2_Kerosene_Tons,CO2_Total_Tons
2022,9,Mannar,308.98732156072913,568.0730290748304,301.63680457806646,0.7137607128052844,1.5224357179205457,0.7420265392620435,2.9782229699878737
2022,10,Mannar,305.2191834929153,561.1453092080642,297.9583069612608,0.7050563138686345,1.5038694286776122,0.7329774351247016,2.9419031776709486
2022,11,Mannar,293.91476928947407,540.3621496077656,286.9228141108438,0.6789431170586853,1.448170560948812,0.7058301227126758,2.832943800720173
2022,12,Mannar,286.37849315384653,526.5067098742331,279.5658188772324,0.6615343191853856,1.4110379824629449,0.6877319144379918,2.7603042160863223
2022,1,Mulalativu,8.319181915812058,14.435550368647775,3.1216506542802036,0.019217310225525856,0.038687274987976035,0.007679260609529301,0.06558384582303119
2022,2,Mulalativu,7.503575845634402,13.02030033250583,2.8156064724880254,0.01733326020341547,0.03489440489111562,0.006926391922320543,0.059154057016851634
2022,3,Mulalativu,30.66678823867974,53.213401358936885,11.507261235385846,0.07084028083135019,0.14261191564195083,0.02830786263904918,0.2417600591123502
2022,4,Mulalativu,252.26695750594797,437.7368361787016,94.65946542832027,0.5827366718387398,1.1731347209589202,0.2328622849536679,1.9887336777513278
2022,5,Mulalativu,367.5120952220503,637.7116662855575,137.90350831555486,0.8489529399629362,1.709067265645294,0.33924263045626496,2.897262836064495
2022,6,Mulalativu,438.3067021134704,760.5553694226775,164.46814329511574,1.0124884818821167,2.0382883900527755,0.4045916325059848,3.455368504440877
2022,7,Mulalativu,391.8171561133443,679.8861173625871,147.02362493296172,0.9050976306218254,1.8220947945317336,0.3616781173350858,3.0888705424886447
2022,8,Mulalativu,342.5545494746141,594.4050151796141,128.53855635271424,0.7913010092863585,1.5930054406813656,0.316204848627677,2.700511298595401
2022,9,Mulalativu,334.39848877283754,580.2525148181946,125.47811453479245,0.7724605090652548,1.5550767397127616,0.3086761617555895,2.636213410533606
2022,10,Mulalativu,330.32045842194924,573.176264637485,123.94789362583157,0.7630402589547028,1.5361123892284596,0.30491181831954567,2.604064466502708
2022,11,Mulalativu,318.0863673692846,551.947514095356,119.35723089894894,0.7347795086230473,1.479219337775554,0.29361878801141444,2.507617634410016
2022,12,Mulalativu,309.93030666750803,537.7950137339366,116.29678908102717,0.7159390084019435,1.44129063680695,0.28609010113932687,2.4433197463482204
2022,1,Vavuniya,15.102514862551121,30.91509551352003,2.5173199565852893,0.034886809332493086,0.08285245597623368,0.006192607093199812,0.12393187240192659
2022,2,Vavuniya,13.6218761505363,27.88420379650825,2.27052388241026,0.03146653390773885,0.07472966617464212,0.00558548875072924,0.11178168883311021
2022,3,Vavuniya,55.672015571757065,113.96152855964243,9.279532388981064,0.1286023559707588,0.3054168965398418,0.022827649676893418,0.45684690218749396
2022,4,Vavuniya,457.9615536261825,937.4548080717396,76.33402574233627,1.0578911888764815,2.512378885632262,0.1877817033261472,3.758051777834891
2022,5,Vavuniya,667.175803633876,1365.7198076855022,111.20631102326776,1.5411761063942533,3.6601290845971466,0.2735675251172387,5.474872716108639
2022,6,Vavuniya,795.6952438367617,1628.8012087221232,132.62821026166017,1.8380560132629193,4.365187239375291,0.32626539724368403,6.529508649881894
