date,year_month,month_name,district,province,adm_level,adm_id,PCODE,n_pixels,vim,vim_avg,viq
2002-09-01,2002-09,September,Kegalle,Sabaragamuwa,2.0,25844.0,LK92,55.0,0.8020357300000001,0.82574345,97.29268666666667
2002-09-01,2002-09,September,Kilinochchi,Northern,2.0,25840.0,LK45,41.0,0.49219836,0.52585062,94.15515833333332
2002-09-01,2002-09,September,Kurunegala,North Western,2.0,25837.0,LK61,158.0,0.6292763566666667,0.7007411133333333,90.47954800000001
2002-09-01,2002-09,September,Mannar,Northern,2.0,25841.0,LK42,65.0,0.6001389466666667,0.62242828,96.67970833333334
2002-09-01,2002-09,September,Matale,Central,2.0,25830.0,LK22,67.0,0.6983393066666667,0.73437527,95.40558166666666
2002-09-01,2002-09,September,Matara,Southern,2.0,25848.0,LK32,39.0,0.7742820166666666,0.7964650633333333,97.37930333333334
2002-09-01,2002-09,September,Monaragala,Uva,2.0,25850.0,LK82,186.0,0.6269096566666666,0.67865846,92.88624833333334
2002-09-01,2002-09,September,Mullaitivu,Northern,2.0,25842.0,LK44,85.0,0.6679305699999999,0.7039018433333334,95.22681
2002-09-01,2002-09,September,Nuwara Eliya,Central,2.0,41749.0,LK23,58.0,0.7507166333333334,0.7645634333333334,98.30026833333334
2002-09-01,2002-09,September,Polonnaruwa,North Central,2.0,25836.0,LK72,116.0,0.6159528766666668,0.66211692,93.51505133333335
2002-09-01,2002-09,September,Puttalam,North Western,2.0,25838.0,LK62,107.0,0.5980987400000001,0.6389632333333334,94.064825
2002-09-01,2002-09,September,Ratnapura,Sabaragamuwa,2.0,25845.0,LK91,108.0,0.7507611000000001,0.7821766166666667,96.22506666666668
2002-09-01,2002-09,September,Trincomalee,Eastern,2.0,25834.0,LK53,83.0,0.5858232666666666,0.67273578,87.96619933333334
2002-09-01,2002-09,September,Vavuniya,Northern,2.0,25843.0,LK43,65.0,0.65207692,0.7114957333333334,92.18431
2002-10-01,2002-10,October,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6290136133333334,0.6726984566666667,93.91135000000001
2002-10-01,2002-10,October,Anuradhapura,North Central,2.0,25835.0,LK71,235.0,0.6990356133333333,0.7050825566666666,99.15526366666666
2002-10-01,2002-10,October,Badulla,Uva,2.0,25849.0,LK81,94.0,0.7178052866666667,0.73642772,97.62016333333334
2002-10-01,2002-10,October,Batticaloa,Eastern,2.0,25833.0,LK51,82.0,0.5083235533333333,0.58577872,87.722595
2002-10-01,2002-10,October,Colombo,Western,2.0,25851.0,LK11,23.0,0.693642,0.6993316900000001,99.23997666666666
2002-10-01,2002-10,October,Galle,Southern,2.0,25846.0,LK31,54.0,0.79003765,0.80463834,98.290438
2002-10-01,2002-10,October,Gampaha,Western,2.0,25852.0,LK12,47.0,0.7252645333333333,0.7456929666666667,97.42969833333332
2002-10-01,2002-10,October,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6430572466666666,0.67526712,95.53112166666666
2002-10-01,2002-10,October,Jaffna,Northern,2.0,25839.0,LK41,31.0,0.4991204066666666,0.53861731,93.22497666666668
2002-10-01,2002-10,October,Kalutara,Western,2.0,25853.0,LK13,52.0,0.78327885,0.7947389133333332,98.64246800000001
2002-10-01,2002-10,October,Kandy,Central,2.0,41748.0,LK21,60.0,0.7626594,0.7867203666666667,97.12255699999999
2002-10-01,2002-10,October,Kegalle,Sabaragamuwa,2.0,25844.0,LK92,55.0,0.8038103,0.8250890333333333,97.56823666666666
2002-10-01,2002-10,October,Kilinochchi,Northern,2.0,25840.0,LK45,41.0,0.54876992,0.5664579066666667,97.09344633333332
2002-10-01,2002-10,October,Kurunegala,North Western,2.0,25837.0,LK61,158.0,0.6944050666666667,0.7316796600000001,95.20067866666666
2002-10-01,2002-10,October,Mannar,Northern,2.0,25841.0,LK42,65.0,0.6744127933333334,0.6693824666666667,100.66675
2002-10-01,2002-10,October,Matale,Central,2.0,25830.0,LK22,67.0,0.7427825800000001,0.7646746466666666,97.30152199999999
2002-10-01,2002-10,October,Matara,Southern,2.0,25848.0,LK32,39.0,0.7874811899999999,0.8024033333333334,98.24820866666666
2002-10-01,2002-10,October,Monaragala,Uva,2.0,25850.0,LK82,186.0,0.7100801,0.7241691666666666,98.15125666666665
2002-10-01,2002-10,October,Mullaitivu,Northern,2.0,25842.0,LK44,85.0,0.7154548766666666,0.7338299833333334,97.64430466666666
2002-10-01,2002-10,October,Nuwara Eliya,Central,2.0,41749.0,LK23,58.0,0.7652930533333334,0.7775780666666666,98.51443333333333
2002-10-01,2002-10,October,Polonnaruwa,North Central,2.0,25836.0,LK72,116.0,0.6861028399999999,0.6956889,98.68849
2002-10-01,2002-10,October,Puttalam,North Western,2.0,25838.0,LK62,107.0,0.6695709966666666,0.6856798166666667,97.780005
2002-10-01,2002-10,October,Ratnapura,Sabaragamuwa,2.0,25845.0,LK91,108.0,0.7715441333333333,0.7957741733333333,97.131695
2002-10-01,2002-10,October,Trincomalee,Eastern,2.0,25834.0,LK53,83.0,0.6681883333333333,0.7037558566666666,95.24942366666666
2002-10-01,2002-10,October,Vavuniya,Northern,2.0,25843.0,LK43,65.0,0.7375563700000001,0.7542895333333334,97.893477
2002-11-01,2002-11,November,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7301281199999999,0.73024149,99.96706
2002-11-01,2002-11,November,Anuradhapura,North Central,2.0,25835.0,LK71,235.0,0.7679326333333334,0.75418649,101.71439500000001
2002-11-01,2002-11,November,Badulla,Uva,2.0,25849.0,LK81,94.0,0.7669943,0.7692643666666666,99.720535
2002-11-01,2002-11,November,Batticaloa,Eastern,2.0,25833.0,LK51,82.0,0.65181216,0.6684093433333334,97.63450999999999
2002-11-01,2002-11,November,Colombo,Western,2.0,25851.0,LK11,23.0,0.7148449166666667,0.6999362000000001,101.98867666666666
2002-11-01,2002-11,November,Galle,Southern,2.0,25846.0,LK31,54.0,0.8085049233333333,0.8110670066666666,99.70201000000002
2002-11-01,2002-11,November,Gampaha,Western,2.0,25852.0,LK12,47.0,0.7602290466666667,0.7596452866666666,100.06895666666667
2002-11-01,2002-11,November,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7338972333333333,0.7371608566666668,99.57228166666668
2002-11-01,2002-11,November,Jaffna,Northern,2.0,25839.0,LK41,31.0,0.5978795566666667,0.6011712133333333,99.47080166666666
2002-11-01,2002-11,November,Kalutara,Western,2.0,25853.0,LK13,52.0,0.8021730666666667,0.7982270133333333,100.46505333333333
2002-11-01,2002-11,November,Kandy,Central,2.0,41748.0,LK21,60.0,0.7894127833333333,0.8012197633333334,98.61143499999999
2002-11-01,2002-11,November,Kegalle,Sabaragamuwa,2.0,25844.0,LK92,55.0,0.8189011666666667,0.82791171,98.97321933333335
2002-11-01,2002-11,November,Kilinochchi,Northern,2.0,25840.0,LK45,41.0,0.64257642,0.6432878833333334,99.89336666666668
2002-11-01,2002-11,November,Kurunegala,North Western,2.0,25837.0,LK61,158.0,0.78017697,0.7751060133333333,100.60433
2002-11-01,2002-11,November,Mannar,Northern,2.0,25841.0,LK42,65.0,0.7462025466666667,0.7253331,102.69531
2002-11-01,2002-11,November,Matale,Central,2.0,25830.0,LK22,67.0,0.7910532366666666,0.7938021000000001,99.67227666666668
2002-11-01,2002-11,November,Matara,Southern,2.0,25848.0,LK32,39.0,0.8093239200000001,0.81549072,99.28669166666667
2002-11-01,2002-11,November,Monaragala,Uva,2.0,25850.0,LK82,186.0,0.78526613,0.77563148,101.16377933333332
2002-11-01,2002-11,November,Mullaitivu,Northern,2.0,25842.0,LK44,85.0,0.7643086333333334,0.7649793100000001,99.91562833333334
2002-11-01,2002-11,November,Nuwara Eliya,Central,2.0,41749.0,LK23,58.0,0.78980573,0.7932364766666667,99.59182333333332
2002-11-01,2002-11,November,Polonnaruwa,North Central,2.0,25836.0,LK72,116.0,0.7415672533333334,0.7374111633333333,100.52877533333333
2002-11-01,2002-11,November,Puttalam,North Western,2.0,25838.0,LK62,107.0,0.74343488,0.7389796133333334,100.56174166666666
2002-11-01,2002-11,November,Ratnapura,Sabaragamuwa,2.0,25845.0,LK91,108.0,0.8047117,0.8127910133333334,99.06214333333332
2002-11-01,2002-11,November,Trincomalee,Eastern,2.0,25834.0,LK53,83.0,0.73653489,0.7405627566666667,99.48834666666666
2002-11-01,2002-11,November,Vavuniya,Northern,2.0,25843.0,LK43,65.0,0.7990297333333333,0.7915826566666667,100.88349166666666
2002-12-01,2002-12,December,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.787802,0.7766607333333333,101.34929333333334
2002-12-01,2002-12,December,Anuradhapura,North Central,2.0,25835.0,LK71,235.0,0.7854299,0.7848832833333333,100.068368
2002-12-01,2002-12,December,Badulla,Uva,2.0,25849.0,LK81,94.0,0.79006416,0.7869486866666667,100.372225
2002-12-01,2002-12,December,Batticaloa,Eastern,2.0,25833.0,LK51,82.0,0.73326745,0.7287191533333334,100.583206
2002-12-01,2002-12,December,Colombo,Western,2.0,25851.0,LK11,23.0,0.7254101566666667,0.6931179466666667,104.34698233333334
2002-12-01,2002-12,December,Galle,Southern,2.0,25846.0,LK31,54.0,0.8223882766666666,0.8138152533333334,100.99236666666667
2002-12-01,2002-12,December,Gampaha,Western,2.0,25852.0,LK12,47.0,0.7833489,0.7628569066666667,102.52229833333332
2002-12-01,2002-12,December,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7784560566666666,0.7700227133333333,101.02730633333333
2002-12-01,2002-12,December,Jaffna,Northern,2.0,25839.0,LK41,31.0,0.6383881533333334,0.6252972966666667,101.93824666666667
2002-12-01,2002-12,December,Kalutara,Western,2.0,25853.0,LK13,52.0,0.8100198533333334,0.7963954366666667,101.60997266666668
2002-12-01,2002-12,December,Kandy,Central,2.0,41748.0,LK21,60.0,0.80818331,0.8061117200000001,100.242022
2002-12-01,2002-12,December,Kegalle,Sabaragamuwa,2.0,25844.0,LK92,55.0,0.83337027,0.8268434299999999,100.74528466666668
2002-12-01,2002-12,December,Kilinochchi,Northern,2.0,25840.0,LK45,41.0,0.69316098,0.6934801566666667,99.95625333333334
2002-12-01,2002-12,December,Kurunegala,North Western,2.0,25837.0,LK61,158.0,0.8182305699999999,0.8019920066666666,101.90579666666667
2002-12-01,2002-12,December,Mannar,Northern,2.0,25841.0,LK42,65.0,0.7608046233333333,0.7516517333333333,101.14387333333333
2002-12-01,2002-12,December,Matale,Central,2.0,25830.0,LK22,67.0,0.8107915066666668,0.8089373566666667,100.21587466666666
2002-12-01,2002-12,December,Matara,Southern,2.0,25848.0,LK32,39.0,0.8237922666666666,0.8252643266666667,99.83166
2002-12-01,2002-12,December,Monaragala,Uva,2.0,25850.0,LK82,186.0,0.8124263333333334,0.8032846,101.07218333333333
2002-12-01,2002-12,December,Mullaitivu,Northern,2.0,25842.0,LK44,85.0,0.7804238933333334,0.7785315666666667,100.22841833333332
2002-12-01,2002-12,December,Nuwara Eliya,Central,2.0,41749.0,LK23,58.0,0.8037528333333334,0.7976402033333333,100.72134
2002-12-01,2002-12,December,Polonnaruwa,North Central,2.0,25836.0,LK72,116.0,0.7508379000000001,0.7602516,98.84485866666667
2002-12-01,2002-12,December,Puttalam,North Western,2.0,25838.0,LK62,107.0,0.7677071099999999,0.7589746666666667,101.07930133333333
2002-12-01,2002-12,December,Ratnapura,Sabaragamuwa,2.0,25845.0,LK91,108.0,0.81810861,0.81920739,99.87357333333334
2002-12-01,2002-12,December,Trincomalee,Eastern,2.0,25834.0,LK53,83.0,0.7545064133333333,0.76396468,98.83982666666667
2002-12-01,2002-12,December,Vavuniya,Northern,2.0,25843.0,LK43,65.0,0.8105635666666666,0.8042701600000001,100.73688800000001
2003-01-01,2003-01,January,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.78703331,0.7833097133333333,100.44583
2003-01-01,2003-01,January,Anuradhapura,North Central,2.0,25835.0,LK71,235.0,0.7941890633333334,0.7924991,100.20283
2003-01-01,2003-01,January,Badulla,Uva,2.0,25849.0,LK81,94.0,0.78988192,0.7926376866666667,99.67264999999999
2003-01-01,2003-01,January,Batticaloa,Eastern,2.0,25833.0,LK51,82.0,0.72425773,0.7211823599999999,100.40013800000001
2003-01-01,2003-01,January,Colombo,Western,2.0,25851.0,LK11,23.0,0.7034043233333334,0.6720614033333333,104.338722
2003-01-01,2003-01,January,Galle,Southern,2.0,25846.0,LK31,54.0,0.8132617066666666,0.8078158633333333,100.63350333333334
2003-01-01,2003-01,January,Gampaha,Western,2.0,25852.0,LK12,47.0,0.7631517666666667,0.7362003333333332,103.42899466666665
2003-01-01,2003-01,January,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7889592166666667,0.77555122,101.62460666666668
2003-01-01,2003-01,January,Jaffna,Northern,2.0,25839.0,LK41,31.0,0.62218385,0.6014972866666667,103.18278333333332
2003-01-01,2003-01,January,Kalutara,Western,2.0,25853.0,LK13,52.0,0.7919480466666666,0.7819341033333332,101.20205733333334
2003-01-01,2003-01,January,Kandy,Central,2.0,41748.0,LK21,60.0,0.8068983200000001,0.7984849533333334,100.99177466666667
2003-01-01,2003-01,January,Kegalle,Sabaragamuwa,2.0,25844.0,LK92,55.0,0.8242508666666666,0.8109299999999999,101.54712666666667
2003-01-01,2003-01,January,Kilinochchi,Northern,2.0,25840.0,LK45,41.0,0.6947617700000001,0.6806254666666667,101.95073000000001
2003-01-01,2003-01,January,Kurunegala,North Western,2.0,25837.0,LK61,158.0,0.7924797066666667,0.7805691266666667,101.43167
2003-01-01,2003-01,January,Mannar,Northern,2.0,25841.0,LK42,65.0,0.7578369,0.7527504566666666,100.63453700000001
2003-01-01,2003-01,January,Matale,Central,2.0,25830.0,LK22,67.0,0.8153308200000001,0.8147227899999999,100.07033033333333
2003-01-01,2003-01,January,Matara,Southern,2.0,25848.0,LK32,39.0,0.8203589166666667,0.8164981633333334,100.44628666666667
2003-01-01,2003-01,January,Monaragala,Uva,2.0,25850.0,LK82,186.0,0.80813941,0.8022891,100.68667999999998
2003-01-01,2003-01,January,Mullaitivu,Northern,2.0,25842.0,LK44,85.0,0.7786129066666666,0.7719806333333333,100.80865066666667
2003-01-01,2003-01,January,Nuwara Eliya,Central,2.0,41749.0,LK23,58.0,0.7948856166666666,0.7875915333333333,100.87045966666666
2003-01-01,2003-01,January,Polonnaruwa,North Central,2.0,25836.0,LK72,116.0,0.7703247000000001,0.7867867866666667,98.03101966666667
2003-01-01,2003-01,January,Puttalam,North Western,2.0,25838.0,LK62,107.0,0.7554588600000001,0.7442575466666667,101.41066133333334
2003-01-01,2003-01,January,Ratnapura,Sabaragamuwa,2.0,25845.0,LK91,108.0,0.8115036566666666,0.8121014333333333,99.93037833333334
2003-01-01,2003-01,January,Trincomalee,Eastern,2.0,25834.0,LK53,83.0,0.75902488,0.76624178,99.118395
2003-01-01,2003-01,January,Vavuniya,Northern,2.0,25843.0,LK43,65.0,0.80227023,0.7948951333333333,100.87529033333333
2003-02-01,2003-02,February,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.74520748,0.7432987,100.24063666666666
2003-02-01,2003-02,February,Anuradhapura,North Central,2.0,25835.0,LK71,235.0,0.7738849533333333,0.75761819,102.02018666666667
2003-02-01,2003-02,February,Badulla,Uva,2.0,25849.0,LK81,94.0,0.77295847,0.7792860999999999,99.23687
2003-02-01,2003-02,February,Batticaloa,Eastern,2.0,25833.0,LK51,82.0,0.6787857666666666,0.6692407333333333,101.33353199999999
2003-02-01,2003-02,February,Colombo,Western,2.0,25851.0,LK11,23.0,0.6790188066666666,0.6544099333333334,103.49289
2003-02-01,2003-02,February,Galle,Southern,2.0,25846.0,LK31,54.0,0.7902394899999999,0.7933937333333333,99.62513833333333
2003-02-01,2003-02,February,Gampaha,Western,2.0,25852.0,LK12,47.0,0.72829787,0.7034402433333332,103.29843066666666
2003-02-01,2003-02,February,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7624305866666666,0.7486602666666666,101.72385333333334
2003-02-01,2003-02,February,Jaffna,Northern,2.0,25839.0,LK41,31.0,0.5761870866666667,0.5498484466666667,104.39353
2003-02-01,2003-02,February,Kalutara,Western,2.0,25853.0,LK13,52.0,0.7705877733333333,0.7683292866666666,100.275626
2003-02-01,2003-02,February,Kandy,Central,2.0,41748.0,LK21,60.0,0.7905505333333332,0.7830002333333334,100.90610333333332
2003-02-01,2003-02,February,Kegalle,Sabaragamuwa,2.0,25844.0,LK92,55.0,0.8034599933333334,0.7953982866666666,100.95306166666667
2003-02-01,2003-02,February,Kilinochchi,Northern,2.0,25840.0,LK45,41.0,0.6585950966666667,0.62443539,105.07808533333333
2003-02-01,2003-02,February,Kurunegala,North Western,2.0,25837.0,LK61,158.0,0.7308459866666667,0.7190770733333333,101.53365000000001
2003-02-01,2003-02,February,Mannar,Northern,2.0,25841.0,LK42,65.0,0.74465332,0.7307267533333333,101.78668533333332
2003-02-01,2003-02,February,Matale,Central,2.0,25830.0,LK22,67.0,0.7999502133333333,0.7999620333333333,99.99847333333332
2003-02-01,2003-02,February,Matara,Southern,2.0,25848.0,LK32,39.0,0.7990487166666668,0.7943172133333333,100.56018333333333
2003-02-01,2003-02,February,Monaragala,Uva,2.0,25850.0,LK82,186.0,0.78947652,0.7800976533333334,101.130855
2003-02-01,2003-02,February,Mullaitivu,Northern,2.0,25842.0,LK44,85.0,0.7662474433333334,0.7505555999999999,101.96198666666668
2003-02-01,2003-02,February,Nuwara Eliya,Central,2.0,41749.0,LK23,58.0,0.7798206666666667,0.7738566566666667,100.72394833333333
2003-02-01,2003-02,February,Polonnaruwa,North Central,2.0,25836.0,LK72,116.0,0.77443334,0.7762176233333333,99.78950833333333
2003-02-01,2003-02,February,Puttalam,North Western,2.0,25838.0,LK62,107.0,0.71723956,0.7083814966666667,101.16614333333332
2003-02-01,2003-02,February,Ratnapura,Sabaragamuwa,2.0,25845.0,LK91,108.0,0.7964098333333333,0.8001612833333334,99.55850833333334
2003-02-01,2003-02,February,Trincomalee,Eastern,2.0,25834.0,LK53,83.0,0.7480469833333333,0.73724276,101.38002666666667
2003-02-01,2003-02,February,Vavuniya,Northern,2.0,25843.0,LK43,65.0,0.7867738000000001,0.7669161,102.43424166666667
2003-03-01,2003-03,March,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7013226499999999,0.6993939033333333,100.25651333333333
2003-03-01,2003-03,March,Anuradhapura,North Central,2.0,25835.0,LK71,235.0,0.7309596666666667,0.7122368166666666,102.454658
2003-03-01,2003-03,March,Badulla,Uva,2.0,25849.0,LK81,94.0,0.7587861466666667,0.7597539233333334,99.88230166666666
2003-03-01,2003-03,March,Batticaloa,Eastern,2.0,25833.0,LK51,82.0,0.6405857466666667,0.6270425733333332,101.99956666666667
2003-03-01,2003-03,March,Colombo,Western,2.0,25851.0,LK11,23.0,0.6782347466666666,0.6577345133333333,102.89738233333333
2003-03-01,2003-03,March,Galle,Southern,2.0,25846.0,LK31,54.0,0.7801938233333333,0.7874191600000001,99.13723133333333
2003-03-01,2003-03,March,Gampaha,Western,2.0,25852.0,LK12,47.0,0.7209546000000001,0.6998973133333334,102.80895
2003-03-01,2003-03,March,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7260407666666667,0.7118593333333333,101.86286666666666
2003-03-01,2003-03,March,Jaffna,Northern,2.0,25839.0,LK41,31.0,0.53030862,0.5109923333333334,103.43591466666668
2003-03-01,2003-03,March,Kalutara,Western,2.0,25853.0,LK13,52.0,0.7724794999999999,0.77279975,99.96103
2003-03-01,2003-03,March,Kandy,Central,2.0,41748.0,LK21,60.0,0.7799516266666666,0.7727419133333333,100.876366
2003-03-01,2003-03,March,Kegalle,Sabaragamuwa,2.0,25844.0,LK92,55.0,0.7992817966666667,0.7990706866666667,100.02604666666666
