date,year_month,month_name,district,province,adm_level,adm_id,PCODE,n_pixels,vim,vim_avg,viq
2004-05-01,2004-05,May,Nuwara Eliya,Central,2.0,41749.0,LK23,58.0,0.7740465433333333,0.7783765833333334,99.47728000000001
2004-05-01,2004-05,May,Polonnaruwa,North Central,2.0,25836.0,LK72,116.0,0.6972114866666667,0.6925152333333333,100.63216533333333
2004-05-01,2004-05,May,Puttalam,North Western,2.0,25838.0,LK62,107.0,0.70278224,0.7109920000000001,98.91842633333333
2004-05-01,2004-05,May,Ratnapura,Sabaragamuwa,2.0,25845.0,LK91,108.0,0.8063555566666666,0.8096791900000001,99.61337833333334
2004-05-01,2004-05,May,Trincomalee,Eastern,2.0,25834.0,LK53,83.0,0.6881951766666666,0.6749312466666666,101.829525
2004-05-01,2004-05,May,Vavuniya,Northern,2.0,25843.0,LK43,65.0,0.7548194800000001,0.73722455,102.23707999999999
2004-06-01,2004-06,June,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6584086,0.69607917,94.94708733333334
2004-06-01,2004-06,June,Anuradhapura,North Central,2.0,25835.0,LK71,235.0,0.7065482,0.6999913666666666,100.85602
2004-06-01,2004-06,June,Badulla,Uva,2.0,25849.0,LK81,94.0,0.7088808233333334,0.7429939533333334,95.69286
2004-06-01,2004-06,June,Batticaloa,Eastern,2.0,25833.0,LK51,82.0,0.5771487466666666,0.5971564333333333,96.90623666666666
2004-06-01,2004-06,June,Colombo,Western,2.0,25851.0,LK11,23.0,0.7123376766666666,0.7040921833333332,101.09341966666666
2004-06-01,2004-06,June,Galle,Southern,2.0,25846.0,LK31,54.0,0.7964228033333333,0.8009732366666666,99.46532666666667
2004-06-01,2004-06,June,Gampaha,Western,2.0,25852.0,LK12,47.0,0.7594886433333334,0.7584368933333333,100.13012199999999
2004-06-01,2004-06,June,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7110697766666667,0.6984099533333333,101.68663533333334
2004-06-01,2004-06,June,Jaffna,Northern,2.0,25839.0,LK41,31.0,0.5497730966666667,0.48190153666666663,112.76816000000001
2004-06-01,2004-06,June,Kalutara,Western,2.0,25853.0,LK13,52.0,0.79623847,0.7987041333333332,99.70946500000001
2004-06-01,2004-06,June,Kandy,Central,2.0,41748.0,LK21,60.0,0.7852938566666667,0.7865019333333333,99.85552200000001
2004-06-01,2004-06,June,Kegalle,Sabaragamuwa,2.0,25844.0,LK92,55.0,0.8369951333333333,0.8373326266666666,99.96195
2004-06-01,2004-06,June,Kilinochchi,Northern,2.0,25840.0,LK45,41.0,0.6006634000000001,0.5513656466666667,108.20221866666667
2004-06-01,2004-06,June,Kurunegala,North Western,2.0,25837.0,LK61,158.0,0.7888031333333333,0.7748695666666666,101.68956066666665
2004-06-01,2004-06,June,Mannar,Northern,2.0,25841.0,LK42,65.0,0.6710420433333333,0.6502179333333333,102.96356333333334
2004-06-01,2004-06,June,Matale,Central,2.0,25830.0,LK22,67.0,0.75862783,0.7593344433333332,99.91076
2004-06-01,2004-06,June,Matara,Southern,2.0,25848.0,LK32,39.0,0.8112811833333334,0.8112293133333334,100.006052
2004-06-01,2004-06,June,Monaragala,Uva,2.0,25850.0,LK82,186.0,0.7040718433333334,0.7310031866666667,96.53907833333334
2004-06-01,2004-06,June,Mullaitivu,Northern,2.0,25842.0,LK44,85.0,0.7096588,0.6991408666666666,101.40285
2004-06-01,2004-06,June,Nuwara Eliya,Central,2.0,41749.0,LK23,58.0,0.7704603333333333,0.7738468,99.58878
2004-06-01,2004-06,June,Polonnaruwa,North Central,2.0,25836.0,LK72,116.0,0.6706948066666666,0.6941723433333333,96.84642633333334
2004-06-01,2004-06,June,Puttalam,North Western,2.0,25838.0,LK62,107.0,0.7169657166666666,0.7017504666666667,102.02590833333333
2004-06-01,2004-06,June,Ratnapura,Sabaragamuwa,2.0,25845.0,LK91,108.0,0.80123485,0.8067291666666666,99.35839
2004-06-01,2004-06,June,Trincomalee,Eastern,2.0,25834.0,LK53,83.0,0.6819104333333333,0.6693011666666666,101.75146666666666
2004-06-01,2004-06,June,Vavuniya,Northern,2.0,25843.0,LK43,65.0,0.7235143599999999,0.7127846833333332,101.39667633333333
2004-07-01,2004-07,July,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6258301366666666,0.66297264,94.79642866666667
2004-07-01,2004-07,July,Anuradhapura,North Central,2.0,25835.0,LK71,235.0,0.6358436333333333,0.66451175,95.97304866666667
2004-07-01,2004-07,July,Badulla,Uva,2.0,25849.0,LK81,94.0,0.6742865,0.7170180433333333,94.42716333333334
2004-07-01,2004-07,July,Batticaloa,Eastern,2.0,25833.0,LK51,82.0,0.5475735666666667,0.5537752966666667,98.98472666666667
2004-07-01,2004-07,July,Colombo,Western,2.0,25851.0,LK11,23.0,0.7090869099999999,0.7042327766666666,100.64341666666667
2004-07-01,2004-07,July,Galle,Southern,2.0,25846.0,LK31,54.0,0.7958475166666666,0.7963837866666666,99.93666166666667
2004-07-01,2004-07,July,Gampaha,Western,2.0,25852.0,LK12,47.0,0.7550787033333334,0.7523134333333333,100.34446366666667
2004-07-01,2004-07,July,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.65705645,0.6664425666666667,98.67414833333333
2004-07-01,2004-07,July,Jaffna,Northern,2.0,25839.0,LK41,31.0,0.5292773966666667,0.46375180666666665,112.75067
2004-07-01,2004-07,July,Kalutara,Western,2.0,25853.0,LK13,52.0,0.79226279,0.7950797433333333,99.66670333333333
2004-07-01,2004-07,July,Kandy,Central,2.0,41748.0,LK21,60.0,0.7744088733333333,0.7818825266666667,99.10095666666666
2004-07-01,2004-07,July,Kegalle,Sabaragamuwa,2.0,25844.0,LK92,55.0,0.8336145433333334,0.8361627166666666,99.71222
2004-07-01,2004-07,July,Kilinochchi,Northern,2.0,25840.0,LK45,41.0,0.5873398133333333,0.5403985833333333,107.945597
2004-07-01,2004-07,July,Kurunegala,North Western,2.0,25837.0,LK61,158.0,0.7571189666666666,0.7443222666666666,101.60672366666667
2004-07-01,2004-07,July,Mannar,Northern,2.0,25841.0,LK42,65.0,0.6122307666666668,0.62472038,98.13622466666668
2004-07-01,2004-07,July,Matale,Central,2.0,25830.0,LK22,67.0,0.7309920366666667,0.7411886500000001,98.70814933333334
2004-07-01,2004-07,July,Matara,Southern,2.0,25848.0,LK32,39.0,0.8075794433333333,0.8077109,99.98434033333335
2004-07-01,2004-07,July,Monaragala,Uva,2.0,25850.0,LK82,186.0,0.6450394,0.6853212933333334,94.515415
2004-07-01,2004-07,July,Mullaitivu,Northern,2.0,25842.0,LK44,85.0,0.68979919,0.6886919566666667,100.14874333333334
2004-07-01,2004-07,July,Nuwara Eliya,Central,2.0,41749.0,LK23,58.0,0.75677642,0.7643455466666667,99.06967666666667
2004-07-01,2004-07,July,Polonnaruwa,North Central,2.0,25836.0,LK72,116.0,0.6571295766666667,0.6896422566666667,95.60307999999999
2004-07-01,2004-07,July,Puttalam,North Western,2.0,25838.0,LK62,107.0,0.68197755,0.6679628466666667,101.94799
2004-07-01,2004-07,July,Ratnapura,Sabaragamuwa,2.0,25845.0,LK91,108.0,0.7853117066666666,0.7948234166666667,98.87293
2004-07-01,2004-07,July,Trincomalee,Eastern,2.0,25834.0,LK53,83.0,0.6713971733333333,0.6580614966666667,101.883512
2004-07-01,2004-07,July,Vavuniya,Northern,2.0,25843.0,LK43,65.0,0.6734574466666666,0.68687702,98.1741
2004-08-01,2004-08,August,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6063530333333333,0.6297521233333333,96.563158
2004-08-01,2004-08,August,Anuradhapura,North Central,2.0,25835.0,LK71,235.0,0.5959052466666667,0.6509886466666667,92.14170200000001
2004-08-01,2004-08,August,Badulla,Uva,2.0,25849.0,LK81,94.0,0.6614251166666666,0.7010389,94.72695333333333
2004-08-01,2004-08,August,Batticaloa,Eastern,2.0,25833.0,LK51,82.0,0.5300077,0.5290863866666666,100.16010666666666
2004-08-01,2004-08,August,Colombo,Western,2.0,25851.0,LK11,23.0,0.6998028733333334,0.6977320533333332,100.27680666666667
2004-08-01,2004-08,August,Galle,Southern,2.0,25846.0,LK31,54.0,0.78809444,0.79401784,99.29821
2004-08-01,2004-08,August,Gampaha,Western,2.0,25852.0,LK12,47.0,0.7403127466666666,0.7410126333333333,99.91124
2004-08-01,2004-08,August,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6120294233333333,0.6358906333333333,96.52419066666668
2004-08-01,2004-08,August,Jaffna,Northern,2.0,25839.0,LK41,31.0,0.5174289866666667,0.46041914,111.17118533333333
2004-08-01,2004-08,August,Kalutara,Western,2.0,25853.0,LK13,52.0,0.7842198533333334,0.7902804933333334,99.27860333333332
2004-08-01,2004-08,August,Kandy,Central,2.0,41748.0,LK21,60.0,0.7579627666666667,0.7761413999999999,97.79915866666666
2004-08-01,2004-08,August,Kegalle,Sabaragamuwa,2.0,25844.0,LK92,55.0,0.8220805700000001,0.83049366,99.04427833333334
2004-08-01,2004-08,August,Kilinochchi,Northern,2.0,25840.0,LK45,41.0,0.55559998,0.5262446000000001,105.09202333333333
2004-08-01,2004-08,August,Kurunegala,North Western,2.0,25837.0,LK61,158.0,0.6967086400000001,0.7056622866666666,98.807686
2004-08-01,2004-08,August,Mannar,Northern,2.0,25841.0,LK42,65.0,0.5727943433333333,0.6115338466666667,94.143288
2004-08-01,2004-08,August,Matale,Central,2.0,25830.0,LK22,67.0,0.7035860500000001,0.72781648,96.88412333333333
2004-08-01,2004-08,August,Matara,Southern,2.0,25848.0,LK32,39.0,0.7926162266666666,0.7997613100000001,99.15879333333334
2004-08-01,2004-08,August,Monaragala,Uva,2.0,25850.0,LK82,186.0,0.6246128833333333,0.6643590033333333,94.43665333333333
2004-08-01,2004-08,August,Mullaitivu,Northern,2.0,25842.0,LK44,85.0,0.6777337166666667,0.6894681,98.41319800000001
2004-08-01,2004-08,August,Nuwara Eliya,Central,2.0,41749.0,LK23,58.0,0.7414430733333334,0.7604915800000001,97.64974
2004-08-01,2004-08,August,Polonnaruwa,North Central,2.0,25836.0,LK72,116.0,0.6370695533333334,0.6756234133333333,94.69052866666668
2004-08-01,2004-08,August,Puttalam,North Western,2.0,25838.0,LK62,107.0,0.6310987366666666,0.6345897133333334,99.48428333333334
2004-08-01,2004-08,August,Ratnapura,Sabaragamuwa,2.0,25845.0,LK91,108.0,0.7651163200000001,0.7835099900000001,97.79286666666667
2004-08-01,2004-08,August,Trincomalee,Eastern,2.0,25834.0,LK53,83.0,0.6782951700000001,0.6609511433333334,102.43692866666667
2004-08-01,2004-08,August,Vavuniya,Northern,2.0,25843.0,LK43,65.0,0.6598087166666667,0.6878702466666667,96.19490666666667
2004-09-01,2004-09,September,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.6462484666666667,0.6329594333333334,101.92948666666666
2004-09-01,2004-09,September,Anuradhapura,North Central,2.0,25835.0,LK71,235.0,0.6450263666666667,0.6619698366666666,97.594157
2004-09-01,2004-09,September,Badulla,Uva,2.0,25849.0,LK81,94.0,0.70344147,0.7060127666666668,99.64863500000001
2004-09-01,2004-09,September,Batticaloa,Eastern,2.0,25833.0,LK51,82.0,0.5779491566666667,0.5397494566666667,106.44922000000001
2004-09-01,2004-09,September,Colombo,Western,2.0,25851.0,LK11,23.0,0.7005188200000001,0.6961392833333333,100.58679466666666
2004-09-01,2004-09,September,Galle,Southern,2.0,25846.0,LK31,54.0,0.7907962766666667,0.7968295466666667,99.28721133333333
2004-09-01,2004-09,September,Gampaha,Western,2.0,25852.0,LK12,47.0,0.7406361533333333,0.7382961266666667,100.29662333333333
2004-09-01,2004-09,September,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.6497670333333333,0.63163102,102.64342666666668
2004-09-01,2004-09,September,Jaffna,Northern,2.0,25839.0,LK41,31.0,0.5406999666666666,0.4845341333333333,110.50346833333333
2004-09-01,2004-09,September,Kalutara,Western,2.0,25853.0,LK13,52.0,0.7853179366666666,0.79020558,99.41807833333333
2004-09-01,2004-09,September,Kandy,Central,2.0,41748.0,LK21,60.0,0.7598349666666667,0.77577225,98.06933666666667
2004-09-01,2004-09,September,Kegalle,Sabaragamuwa,2.0,25844.0,LK92,55.0,0.8185454,0.82574345,99.17824133333333
2004-09-01,2004-09,September,Kilinochchi,Northern,2.0,25840.0,LK45,41.0,0.5585138033333333,0.52585062,105.668963
2004-09-01,2004-09,September,Kurunegala,North Western,2.0,25837.0,LK61,158.0,0.70031707,0.7007411133333333,99.93600333333332
2004-09-01,2004-09,September,Mannar,Northern,2.0,25841.0,LK42,65.0,0.59487023,0.62242828,95.88758866666667
2004-09-01,2004-09,September,Matale,Central,2.0,25830.0,LK22,67.0,0.7249666466666667,0.73437527,98.79150166666666
2004-09-01,2004-09,September,Matara,Southern,2.0,25848.0,LK32,39.0,0.7922692000000001,0.7964650633333333,99.50422833333334
2004-09-01,2004-09,September,Monaragala,Uva,2.0,25850.0,LK82,186.0,0.6805564500000001,0.67865846,100.23709333333333
2004-09-01,2004-09,September,Mullaitivu,Northern,2.0,25842.0,LK44,85.0,0.7064678299999999,0.7039018433333334,100.33401333333332
2004-09-01,2004-09,September,Nuwara Eliya,Central,2.0,41749.0,LK23,58.0,0.7474907833333333,0.7645634333333334,97.90303533333334
2004-09-01,2004-09,September,Polonnaruwa,North Central,2.0,25836.0,LK72,116.0,0.6690278466666667,0.66211692,100.96606000000001
2004-09-01,2004-09,September,Puttalam,North Western,2.0,25838.0,LK62,107.0,0.63319561,0.6389632333333334,99.15545333333334
2004-09-01,2004-09,September,Ratnapura,Sabaragamuwa,2.0,25845.0,LK91,108.0,0.77239688,0.7821766166666667,98.82366333333334
2004-09-01,2004-09,September,Trincomalee,Eastern,2.0,25834.0,LK53,83.0,0.7247076233333334,0.67273578,107.18368
2004-09-01,2004-09,September,Vavuniya,Northern,2.0,25843.0,LK43,65.0,0.7177404833333334,0.7114957333333334,100.80159133333332
2004-10-01,2004-10,October,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7068623333333334,0.6726984566666667,104.73374
2004-10-01,2004-10,October,Anuradhapura,North Central,2.0,25835.0,LK71,235.0,0.7356534466666668,0.7050825566666666,104.04504333333334
2004-10-01,2004-10,October,Badulla,Uva,2.0,25849.0,LK81,94.0,0.7559691166666666,0.73642772,102.48951
2004-10-01,2004-10,October,Batticaloa,Eastern,2.0,25833.0,LK51,82.0,0.6502101433333334,0.58577872,110.15601199999999
2004-10-01,2004-10,October,Colombo,Western,2.0,25851.0,LK11,23.0,0.7119623,0.6993316900000001,101.68523466666666
2004-10-01,2004-10,October,Galle,Southern,2.0,25846.0,LK31,54.0,0.8046116833333333,0.80463834,99.99662000000001
2004-10-01,2004-10,October,Gampaha,Western,2.0,25852.0,LK12,47.0,0.7533800999999999,0.7456929666666667,100.96604666666667
2004-10-01,2004-10,October,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7246144666666666,0.67526712,106.81395866666666
2004-10-01,2004-10,October,Jaffna,Northern,2.0,25839.0,LK41,31.0,0.58755481,0.53861731,108.37331866666666
2004-10-01,2004-10,October,Kalutara,Western,2.0,25853.0,LK13,52.0,0.7964493666666667,0.7947389133333332,100.20228466666667
2004-10-01,2004-10,October,Kandy,Central,2.0,41748.0,LK21,60.0,0.7819722366666667,0.7867203666666667,99.43149999999999
2004-10-01,2004-10,October,Kegalle,Sabaragamuwa,2.0,25844.0,LK92,55.0,0.8211624,0.8250890333333333,99.55129666666666
2004-10-01,2004-10,October,Kilinochchi,Northern,2.0,25840.0,LK45,41.0,0.5992073,0.5664579066666667,105.33478333333333
2004-10-01,2004-10,October,Kurunegala,North Western,2.0,25837.0,LK61,158.0,0.7580725566666667,0.7316796600000001,103.37544666666668
2004-10-01,2004-10,October,Mannar,Northern,2.0,25841.0,LK42,65.0,0.66535332,0.6693824666666667,99.430603
2004-10-01,2004-10,October,Matale,Central,2.0,25830.0,LK22,67.0,0.77735172,0.7646746466666666,101.55786333333333
2004-10-01,2004-10,October,Matara,Southern,2.0,25848.0,LK32,39.0,0.8072598333333333,0.8024033333333334,100.56882366666666
2004-10-01,2004-10,October,Monaragala,Uva,2.0,25850.0,LK82,186.0,0.7542954866666666,0.7241691666666666,103.89471333333334
2004-10-01,2004-10,October,Mullaitivu,Northern,2.0,25842.0,LK44,85.0,0.7464937133333334,0.7338299833333334,101.617593
2004-10-01,2004-10,October,Nuwara Eliya,Central,2.0,41749.0,LK23,58.0,0.7697700866666667,0.7775780666666666,99.05550666666666
2004-10-01,2004-10,October,Polonnaruwa,North Central,2.0,25836.0,LK72,116.0,0.7304841833333334,0.6956889,104.68240333333334
2004-10-01,2004-10,October,Puttalam,North Western,2.0,25838.0,LK62,107.0,0.6962676033333333,0.6856798166666667,101.43475000000001
2004-10-01,2004-10,October,Ratnapura,Sabaragamuwa,2.0,25845.0,LK91,108.0,0.7975740433333334,0.7957741733333333,100.21211666666666
2004-10-01,2004-10,October,Trincomalee,Eastern,2.0,25834.0,LK53,83.0,0.7539505866666666,0.7037558566666666,106.67728333333332
2004-10-01,2004-10,October,Vavuniya,Northern,2.0,25843.0,LK43,65.0,0.7784415033333333,0.7542895333333334,103.00893933333333
2004-11-01,2004-11,November,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.75447095,0.73024149,103.11282
2004-11-01,2004-11,November,Anuradhapura,North Central,2.0,25835.0,LK71,235.0,0.7705557000000001,0.75418649,102.04378000000001
2004-11-01,2004-11,November,Badulla,Uva,2.0,25849.0,LK81,94.0,0.7717585166666666,0.7692643666666666,100.308057
2004-11-01,2004-11,November,Batticaloa,Eastern,2.0,25833.0,LK51,82.0,0.7104272333333332,0.6684093433333334,105.88515
2004-11-01,2004-11,November,Colombo,Western,2.0,25851.0,LK11,23.0,0.71752318,0.6999362000000001,102.34515133333333
2004-11-01,2004-11,November,Galle,Southern,2.0,25846.0,LK31,54.0,0.8118363866666667,0.8110670066666666,100.08933333333334
2004-11-01,2004-11,November,Gampaha,Western,2.0,25852.0,LK12,47.0,0.7649411333333332,0.7596452866666666,100.65466666666667
2004-11-01,2004-11,November,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7681874366666667,0.7371608566666668,103.95399333333334
2004-11-01,2004-11,November,Jaffna,Northern,2.0,25839.0,LK41,31.0,0.6088989,0.6011712133333333,101.21842666666667
2004-11-01,2004-11,November,Kalutara,Western,2.0,25853.0,LK13,52.0,0.7995813900000001,0.7982270133333333,100.1597
2004-11-01,2004-11,November,Kandy,Central,2.0,41748.0,LK21,60.0,0.7989316666666667,0.8012197633333334,99.73102333333333
2004-11-01,2004-11,November,Kegalle,Sabaragamuwa,2.0,25844.0,LK92,55.0,0.82297515,0.82791171,99.4377
2004-11-01,2004-11,November,Kilinochchi,Northern,2.0,25840.0,LK45,41.0,0.65470731,0.6432878833333334,101.67591833333334
2004-11-01,2004-11,November,Kurunegala,North Western,2.0,25837.0,LK61,158.0,0.7899499633333334,0.7751060133333333,101.806866
2004-11-01,2004-11,November,Mannar,Northern,2.0,25841.0,LK42,65.0,0.7182522833333334,0.7253331,99.09103466666666
2004-11-01,2004-11,November,Matale,Central,2.0,25830.0,LK22,67.0,0.7961263666666666,0.7938021000000001,100.27713133333333
2004-11-01,2004-11,November,Matara,Southern,2.0,25848.0,LK32,39.0,0.8256700233333333,0.81549072,101.17587666666667
2004-11-01,2004-11,November,Monaragala,Uva,2.0,25850.0,LK82,186.0,0.7929650333333332,0.77563148,102.10650666666668
2004-11-01,2004-11,November,Mullaitivu,Northern,2.0,25842.0,LK44,85.0,0.76777371,0.7649793100000001,100.34535666666666
2004-11-01,2004-11,November,Nuwara Eliya,Central,2.0,41749.0,LK23,58.0,0.7878930733333332,0.7932364766666667,99.36618866666667
2004-11-01,2004-11,November,Polonnaruwa,North Central,2.0,25836.0,LK72,116.0,0.7413284366666667,0.7374111633333333,100.50439
2004-11-01,2004-11,November,Puttalam,North Western,2.0,25838.0,LK62,107.0,0.7407065466666666,0.7389796133333334,100.22659666666668
2004-11-01,2004-11,November,Ratnapura,Sabaragamuwa,2.0,25845.0,LK91,108.0,0.8154228333333333,0.8127910133333334,100.30511333333334
2004-11-01,2004-11,November,Trincomalee,Eastern,2.0,25834.0,LK53,83.0,0.7585289166666667,0.7405627566666667,102.28114466666666
2004-11-01,2004-11,November,Vavuniya,Northern,2.0,25843.0,LK43,65.0,0.7989087133333334,0.7915826566666667,100.873823
2004-12-01,2004-12,December,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7881179033333333,0.7766607333333333,101.392067
2004-12-01,2004-12,December,Anuradhapura,North Central,2.0,25835.0,LK71,235.0,0.7903375599999999,0.7848832833333333,100.65457333333335
2004-12-01,2004-12,December,Badulla,Uva,2.0,25849.0,LK81,94.0,0.7839829466666667,0.7869486866666667,99.64561666666667
2004-12-01,2004-12,December,Batticaloa,Eastern,2.0,25833.0,LK51,82.0,0.74459839,0.7287191533333334,102.04934833333334
2004-12-01,2004-12,December,Colombo,Western,2.0,25851.0,LK11,23.0,0.70803187,0.6931179466666667,102.00622466666668
2004-12-01,2004-12,December,Galle,Southern,2.0,25846.0,LK31,54.0,0.8146610833333333,0.8138152533333334,100.09791333333334
2004-12-01,2004-12,December,Gampaha,Western,2.0,25852.0,LK12,47.0,0.7635390000000001,0.7628569066666667,100.08353866666666
2004-12-01,2004-12,December,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.79179842,0.7700227133333333,102.65553866666666
2004-12-01,2004-12,December,Jaffna,Northern,2.0,25839.0,LK41,31.0,0.60478385,0.6252972966666667,96.96305166666667
2004-12-01,2004-12,December,Kalutara,Western,2.0,25853.0,LK13,52.0,0.7964877833333333,0.7963954366666667,100.01082533333333
2004-12-01,2004-12,December,Kandy,Central,2.0,41748.0,LK21,60.0,0.8064949633333334,0.8061117200000001,100.044782
2004-12-01,2004-12,December,Kegalle,Sabaragamuwa,2.0,25844.0,LK92,55.0,0.82318669,0.8268434299999999,99.58309866666667
2004-12-01,2004-12,December,Kilinochchi,Northern,2.0,25840.0,LK45,41.0,0.6882894233333333,0.6934801566666667,99.30480166666666
2004-12-01,2004-12,December,Kurunegala,North Western,2.0,25837.0,LK61,158.0,0.8030841666666667,0.8019920066666666,100.12928333333333
2004-12-01,2004-12,December,Mannar,Northern,2.0,25841.0,LK42,65.0,0.7426958666666666,0.7516517333333333,98.88219166666666
2004-12-01,2004-12,December,Matale,Central,2.0,25830.0,LK22,67.0,0.8076964666666667,0.8089373566666667,99.855528
2004-12-01,2004-12,December,Matara,Southern,2.0,25848.0,LK32,39.0,0.8348196400000001,0.8252643266666667,101.09183533333334
2004-12-01,2004-12,December,Monaragala,Uva,2.0,25850.0,LK82,186.0,0.8101947833333334,0.8032846,100.810698
2004-12-01,2004-12,December,Mullaitivu,Northern,2.0,25842.0,LK44,85.0,0.7785317366666668,0.7785315666666667,99.99993666666667
2004-12-01,2004-12,December,Nuwara Eliya,Central,2.0,41749.0,LK23,58.0,0.7936269833333333,0.7976402033333333,99.526604
2004-12-01,2004-12,December,Polonnaruwa,North Central,2.0,25836.0,LK72,116.0,0.7549838833333333,0.7602516,99.34920166666666
2004-12-01,2004-12,December,Puttalam,North Western,2.0,25838.0,LK62,107.0,0.7491196233333333,0.7589746666666667,98.78201666666666
2004-12-01,2004-12,December,Ratnapura,Sabaragamuwa,2.0,25845.0,LK91,108.0,0.8209910466666667,0.81920739,100.20520666666665
2004-12-01,2004-12,December,Trincomalee,Eastern,2.0,25834.0,LK53,83.0,0.7672919766666667,0.76396468,100.41085133333333
2004-12-01,2004-12,December,Vavuniya,Northern,2.0,25843.0,LK43,65.0,0.8073661433333333,0.8042701600000001,100.36239033333334
2005-01-01,2005-01,January,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7788378433333333,0.7833097133333333,99.45961533333333
2005-01-01,2005-01,January,Anuradhapura,North Central,2.0,25835.0,LK71,235.0,0.7993695233333332,0.7924991,100.81644
2005-01-01,2005-01,January,Badulla,Uva,2.0,25849.0,LK81,94.0,0.79387871,0.7926376866666667,100.14743666666668
2005-01-01,2005-01,January,Batticaloa,Eastern,2.0,25833.0,LK51,82.0,0.7178678633333333,0.7211823599999999,99.56345166666667
2005-01-01,2005-01,January,Colombo,Western,2.0,25851.0,LK11,23.0,0.6863521333333334,0.6720614033333333,101.98041333333333
2005-01-01,2005-01,January,Galle,Southern,2.0,25846.0,LK31,54.0,0.8063246633333333,0.8078158633333333,99.82563366666666
2005-01-01,2005-01,January,Gampaha,Western,2.0,25852.0,LK12,47.0,0.7396389833333333,0.7362003333333332,100.44183666666667
2005-01-01,2005-01,January,Hambantota,Southern,2.0,25847.0,LK33,85.0,0.7988148966666667,0.77555122,102.81757499999999
2005-01-01,2005-01,January,Jaffna,Northern,2.0,25839.0,LK41,31.0,0.5746408266666666,0.6014972866666667,95.88187666666666
2005-01-01,2005-01,January,Kalutara,Western,2.0,25853.0,LK13,52.0,0.78148652,0.7819341033333332,99.94629866666666
2005-01-01,2005-01,January,Kandy,Central,2.0,41748.0,LK21,60.0,0.8020761,0.7984849533333334,100.42380333333334
2005-01-01,2005-01,January,Kegalle,Sabaragamuwa,2.0,25844.0,LK92,55.0,0.8106393666666666,0.8109299999999999,99.96735666666666
2005-01-01,2005-01,January,Kilinochchi,Northern,2.0,25840.0,LK45,41.0,0.6697251666666667,0.6806254666666667,98.50659
2005-01-01,2005-01,January,Kurunegala,North Western,2.0,25837.0,LK61,158.0,0.77889132,0.7805691266666667,99.80117533333333
2005-01-01,2005-01,January,Mannar,Northern,2.0,25841.0,LK42,65.0,0.7526035666666666,0.7527504566666666,99.98342166666667
2005-01-01,2005-01,January,Matale,Central,2.0,25830.0,LK22,67.0,0.8166343066666667,0.8147227899999999,100.22119666666667
2005-01-01,2005-01,January,Matara,Southern,2.0,25848.0,LK32,39.0,0.8161999766666667,0.8164981633333334,99.96324333333332
2005-01-01,2005-01,January,Monaragala,Uva,2.0,25850.0,LK82,186.0,0.808741,0.8022891,100.75729466666667
2005-01-01,2005-01,January,Mullaitivu,Northern,2.0,25842.0,LK44,85.0,0.7742815666666667,0.7719806333333333,100.28033
2005-01-01,2005-01,January,Nuwara Eliya,Central,2.0,41749.0,LK23,58.0,0.7870287066666667,0.7875915333333333,99.93338999999999
2005-01-01,2005-01,January,Polonnaruwa,North Central,2.0,25836.0,LK72,116.0,0.7880830133333334,0.7867867866666667,100.15414933333334
2005-01-01,2005-01,January,Puttalam,North Western,2.0,25838.0,LK62,107.0,0.7387542000000001,0.7442575466666667,99.311577
2005-01-01,2005-01,January,Ratnapura,Sabaragamuwa,2.0,25845.0,LK91,108.0,0.8144567933333334,0.8121014333333333,100.27329666666667
2005-01-01,2005-01,January,Trincomalee,Eastern,2.0,25834.0,LK53,83.0,0.7604903333333333,0.76624178,99.29453633333333
2005-01-01,2005-01,January,Vavuniya,Northern,2.0,25843.0,LK43,65.0,0.8000517633333333,0.7948951333333333,100.61099
2005-02-01,2005-02,February,Ampara,Eastern,2.0,25832.0,LK52,147.0,0.7249258133333334,0.7432987,97.67814833333334
2005-02-01,2005-02,February,Anuradhapura,North Central,2.0,25835.0,LK71,235.0,0.7681312066666667,0.75761819,101.30317333333333
2005-02-01,2005-02,February,Badulla,Uva,2.0,25849.0,LK81,94.0,0.7781762333333333,0.7792860999999999,99.86494633333332
2005-02-01,2005-02,February,Batticaloa,Eastern,2.0,25833.0,LK51,82.0,0.65629389,0.6692407333333333,98.19555633333333
2005-02-01,2005-02,February,Colombo,Western,2.0,25851.0,LK11,23.0,0.6719507166666666,0.6544099333333334,102.49065066666667
2005-02-01,2005-02,February,Galle,Southern,2.0,25846.0,LK31,54.0,0.7873320666666667,0.7933937333333333,99.28082666666667
