district,year,month,respiratory_cases,deaths
Hambantota,2014,12,1339.0243902439024,4.060975609756097
Jaffna,2014,1,713.1219512195122,4.097560975609756
Jaffna,2014,2,673.5040650406503,3.869918699186991
Jaffna,2014,3,713.1219512195122,4.097560975609756
Jaffna,2014,4,633.8861788617885,3.642276422764227
Jaffna,2014,5,594.2682926829268,3.4146341463414633
Jaffna,2014,6,673.5040650406503,3.869918699186991
Jaffna,2014,7,752.7398373983739,4.325203252032519
Jaffna,2014,8,831.9756097560975,4.780487804878049
Jaffna,2014,9,950.8292682926829,5.463414634146341
Jaffna,2014,10,1030.0650406504064,5.918699186991869
Jaffna,2014,11,1109.3008130081298,6.3739837398373975
Jaffna,2014,12,1069.6829268292684,6.146341463414634
Kalmunai,2014,1,611.8536585365854,1.5365853658536583
Kalmunai,2014,2,577.8617886178861,1.4512195121951217
Kalmunai,2014,3,611.8536585365854,1.5365853658536583
Kalmunai,2014,4,543.8699186991869,1.3658536585365852
Kalmunai,2014,5,509.8780487804878,1.2804878048780488
Kalmunai,2014,6,577.8617886178861,1.4512195121951217
Kalmunai,2014,7,645.8455284552845,1.621951219512195
Kalmunai,2014,8,713.8292682926829,1.792682926829268
Kalmunai,2014,9,815.8048780487804,2.0487804878048776
Kalmunai,2014,10,883.7886178861788,2.219512195121951
Kalmunai,2014,11,951.7723577235771,2.390243902439024
Kalmunai,2014,12,917.780487804878,2.3048780487804876
Kalutara,2014,1,842.8536585365853,3.8048780487804876
Kalutara,2014,2,796.0284552845527,3.593495934959349
Kalutara,2014,3,842.8536585365853,3.8048780487804876
Kalutara,2014,4,749.2032520325203,3.382113821138211
Kalutara,2014,5,702.3780487804878,3.1707317073170733
Kalutara,2014,6,796.0284552845527,3.593495934959349
Kalutara,2014,7,889.6788617886177,4.016260162601625
Kalutara,2014,8,983.3292682926829,4.439024390243902
Kalutara,2014,9,1123.8048780487804,5.073170731707316
Kalutara,2014,10,1217.4552845528453,5.495934959349593
Kalutara,2014,11,1311.1056910569102,5.918699186991869
Kalutara,2014,12,1264.280487804878,5.7073170731707314
Kandy,2014,1,1275.4390243902437,16.756097560975608
Kandy,2014,2,1204.5813008130078,15.825203252032518
Kandy,2014,3,1275.4390243902437,16.756097560975608
Kandy,2014,4,1133.7235772357722,14.89430894308943
Kandy,2014,5,1062.8658536585365,13.963414634146341
Kandy,2014,6,1204.5813008130078,15.825203252032518
Kandy,2014,7,1346.2967479674794,17.686991869918696
Kandy,2014,8,1488.012195121951,19.548780487804876
Kandy,2014,9,1700.5853658536585,22.341463414634145
Kandy,2014,10,1842.30081300813,24.203252032520325
Kandy,2014,11,1984.0162601626014,26.065040650406498
Kandy,2014,12,1913.158536585366,25.134146341463413
Kegalle,2014,1,582.8048780487804,4.7560975609756095
Kegalle,2014,2,550.4268292682926,4.491869918699186
Kegalle,2014,3,582.8048780487804,4.7560975609756095
Kegalle,2014,4,518.0487804878048,4.227642276422764
Kegalle,2014,5,485.6707317073171,3.9634146341463414
Kegalle,2014,6,550.4268292682926,4.491869918699186
Kegalle,2014,7,615.1829268292682,5.020325203252032
Kegalle,2014,8,679.9390243902438,5.548780487804877
Kegalle,2014,9,777.0731707317073,6.341463414634146
Kegalle,2014,10,841.8292682926829,6.869918699186991
Kegalle,2014,11,906.5853658536583,7.398373983739837
Kegalle,2014,12,874.2073170731708,7.134146341463414
Kilinochchi,2014,1,67.3170731707317,0.36585365853658536
Kilinochchi,2014,2,63.57723577235771,0.3455284552845528
Kilinochchi,2014,3,67.3170731707317,0.36585365853658536
Kilinochchi,2014,4,59.83739837398373,0.3252032520325203
Kilinochchi,2014,5,56.09756097560975,0.3048780487804878
Kilinochchi,2014,6,63.57723577235771,0.3455284552845528
Kilinochchi,2014,7,71.05691056910568,0.3861788617886178
Kilinochchi,2014,8,78.53658536585365,0.42682926829268286
Kilinochchi,2014,9,89.7560975609756,0.4878048780487804
Kilinochchi,2014,10,97.23577235772358,0.5284552845528455
Kilinochchi,2014,11,104.71544715447153,0.5691056910569104
Kilinochchi,2014,12,100.97560975609755,0.5487804878048781
Kurunegala,2014,1,1395.951219512195,9.512195121951219
Kurunegala,2014,2,1318.3983739837397,8.983739837398373
Kurunegala,2014,3,1395.951219512195,9.512195121951219
Kurunegala,2014,4,1240.8455284552845,8.455284552845528
Kurunegala,2014,5,1163.2926829268292,7.926829268292683
Kurunegala,2014,6,1318.3983739837397,8.983739837398373
Kurunegala,2014,7,1473.5040650406502,10.040650406504064
Kurunegala,2014,8,1628.6097560975609,11.097560975609754
Kurunegala,2014,9,1861.2682926829266,12.682926829268292
Kurunegala,2014,10,2016.3739837398373,13.739837398373982
Kurunegala,2014,11,2171.4796747967475,14.796747967479673
Kurunegala,2014,12,2093.9268292682927,14.268292682926829
Mannar,2014,1,62.92682926829268,0.4390243902439024
Mannar,2014,2,59.43089430894308,0.41463414634146334
Mannar,2014,3,62.92682926829268,0.4390243902439024
Mannar,2014,4,55.93495934959349,0.39024390243902435
Mannar,2014,5,52.4390243902439,0.36585365853658536
Mannar,2014,6,59.43089430894308,0.41463414634146334
Mannar,2014,7,66.42276422764226,0.46341463414634143
Mannar,2014,8,73.41463414634146,0.5121951219512195
Mannar,2014,9,83.90243902439023,0.5853658536585366
Mannar,2014,10,90.89430894308943,0.6341463414634145
Mannar,2014,11,97.88617886178861,0.6829268292682926
Mannar,2014,12,94.39024390243902,0.6585365853658537
Matale,2014,1,441.0731707317073,4.536585365853658
Matale,2014,2,416.56910569105685,4.284552845528454
Matale,2014,3,441.0731707317073,4.536585365853658
Matale,2014,4,392.06504065040644,4.032520325203252
Matale,2014,5,367.5609756097561,3.7804878048780486
Matale,2014,6,416.56910569105685,4.284552845528454
Matale,2014,7,465.57723577235765,4.788617886178861
Matale,2014,8,514.5853658536585,5.292682926829268
Matale,2014,9,588.0975609756097,6.048780487804877
Matale,2014,10,637.1056910569105,6.5528455284552845
Matale,2014,11,686.1138211382113,7.05691056910569
Matale,2014,12,661.609756097561,6.804878048780488
Matara,2014,1,513.2195121951219,4.829268292682927
Matara,2014,2,484.70731707317066,4.560975609756097
Matara,2014,3,513.2195121951219,4.829268292682927
Matara,2014,4,456.19512195121945,4.292682926829268
Matara,2014,5,427.6829268292683,4.024390243902439
Matara,2014,6,484.70731707317066,4.560975609756097
Matara,2014,7,541.7317073170731,5.097560975609755
Matara,2014,8,598.7560975609756,5.634146341463414
Matara,2014,9,684.2926829268292,6.439024390243902
Matara,2014,10,741.3170731707316,6.97560975609756
Matara,2014,11,798.3414634146341,7.512195121951218
Matara,2014,12,769.829268292683,7.2439024390243905
Monaragala,2014,1,603.4390243902438,3.146341463414634
Monaragala,2014,2,569.9146341463413,2.9715447154471537
Monaragala,2014,3,603.4390243902438,3.146341463414634
Monaragala,2014,4,536.390243902439,2.7967479674796745
Monaragala,2014,5,502.8658536585366,2.6219512195121952
Monaragala,2014,6,569.9146341463413,2.9715447154471537
Monaragala,2014,7,636.9634146341463,3.3211382113821135
Monaragala,2014,8,704.0121951219512,3.670731707317073
Monaragala,2014,9,804.5853658536585,4.1951219512195115
Monaragala,2014,10,871.6341463414634,4.544715447154471
Monaragala,2014,11,938.6829268292681,4.89430894308943
Monaragala,2014,12,905.1585365853658,4.719512195121951
Mullaitivu,2014,1,136.8292682926829,0.2195121951219512
Mullaitivu,2014,2,129.22764227642273,0.20731707317073167
Mullaitivu,2014,3,136.8292682926829,0.2195121951219512
Mullaitivu,2014,4,121.62601626016259,0.19512195121951217
Mullaitivu,2014,5,114.02439024390243,0.18292682926829268
Mullaitivu,2014,6,129.22764227642273,0.20731707317073167
Mullaitivu,2014,7,144.43089430894307,0.23170731707317072
Mullaitivu,2014,8,159.6341463414634,0.25609756097560976
Mullaitivu,2014,9,182.43902439024387,0.2926829268292683
Mullaitivu,2014,10,197.6422764227642,0.31707317073170727
Mullaitivu,2014,11,212.84552845528452,0.3414634146341463
Mullaitivu,2014,12,205.2439024390244,0.32926829268292684
Nuwara Eliya,2014,1,479.92682926829264,6.073170731707317
Nuwara Eliya,2014,2,453.26422764227635,5.735772357723576
Nuwara Eliya,2014,3,479.92682926829264,6.073170731707317
Nuwara Eliya,2014,4,426.6016260162601,5.398373983739837
Nuwara Eliya,2014,5,399.9390243902439,5.060975609756097
Nuwara Eliya,2014,6,453.26422764227635,5.735772357723576
Nuwara Eliya,2014,7,506.58943089430886,6.410569105691056
Nuwara Eliya,2014,8,559.9146341463414,7.085365853658536
Nuwara Eliya,2014,9,639.9024390243902,8.097560975609754
Nuwara Eliya,2014,10,693.2276422764227,8.772357723577235
Nuwara Eliya,2014,11,746.5528455284551,9.447154471544714
Nuwara Eliya,2014,12,719.890243902439,9.109756097560975
Polonnaruwa,2014,1,389.48780487804873,2.6341463414634143
Polonnaruwa,2014,2,367.84959349593487,2.48780487804878
Polonnaruwa,2014,3,389.48780487804873,2.6341463414634143
Polonnaruwa,2014,4,346.2113821138211,2.341463414634146
Polonnaruwa,2014,5,324.5731707317073,2.1951219512195124
Polonnaruwa,2014,6,367.84959349593487,2.48780487804878
Polonnaruwa,2014,7,411.12601626016254,2.7804878048780486
Polonnaruwa,2014,8,454.4024390243902,3.0731707317073167
Polonnaruwa,2014,9,519.3170731707316,3.512195121951219
Polonnaruwa,2014,10,562.5934959349593,3.8048780487804876
Polonnaruwa,2014,11,605.8699186991869,4.097560975609755
Polonnaruwa,2014,12,584.2317073170732,3.951219512195122
Puttalam,2014,1,456.6585365853658,2.341463414634146
Puttalam,2014,2,431.28861788617877,2.211382113821138
Puttalam,2014,3,456.6585365853658,2.341463414634146
Puttalam,2014,4,405.91869918699183,2.08130081300813
Puttalam,2014,5,380.5487804878049,1.951219512195122
Puttalam,2014,6,431.28861788617877,2.211382113821138
Puttalam,2014,7,482.02845528455276,2.471544715447154
Puttalam,2014,8,532.7682926829268,2.7317073170731705
Puttalam,2014,9,608.8780487804877,3.121951219512195
Puttalam,2014,10,659.6178861788618,3.382113821138211
Puttalam,2014,11,710.3577235772357,3.642276422764227
Puttalam,2014,12,684.9878048780488,3.5121951219512195
Ratnapura,2014,1,841.7560975609756,4.317073170731707
Ratnapura,2014,2,794.9918699186991,4.077235772357723
Ratnapura,2014,3,841.7560975609756,4.317073170731707
Ratnapura,2014,4,748.2276422764227,3.8373983739837394
Ratnapura,2014,5,701.4634146341464,3.597560975609756
Ratnapura,2014,6,794.9918699186991,4.077235772357723
Ratnapura,2014,7,888.5203252032519,4.556910569105691
Ratnapura,2014,8,982.0487804878048,5.036585365853658
Ratnapura,2014,9,1122.341463414634,5.7560975609756095
Ratnapura,2014,10,1215.8699186991869,6.235772357723577
Ratnapura,2014,11,1309.3983739837397,6.715447154471543
Ratnapura,2014,12,1262.6341463414635,6.475609756097561
Trincomalee,2014,1,273.6585365853658,1.8292682926829267
Trincomalee,2014,2,258.45528455284546,1.727642276422764
Trincomalee,2014,3,273.6585365853658,1.8292682926829267
Trincomalee,2014,4,243.25203252032517,1.6260162601626014
Trincomalee,2014,5,228.04878048780486,1.524390243902439
Trincomalee,2014,6,258.45528455284546,1.727642276422764
Trincomalee,2014,7,288.86178861788613,1.9308943089430892
Trincomalee,2014,8,319.2682926829268,2.1341463414634143
Trincomalee,2014,9,364.87804878048775,2.4390243902439024
Trincomalee,2014,10,395.2845528455284,2.6422764227642275
Trincomalee,2014,11,425.69105691056905,2.8455284552845526
Trincomalee,2014,12,410.4878048780488,2.7439024390243905
Vavuniya,2014,1,93.0,0.36585365853658536
Vavuniya,2014,2,87.83333333333331,0.3455284552845528
Vavuniya,2014,3,93.0,0.36585365853658536
Vavuniya,2014,4,82.66666666666666,0.3252032520325203
Vavuniya,2014,5,77.5,0.3048780487804878
Vavuniya,2014,6,87.83333333333331,0.3455284552845528
Vavuniya,2014,7,98.16666666666666,0.3861788617886178
Vavuniya,2014,8,108.49999999999999,0.42682926829268286
Vavuniya,2014,9,123.99999999999999,0.4878048780487804
Vavuniya,2014,10,134.33333333333331,0.5284552845528455
Vavuniya,2014,11,144.66666666666663,0.5691056910569104
Vavuniya,2014,12,139.5,0.5487804878048781
Ampara,2015,1,207.4390243902439,1.5365853658536583
Ampara,2015,2,195.91463414634143,1.4512195121951217
Ampara,2015,3,207.4390243902439,1.5365853658536583
Ampara,2015,4,184.390243902439,1.3658536585365852
Ampara,2015,5,172.8658536585366,1.2804878048780488
Ampara,2015,6,195.91463414634143,1.4512195121951217
Ampara,2015,7,218.96341463414632,1.621951219512195
Ampara,2015,8,242.0121951219512,1.792682926829268
Ampara,2015,9,276.5853658536585,2.0487804878048776
Ampara,2015,10,299.6341463414634,2.219512195121951
Ampara,2015,11,322.68292682926824,2.390243902439024
Ampara,2015,12,311.1585365853659,2.3048780487804876
Anuradhapura,2015,1,810.2926829268292,7.536585365853658
Anuradhapura,2015,2,765.2764227642275,7.117886178861787
Anuradhapura,2015,3,810.2926829268292,7.536585365853658
Anuradhapura,2015,4,720.2601626016259,6.699186991869918
Anuradhapura,2015,5,675.2439024390244,6.280487804878049
Anuradhapura,2015,6,765.2764227642275,7.117886178861787
Anuradhapura,2015,7,855.3089430894307,7.955284552845527
Anuradhapura,2015,8,945.3414634146341,8.792682926829267
Anuradhapura,2015,9,1080.390243902439,10.048780487804876
Anuradhapura,2015,10,1170.4227642276421,10.886178861788617
Anuradhapura,2015,11,1260.4552845528453,11.723577235772355
Anuradhapura,2015,12,1215.439024390244,11.304878048780488
Badulla,2015,1,755.780487804878,9.439024390243901
Badulla,2015,2,713.7926829268291,8.914634146341461
Badulla,2015,3,755.780487804878,9.439024390243901
Badulla,2015,4,671.8048780487804,8.390243902439023
Badulla,2015,5,629.8170731707316,7.865853658536585
Badulla,2015,6,713.7926829268291,8.914634146341461
Badulla,2015,7,797.7682926829267,9.963414634146341
Badulla,2015,8,881.7439024390243,11.012195121951219
Badulla,2015,9,1007.7073170731707,12.585365853658535
Badulla,2015,10,1091.6829268292681,13.634146341463413
Badulla,2015,11,1175.6585365853657,14.68292682926829
Badulla,2015,12,1133.6707317073171,14.158536585365853
Batticaloa,2015,1,367.8292682926829,0.4390243902439024
Batticaloa,2015,2,347.39430894308936,0.41463414634146334
Batticaloa,2015,3,367.8292682926829,0.4390243902439024
Batticaloa,2015,4,326.9593495934959,0.39024390243902435
Batticaloa,2015,5,306.5243902439024,0.36585365853658536
Batticaloa,2015,6,347.39430894308936,0.41463414634146334
Batticaloa,2015,7,388.26422764227635,0.46341463414634143
Batticaloa,2015,8,429.13414634146335,0.5121951219512195
Batticaloa,2015,9,490.43902439024384,0.5853658536585366
Batticaloa,2015,10,531.3089430894308,0.6341463414634145
Batticaloa,2015,11,572.1788617886178,0.6829268292682926
Batticaloa,2015,12,551.7439024390244,0.6585365853658537
Colombo,2015,1,1037.9268292682925,16.609756097560975
Colombo,2015,2,980.2642276422763,15.686991869918696
Colombo,2015,3,1037.9268292682925,16.609756097560975
Colombo,2015,4,922.6016260162601,14.76422764227642
Colombo,2015,5,864.9390243902438,13.841463414634147
Colombo,2015,6,980.2642276422763,15.686991869918696
Colombo,2015,7,1095.5894308943089,17.53252032520325
Colombo,2015,8,1210.9146341463413,19.378048780487802
Colombo,2015,9,1383.90243902439,22.146341463414632
Colombo,2015,10,1499.2276422764226,23.991869918699184
Colombo,2015,11,1614.552845528455,25.837398373983735
Colombo,2015,12,1556.8902439024391,24.914634146341463
Galle,2015,1,960.6585365853658,11.926829268292682
Galle,2015,2,907.2886178861787,11.26422764227642
Galle,2015,3,960.6585365853658,11.926829268292682
Galle,2015,4,853.9186991869918,10.60162601626016
Galle,2015,5,800.5487804878048,9.939024390243903
Galle,2015,6,907.2886178861787,11.26422764227642
Galle,2015,7,1014.0284552845527,12.589430894308942
Galle,2015,8,1120.7682926829268,13.914634146341463
Galle,2015,9,1280.8780487804877,15.902439024390242
Galle,2015,10,1387.6178861788617,17.227642276422763
Galle,2015,11,1494.3577235772354,18.552845528455283
Galle,2015,12,1440.9878048780488,17.890243902439025
Gampaha,2015,1,1717.8292682926829,12.439024390243901
Gampaha,2015,2,1622.394308943089,11.747967479674795
Gampaha,2015,3,1717.8292682926829,12.439024390243901
Gampaha,2015,4,1526.9593495934957,11.056910569105689
Gampaha,2015,5,1431.5243902439024,10.365853658536585
Gampaha,2015,6,1622.394308943089,11.747967479674795
Gampaha,2015,7,1813.2642276422762,13.130081300813007
Gampaha,2015,8,2004.1341463414633,14.512195121951219
Gampaha,2015,9,2290.4390243902435,16.585365853658534
Gampaha,2015,10,2481.3089430894306,17.967479674796746
Gampaha,2015,11,2672.1788617886173,19.349593495934958
Gampaha,2015,12,2576.7439024390246,18.658536585365855
Hambantota,2015,1,980.9999999999999,5.1951219512195115
Hambantota,2015,2,926.4999999999999,4.906504065040649
Hambantota,2015,3,980.9999999999999,5.1951219512195115
Hambantota,2015,4,871.9999999999999,4.617886178861788
Hambantota,2015,5,817.5,4.329268292682927
Hambantota,2015,6,926.4999999999999,4.906504065040649
Hambantota,2015,7,1035.4999999999998,5.483739837398374
Hambantota,2015,8,1144.5,6.060975609756097
Hambantota,2015,9,1307.9999999999998,6.926829268292682
Hambantota,2015,10,1417.0,7.504065040650406
Hambantota,2015,11,1525.9999999999998,8.081300813008129
Hambantota,2015,12,1471.5,7.7926829268292686
Jaffna,2015,1,659.780487804878,5.1951219512195115
Jaffna,2015,2,623.1260162601625,4.906504065040649
Jaffna,2015,3,659.780487804878,5.1951219512195115
Jaffna,2015,4,586.4715447154471,4.617886178861788
Jaffna,2015,5,549.8170731707316,4.329268292682927
Jaffna,2015,6,623.1260162601625,4.906504065040649
Jaffna,2015,7,696.4349593495934,5.483739837398374
Jaffna,2015,8,769.7439024390243,6.060975609756097
Jaffna,2015,9,879.7073170731707,6.926829268292682
Jaffna,2015,10,953.0162601626016,7.504065040650406
Jaffna,2015,11,1026.3252032520325,8.081300813008129
Jaffna,2015,12,989.670731707317,7.7926829268292686
Kalmunai,2015,1,585.1463414634146,1.3170731707317072
Kalmunai,2015,2,552.6382113821137,1.24390243902439
Kalmunai,2015,3,585.1463414634146,1.3170731707317072
Kalmunai,2015,4,520.130081300813,1.170731707317073
Kalmunai,2015,5,487.6219512195122,1.0975609756097562
Kalmunai,2015,6,552.6382113821137,1.24390243902439
Kalmunai,2015,7,617.6544715447154,1.3902439024390243
Kalmunai,2015,8,682.670731707317,1.5365853658536583
Kalmunai,2015,9,780.1951219512194,1.7560975609756095
Kalmunai,2015,10,845.2113821138211,1.9024390243902438
Kalmunai,2015,11,910.2276422764226,2.0487804878048776
Kalmunai,2015,12,877.719512195122,1.975609756097561
Kalutara,2015,1,868.390243902439,5.926829268292683
Kalutara,2015,2,820.1463414634145,5.597560975609755
Kalutara,2015,3,868.390243902439,5.926829268292683
Kalutara,2015,4,771.9024390243901,5.268292682926829
Kalutara,2015,5,723.6585365853658,4.939024390243902
Kalutara,2015,6,820.1463414634145,5.597560975609755
Kalutara,2015,7,916.6341463414633,6.256097560975609
Kalutara,2015,8,1013.1219512195121,6.914634146341463
Kalutara,2015,9,1157.8536585365853,7.902439024390243
Kalutara,2015,10,1254.341463414634,8.560975609756097
Kalutara,2015,11,1350.8292682926826,9.21951219512195
Kalutara,2015,12,1302.5853658536585,8.890243902439025
Kandy,2015,1,1223.1951219512193,15.146341463414632
Kandy,2015,2,1155.2398373983738,14.304878048780486
Kandy,2015,3,1223.1951219512193,15.146341463414632
Kandy,2015,4,1087.2845528455284,13.46341463414634
Kandy,2015,5,1019.3292682926829,12.621951219512194
Kandy,2015,6,1155.2398373983738,14.304878048780486
Kandy,2015,7,1291.150406504065,15.98780487804878
Kandy,2015,8,1427.060975609756,17.67073170731707
Kandy,2015,9,1630.9268292682925,20.19512195121951
Kandy,2015,10,1766.8373983739837,21.878048780487802
Kandy,2015,11,1902.7479674796746,23.560975609756092
Kandy,2015,12,1834.7926829268292,22.71951219512195
Kegalle,2015,1,624.951219512195,6.2195121951219505
Kegalle,2015,2,590.2317073170731,5.8739837398373975
Kegalle,2015,3,624.951219512195,6.2195121951219505
Kegalle,2015,4,555.5121951219512,5.5284552845528445
Kegalle,2015,5,520.7926829268292,5.182926829268292
Kegalle,2015,6,590.2317073170731,5.8739837398373975
Kegalle,2015,7,659.670731707317,6.5650406504065035
Kegalle,2015,8,729.1097560975609,7.2560975609756095
Kegalle,2015,9,833.2682926829267,8.292682926829267
Kegalle,2015,10,902.7073170731707,8.983739837398373
Kegalle,2015,11,972.1463414634145,9.674796747967479
Kegalle,2015,12,937.4268292682926,9.329268292682928
Kilinochchi,2015,1,113.1951219512195,0.5121951219512195
Kilinochchi,2015,2,106.90650406504064,0.4837398373983739
Kilinochchi,2015,3,113.1951219512195,0.5121951219512195
Kilinochchi,2015,4,100.61788617886178,0.4552845528455284
Kilinochchi,2015,5,94.32926829268293,0.4268292682926829
Kilinochchi,2015,6,106.90650406504064,0.4837398373983739
Kilinochchi,2015,7,119.48373983739836,0.5406504065040649
Kilinochchi,2015,8,132.0609756097561,0.5975609756097561
Kilinochchi,2015,9,150.92682926829266,0.6829268292682926
Kilinochchi,2015,10,163.5040650406504,0.7398373983739837
Kilinochchi,2015,11,176.0813008130081,0.7967479674796747
Kilinochchi,2015,12,169.79268292682926,0.7682926829268293
Kurunegala,2015,1,1376.4146341463413,12.804878048780488
Kurunegala,2015,2,1299.9471544715445,12.093495934959348
Kurunegala,2015,3,1376.4146341463413,12.804878048780488
Kurunegala,2015,4,1223.4796747967478,11.38211382113821
Kurunegala,2015,5,1147.0121951219512,10.670731707317072
Kurunegala,2015,6,1299.9471544715445,12.093495934959348
Kurunegala,2015,7,1452.882113821138,13.516260162601624
Kurunegala,2015,8,1605.8170731707316,14.939024390243901
Kurunegala,2015,9,1835.2195121951218,17.073170731707314
Kurunegala,2015,10,1988.1544715447153,18.495934959349594
Kurunegala,2015,11,2141.0894308943084,19.918699186991866
Kurunegala,2015,12,2064.621951219512,19.20731707317073
Mannar,2015,1,66.07317073170731,0.2926829268292683
Mannar,2015,2,62.40243902439023,0.2764227642276422
Mannar,2015,3,66.07317073170731,0.2926829268292683
Mannar,2015,4,58.731707317073166,0.26016260162601623
Mannar,2015,5,55.0609756097561,0.24390243902439024
Mannar,2015,6,62.40243902439023,0.2764227642276422
Mannar,2015,7,69.74390243902438,0.30894308943089427
Mannar,2015,8,77.08536585365853,0.3414634146341463
Mannar,2015,9,88.09756097560975,0.39024390243902435
Mannar,2015,10,95.4390243902439,0.4227642276422764
Mannar,2015,11,102.78048780487804,0.4552845528455284
Mannar,2015,12,99.10975609756098,0.43902439024390244
