date,district,province,adm_level,adm_id,PCODE,n_pixels,vim,vim_avg,viq
1/07/2015,Anuradhapura,North Central,2,25835,LK71,235,0.71458083,0.6734443,105.68621
11/07/2015,Anuradhapura,North Central,2,25835,LK71,235,0.69843996,0.663526,104.89316
21/07/2015,Anuradhapura,North Central,2,25835,LK71,235,0.685274,0.65656495,104.06319
1/08/2015,Anuradhapura,North Central,2,25835,LK71,235,0.6792225,0.65192074,103.88959
11/08/2015,Anuradhapura,North Central,2,25835,LK71,235,0.68181914,0.6500792,104.53377
21/08/2015,Anuradhapura,North Central,2,25835,LK71,235,0.69322807,0.650966,106.02911
1/09/2015,Anuradhapura,North Central,2,25835,LK71,235,0.71060723,0.65443236,107.97448
11/09/2015,Anuradhapura,North Central,2,25835,LK71,235,0.7281025,0.66062325,109.49578
21/09/2015,Anuradhapura,North Central,2,25835,LK71,235,0.744071,0.6708539,110.157
1/10/2015,Anuradhapura,North Central,2,25835,LK71,235,0.7570906,0.68605703,109.65055
11/10/2015,Anuradhapura,North Central,2,25835,LK71,235,0.76523995,0.70472544,108.018074
21/10/2015,Anuradhapura,North Central,2,25835,LK71,235,0.7686204,0.7244652,105.701385
1/11/2015,Anuradhapura,North Central,2,25835,LK71,235,0.76945186,0.7416305,103.51444
11/11/2015,Anuradhapura,North Central,2,25835,LK71,235,0.77159446,0.7548561,102.07968
21/11/2015,Anuradhapura,North Central,2,25835,LK71,235,0.77718425,0.76607287,101.36156
1/12/2015,Anuradhapura,North Central,2,25835,LK71,235,0.7860157,0.7762596,101.180756
11/12/2015,Anuradhapura,North Central,2,25835,LK71,235,0.7952379,0.7855363,101.161125
21/12/2015,Anuradhapura,North Central,2,25835,LK71,235,0.8020183,0.79285395,101.08731
1/01/2016,Anuradhapura,North Central,2,25835,LK71,235,0.80407363,0.79622924,100.92697
11/01/2016,Anuradhapura,North Central,2,25835,LK71,235,0.7989434,0.79436296,100.542465
21/01/2016,Anuradhapura,North Central,2,25835,LK71,235,0.78686935,0.7869051,99.99573
1/02/2016,Anuradhapura,North Central,2,25835,LK71,235,0.76914847,0.77418536,99.38887
11/02/2016,Anuradhapura,North Central,2,25835,LK71,235,0.7486906,0.75781137,98.87093
21/02/2016,Anuradhapura,North Central,2,25835,LK71,235,0.7273962,0.74085784,98.297844
1/03/2016,Anuradhapura,North Central,2,25835,LK71,235,0.7056455,0.7241305,97.61216
11/03/2016,Anuradhapura,North Central,2,25835,LK71,235,0.6849332,0.70987785,96.71728
21/03/2016,Anuradhapura,North Central,2,25835,LK71,235,0.6707761,0.7027021,95.758484
1/04/2016,Anuradhapura,North Central,2,25835,LK71,235,0.67056423,0.70417017,95.54398
11/04/2016,Anuradhapura,North Central,2,25835,LK71,235,0.6828655,0.71175474,96.20754
21/04/2016,Anuradhapura,North Central,2,25835,LK71,235,0.7029395,0.72095877,97.66275
1/05/2016,Anuradhapura,North Central,2,25835,LK71,235,0.7239276,0.72703373,99.60026
11/05/2016,Anuradhapura,North Central,2,25835,LK71,235,0.7404455,0.7275318,101.66086
21/05/2016,Anuradhapura,North Central,2,25835,LK71,235,0.7487966,0.72242755,103.41379
1/06/2016,Anuradhapura,North Central,2,25835,LK71,235,0.74815786,0.7124188,104.687584
11/06/2016,Anuradhapura,North Central,2,25835,LK71,235,0.7413442,0.7000921,105.49961
21/06/2016,Anuradhapura,North Central,2,25835,LK71,235,0.73253787,0.6874632,106.11212
1/07/2016,Anuradhapura,North Central,2,25835,LK71,235,0.7251851,0.6734443,107.15201
11/07/2016,Anuradhapura,North Central,2,25835,LK71,235,0.72089106,0.663526,108.03965
21/07/2016,Anuradhapura,North Central,2,25835,LK71,235,0.7186442,0.65656495,108.78607
1/08/2016,Anuradhapura,North Central,2,25835,LK71,235,0.714268,0.65192074,108.88239
11/08/2016,Anuradhapura,North Central,2,25835,LK71,235,0.70483696,0.6500792,107.821655
21/08/2016,Anuradhapura,North Central,2,25835,LK71,235,0.6868442,0.650966,105.11839
1/09/2016,Anuradhapura,North Central,2,25835,LK71,235,0.6611791,0.65443236,100.95776
11/09/2016,Anuradhapura,North Central,2,25835,LK71,235,0.636597,0.66062325,96.61899
21/09/2016,Anuradhapura,North Central,2,25835,LK71,235,0.6199417,0.6708539,92.93724
1/10/2016,Anuradhapura,North Central,2,25835,LK71,235,0.6178511,0.68605703,90.733604
11/10/2016,Anuradhapura,North Central,2,25835,LK71,235,0.6339042,0.70472544,90.616295
21/10/2016,Anuradhapura,North Central,2,25835,LK71,235,0.66842085,0.7244652,92.76348
1/11/2016,Anuradhapura,North Central,2,25835,LK71,235,0.7092174,0.7416305,95.90553
11/11/2016,Anuradhapura,North Central,2,25835,LK71,235,0.74169445,0.7548561,98.364716
21/11/2016,Anuradhapura,North Central,2,25835,LK71,235,0.7642451,0.76607287,99.77603
1/12/2016,Anuradhapura,North Central,2,25835,LK71,235,0.7774945,0.7762596,100.14947
11/12/2016,Anuradhapura,North Central,2,25835,LK71,235,0.7846498,0.7855363,99.8939
21/12/2016,Anuradhapura,North Central,2,25835,LK71,235,0.7881157,0.79285395,99.437836
1/01/2017,Anuradhapura,North Central,2,25835,LK71,235,0.7877706,0.79622924,99.000435
11/01/2017,Anuradhapura,North Central,2,25835,LK71,235,0.7852327,0.79436296,98.918686
21/01/2017,Anuradhapura,North Central,2,25835,LK71,235,0.7810472,0.7869051,99.300064
1/02/2017,Anuradhapura,North Central,2,25835,LK71,235,0.774623,0.77418536,100.05311
11/02/2017,Anuradhapura,North Central,2,25835,LK71,235,0.7665578,0.75781137,101.08274
21/02/2017,Anuradhapura,North Central,2,25835,LK71,235,0.75860465,0.74085784,102.243996
1/03/2017,Anuradhapura,North Central,2,25835,LK71,235,0.7500153,0.7241305,103.34373
11/03/2017,Anuradhapura,North Central,2,25835,LK71,235,0.73955274,0.70987785,103.90523
21/03/2017,Anuradhapura,North Central,2,25835,LK71,235,0.7284638,0.7027021,103.42256
1/04/2017,Anuradhapura,North Central,2,25835,LK71,235,0.7168566,0.70417017,101.68216
11/04/2017,Anuradhapura,North Central,2,25835,LK71,235,0.70782804,0.71175474,99.48451
21/04/2017,Anuradhapura,North Central,2,25835,LK71,235,0.70469874,0.72095877,97.89093
1/05/2017,Anuradhapura,North Central,2,25835,LK71,235,0.70824,0.72703373,97.581345
11/05/2017,Anuradhapura,North Central,2,25835,LK71,235,0.7148025,0.7275318,98.362854
21/05/2017,Anuradhapura,North Central,2,25835,LK71,235,0.71723616,0.72242755,99.32791
1/06/2017,Anuradhapura,North Central,2,25835,LK71,235,0.70907915,0.7124188,99.561966
11/06/2017,Anuradhapura,North Central,2,25835,LK71,235,0.6923506,0.7000921,98.96793
21/06/2017,Anuradhapura,North Central,2,25835,LK71,235,0.6732221,0.6874632,98.06891
1/07/2017,Anuradhapura,North Central,2,25835,LK71,235,0.6569004,0.6734443,97.71318
11/07/2017,Anuradhapura,North Central,2,25835,LK71,235,0.64633447,0.663526,97.59062
21/07/2017,Anuradhapura,North Central,2,25835,LK71,235,0.6453715,0.65656495,98.415794
1/08/2017,Anuradhapura,North Central,2,25835,LK71,235,0.65764934,0.65192074,100.81613
11/08/2017,Anuradhapura,North Central,2,25835,LK71,235,0.67978764,0.6500792,104.24359
21/08/2017,Anuradhapura,North Central,2,25835,LK71,235,0.7078349,0.650966,108.11293
1/09/2017,Anuradhapura,North Central,2,25835,LK71,235,0.735437,0.65443236,111.499275
11/09/2017,Anuradhapura,North Central,2,25835,LK71,235,0.75578254,0.66062325,113.39096
21/09/2017,Anuradhapura,North Central,2,25835,LK71,235,0.7665081,0.6708539,113.26957
1/10/2017,Anuradhapura,North Central,2,25835,LK71,235,0.77009106,0.68605703,111.41678
11/10/2017,Anuradhapura,North Central,2,25835,LK71,235,0.7702532,0.70472544,108.68231
21/10/2017,Anuradhapura,North Central,2,25835,LK71,235,0.7703974,0.7244652,105.93084
1/11/2017,Anuradhapura,North Central,2,25835,LK71,235,0.77248085,0.7416305,103.89706
11/11/2017,Anuradhapura,North Central,2,25835,LK71,235,0.77602977,0.7548561,102.63074
21/11/2017,Anuradhapura,North Central,2,25835,LK71,235,0.7801515,0.76607287,101.725174
1/12/2017,Anuradhapura,North Central,2,25835,LK71,235,0.7837757,0.7762596,100.90966
11/12/2017,Anuradhapura,North Central,2,25835,LK71,235,0.7862813,0.7855363,100.08916
21/12/2017,Anuradhapura,North Central,2,25835,LK71,235,0.7866736,0.79285395,99.26675
1/01/2018,Anuradhapura,North Central,2,25835,LK71,235,0.78261787,0.79622924,98.39152
11/01/2018,Anuradhapura,North Central,2,25835,LK71,235,0.7741906,0.79436296,97.61094
21/01/2018,Anuradhapura,North Central,2,25835,LK71,235,0.76180977,0.7869051,97.00142
1/02/2018,Anuradhapura,North Central,2,25835,LK71,235,0.7449523,0.77418536,96.4531
11/02/2018,Anuradhapura,North Central,2,25835,LK71,235,0.7257936,0.75781137,96.03648
21/02/2018,Anuradhapura,North Central,2,25835,LK71,235,0.707863,0.74085784,95.827965
1/03/2018,Anuradhapura,North Central,2,25835,LK71,235,0.6917744,0.7241305,95.820335
11/03/2018,Anuradhapura,North Central,2,25835,LK71,235,0.68006426,0.70987785,96.07652
21/03/2018,Anuradhapura,North Central,2,25835,LK71,235,0.67806554,0.7027021,96.72691
1/04/2018,Anuradhapura,North Central,2,25835,LK71,235,0.68736637,0.70417017,97.77188
11/04/2018,Anuradhapura,North Central,2,25835,LK71,235,0.7036987,0.71175474,98.94244
21/04/2018,Anuradhapura,North Central,2,25835,LK71,235,0.7215153,0.72095877,100.07219
1/05/2018,Anuradhapura,North Central,2,25835,LK71,235,0.7389055,0.72703373,101.52783
11/05/2018,Anuradhapura,North Central,2,25835,LK71,235,0.75159913,0.7275318,103.09535
21/05/2018,Anuradhapura,North Central,2,25835,LK71,235,0.75571316,0.72242755,104.30921
1/06/2018,Anuradhapura,North Central,2,25835,LK71,235,0.74906594,0.7124188,104.806694
11/06/2018,Anuradhapura,North Central,2,25835,LK71,235,0.7341225,0.7000921,104.53684
21/06/2018,Anuradhapura,North Central,2,25835,LK71,235,0.7146787,0.6874632,103.69042
1/07/2018,Anuradhapura,North Central,2,25835,LK71,235,0.69407696,0.6734443,102.85201
11/07/2018,Anuradhapura,North Central,2,25835,LK71,235,0.6743724,0.663526,101.52011
21/07/2018,Anuradhapura,North Central,2,25835,LK71,235,0.65587145,0.65656495,99.901855
1/08/2018,Anuradhapura,North Central,2,25835,LK71,235,0.6410166,0.65192074,98.446526
11/08/2018,Anuradhapura,North Central,2,25835,LK71,235,0.6308719,0.6500792,97.25642
21/08/2018,Anuradhapura,North Central,2,25835,LK71,235,0.6249409,0.650966,96.28725
1/09/2018,Anuradhapura,North Central,2,25835,LK71,235,0.6281706,0.65443236,96.271935
11/09/2018,Anuradhapura,North Central,2,25835,LK71,235,0.6430864,0.66062325,97.53218
21/09/2018,Anuradhapura,North Central,2,25835,LK71,235,0.66911274,0.6708539,99.75846
1/10/2018,Anuradhapura,North Central,2,25835,LK71,235,0.70038635,0.68605703,101.94677
11/10/2018,Anuradhapura,North Central,2,25835,LK71,235,0.7268987,0.70472544,102.93793
21/10/2018,Anuradhapura,North Central,2,25835,LK71,235,0.7441472,0.7244652,102.541374
1/11/2018,Anuradhapura,North Central,2,25835,LK71,235,0.7550221,0.7416305,101.69165
11/11/2018,Anuradhapura,North Central,2,25835,LK71,235,0.7641268,0.7548561,101.15183
21/11/2018,Anuradhapura,North Central,2,25835,LK71,235,0.7736557,0.76607287,100.92919
1/12/2018,Anuradhapura,North Central,2,25835,LK71,235,0.7837179,0.7762596,100.90265
11/12/2018,Anuradhapura,North Central,2,25835,LK71,235,0.7927549,0.7855363,100.863945
21/12/2018,Anuradhapura,North Central,2,25835,LK71,235,0.7996157,0.79285395,100.80225
1/01/2019,Anuradhapura,North Central,2,25835,LK71,235,0.80106676,0.79622924,100.571655
11/01/2019,Anuradhapura,North Central,2,25835,LK71,235,0.79441404,0.79436296,100.00604
21/01/2019,Anuradhapura,North Central,2,25835,LK71,235,0.781123,0.7869051,99.30912
1/02/2019,Anuradhapura,North Central,2,25835,LK71,235,0.7631238,0.77418536,98.65788
11/02/2019,Anuradhapura,North Central,2,25835,LK71,235,0.7409447,0.75781137,97.91205
21/02/2019,Anuradhapura,North Central,2,25835,LK71,235,0.7172442,0.74085784,97.014175
1/03/2019,Anuradhapura,North Central,2,25835,LK71,235,0.6928379,0.7241305,95.95771
11/03/2019,Anuradhapura,North Central,2,25835,LK71,235,0.6686608,0.70987785,94.575836
21/03/2019,Anuradhapura,North Central,2,25835,LK71,235,0.6520127,0.7027021,93.26568
1/04/2019,Anuradhapura,North Central,2,25835,LK71,235,0.6478528,0.70417017,92.532524
11/04/2019,Anuradhapura,North Central,2,25835,LK71,235,0.65557784,0.71175474,92.625336
21/04/2019,Anuradhapura,North Central,2,25835,LK71,235,0.67013276,0.72095877,93.407425
1/05/2019,Anuradhapura,North Central,2,25835,LK71,235,0.6822187,0.72703373,94.232544
11/05/2019,Anuradhapura,North Central,2,25835,LK71,235,0.6870293,0.7275318,94.790886
21/05/2019,Anuradhapura,North Central,2,25835,LK71,235,0.6850659,0.72242755,95.163086
1/06/2019,Anuradhapura,North Central,2,25835,LK71,235,0.67638165,0.7124188,95.273315
11/06/2019,Anuradhapura,North Central,2,25835,LK71,235,0.66239405,0.7000921,94.974205
21/06/2019,Anuradhapura,North Central,2,25835,LK71,235,0.6468523,0.6874632,94.493164
1/07/2019,Anuradhapura,North Central,2,25835,LK71,235,0.63527316,0.6734443,94.7237
11/07/2019,Anuradhapura,North Central,2,25835,LK71,235,0.62996125,0.663526,95.29593
21/07/2019,Anuradhapura,North Central,2,25835,LK71,235,0.6310306,0.65656495,96.38613
1/08/2019,Anuradhapura,North Central,2,25835,LK71,235,0.6378051,0.65192074,97.989
11/08/2019,Anuradhapura,North Central,2,25835,LK71,235,0.6478962,0.6500792,99.68818
21/08/2019,Anuradhapura,North Central,2,25835,LK71,235,0.65775996,0.650966,100.96923
1/09/2019,Anuradhapura,North Central,2,25835,LK71,235,0.6676298,0.65443236,101.87348
11/09/2019,Anuradhapura,North Central,2,25835,LK71,235,0.6830417,0.66062325,103.154755
21/09/2019,Anuradhapura,North Central,2,25835,LK71,235,0.70546126,0.6708539,104.80088
1/10/2019,Anuradhapura,North Central,2,25835,LK71,235,0.7287451,0.68605703,105.79957
11/10/2019,Anuradhapura,North Central,2,25835,LK71,235,0.7475936,0.70472544,105.67996
21/10/2019,Anuradhapura,North Central,2,25835,LK71,235,0.7605434,0.7244652,104.65847
1/11/2019,Anuradhapura,North Central,2,25835,LK71,235,0.76998466,0.7416305,103.58174
11/11/2019,Anuradhapura,North Central,2,25835,LK71,235,0.77765316,0.7548561,102.83243
21/11/2019,Anuradhapura,North Central,2,25835,LK71,235,0.7843685,0.76607287,102.24191
1/12/2019,Anuradhapura,North Central,2,25835,LK71,235,0.79101104,0.7762596,101.78534
11/12/2019,Anuradhapura,North Central,2,25835,LK71,235,0.79725486,0.7855363,101.40252
21/12/2019,Anuradhapura,North Central,2,25835,LK71,235,0.80076295,0.79285395,100.93837
1/01/2020,Anuradhapura,North Central,2,25835,LK71,235,0.7991255,0.79622924,100.34226
11/01/2020,Anuradhapura,North Central,2,25835,LK71,235,0.79110765,0.79436296,99.614456
21/01/2020,Anuradhapura,North Central,2,25835,LK71,235,0.77603996,0.7869051,98.70176
1/02/2020,Anuradhapura,North Central,2,25835,LK71,235,0.7546838,0.77418536,97.63384
11/02/2020,Anuradhapura,North Central,2,25835,LK71,235,0.73097956,0.75781137,96.67846
21/02/2020,Anuradhapura,North Central,2,25835,LK71,235,0.7073762,0.74085784,95.76641
1/03/2020,Anuradhapura,North Central,2,25835,LK71,235,0.6864004,0.7241305,95.12614
11/03/2020,Anuradhapura,North Central,2,25835,LK71,235,0.6702868,0.70987785,94.78982
21/03/2020,Anuradhapura,North Central,2,25835,LK71,235,0.6618055,0.7027021,94.56669
1/04/2020,Anuradhapura,North Central,2,25835,LK71,235,0.6638434,0.70417017,94.652824
11/04/2020,Anuradhapura,North Central,2,25835,LK71,235,0.6773306,0.71175474,95.480934
21/04/2020,Anuradhapura,North Central,2,25835,LK71,235,0.6991459,0.72095877,97.170685
1/05/2020,Anuradhapura,North Central,2,25835,LK71,235,0.7224583,0.72703373,99.41116
11/05/2020,Anuradhapura,North Central,2,25835,LK71,235,0.74181145,0.7275318,101.83654
21/05/2020,Anuradhapura,North Central,2,25835,LK71,235,0.75443023,0.72242755,104.14312
1/06/2020,Anuradhapura,North Central,2,25835,LK71,235,0.76032805,0.7124188,106.28386
11/06/2020,Anuradhapura,North Central,2,25835,LK71,235,0.7627872,0.7000921,108.35832
21/06/2020,Anuradhapura,North Central,2,25835,LK71,235,0.76444215,0.6874632,110.43833
1/07/2020,Anuradhapura,North Central,2,25835,LK71,235,0.7640387,0.6734443,112.52265
11/07/2020,Anuradhapura,North Central,2,25835,LK71,235,0.7605749,0.663526,113.6013
21/07/2020,Anuradhapura,North Central,2,25835,LK71,235,0.75333273,0.65656495,113.695526
1/08/2020,Anuradhapura,North Central,2,25835,LK71,235,0.74121064,0.65192074,112.7208
11/08/2020,Anuradhapura,North Central,2,25835,LK71,235,0.72590125,0.6500792,110.8305
21/08/2020,Anuradhapura,North Central,2,25835,LK71,235,0.7099966,0.650966,108.42131
1/09/2020,Anuradhapura,North Central,2,25835,LK71,235,0.6963591,0.65443236,105.95184
11/09/2020,Anuradhapura,North Central,2,25835,LK71,235,0.6850136,0.66062325,103.43225
21/09/2020,Anuradhapura,North Central,2,25835,LK71,235,0.67421657,0.6708539,100.46649
1/10/2020,Anuradhapura,North Central,2,25835,LK71,235,0.6667489,0.68605703,97.376816
11/10/2020,Anuradhapura,North Central,2,25835,LK71,235,0.66686124,0.70472544,94.98305
21/10/2020,Anuradhapura,North Central,2,25835,LK71,235,0.6758872,0.7244652,93.727554
1/11/2020,Anuradhapura,North Central,2,25835,LK71,235,0.69234085,0.7416305,93.77366
11/11/2020,Anuradhapura,North Central,2,25835,LK71,235,0.7121817,0.7548561,94.697876
21/11/2020,Anuradhapura,North Central,2,25835,LK71,235,0.73266846,0.76607287,95.90669
1/12/2020,Anuradhapura,North Central,2,25835,LK71,235,0.7528004,0.7762596,97.160805
11/12/2020,Anuradhapura,North Central,2,25835,LK71,235,0.77312803,0.7855363,98.514946
21/12/2020,Anuradhapura,North Central,2,25835,LK71,235,0.7918459,0.79285395,99.8804
1/01/2021,Anuradhapura,North Central,2,25835,LK71,235,0.80453277,0.79622924,100.98123
11/01/2021,Anuradhapura,North Central,2,25835,LK71,235,0.8090383,0.79436296,101.73804
21/01/2021,Anuradhapura,North Central,2,25835,LK71,235,0.8046064,0.7869051,102.1151
1/02/2021,Anuradhapura,North Central,2,25835,LK71,235,0.79146,0.77418536,102.09596
11/02/2021,Anuradhapura,North Central,2,25835,LK71,235,0.77158254,0.75781137,101.704765
21/02/2021,Anuradhapura,North Central,2,25835,LK71,235,0.74972,0.74085784,101.12058
1/03/2021,Anuradhapura,North Central,2,25835,LK71,235,0.72682893,0.7241305,100.34858
11/03/2021,Anuradhapura,North Central,2,25835,LK71,235,0.70415276,0.70987785,99.24658
21/03/2021,Anuradhapura,North Central,2,25835,LK71,235,0.689174,0.7027021,98.20272
1/04/2021,Anuradhapura,North Central,2,25835,LK71,235,0.6879864,0.70417017,97.85409
11/04/2021,Anuradhapura,North Central,2,25835,LK71,235,0.7000008,0.71175474,98.45699
21/04/2021,Anuradhapura,North Central,2,25835,LK71,235,0.71874,0.72095877,99.712204
1/05/2021,Anuradhapura,North Central,2,25835,LK71,235,0.7359591,0.72703373,101.14865
11/05/2021,Anuradhapura,North Central,2,25835,LK71,235,0.74621147,0.7275318,102.40243
21/05/2021,Anuradhapura,North Central,2,25835,LK71,235,0.7490166,0.72242755,103.44226
1/06/2021,Anuradhapura,North Central,2,25835,LK71,235,0.7458187,0.7124188,104.38078
11/06/2021,Anuradhapura,North Central,2,25835,LK71,235,0.7391374,0.7000921,105.20541
21/06/2021,Anuradhapura,North Central,2,25835,LK71,235,0.7315783,0.6874632,105.982
1/07/2021,Anuradhapura,North Central,2,25835,LK71,235,0.7251766,0.6734443,107.15084
11/07/2021,Anuradhapura,North Central,2,25835,LK71,235,0.71882725,0.663526,107.75041
21/07/2021,Anuradhapura,North Central,2,25835,LK71,235,0.7104528,0.65656495,107.62674
1/08/2021,Anuradhapura,North Central,2,25835,LK71,235,0.699377,0.65192074,106.76091
11/08/2021,Anuradhapura,North Central,2,25835,LK71,235,0.68826425,0.6500792,105.4544
21/08/2021,Anuradhapura,North Central,2,25835,LK71,235,0.6823953,0.650966,104.48371
1/09/2021,Anuradhapura,North Central,2,25835,LK71,235,0.6815059,0.65443236,103.84332
11/09/2021,Anuradhapura,North Central,2,25835,LK71,235,0.6862723,0.66062325,103.609375
21/09/2021,Anuradhapura,North Central,2,25835,LK71,235,0.69697064,0.6708539,103.62303
1/10/2021,Anuradhapura,North Central,2,25835,LK71,235,0.71188426,0.68605703,103.508865
11/10/2021,Anuradhapura,North Central,2,25835,LK71,235,0.72554296,0.70472544,102.758286
21/10/2021,Anuradhapura,North Central,2,25835,LK71,235,0.7364085,0.7244652,101.54214
1/11/2021,Anuradhapura,North Central,2,25835,LK71,235,0.7441536,0.7416305,100.31872
11/11/2021,Anuradhapura,North Central,2,25835,LK71,235,0.75035447,0.7548561,99.44069
21/11/2021,Anuradhapura,North Central,2,25835,LK71,235,0.75775826,0.76607287,98.98114
1/12/2021,Anuradhapura,North Central,2,25835,LK71,235,0.76675147,0.7762596,98.849266
11/12/2021,Anuradhapura,North Central,2,25835,LK71,235,0.77628297,0.7855363,98.892525
21/12/2021,Anuradhapura,North Central,2,25835,LK71,235,0.78476506,0.79285395,99.0403
1/01/2022,Anuradhapura,North Central,2,25835,LK71,235,0.78943527,0.79622924,99.19715
11/01/2022,Anuradhapura,North Central,2,25835,LK71,235,0.7866672,0.79436296,99.08857
21/01/2022,Anuradhapura,North Central,2,25835,LK71,235,0.777174,0.7869051,98.83726
1/02/2022,Anuradhapura,North Central,2,25835,LK71,235,0.7629694,0.77418536,98.639145
11/02/2022,Anuradhapura,North Central,2,25835,LK71,235,0.7465136,0.75781137,98.60144
21/02/2022,Anuradhapura,North Central,2,25835,LK71,235,0.72933745,0.74085784,98.543304
1/03/2022,Anuradhapura,North Central,2,25835,LK71,235,0.7128455,0.7241305,98.54223
11/03/2022,Anuradhapura,North Central,2,25835,LK71,235,0.69968295,0.70987785,98.65835
21/03/2022,Anuradhapura,North Central,2,25835,LK71,235,0.69566554,0.7027021,99.065155
1/04/2022,Anuradhapura,North Central,2,25835,LK71,235,0.7030319,0.70417017,99.84907
11/04/2022,Anuradhapura,North Central,2,25835,LK71,235,0.71790934,0.71175474,100.80795
21/04/2022,Anuradhapura,North Central,2,25835,LK71,235,0.7315932,0.72095877,101.37937
1/05/2022,Anuradhapura,North Central,2,25835,LK71,235,0.73818725,0.72703373,101.4354
11/05/2022,Anuradhapura,North Central,2,25835,LK71,235,0.7369285,0.7275318,101.208534
21/05/2022,Anuradhapura,North Central,2,25835,LK71,235,0.72838634,0.72242755,100.77144
1/06/2022,Anuradhapura,North Central,2,25835,LK71,235,0.71636426,0.7124188,100.51749
11/06/2022,Anuradhapura,North Central,2,25835,LK71,235,0.7069659,0.7000921,100.91641
21/06/2022,Anuradhapura,North Central,2,25835,LK71,235,0.7019613,0.6874632,101.96594
1/07/2022,Anuradhapura,North Central,2,25835,LK71,235,0.7010021,0.6734443,103.809265
11/07/2022,Anuradhapura,North Central,2,25835,LK71,235,0.70459956,0.663526,105.75642
21/07/2022,Anuradhapura,North Central,2,25835,LK71,235,0.7128455,0.65656495,107.96538
1/08/2022,Anuradhapura,North Central,2,25835,LK71,235,0.7205072,0.65192074,109.771255
11/08/2022,Anuradhapura,North Central,2,25835,LK71,235,0.7228472,0.6500792,110.39425
21/08/2022,Anuradhapura,North Central,2,25835,LK71,235,0.72134,0.650966,110.039566
1/09/2022,Anuradhapura,North Central,2,25835,LK71,235,0.71551275,0.65443236,108.67087
11/09/2022,Anuradhapura,North Central,2,25835,LK71,235,0.7093749,0.66062325,106.8604
21/09/2022,Anuradhapura,North Central,2,25835,LK71,235,0.7077906,0.6708539,105.12402
1/10/2022,Anuradhapura,North Central,2,25835,LK71,235,0.7142204,0.68605703,103.82625
11/10/2022,Anuradhapura,North Central,2,25835,LK71,235,0.72822505,0.70472544,103.11366
21/10/2022,Anuradhapura,North Central,2,25835,LK71,235,0.7435144,0.7244652,102.45967
1/11/2022,Anuradhapura,North Central,2,25835,LK71,235,0.75419486,0.7416305,101.58715
11/11/2022,Anuradhapura,North Central,2,25835,LK71,235,0.7623183,0.7548561,100.92714
21/11/2022,Anuradhapura,North Central,2,25835,LK71,235,0.7703196,0.76607287,100.52037
1/12/2022,Anuradhapura,North Central,2,25835,LK71,235,0.7794451,0.7762596,100.38554
11/12/2022,Anuradhapura,North Central,2,25835,LK71,235,0.7893047,0.7855363,100.45102
21/12/2022,Anuradhapura,North Central,2,25835,LK71,235,0.7970885,0.79285395,100.50241
1/01/2023,Anuradhapura,North Central,2,25835,LK71,235,0.7972038,0.79622924,100.11516
11/01/2023,Anuradhapura,North Central,2,25835,LK71,235,0.7917813,0.79436296,99.69424
21/01/2023,Anuradhapura,North Central,2,25835,LK71,235,0.7839715,0.7869051,99.64947
1/02/2023,Anuradhapura,North Central,2,25835,LK71,235,0.7730664,0.77418536,99.864235
11/02/2023,Anuradhapura,North Central,2,25835,LK71,235,0.7585736,0.75781137,100.09437
21/02/2023,Anuradhapura,North Central,2,25835,LK71,235,0.7424404,0.74085784,100.2001
1/03/2023,Anuradhapura,North Central,2,25835,LK71,235,0.7249306,0.7241305,100.103355
11/03/2023,Anuradhapura,North Central,2,25835,LK71,235,0.7093306,0.70987785,99.92798
21/03/2023,Anuradhapura,North Central,2,25835,LK71,235,0.7018025,0.7027021,99.88048
1/04/2023,Anuradhapura,North Central,2,25835,LK71,235,0.7039774,0.70417017,99.97444
11/04/2023,Anuradhapura,North Central,2,25835,LK71,235,0.7136319,0.71175474,100.24643
21/04/2023,Anuradhapura,North Central,2,25835,LK71,235,0.72712976,0.72095877,100.80043
1/05/2023,Anuradhapura,North Central,2,25835,LK71,235,0.7393268,0.72703373,101.58205
11/05/2023,Anuradhapura,North Central,2,25835,LK71,235,0.74695873,0.7275318,102.498535
21/05/2023,Anuradhapura,North Central,2,25835,LK71,235,0.7474204,0.72242755,103.23561
1/06/2023,Anuradhapura,North Central,2,25835,LK71,235,0.7408094,0.7124188,103.723755
11/06/2023,Anuradhapura,North Central,2,25835,LK71,235,0.73006296,0.7000921,103.995636
21/06/2023,Anuradhapura,North Central,2,25835,LK71,235,0.7164391,0.6874632,103.92914
1/07/2023,Anuradhapura,North Central,2,25835,LK71,235,0.6996302,0.6734443,103.61962
11/07/2023,Anuradhapura,North Central,2,25835,LK71,235,0.6796327,0.663526,102.25735
21/07/2023,Anuradhapura,North Central,2,25835,LK71,235,0.65845704,0.65656495,100.26779
1/08/2023,Anuradhapura,North Central,2,25835,LK71,235,0.64118725,0.65192074,98.47084
11/08/2023,Anuradhapura,North Central,2,25835,LK71,235,0.6318136,0.6500792,97.39092
21/08/2023,Anuradhapura,North Central,2,25835,LK71,235,0.63184214,0.650966,97.27178
1/09/2023,Anuradhapura,North Central,2,25835,LK71,235,0.6380506,0.65443236,97.67448
11/09/2023,Anuradhapura,North Central,2,25835,LK71,235,0.6453064,0.66062325,97.84458
21/09/2023,Anuradhapura,North Central,2,25835,LK71,235,0.6568974,0.6708539,98.063896
