latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,nearest_district,,
7.8376,81.3739,314.7,1.6,1.2,9/07/2007,747,Aqua,MODIS,53,6.03,286.5,12.6,D,0,Batticaloa,,
7.9712,81.4362,322.1,1.8,1.3,10/07/2007,529,Terra,MODIS,68,6.03,299,13.8,D,0,Batticaloa,,
7.7989,81.3633,320,1.8,1.3,10/07/2007,529,Terra,MODIS,27,6.03,296.5,17.1,D,0,Batticaloa,,
7.7963,81.3794,320.3,1.8,1.3,10/07/2007,529,Terra,MODIS,43,6.03,297.9,17.4,D,0,Batticaloa,,
7.7937,81.3955,320.6,1.8,1.3,10/07/2007,529,Terra,MODIS,28,6.03,298.6,16.7,D,0,Batticaloa,,
7.4989,81.161,318.2,1.8,1.3,10/07/2007,529,Terra,MODIS,69,6.03,294.5,19,D,0,Polonnaruwa,,
6.7545,81.4846,314.9,1.9,1.3,10/07/2007,529,Terra,MODIS,64,6.03,297.5,14,D,0,Monaragala,,
6.7363,80.7448,332.3,1.7,1.3,10/07/2007,530,Terra,MODIS,85,6.03,296.2,61.8,D,0,Nuwara Eliya,,
6.7338,80.7606,312.3,1.7,1.3,10/07/2007,530,Terra,MODIS,57,6.03,295.8,15.9,D,0,Nuwara Eliya,,
6.9488,81.6027,316.5,2.2,1.4,10/07/2007,829,Aqua,MODIS,41,6.03,291.7,15.7,D,0,Monaragala,,
7.5832,81.2614,322.2,2.1,1.4,10/07/2007,829,Aqua,MODIS,74,6.03,298,22,D,0,Polonnaruwa,,
7.7938,81.3755,314.8,2.1,1.4,10/07/2007,829,Aqua,MODIS,42,6.03,282.4,19.7,D,0,Batticaloa,,
9.2276,80.326,318.6,1.9,1.3,10/07/2007,830,Aqua,MODIS,50,6.03,294.9,16.6,D,0,Kilinochchi,,
9.2255,80.3092,320.2,1.9,1.3,10/07/2007,830,Aqua,MODIS,66,6.03,296.1,20.1,D,0,Kilinochchi,,
8.0727,81.2311,310.6,1,1,11/07/2007,1700,Terra,MODIS,79,6.03,294.8,6.7,N,0,Polonnaruwa,,
6.8988,81.7648,322,1.2,1.1,12/07/2007,517,Terra,MODIS,45,6.03,301.2,11.5,D,0,Ampara,,
6.7057,81.0247,313.5,1.1,1.1,12/07/2007,517,Terra,MODIS,59,6.03,297.6,6.9,D,0,Badulla,,
6.7074,81.5008,326.3,1.3,1.1,12/07/2007,817,Aqua,MODIS,75,6.03,300,16.5,D,0,Monaragala,,
6.7077,81.5068,321.1,1.3,1.1,12/07/2007,817,Aqua,MODIS,66,6.03,299.6,10.4,D,0,Monaragala,,
6.7216,81.4589,323.3,1.3,1.1,12/07/2007,817,Aqua,MODIS,71,6.03,299.6,12.1,D,0,Monaragala,,
6.7261,81.0555,318.1,1.2,1.1,12/07/2007,817,Aqua,MODIS,58,6.03,298.1,10.4,D,0,Badulla,,
9.2061,80.7483,319.2,1.2,1.1,12/07/2007,817,Aqua,MODIS,58,6.03,298.1,9,D,0,Mullaitivu,,
7.923,81.2732,309.1,1.3,1.1,13/07/2007,1648,Terra,MODIS,77,6.03,287.5,9.9,N,0,Polonnaruwa,,
8.7502,81.1159,309.5,1.1,1,14/07/2007,505,Terra,MODIS,47,6.03,282.1,5.8,D,0,Trincomalee,,
8.7488,81.1254,315,1.1,1,14/07/2007,505,Terra,MODIS,0,6.03,282.3,10,D,0,Trincomalee,,
8.6829,80.5012,311.9,1.1,1,14/07/2007,505,Terra,MODIS,62,6.03,285,6.7,D,0,Vavuniya,,
8.2773,81.2662,328.1,1,1,14/07/2007,505,Terra,MODIS,83,6.03,295.2,19.2,D,0,Trincomalee,,
7.9169,81.2749,324.6,1,1,14/07/2007,505,Terra,MODIS,49,6.03,298.8,11.7,D,0,Polonnaruwa,,
7.5411,81.2623,315.5,1,1,14/07/2007,505,Terra,MODIS,50,6.03,288.3,4.7,D,0,Batticaloa,,
7.542,81.0643,324.8,1,1,14/07/2007,505,Terra,MODIS,75,6.03,290.6,16.9,D,0,Polonnaruwa,,
7.5407,81.0737,320.7,1,1,14/07/2007,505,Terra,MODIS,75,6.03,291.4,11.8,D,0,Polonnaruwa,,
7.4318,81.3804,324.1,1,1,14/07/2007,505,Terra,MODIS,79,6.03,293.9,11.8,D,0,Ampara,,
7.4177,81.3504,318.8,1,1,14/07/2007,505,Terra,MODIS,66,6.03,290.9,7,D,0,Ampara,,
7.3103,81.3291,321.4,1,1,14/07/2007,505,Terra,MODIS,76,6.03,290.8,11.4,D,0,Ampara,,
7.3089,81.3382,324.6,1,1,14/07/2007,505,Terra,MODIS,80,6.03,290.5,15.1,D,0,Ampara,,
6.7236,81.4805,315.5,1,1,14/07/2007,805,Aqua,MODIS,69,6.03,287.9,6.4,D,0,Monaragala,,
6.6869,81.1598,324.7,1,1,14/07/2007,805,Aqua,MODIS,81,6.03,294.2,12.2,D,0,Monaragala,,
6.6931,81.0122,308.5,1,1,14/07/2007,805,Aqua,MODIS,46,6.03,285.4,4.5,D,0,Badulla,,
6.8703,81.6022,319.7,1,1,14/07/2007,805,Aqua,MODIS,63,6.03,283,10.2,D,0,Monaragala,,
6.8793,81.6009,316.7,1,1,14/07/2007,805,Aqua,MODIS,55,6.03,283.8,7,D,0,Monaragala,,
7.2326,81.3054,314.5,1,1,14/07/2007,805,Aqua,MODIS,59,6.03,290.8,4.5,D,0,Badulla,,
7.364,81.3199,327.7,1,1,14/07/2007,805,Aqua,MODIS,74,6.03,301.5,12.9,D,0,Ampara,,
7.4553,81.319,323.4,1,1,14/07/2007,805,Aqua,MODIS,11,6.03,299.9,7.4,D,0,Ampara,,
7.4975,81.4227,333.7,1,1,14/07/2007,805,Aqua,MODIS,86,6.03,303.8,20.4,D,0,Ampara,,
7.6002,81.3007,325.8,1,1,14/07/2007,805,Aqua,MODIS,79,6.03,296.7,11,D,0,Batticaloa,,
8.1168,81.2433,314.7,1,1,14/07/2007,805,Aqua,MODIS,46,6.03,289.1,5.8,D,0,Polonnaruwa,,
8.2776,81.2715,322.9,1,1,14/07/2007,805,Aqua,MODIS,77,6.03,286.4,13.8,D,0,Trincomalee,,
8.5213,80.6664,317,1,1,14/07/2007,805,Aqua,MODIS,54,6.03,291.2,7.1,D,0,Vavuniya,,
8.6807,81.0686,325.5,1,1,14/07/2007,805,Aqua,MODIS,63,6.03,299,12.6,D,0,Trincomalee,,
8.6897,81.0673,325.5,1,1,14/07/2007,805,Aqua,MODIS,70,6.03,296.7,13.8,D,0,Trincomalee,,
7.9318,81.2721,303.2,1.1,1.1,14/07/2007,2022,Aqua,MODIS,54,6.03,292.6,3.7,N,0,Polonnaruwa,,
7.7202,81.1366,306.6,1.1,1,14/07/2007,2022,Aqua,MODIS,69,6.03,293.5,6.5,N,0,Polonnaruwa,,
7.0079,81.1599,300,1.1,1.1,14/07/2007,2022,Aqua,MODIS,9,6.03,289.7,4.6,N,0,Badulla,,
7.9435,81.2836,310.1,2.1,1.4,15/07/2007,1635,Terra,MODIS,79,6.03,283.7,26.5,N,0,Polonnaruwa,,
7.9406,81.2649,303.2,2.1,1.4,15/07/2007,1635,Terra,MODIS,54,6.03,284.8,12.9,N,0,Polonnaruwa,,
7.9318,81.2789,305.2,2.1,1.4,15/07/2007,1635,Terra,MODIS,19,6.03,283.9,15.5,N,0,Polonnaruwa,,
7.9444,81.2769,309.4,2.1,1.4,15/07/2007,1635,Terra,MODIS,66,6.03,283.7,24,N,0,Polonnaruwa,,
7.5538,81.4665,329.3,1.4,1.2,16/07/2007,453,Terra,MODIS,69,6.03,304.1,20.5,D,0,Batticaloa,,
7.9335,81.2914,332,1.5,1.2,16/07/2007,453,Terra,MODIS,84,6.03,300.6,34.3,D,0,Polonnaruwa,,
7.9303,81.2849,328.3,1.5,1.2,16/07/2007,453,Terra,MODIS,75,6.03,301.1,26.1,D,0,Polonnaruwa,,
7.7979,81.3412,322.2,1.5,1.2,16/07/2007,453,Terra,MODIS,61,6.03,301,15.9,D,0,Polonnaruwa,,
7.7515,81.2815,347,1.5,1.2,16/07/2007,453,Terra,MODIS,93,6.03,301.9,76.8,D,0,Polonnaruwa,,
7.7498,81.2948,336.1,1.5,1.2,16/07/2007,453,Terra,MODIS,86,6.03,300.9,44.2,D,0,Polonnaruwa,,
7.748,81.2748,325.1,1.5,1.2,16/07/2007,453,Terra,MODIS,75,6.03,301.2,19.1,D,0,Polonnaruwa,,
7.7461,81.288,342,1.5,1.2,16/07/2007,453,Terra,MODIS,90,6.03,301.5,61.8,D,0,Polonnaruwa,,
6.3417,81.1741,317,1.4,1.2,16/07/2007,453,Terra,MODIS,65,6.03,294.4,11.6,D,0,Hambantota,,
6.5189,80.8114,317.4,1.4,1.2,16/07/2007,752,Aqua,MODIS,55,6.03,296.3,11.6,D,0,Nuwara Eliya,,
7.7192,81.2909,327.9,1.3,1.1,16/07/2007,753,Aqua,MODIS,53,6.03,297.2,18.8,D,0,Polonnaruwa,,
7.7091,81.2925,324.3,1.3,1.1,16/07/2007,753,Aqua,MODIS,35,6.03,299.6,14.5,D,0,Polonnaruwa,,
7.9765,81.303,322,1.3,1.1,16/07/2007,753,Aqua,MODIS,24,6.03,302,10.1,D,0,Polonnaruwa,,
8.189,80.8784,327.5,1.3,1.1,16/07/2007,753,Aqua,MODIS,72,6.03,298.4,23,D,0,Polonnaruwa,,
8.1885,80.8842,322.7,1.3,1.1,16/07/2007,753,Aqua,MODIS,72,6.03,297.2,16.9,D,0,Polonnaruwa,,
8.1866,80.8724,319.2,1.3,1.1,16/07/2007,753,Aqua,MODIS,52,6.03,298.3,11.4,D,0,Polonnaruwa,,
8.1667,80.6771,321.9,1.4,1.2,16/07/2007,753,Aqua,MODIS,40,6.03,298.5,15.4,D,0,Anuradhapura,,
8.6733,80.3819,322.2,1.4,1.2,16/07/2007,753,Aqua,MODIS,70,6.03,300.5,12.1,D,0,Vavuniya,,
9.2005,80.744,382.3,1.3,1.1,16/07/2007,753,Aqua,MODIS,100,6.03,297.8,230.3,D,0,Mullaitivu,,
9.1987,80.7322,347.6,1.3,1.1,16/07/2007,753,Aqua,MODIS,94,6.03,299.1,72.2,D,0,Mullaitivu,,
7.7392,81.2878,343.4,1.3,1.1,16/07/2007,753,Aqua,MODIS,91,6.03,303.1,47.9,D,0,Polonnaruwa,,
7.8239,81.3542,305.6,1,1,16/07/2007,2010,Aqua,MODIS,65,6.03,292.1,4.5,N,0,Polonnaruwa,,
8.7989,80.0849,323.7,1.8,1.3,17/07/2007,535,Terra,MODIS,72,6.03,294.7,27,D,0,Mannar,,
9.3691,80.6882,315.6,2,1.4,17/07/2007,535,Terra,MODIS,42,6.03,289.7,11.6,D,0,Mullaitivu,,
7.8343,81.3466,322.5,2.8,1.6,17/07/2007,835,Aqua,MODIS,70,6.03,281.3,59.1,D,0,Polonnaruwa,,
7.8043,81.3558,321,2.8,1.6,17/07/2007,835,Aqua,MODIS,60,6.03,284.1,43.9,D,0,Batticaloa,,
7.8331,81.3521,322.4,2.8,1.6,17/07/2007,835,Aqua,MODIS,71,6.03,281.5,57,D,0,Polonnaruwa,,
7.7372,81.2869,318.7,2.8,1.6,17/07/2007,835,Aqua,MODIS,65,6.03,286.4,35.7,D,0,Polonnaruwa,,
8.2493,79.8708,317.8,2.2,1.4,17/07/2007,836,Aqua,MODIS,68,6.03,291.9,23.9,D,0,Puttalam,,
8.1651,80.6761,313.4,2.3,1.5,18/07/2007,741,Aqua,MODIS,50,6.03,280.3,22.9,D,0,Anuradhapura,,
8.4174,81.1181,303.2,1.1,1,18/07/2007,1706,Terra,MODIS,54,6.03,287.4,4.5,N,0,Trincomalee,,
9.2031,80.7551,325.9,1.2,1.1,19/07/2007,523,Terra,MODIS,79,6.03,281.1,27.3,D,0,Mullaitivu,,
8.1778,81.2141,315.4,1.3,1.1,19/07/2007,523,Terra,MODIS,45,6.03,286.5,11.5,D,0,Polonnaruwa,,
7.7649,81.3818,314.7,1.4,1.2,19/07/2007,523,Terra,MODIS,42,6.03,276.3,11.5,D,0,Batticaloa,,
7.7583,81.3553,314.4,1.4,1.2,19/07/2007,523,Terra,MODIS,26,6.03,275.1,11.3,D,0,Batticaloa,,
6.7227,81.52,309.2,1.1,1,20/07/2007,1653,Terra,MODIS,77,6.03,275.6,11.2,N,0,Monaragala,,
8.161,81.1892,324.9,1.7,1.3,26/07/2007,529,Terra,MODIS,78,6.03,297,31.7,D,0,Polonnaruwa,,
7.704,81.245,318.5,1.8,1.3,26/07/2007,529,Terra,MODIS,69,6.03,297.8,17.1,D,0,Polonnaruwa,,
7.4217,81.401,333.7,2.1,1.4,26/07/2007,829,Aqua,MODIS,85,6.03,298.7,69.5,D,0,Ampara,,
6.5573,80.7871,317.9,1.9,1.3,26/07/2007,829,Aqua,MODIS,66,6.03,296.5,18.2,D,0,Nuwara Eliya,,
6.5549,80.7696,321.7,1.8,1.3,26/07/2007,829,Aqua,MODIS,72,6.03,295.9,27.7,D,0,Ratnapura,,
7.419,81.381,319.6,2.1,1.4,26/07/2007,829,Aqua,MODIS,39,6.03,298,16.5,D,0,Ampara,,
7.4209,81.3957,333.9,2.1,1.4,26/07/2007,829,Aqua,MODIS,85,6.03,299,69,D,0,Ampara,,
6.5378,80.7838,304.1,1,1,27/07/2007,1700,Terra,MODIS,58,6.03,293.1,3.9,N,0,Ratnapura,,
6.6072,80.7554,303.8,1,1,27/07/2007,1700,Terra,MODIS,57,6.03,291.5,4.8,N,0,Nuwara Eliya,,
8.1332,81.1246,313.5,1.1,1,28/07/2007,517,Terra,MODIS,47,6.03,294.5,5.1,D,0,Polonnaruwa,,
7.6617,81.232,322.4,1.1,1.1,28/07/2007,517,Terra,MODIS,0,6.03,302.7,10.2,D,0,Polonnaruwa,,
7.0742,81.58,327.1,1.2,1.1,28/07/2007,517,Terra,MODIS,80,6.03,300.2,21.8,D,0,Ampara,,
7.0725,81.5906,317,1.2,1.1,28/07/2007,517,Terra,MODIS,55,6.03,299.1,8.6,D,0,Ampara,,
6.9051,81.8065,334.3,1.2,1.1,28/07/2007,517,Terra,MODIS,60,6.03,298.7,28.7,D,0,Ampara,,
6.9034,81.8174,330.2,1.2,1.1,28/07/2007,517,Terra,MODIS,58,6.03,300.9,20,D,0,Ampara,,
6.7482,81.5605,319.4,1.2,1.1,28/07/2007,517,Terra,MODIS,70,6.03,300.9,8,D,0,Monaragala,,
6.7028,81.5973,321.8,1.2,1.1,28/07/2007,517,Terra,MODIS,75,6.03,300.3,14.4,D,0,Monaragala,,
6.4578,81.0291,324.4,1.2,1.1,28/07/2007,817,Aqua,MODIS,74,6.03,301.3,12.3,D,0,Hambantota,,
6.9024,81.8113,339.3,1.3,1.1,28/07/2007,817,Aqua,MODIS,77,6.03,295.4,45.3,D,0,Ampara,,
6.6108,80.953,320.7,1,1,30/07/2007,805,Aqua,MODIS,46,6.03,293.2,6.7,D,0,Nuwara Eliya,,
7.0958,80.8518,316.8,1.4,1.2,1/08/2007,752,Aqua,MODIS,67,6.03,285.5,17.7,D,0,Nuwara Eliya,,
7.0941,80.8404,324.5,1.4,1.2,1/08/2007,752,Aqua,MODIS,78,6.03,288.9,30.2,D,0,Nuwara Eliya,,
8.053,81.2812,335.8,2.1,1.4,3/08/2007,741,Aqua,MODIS,87,6.03,299.8,74.8,D,0,Polonnaruwa,,
8.0655,81.2791,322.5,2.1,1.4,3/08/2007,741,Aqua,MODIS,62,6.03,299.7,26.2,D,0,Polonnaruwa,,
6.9671,81.336,318.9,1.4,1.2,4/08/2007,523,Terra,MODIS,77,6.03,294.2,19.7,D,0,Monaragala,,
7.2476,81.1882,321.2,1.6,1.2,4/08/2007,823,Aqua,MODIS,64,6.03,298.3,15.1,D,0,Badulla,,
7.2458,81.1745,325.4,1.6,1.2,4/08/2007,823,Aqua,MODIS,69,6.03,301.6,23,D,0,Badulla,,
7.9928,80.4798,320.4,1.4,1.2,4/08/2007,823,Aqua,MODIS,56,6.03,298.1,15.1,D,0,Anuradhapura,,
8.3232,81.3536,327.5,1.7,1.3,4/08/2007,823,Aqua,MODIS,68,6.03,304.9,25.3,D,0,Trincomalee,,
8.7445,80.8954,319.8,1.6,1.2,4/08/2007,824,Aqua,MODIS,56,6.03,294.5,18.1,D,0,Trincomalee,,
7.6793,81.3079,310.5,1.1,1,5/08/2007,1654,Terra,MODIS,80,6.03,287.7,10.1,N,0,Batticaloa,,
7.678,81.2984,322,1.1,1,5/08/2007,1654,Terra,MODIS,100,6.03,288.6,21,N,0,Polonnaruwa,,
7.6766,81.2889,304.2,1.1,1,5/08/2007,1654,Terra,MODIS,59,6.03,287.5,5.7,N,0,Polonnaruwa,,
7.6752,81.2794,301.1,1.1,1,5/08/2007,1654,Terra,MODIS,37,6.03,286.8,3.9,N,0,Polonnaruwa,,
7.6894,81.3051,317.1,1,1,6/08/2007,511,Terra,MODIS,67,6.03,279.4,11.8,D,0,Polonnaruwa,,
7.2585,81.2191,325.2,1.1,1,6/08/2007,811,Aqua,MODIS,77,6.03,306.5,9.7,D,0,Badulla,,
6.3874,80.7765,319.6,1,1,6/08/2007,811,Aqua,MODIS,64,6.03,300,5.8,D,0,Hambantota,,
6.3861,80.7673,334.3,1,1,6/08/2007,811,Aqua,MODIS,85,6.03,302.1,24.2,D,0,Hambantota,,
6.5492,80.946,329.2,1,1,6/08/2007,811,Aqua,MODIS,54,6.03,306.4,13.7,D,0,Nuwara Eliya,,
6.5479,80.9368,330,1,1,6/08/2007,811,Aqua,MODIS,71,6.03,307.6,14.7,D,0,Nuwara Eliya,,
6.7051,81.5251,332.2,1.1,1,6/08/2007,811,Aqua,MODIS,82,6.03,305.1,20.6,D,0,Monaragala,,
6.7679,81.2618,323.3,1,1,6/08/2007,811,Aqua,MODIS,53,6.03,304.8,9.7,D,0,Monaragala,,
6.8054,81.0647,321,1,1,6/08/2007,811,Aqua,MODIS,56,6.03,298.5,10.9,D,0,Badulla,,
7.0708,81.5759,322,1.1,1,6/08/2007,811,Aqua,MODIS,66,6.03,297.7,11.2,D,0,Ampara,,
7.0315,81.0434,316,1,1,6/08/2007,811,Aqua,MODIS,61,6.03,294.6,6.5,D,0,Badulla,,
7.202,81.7915,325.8,1.1,1,6/08/2007,811,Aqua,MODIS,46,6.03,302.9,10.5,D,0,Ampara,,
7.2088,81.7939,330.4,1.1,1,6/08/2007,811,Aqua,MODIS,57,6.03,303.6,15,D,0,Ampara,,
7.342,81.4243,328.1,1.1,1,6/08/2007,811,Aqua,MODIS,75,6.03,304.5,17.2,D,0,Ampara,,
7.6542,81.2837,332,1.1,1,6/08/2007,811,Aqua,MODIS,63,6.03,307.8,14,D,0,Polonnaruwa,,
7.6846,81.2989,345.5,1.1,1,6/08/2007,811,Aqua,MODIS,93,6.03,305.8,41.9,D,0,Polonnaruwa,,
8.4128,81.2445,336,1.1,1,6/08/2007,811,Aqua,MODIS,87,6.03,294.7,28.3,D,0,Trincomalee,,
8.4114,81.2348,328.3,1.1,1,6/08/2007,811,Aqua,MODIS,81,6.03,293.5,16.6,D,0,Trincomalee,,
8.8929,80.866,318.7,1.1,1,6/08/2007,811,Aqua,MODIS,67,6.03,291.9,6.4,D,0,Mullaitivu,,
7.053,81.0365,306,1.7,1.3,7/08/2007,1641,Terra,MODIS,66,6.03,291.8,14,N,0,Badulla,,
7.7013,81.2935,309.5,1.6,1.2,7/08/2007,1642,Terra,MODIS,78,6.03,294.8,14.9,N,0,Polonnaruwa,,
8.7921,80.0636,321.6,1.4,1.2,8/08/2007,459,Terra,MODIS,43,6.03,300.8,10.9,D,0,Mannar,,
8.4652,80.1634,316.5,1.4,1.2,8/08/2007,459,Terra,MODIS,38,6.03,298.5,9.7,D,0,Anuradhapura,,
7.4828,81.4029,327.8,1.1,1.1,8/08/2007,459,Terra,MODIS,67,6.03,305.9,11.5,D,0,Ampara,,
7.2057,81.7823,331.4,1.1,1,8/08/2007,459,Terra,MODIS,82,6.03,307.4,14.5,D,0,Ampara,,
7.2043,81.7921,328.2,1.1,1,8/08/2007,459,Terra,MODIS,77,6.03,306.9,9.9,D,0,Ampara,,
7.194,81.7304,324.4,1.1,1,8/08/2007,459,Terra,MODIS,70,6.03,306.2,9.8,D,0,Ampara,,
6.7098,80.7434,316.7,1.2,1.1,8/08/2007,459,Terra,MODIS,46,6.03,299.3,9.4,D,0,Nuwara Eliya,,
6.7083,80.7539,317,1.2,1.1,8/08/2007,459,Terra,MODIS,46,6.03,299,10.1,D,0,Nuwara Eliya,,
6.5655,81.0425,329,1.2,1.1,8/08/2007,459,Terra,MODIS,75,6.03,305.6,16.1,D,0,Badulla,,
6.4508,81.0736,341,1.1,1.1,8/08/2007,758,Aqua,MODIS,89,6.03,305.8,36.5,D,0,Hambantota,,
6.1572,80.8259,320.4,1.2,1.1,8/08/2007,758,Aqua,MODIS,65,6.03,296.6,12.6,D,0,Hambantota,,
6.332,81.0266,345,1.1,1.1,8/08/2007,758,Aqua,MODIS,92,6.03,307.6,44.6,D,0,Hambantota,,
6.357,80.7672,328.4,1.2,1.1,8/08/2007,758,Aqua,MODIS,79,6.03,302.4,21.8,D,0,Hambantota,,
6.4523,81.0836,328.7,1.1,1.1,8/08/2007,758,Aqua,MODIS,79,6.03,305.6,15.2,D,0,Hambantota,,
6.409,80.6552,319.8,1.2,1.1,8/08/2007,758,Aqua,MODIS,66,6.03,300.1,13.9,D,0,Ratnapura,,
8.1313,81.1015,324.7,1.1,1,8/08/2007,759,Aqua,MODIS,25,6.03,306.1,9.4,D,0,Polonnaruwa,,
6.7848,81.2773,325.5,1.1,1,8/08/2007,759,Aqua,MODIS,65,6.03,301.9,13.5,D,0,Monaragala,,
6.791,81.2704,321.4,1.1,1,8/08/2007,759,Aqua,MODIS,72,6.03,300.4,10.2,D,0,Monaragala,,
7.05,81.3282,324.1,1.1,1,8/08/2007,759,Aqua,MODIS,76,6.03,296,14.3,D,0,Monaragala,,
7.0486,81.3185,318.6,1.1,1,8/08/2007,759,Aqua,MODIS,60,6.03,296.5,8.3,D,0,Monaragala,,
7.3506,81.1891,322.8,1.1,1,8/08/2007,759,Aqua,MODIS,49,6.03,302,9.8,D,0,Badulla,,
8.1206,81.0932,326.1,1.1,1,8/08/2007,759,Aqua,MODIS,55,6.03,307.1,12.3,D,0,Polonnaruwa,,
8.1327,81.1111,331.9,1.1,1,8/08/2007,759,Aqua,MODIS,81,6.03,304.9,19.6,D,0,Polonnaruwa,,
8.3792,80.1931,331.9,1.2,1.1,8/08/2007,759,Aqua,MODIS,81,6.03,302.1,25.5,D,0,Anuradhapura,,
8.6625,80.9552,322.7,1.1,1,8/08/2007,759,Aqua,MODIS,53,6.03,302.1,9.8,D,0,Trincomalee,,
8.6215,80.6102,324,1.1,1.1,8/08/2007,759,Aqua,MODIS,49,6.03,303.6,12.4,D,0,Vavuniya,,
8.7265,80.2701,327.1,1.2,1.1,8/08/2007,759,Aqua,MODIS,69,6.03,303.6,16.9,D,0,Vavuniya,,
8.7249,80.2598,329.5,1.2,1.1,8/08/2007,759,Aqua,MODIS,77,6.03,304.3,20.4,D,0,Vavuniya,,
8.736,80.2687,324.1,1.2,1.1,8/08/2007,759,Aqua,MODIS,62,6.03,302.7,12.7,D,0,Vavuniya,,
8.7345,80.2583,340.5,1.2,1.1,8/08/2007,759,Aqua,MODIS,88,6.03,305.3,40.1,D,0,Vavuniya,,
8.9589,80.5953,321.1,1.1,1,8/08/2007,759,Aqua,MODIS,50,6.03,306,9.3,D,0,Vavuniya,,
6.3761,80.9086,309.1,1.9,1.3,8/08/2007,1724,Terra,MODIS,76,6.03,286.2,23.1,N,0,Hambantota,,
6.7663,80.7707,303,1,1,8/08/2007,2016,Aqua,MODIS,28,6.03,282.8,6.9,N,0,Nuwara Eliya,,
6.7547,80.7875,304.7,1,1,8/08/2007,2016,Aqua,MODIS,53,6.03,284.9,6.8,N,0,Nuwara Eliya,,
8.3542,80.6164,334.4,3.4,1.7,9/08/2007,842,Aqua,MODIS,86,6.03,293.1,155.3,D,0,Anuradhapura,,
8.3507,80.609,331.1,3.4,1.7,9/08/2007,842,Aqua,MODIS,79,6.03,293.2,128.5,D,0,Anuradhapura,,
7.7107,81.3982,315.3,1.9,1.3,10/08/2007,446,Terra,MODIS,40,6.03,285.7,13.6,D,0,Batticaloa,,
6.6942,81.1541,321.9,1.9,1.3,10/08/2007,447,Terra,MODIS,72,6.03,291.6,28.1,D,0,Monaragala,,
6.7249,81.1901,315.6,1.7,1.3,10/08/2007,746,Aqua,MODIS,46,6.03,286.7,13.5,D,0,Monaragala,,
9.081,80.6656,313.8,1.7,1.3,10/08/2007,747,Aqua,MODIS,38,6.03,279.8,14.2,D,0,Mullaitivu,,
7.6466,81.3476,308.9,1.3,1.1,10/08/2007,1712,Terra,MODIS,64,6.03,289.8,10.6,N,0,Batticaloa,,
7.6535,81.3629,321.2,1.8,1.3,11/08/2007,529,Terra,MODIS,32,6.03,290,20,D,0,Batticaloa,,
7.9453,80.9646,311,1.7,1.3,11/08/2007,529,Terra,MODIS,35,6.03,284.5,9.3,D,0,Polonnaruwa,,
7.7069,81.3777,315.8,1.8,1.3,11/08/2007,529,Terra,MODIS,44,6.03,289.5,11.2,D,0,Batticaloa,,
7.6417,81.3609,333,1.8,1.3,11/08/2007,529,Terra,MODIS,86,6.03,290.8,49.7,D,0,Batticaloa,,
6.6976,81.5127,319.1,2.1,1.4,11/08/2007,829,Aqua,MODIS,71,6.03,290.2,21.4,D,0,Monaragala,,
6.2627,80.8274,323.7,3.2,1.7,12/08/2007,734,Aqua,MODIS,76,6.03,293.2,70,D,0,Hambantota,,
6.2748,80.8207,315.6,3.2,1.7,12/08/2007,734,Aqua,MODIS,31,6.03,290.7,30.5,D,0,Hambantota,,
6.3691,81.1126,319.5,3,1.7,12/08/2007,734,Aqua,MODIS,63,6.03,294.4,42.1,D,0,Hambantota,,
6.4269,80.905,321.6,3.2,1.7,12/08/2007,734,Aqua,MODIS,74,6.03,294.5,49.5,D,0,Hambantota,,
6.4248,80.9006,320,3.2,1.7,12/08/2007,734,Aqua,MODIS,66,6.03,294.4,40.2,D,0,Hambantota,,
7.3602,81.2923,318.1,2.8,1.6,12/08/2007,734,Aqua,MODIS,40,6.03,297.1,25.2,D,0,Ampara,,
7.6917,81.373,341.9,2.8,1.6,12/08/2007,734,Aqua,MODIS,91,6.03,298.9,150.8,D,0,Batticaloa,,
7.6997,81.3894,325.1,2.7,1.6,12/08/2007,734,Aqua,MODIS,78,6.03,298.8,47.4,D,0,Batticaloa,,
7.6956,81.3652,337,2.8,1.6,12/08/2007,734,Aqua,MODIS,88,6.03,299.1,116.6,D,0,Batticaloa,,
7.6829,81.4045,307.7,1,1,12/08/2007,1700,Terra,MODIS,72,6.03,293,6.3,N,0,Batticaloa,,
6.7232,80.756,317.6,1.1,1,13/08/2007,517,Terra,MODIS,68,6.03,297.1,12,D,0,Nuwara Eliya,,
9.3865,80.6348,320,1,1,13/08/2007,517,Terra,MODIS,55,6.03,293.1,8.8,D,0,Mullaitivu,,
9.3851,80.6441,317.8,1,1,13/08/2007,517,Terra,MODIS,39,6.03,289.7,6.8,D,0,Mullaitivu,,
8.8657,80.3586,318.5,1,1,13/08/2007,517,Terra,MODIS,63,6.03,289.1,10.3,D,0,Vavuniya,,
7.6824,81.4057,331.7,1.1,1.1,13/08/2007,517,Terra,MODIS,84,6.03,304.8,19.1,D,0,Batticaloa,,
6.9624,79.9567,312.4,1,1,13/08/2007,517,Terra,MODIS,28,6.03,291.7,7.3,D,2,Colombo,,
6.7142,81.1707,323.8,1.1,1.1,13/08/2007,517,Terra,MODIS,73,6.03,298.1,11,D,0,Monaragala,,
