latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,nearest_district,,
7.7542,80.6567,313.2,1.1,1,5/03/2001,528,Terra,MODIS,46,6.03,299,5.9,D,0,Matale,,
8.1692,79.913,313.7,1,1,5/03/2001,528,Terra,MODIS,58,6.03,301.3,5.4,D,0,Puttalam,,
8.8253,80.4018,308.2,1.4,1.2,6/03/2001,1659,Terra,MODIS,74,6.03,293.2,12.6,N,0,Vavuniya,,
8.8314,80.4024,323.6,1.1,1.1,7/03/2001,515,Terra,MODIS,57,6.03,301.4,17.2,D,0,Vavuniya,,
7.4549,81.5162,314.5,1,1,7/03/2001,516,Terra,MODIS,52,6.03,302.4,4.8,D,0,Ampara,,
6.7077,81.2266,317.1,2.4,1.5,10/03/2001,546,Terra,MODIS,66,6.03,303.2,23.9,D,0,Monaragala,,
7.8252,81.1565,313,2.6,1.6,11/03/2001,451,Terra,MODIS,56,6.03,298.9,23.6,D,0,Polonnaruwa,,
6.7826,81.1651,312.2,1,1,11/03/2001,1716,Terra,MODIS,84,6.03,294.3,10.7,N,0,Monaragala,,
6.7839,81.1744,312.1,1,1,11/03/2001,1716,Terra,MODIS,84,6.03,293.8,10.6,N,0,Monaragala,,
8.8286,80.4056,306.5,1,1,11/03/2001,1717,Terra,MODIS,68,6.03,293.6,6.7,N,0,Vavuniya,,
7.0646,80.5368,314.2,1.2,1.1,12/03/2001,534,Terra,MODIS,61,6.03,301.5,7.7,D,0,Kandy,,25
8.8332,80.4053,323,1.1,1.1,13/03/2001,1704,Terra,MODIS,100,6.03,294.4,25,N,0,Vavuniya,,
7.5149,81.5753,318.2,1,1,14/03/2001,521,Terra,MODIS,63,6.03,303.9,6.7,D,0,Batticaloa,,
8.8299,80.4023,318.2,1,1,14/03/2001,521,Terra,MODIS,56,6.03,307.2,7.8,D,0,Vavuniya,,
8.8286,80.4114,328.4,1,1,14/03/2001,521,Terra,MODIS,80,6.03,308.1,18.7,D,0,Vavuniya,,
7.8254,81.1597,320.5,1,1,14/03/2001,521,Terra,MODIS,65,6.03,305,9.5,D,0,Polonnaruwa,,
7.8164,81.1584,320.2,1,1,14/03/2001,521,Terra,MODIS,51,6.03,307.2,9,D,0,Polonnaruwa,,
7.8265,80.0166,335.8,1,1,14/03/2001,521,Terra,MODIS,85,6.03,308.2,24.8,D,0,Puttalam,,
7.55,81.5247,324.3,1,1,14/03/2001,521,Terra,MODIS,74,6.03,304.5,12.7,D,0,Batticaloa,,
7.5487,81.5338,320.3,1,1,14/03/2001,521,Terra,MODIS,67,6.03,305.3,8.3,D,0,Batticaloa,,
7.4307,80.5867,316,1,1,14/03/2001,521,Terra,MODIS,54,6.03,303.5,6,D,0,Matale,,
6.0839,80.3459,316.7,1,1,14/03/2001,522,Terra,MODIS,60,6.03,303.8,6.9,D,0,Galle,,
7.0372,80.5632,315.9,1,1,14/03/2001,522,Terra,MODIS,60,6.03,302,5.8,D,0,Nuwara Eliya,,
6.3344,80.3303,318.9,1,1,14/03/2001,522,Terra,MODIS,66,6.03,303.4,9.2,D,0,Galle,,
7.4738,81.549,311.4,1.9,1.3,19/03/2001,540,Terra,MODIS,43,6.03,289.4,12.2,D,0,Ampara,,
8.0544,81.3006,318.3,1.1,1.1,21/03/2001,527,Terra,MODIS,63,6.03,305.5,7.9,D,0,Polonnaruwa,,
7.7121,81.3535,317.3,1.1,1.1,21/03/2001,527,Terra,MODIS,51,6.03,304.5,6.9,D,0,Batticaloa,,
7.0393,81.4061,312.7,1.1,1.1,21/03/2001,528,Terra,MODIS,21,6.03,302.2,4.8,D,0,Monaragala,,
8.1155,80.0465,321.7,1.2,1.1,23/03/2001,515,Terra,MODIS,69,6.03,301.4,10,D,0,Puttalam,,
8.0948,80.0265,325.4,1.2,1.1,23/03/2001,515,Terra,MODIS,72,6.03,301.8,14.2,D,0,Puttalam,,
6.8945,81.3885,317.8,1,1,23/03/2001,515,Terra,MODIS,44,6.03,300.1,8.5,D,0,Monaragala,,
8.064,81.2789,327.3,1.4,1.2,28/03/2001,533,Terra,MODIS,78,6.03,299,25.1,D,0,Polonnaruwa,,
8.0658,81.2668,319,1.3,1.2,28/03/2001,533,Terra,MODIS,65,6.03,300.3,11.7,D,0,Polonnaruwa,,
6.756,80.3288,317.2,1.2,1.1,28/03/2001,534,Terra,MODIS,66,6.03,298.6,10.9,D,0,Ratnapura,,
6.7577,80.3178,325,1.2,1.1,28/03/2001,534,Terra,MODIS,77,6.03,299.1,21.4,D,0,Ratnapura,,
6.6821,80.2768,313.5,1.2,1.1,28/03/2001,534,Terra,MODIS,52,6.03,297.5,9.1,D,0,Ratnapura,,
7.6266,81.4457,316.7,1,1,30/03/2001,521,Terra,MODIS,56,6.03,295.5,6.4,D,0,Batticaloa,,
8.8302,80.4015,323.5,1,1,30/03/2001,521,Terra,MODIS,0,6.03,299,12.3,D,0,Vavuniya,,
8.5549,81.1489,319.5,1,1,30/03/2001,521,Terra,MODIS,58,6.03,298,9.3,D,0,Trincomalee,,
7.6361,81.3823,317.9,1,1,30/03/2001,521,Terra,MODIS,36,6.03,293.1,8.3,D,0,Batticaloa,,
6.8523,80.5739,313.8,1,1,30/03/2001,522,Terra,MODIS,47,6.03,297.7,6.1,D,0,Nuwara Eliya,,
8.7836,80.4512,321.8,1.4,1.2,1/04/2001,509,Terra,MODIS,42,6.03,303.8,9.7,D,0,Vavuniya,,
8.7853,80.4388,322.9,1.4,1.2,1/04/2001,509,Terra,MODIS,44,6.03,304.5,12.9,D,0,Vavuniya,,
7.751,80.4757,316.9,1.5,1.2,4/04/2001,539,Terra,MODIS,63,6.03,298.9,9.7,D,0,Kurunegala,,
6.8266,81.7907,319.8,2,1.4,4/04/2001,540,Terra,MODIS,59,6.03,299.6,19.9,D,0,Monaragala,,
6.2607,81.2855,315.5,1.3,1.1,7/04/2001,1657,Terra,MODIS,91,6.03,289,18.4,N,0,Hambantota,,
7.1693,79.8833,314.6,1.4,1.2,20/04/2001,540,Terra,MODIS,0,6.03,297.1,10.9,D,2,Gampaha,,
8.6263,81.1316,310.2,1.3,1.1,9/05/2001,1657,Terra,MODIS,77,6.03,293.8,9.3,N,0,Trincomalee,,
8.5509,81.1315,324.6,1,1,10/05/2001,514,Terra,MODIS,75,6.03,299.7,12.7,D,0,Trincomalee,,
8.6337,81.1304,324.9,1,1,10/05/2001,514,Terra,MODIS,44,6.03,302.5,11.5,D,0,Trincomalee,,
8.6324,81.1398,322.6,1,1,10/05/2001,514,Terra,MODIS,20,6.03,303.5,8.4,D,0,Trincomalee,,
8.0578,81.2971,326.1,1,1,10/05/2001,514,Terra,MODIS,77,6.03,300,15.3,D,0,Polonnaruwa,,
6.4651,81.6139,317.2,1,1,10/05/2001,515,Terra,MODIS,32,6.03,296.4,4.4,D,0,Monaragala,,
8.5852,81.0893,315,2.2,1.4,13/05/2001,545,Terra,MODIS,40,6.03,300.8,17.2,D,0,Trincomalee,,
9.4809,80.4585,308.8,1,1,14/05/2001,1716,Terra,MODIS,63,6.03,297.6,5.8,N,0,Kilinochchi,,
8.6356,81.1193,310.1,1.1,1,14/05/2001,1716,Terra,MODIS,73,6.03,296.5,6.8,N,0,Trincomalee,,
8.6554,81.1569,322.4,1.3,1.1,15/05/2001,532,Terra,MODIS,56,6.03,302.3,12.5,D,0,Trincomalee,,
8.6648,81.1236,320.4,1.7,1.3,22/05/2001,538,Terra,MODIS,22,6.03,297.1,17.1,D,0,Trincomalee,,
8.7055,81.1609,317.7,1.7,1.3,22/05/2001,538,Terra,MODIS,31,6.03,297.1,11.7,D,0,Trincomalee,,
7.7954,81.2298,315.2,1.8,1.3,22/05/2001,539,Terra,MODIS,59,6.03,296.6,11.3,D,0,Polonnaruwa,,
8.6852,81.1253,320.8,1.1,1,24/05/2001,526,Terra,MODIS,59,6.03,299.9,10.4,D,0,Trincomalee,,
8.2424,81.3583,325.3,1.1,1.1,24/05/2001,526,Terra,MODIS,68,6.03,303.8,12.3,D,0,Trincomalee,,
7.4613,81.1031,320.7,1.1,1.1,24/05/2001,526,Terra,MODIS,73,6.03,300.7,11.9,D,0,Badulla,,
6.5985,80.8413,315.5,1.1,1,24/05/2001,527,Terra,MODIS,60,6.03,297.8,7.2,D,0,Nuwara Eliya,,
6.4052,81.3624,328.3,1,1,26/05/2001,514,Terra,MODIS,74,6.03,305.2,15.2,D,0,Hambantota,,
6.4065,81.3534,322.6,1,1,26/05/2001,514,Terra,MODIS,58,6.03,305.8,8.3,D,0,Hambantota,,
8.0831,81.2851,339.7,1,1,26/05/2001,514,Terra,MODIS,89,6.03,303.8,33.6,D,0,Polonnaruwa,,
7.7774,81.2327,319.1,1,1,26/05/2001,514,Terra,MODIS,56,6.03,301.6,7.2,D,0,Polonnaruwa,,
7.5676,81.2217,324.4,1,1,26/05/2001,514,Terra,MODIS,53,6.03,304.2,9.1,D,0,Polonnaruwa,,
7.4213,81.1481,320.7,1,1,26/05/2001,514,Terra,MODIS,68,6.03,304.7,7.7,D,0,Badulla,,
7.5925,81.2478,312.4,2.5,1.5,30/05/2001,449,Terra,MODIS,47,6.03,288,14.9,D,0,Polonnaruwa,,
6.5813,81.2444,312.2,2.4,1.5,30/05/2001,450,Terra,MODIS,52,6.03,288.4,18.9,D,0,Monaragala,,
8.7075,80.2743,315,1.2,1.1,31/05/2001,532,Terra,MODIS,61,6.03,278.9,11.1,D,0,Vavuniya,,
8.6039,81.1441,317,1.3,1.1,31/05/2001,532,Terra,MODIS,53,6.03,280.1,14.1,D,0,Trincomalee,,
8.8017,80.8892,322.2,1,1,2/06/2001,520,Terra,MODIS,67,6.03,299.4,9.5,D,0,Trincomalee,,
7.2008,81.8403,316.3,1,1,11/06/2001,514,Terra,MODIS,0,6.03,292.9,8.2,D,0,Ampara,,
7.2721,81.857,318.1,1,1,11/06/2001,514,Terra,MODIS,0,6.03,298.2,9.5,D,2,Ampara,,
6.614,80.9355,318,1,1,11/06/2001,514,Terra,MODIS,64,6.03,292.3,8.2,D,0,Nuwara Eliya,,
7.1775,81.1311,312.9,1.5,1.2,13/06/2001,501,Terra,MODIS,45,6.03,294.4,8.7,D,0,Badulla,,
7.2677,81.8194,317.9,1.3,1.1,13/06/2001,501,Terra,MODIS,28,6.03,301.9,11.6,D,0,Ampara,,
6.6025,80.8837,327.7,1.5,1.2,13/06/2001,501,Terra,MODIS,81,6.03,299.4,32.5,D,0,Nuwara Eliya,,
8.6007,80.9752,316.7,1,1,4/07/2001,518,Terra,MODIS,36,6.03,299.8,5.5,D,0,Trincomalee,,
9.5776,80.4027,327.7,1,1,4/07/2001,518,Terra,MODIS,81,6.03,300.6,10.9,D,0,Kilinochchi,,
9.5763,80.4119,325.4,1,1,4/07/2001,518,Terra,MODIS,77,6.03,299.7,8.3,D,0,Kilinochchi,,
8.7188,81.1149,318.5,1,1,4/07/2001,518,Terra,MODIS,47,6.03,301.7,7.6,D,0,Trincomalee,,
8.7098,81.1136,317.7,1,1,4/07/2001,518,Terra,MODIS,52,6.03,299.3,7,D,0,Trincomalee,,
8.2227,81.1758,319.1,3,1.6,7/07/2001,549,Terra,MODIS,71,6.03,290.2,52.2,D,0,Polonnaruwa,,
7.8938,81.1652,313.4,2,1.4,8/07/2001,454,Terra,MODIS,53,6.03,294.4,13.7,D,0,Polonnaruwa,,
7.8688,81.2277,315.8,2,1.4,8/07/2001,454,Terra,MODIS,65,6.03,295,17.9,D,0,Polonnaruwa,,
7.7317,81.2919,324.2,1.9,1.4,8/07/2001,454,Terra,MODIS,41,6.03,296.9,21.9,D,0,Polonnaruwa,,
7.6387,81.3952,322.6,1.9,1.3,8/07/2001,454,Terra,MODIS,54,6.03,298.5,17,D,0,Batticaloa,,
7.6668,81.1242,321.9,1.1,1,11/07/2001,525,Terra,MODIS,24,6.03,297.5,13.3,D,0,Polonnaruwa,,
7.0615,81.3085,323.6,1.1,1.1,11/07/2001,525,Terra,MODIS,76,6.03,301,12.1,D,0,Monaragala,,
7.06,81.3181,328.8,1.1,1.1,11/07/2001,525,Terra,MODIS,82,6.03,299.4,19.5,D,0,Monaragala,,
9.051,80.5483,317.8,1.1,1.1,13/07/2001,512,Terra,MODIS,39,6.03,297,9.5,D,0,Vavuniya,,
8.7259,81.0293,332.1,1.1,1,13/07/2001,512,Terra,MODIS,73,6.03,296.6,24.5,D,0,Trincomalee,,
8.9988,80.8518,323.9,1.1,1,13/07/2001,512,Terra,MODIS,67,6.03,300.6,9.9,D,0,Mullaitivu,,
9.0137,80.0879,322,1.2,1.1,13/07/2001,512,Terra,MODIS,57,6.03,295.8,10.9,D,0,Mannar,,
8.7245,81.0388,327.3,1.1,1,13/07/2001,512,Terra,MODIS,74,6.03,298.4,17.6,D,0,Trincomalee,,
6.6379,80.9542,324.1,1,1,13/07/2001,513,Terra,MODIS,46,6.03,304.7,10,D,0,Nuwara Eliya,,
8.0972,81.2381,313.9,1,1,13/07/2001,513,Terra,MODIS,33,6.03,287.2,7.4,D,0,Polonnaruwa,,
7.9193,79.957,314.7,1.2,1.1,13/07/2001,513,Terra,MODIS,61,6.03,291.1,8.6,D,0,Puttalam,,
7.094,81.7427,321.5,1,1,13/07/2001,513,Terra,MODIS,59,6.03,301.8,10,D,0,Ampara,,
6.6637,80.9644,323.4,1,1,13/07/2001,513,Terra,MODIS,73,6.03,302.7,11.5,D,0,Nuwara Eliya,,
6.3601,80.7734,354.1,1,1,13/07/2001,513,Terra,MODIS,97,6.03,306.6,61,D,0,Hambantota,,
6.3587,80.7827,328.3,1,1,13/07/2001,513,Terra,MODIS,78,6.03,305.5,13.4,D,0,Hambantota,,
8.7495,81.1393,314.7,1.6,1.2,15/07/2001,500,Terra,MODIS,0,6.03,288.2,11.9,D,0,Trincomalee,,
8.038,81.3789,326.9,1.5,1.2,15/07/2001,500,Terra,MODIS,51,6.03,305.7,18.2,D,0,Polonnaruwa,,
7.7866,81.399,329.8,1.4,1.2,15/07/2001,500,Terra,MODIS,64,6.03,310,18.1,D,0,Batticaloa,,
7.5507,81.4267,324.7,1.4,1.2,15/07/2001,500,Terra,MODIS,62,6.03,306,12.4,D,0,Batticaloa,,
7.5489,81.4394,325.1,1.4,1.2,15/07/2001,500,Terra,MODIS,69,6.03,305.7,13.1,D,0,Batticaloa,,
6.4697,80.8856,337.8,1.5,1.2,15/07/2001,501,Terra,MODIS,83,6.03,304.6,44.9,D,0,Hambantota,,
6.4679,80.899,334.8,1.5,1.2,15/07/2001,501,Terra,MODIS,86,6.03,304.9,36.3,D,0,Hambantota,,
6.4589,80.8841,332.3,1.5,1.2,15/07/2001,501,Terra,MODIS,73,6.03,302.3,31.1,D,0,Hambantota,,
6.4571,80.8976,325.5,1.5,1.2,15/07/2001,501,Terra,MODIS,62,6.03,302.4,15.3,D,0,Hambantota,,
8.7997,80.89,316.7,1.3,1.1,18/07/2001,531,Terra,MODIS,45,6.03,298.4,8.8,D,0,Trincomalee,,
6.7509,81.6128,303.9,1.1,1,19/07/2001,1701,Terra,MODIS,57,6.03,288.5,4,N,0,Monaragala,,
7.2384,80.4958,301.6,1.2,1.1,19/07/2001,1701,Terra,MODIS,43,6.03,286.9,5.8,N,0,Kandy,,
6.7449,81.2036,325.6,1,1,20/07/2001,519,Terra,MODIS,72,6.03,305,9.8,D,0,Monaragala,,
6.5948,80.9112,328.9,1,1,20/07/2001,519,Terra,MODIS,80,6.03,306.1,13.4,D,0,Nuwara Eliya,,
6.7552,81.3821,326.8,1,1,20/07/2001,519,Terra,MODIS,78,6.03,305.5,12.1,D,0,Monaragala,,
7.1663,80.8477,325,1,1,20/07/2001,519,Terra,MODIS,70,6.03,302.5,11.1,D,0,Nuwara Eliya,,
7.1752,80.849,322.2,1,1,20/07/2001,519,Terra,MODIS,70,6.03,302.7,8.5,D,0,Nuwara Eliya,,
7.2905,81.563,322.9,1,1,20/07/2001,519,Terra,MODIS,52,6.03,303.9,9.2,D,0,Ampara,,
7.3548,81.1908,317.7,1,1,20/07/2001,519,Terra,MODIS,59,6.03,299.1,5.8,D,0,Badulla,,
7.4023,80.9308,321,1,1,20/07/2001,519,Terra,MODIS,59,6.03,302.5,9.4,D,0,Matale,,
7.4827,81.5098,323.7,1,1,20/07/2001,519,Terra,MODIS,70,6.03,303.8,8.1,D,0,Ampara,,
7.5308,81.2474,328.2,1,1,20/07/2001,519,Terra,MODIS,78,6.03,303.2,13.3,D,0,Polonnaruwa,,
7.5321,81.2383,322.3,1,1,20/07/2001,519,Terra,MODIS,52,6.03,303.8,6.1,D,0,Polonnaruwa,,
7.6829,81.4026,331,1,1,20/07/2001,519,Terra,MODIS,80,6.03,306.5,10.9,D,0,Batticaloa,,
7.8646,80.6717,322.2,1,1,20/07/2001,519,Terra,MODIS,70,6.03,297.1,10.9,D,0,Polonnaruwa,,
7.8336,81.3813,322.2,1,1,20/07/2001,519,Terra,MODIS,42,6.03,299.3,4.7,D,0,Batticaloa,,
7.8683,81.3957,323.7,1,1,20/07/2001,519,Terra,MODIS,45,6.03,299.8,6.4,D,0,Batticaloa,,
8.0606,80.8406,315.7,1,1,20/07/2001,519,Terra,MODIS,57,6.03,295,6.2,D,0,Polonnaruwa,,
8.0646,80.8137,316.1,1,1,20/07/2001,519,Terra,MODIS,60,6.03,294.5,6.9,D,0,Polonnaruwa,,
8.1222,81.2384,319.7,1,1,20/07/2001,519,Terra,MODIS,55,6.03,292,9.2,D,0,Polonnaruwa,,
8.7033,81.0478,315,1,1,20/07/2001,519,Terra,MODIS,51,6.03,286,6,D,0,Trincomalee,,
8.7047,81.0388,327.2,1,1,20/07/2001,519,Terra,MODIS,80,6.03,286.5,18.6,D,0,Trincomalee,,
8.1759,80.8483,318.7,1.3,1.1,22/07/2001,506,Terra,MODIS,36,6.03,300,8.5,D,0,Polonnaruwa,,
8.3373,81.3707,356,1.2,1.1,22/07/2001,506,Terra,MODIS,85,6.03,304.9,78.5,D,0,Trincomalee,,
8.3199,81.1392,323.3,1.2,1.1,22/07/2001,506,Terra,MODIS,36,6.03,301.5,11.8,D,0,Trincomalee,,
8.3184,81.15,329,1.2,1.1,22/07/2001,506,Terra,MODIS,79,6.03,302.1,19.1,D,0,Trincomalee,,
8.3173,81.1432,327.4,1.2,1.1,22/07/2001,506,Terra,MODIS,70,6.03,301.3,17.7,D,0,Trincomalee,,
8.3158,81.154,322.5,1.2,1.1,22/07/2001,506,Terra,MODIS,40,6.03,302.2,10.8,D,0,Trincomalee,,
8.1586,81.1925,323.7,1.2,1.1,22/07/2001,506,Terra,MODIS,62,6.03,303.7,10.7,D,0,Polonnaruwa,,
6.5935,80.9078,320.4,1.2,1.1,22/07/2001,507,Terra,MODIS,31,6.03,300.7,8.7,D,0,Nuwara Eliya,,
7.8172,81.2319,322.4,1,1,29/07/2001,513,Terra,MODIS,73,6.03,288.8,15.2,D,0,Polonnaruwa,,
7.8263,81.2332,328.3,1,1,29/07/2001,513,Terra,MODIS,66,6.03,289.4,21.1,D,0,Polonnaruwa,,
7.8186,81.2227,318.9,1,1,29/07/2001,513,Terra,MODIS,56,6.03,290.1,11.8,D,0,Polonnaruwa,,
6.6878,81.4601,313.7,1,1,29/07/2001,513,Terra,MODIS,45,6.03,286.3,6.5,D,0,Monaragala,,
6.3964,80.998,338,1,1,5/08/2001,519,Terra,MODIS,87,6.03,304.6,24.9,D,0,Hambantota,,
7.8337,81.4985,327.9,1,1,5/08/2001,519,Terra,MODIS,75,6.03,301.3,14,D,0,Batticaloa,,
6.3951,81.007,326.7,1,1,5/08/2001,519,Terra,MODIS,76,6.03,303.7,9.3,D,0,Hambantota,,
7.8274,81.2319,313.7,1.2,1.1,7/08/2001,506,Terra,MODIS,66,6.03,277.5,13.1,D,0,Polonnaruwa,,
7.8289,81.2214,317.4,1.2,1.1,7/08/2001,506,Terra,MODIS,73,6.03,278.5,16.8,D,0,Polonnaruwa,,
6.4879,80.9405,321.1,3.1,1.7,8/08/2001,549,Terra,MODIS,53,6.03,295.2,42,D,0,Hambantota,,
8.5584,79.9897,318.6,1.4,1.2,10/08/2001,537,Terra,MODIS,53,6.03,298.9,12.5,D,0,Mannar,,
8.8315,80.3563,319.6,1.5,1.2,10/08/2001,537,Terra,MODIS,57,6.03,300.2,13.9,D,0,Vavuniya,,
8.8294,80.3696,320.6,1.5,1.2,10/08/2001,537,Terra,MODIS,61,6.03,299.5,14.7,D,0,Vavuniya,,
8.5604,79.9771,319.6,1.4,1.2,10/08/2001,537,Terra,MODIS,61,6.03,298.8,13.5,D,0,Mannar,,
8.2781,81.3831,324.5,1.8,1.3,10/08/2001,537,Terra,MODIS,39,6.03,301.2,19.4,D,0,Trincomalee,,
8.1735,81.3112,317.8,1.8,1.3,10/08/2001,537,Terra,MODIS,62,6.03,298.8,13.3,D,0,Polonnaruwa,,
6.835,81.0484,313,1.8,1.3,10/08/2001,537,Terra,MODIS,60,6.03,295.9,14.8,D,0,Badulla,,
6.6055,80.9048,328.9,1.8,1.3,10/08/2001,537,Terra,MODIS,78,6.03,301.9,35.8,D,0,Nuwara Eliya,,
6.441,80.9325,327,1.8,1.3,10/08/2001,537,Terra,MODIS,70,6.03,302.8,22.8,D,0,Hambantota,,
6.4385,80.9486,325.1,1.8,1.3,10/08/2001,537,Terra,MODIS,68,6.03,299.7,18.3,D,0,Hambantota,,
6.4293,80.9307,332.1,1.8,1.3,10/08/2001,537,Terra,MODIS,84,6.03,302.2,40.1,D,0,Hambantota,,
6.4268,80.9468,337.4,1.8,1.3,10/08/2001,537,Terra,MODIS,88,6.03,301,58.6,D,0,Hambantota,,
6.2569,81.2269,306,1,1,11/08/2001,1707,Terra,MODIS,67,6.03,291.2,5.5,N,0,Hambantota,,
6.6346,81.23,302,1,1,11/08/2001,1707,Terra,MODIS,46,6.03,289.6,3.5,N,0,Monaragala,,
6.6435,81.2287,313.7,1,1,11/08/2001,1707,Terra,MODIS,88,6.03,289.3,11.3,N,0,Monaragala,,
6.7096,81.5414,311.8,1.2,1.1,13/08/2001,1655,Terra,MODIS,36,6.03,294.8,9.5,N,0,Monaragala,,
7.3252,81.1388,325.6,1,1,14/08/2001,512,Terra,MODIS,75,6.03,303.9,10.1,D,0,Badulla,,
8.0581,81.2926,325,1,1,14/08/2001,512,Terra,MODIS,30,6.03,303.7,8.9,D,0,Polonnaruwa,,
6.7145,81.5412,328.7,1,1,14/08/2001,513,Terra,MODIS,48,6.03,304.4,11.1,D,0,Monaragala,,
6.7044,81.543,327.3,1,1,14/08/2001,513,Terra,MODIS,51,6.03,305.2,12.5,D,0,Monaragala,,
9.3259,80.2127,312,3.2,1.7,15/08/2001,555,Terra,MODIS,29,6.03,293.9,25.9,D,0,Kilinochchi,,
7.2082,81.7859,330.6,1.3,1.1,16/08/2001,500,Terra,MODIS,81,6.03,305.4,17.6,D,0,Ampara,,
6.7782,81.5755,324.4,1.3,1.1,16/08/2001,500,Terra,MODIS,69,6.03,304.3,9.9,D,0,Monaragala,,
6.65,81.1875,324,2.5,1.5,17/08/2001,543,Terra,MODIS,80,6.03,291,43.8,D,0,Monaragala,,
6.6465,81.2097,328.5,2.5,1.5,17/08/2001,543,Terra,MODIS,84,6.03,291.2,64,D,0,Monaragala,,
6.66,81.2119,339.7,2.5,1.5,17/08/2001,543,Terra,MODIS,91,6.03,289.8,124,D,0,Monaragala,,
6.6635,81.1897,322.8,2.5,1.5,17/08/2001,543,Terra,MODIS,79,6.03,291.4,38.9,D,0,Monaragala,,
6.8586,81.6428,320.1,2.7,1.6,17/08/2001,543,Terra,MODIS,40,6.03,290,37.6,D,0,Monaragala,,
6.6579,81.1945,345.2,2.5,1.5,17/08/2001,543,Terra,MODIS,93,6.03,291.5,156.5,D,0,Monaragala,,
6.6543,81.2166,337.7,2.5,1.5,17/08/2001,543,Terra,MODIS,90,6.03,290,109.1,D,0,Monaragala,,
6.6545,81.1968,309.7,1.1,1,18/08/2001,1713,Terra,MODIS,67,6.03,272.3,12.4,N,0,Monaragala,,
6.6532,81.1874,305.9,1,1,18/08/2001,1713,Terra,MODIS,39,6.03,271.7,9.7,N,0,Monaragala,,
8.0555,81.1264,317.4,1.4,1.2,19/08/2001,530,Terra,MODIS,51,6.03,299.3,10.3,D,0,Polonnaruwa,,
8.0536,81.1386,316.7,1.4,1.2,19/08/2001,530,Terra,MODIS,55,6.03,299.1,9.5,D,0,Polonnaruwa,,
7.6902,80.8379,315.7,1.3,1.1,19/08/2001,531,Terra,MODIS,32,6.03,293.3,11.9,D,0,Polonnaruwa,,
7.6907,80.8435,317.1,1.3,1.1,19/08/2001,531,Terra,MODIS,20,6.03,293,14.2,D,0,Polonnaruwa,,
6.6812,81.4815,311.3,1.1,1,20/08/2001,1701,Terra,MODIS,82,6.03,296.6,7.7,N,0,Monaragala,,
6.5907,81.1813,305.5,1.1,1,20/08/2001,1701,Terra,MODIS,64,6.03,295.3,4.9,N,0,Monaragala,,
7.6161,81.334,304,1.1,1,20/08/2001,1701,Terra,MODIS,58,6.03,289.2,4.9,N,0,Batticaloa,,
7.4823,80.9177,309.9,1.1,1,20/08/2001,1701,Terra,MODIS,79,6.03,294.7,7.4,N,0,Matale,,
7.1396,81.7938,301.4,1,1,20/08/2001,1701,Terra,MODIS,41,6.03,290,2.7,N,0,Ampara,,
6.6878,81.4748,307.4,1.1,1,20/08/2001,1701,Terra,MODIS,71,6.03,296.4,5.3,N,0,Monaragala,,
6.6891,81.4842,307.6,1.1,1,20/08/2001,1701,Terra,MODIS,72,6.03,296.7,5.4,N,0,Monaragala,,
6.6919,81.5031,320.7,1.1,1,20/08/2001,1701,Terra,MODIS,100,6.03,297.1,16.5,N,0,Monaragala,,
6.6933,81.5126,325.4,1.1,1,20/08/2001,1701,Terra,MODIS,100,6.03,297.5,22.2,N,0,Monaragala,,
6.6799,81.4722,309.9,1.1,1,20/08/2001,1701,Terra,MODIS,78,6.03,296,6.6,N,0,Monaragala,,
8.5988,80.3313,323.4,1,1,21/08/2001,518,Terra,MODIS,72,6.03,299.2,12.9,D,0,Vavuniya,,
8.9865,80.5133,326.1,1,1,21/08/2001,518,Terra,MODIS,77,6.03,292.5,18,D,0,Vavuniya,,
9.5876,80.3691,350.8,1,1,21/08/2001,518,Terra,MODIS,90,6.03,305.7,47.7,D,0,Kilinochchi,,
9.5889,80.36,328,1,1,21/08/2001,518,Terra,MODIS,76,6.03,305.1,9.7,D,0,Kilinochchi,,
9.5966,80.3704,331.1,1,1,21/08/2001,518,Terra,MODIS,0,6.03,305.9,13.1,D,0,Kilinochchi,,
6.8387,81.084,319.3,1,1,21/08/2001,518,Terra,MODIS,58,6.03,295.1,10.9,D,0,Badulla,,
6.8401,81.0749,319.6,1,1,21/08/2001,518,Terra,MODIS,69,6.03,291.1,10.9,D,0,Badulla,,
7.4933,79.824,316.5,1,1,21/08/2001,518,Terra,MODIS,60,6.03,298.3,5.6,D,0,Gampaha,,
6.2655,80.8471,317.3,1,1,21/08/2001,519,Terra,MODIS,67,6.03,289.6,7.9,D,0,Hambantota,,
6.7246,81.5862,305.7,1.6,1.2,22/08/2001,1648,Terra,MODIS,65,6.03,295.5,6.9,N,0,Monaragala,,
6.7748,81.621,308.6,1.6,1.2,22/08/2001,1648,Terra,MODIS,75,6.03,295.7,10.4,N,0,Monaragala,,
9.6164,80.2842,323.8,1.4,1.2,23/08/2001,505,Terra,MODIS,44,6.03,298.6,14.8,D,0,Jaffna,,
9.6182,80.2715,342,1.4,1.2,23/08/2001,505,Terra,MODIS,0,6.03,299,57.4,D,0,Jaffna,,
7.1844,81.7716,331,1.1,1,23/08/2001,506,Terra,MODIS,74,6.03,307.2,9.4,D,0,Ampara,,
