"Data Source","World Development Indicators",

"Last Updated Date","2026-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Libya","LBY","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.9950687903743","99.9911785462244","99.987880746546","99.9885644583365","99.9860461871206","99.9835380107332","99.9815713495915","99.9730758875341","99.9766593727206","99.9788990583705","99.9787972754499","99.9786729226094","99.9745385105029","99.9759622607494","99.976588335138","99.9768973085365","99.9694904912031","99.9712519764266","99.971514840768","","",
"St. Lucia","LCA","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","99.9944905099033","99.9921241238088","99.9922126466618","99.9792132203918","99.9765055994988","99.9578492584104","99.6914629363315","99.0059692432214","99.0246444791899","97.8097361393537","97.4276911318637","97.2494831331292","97.4551085137734","","","",
"Latin America & Caribbean","LCN","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.9042677044872","30.873190836768","30.7015242302576","29.2813423492563","30.5006273473993","30.0948738788614","30.6974429089312","31.3412362564258","34.0915214482082","35.1351730432897","37.0723743702242","39.2199609914337","38.865322165794","39.9897842147774","40.1281926576167","39.4215297643307","38.9973021480525","39.803655793247","40.286095399696","39.629341204466","41.1092411044628","40.4097189164251","43.1220851651267","44.7262536929857","45.8423653973864","46.5050255397811","44.519285367781","42.8497355287881","41.6558620394622","41.3902775856719","38.8622438071663","41.8849343673467","33.788050933215","30.7914859926238","",
"Least developed countries: UN classification","LDC","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.3991979584397","36.4450768055226","39.398869212716","39.1973996749594","40.3655674941336","43.6616833913578","44.153832338018","46.8681946570646","42.8076647968979","43.8368429208492","41.4025281470814","40.8794209203002","41.0664626323185","43.5473915238314","46.2367294896817","46.1521861812542","47.3873724618097","47.6609703816055","49.2553796328058","48.3871209221995","45.8463148921661","44.8689481023901","46.513959481816","46.5082556659898","46.820495484744","49.5885657854853","52.7100300726565","52.818523463989","51.1374388376709","52.701877016112","50.3018320389681","49.8820804565661","49.8279622146828","","",
"Low income","LIC","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.457292386689","48.3396897026817","48.123284102523","47.7809932194081","50.6643763944007","50.7155316315622","53.8599272591625","57.5038806648241","52.0885583326126","53.3920927514255","52.6431710234554","52.0104996249039","52.8803525244474","54.0187200938696","52.7531262594652","53.0252057384474","54.8716602684953","54.352809466444","56.697678120303","57.6272403363758","56.0123479628553","52.8202267159285","49.6578998581202","44.9310060456125","44.3521567716902","46.2885858000935","47.2817023380805","48.9973417332052","48.0996050911062","47.5936115110283","43.9827488750947","42.4346755766315","40.4124811094319","","",
"Liechtenstein","LIE","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.158730158730159","7.7287533313592","18.0790960451977","4.59914551394823","6.79279689993162","7.28862973760933","28.2119205298013","33.002915451895","31.1103290515573","32.519404915912","54.1976013706453","53.9890871552868","61.8174121631156","57.1021254536029","63.8615664845173","62.7734877734878","51","59.9333400666599","58.4607696151924","60.7049869817745","46.8845477270623","59.152513295591","70.7587597680867","40.1230973966564","60.7976887890218","51.5248065543924","67.3690842901148","69.6485200845666","54.8333118805509","65.5336505778382","64.7030244139439","51.09032480202","49.7104247104247","","",
"Lower middle income","LMC","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.6698509312305","66.7864405026299","68.3343340377253","69.3778243294988","68.3497852365337","71.4421043816861","72.4940176318471","73.3386551009024","73.8552407287728","74.0649523068597","75.4103626642466","75.4727608976381","76.6253458557749","75.7136966566608","75.9479025201256","74.9373654940975","74.7236390557024","75.1616832840166","76.3346122339917","76.7595578265114","76.1013659038488","74.8561012948624","75.5725984053261","74.8553772306213","75.9301983412553","77.4038230040732","77.2123600914419","75.9135543706599","75.4525298671287","74.5407750952019","73.0467823577305","71.5365412758094","70.8719229287477","10.2731638195702","",
"Low & middle income","LMY","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.9517912610707","68.4463396844578","69.0709764331569","68.3800234566447","68.0868666103902","68.2530093077527","68.7481657942851","69.4926108956932","69.4232506533727","70.5464103012809","71.2725226206007","71.6904807598792","72.3384384978891","73.3334324044949","73.1708295030984","73.294761474155","73.9426385874071","74.8971434374445","74.4291209906546","74.5142997808736","73.9174374732391","74.7838280447915","73.7350297639529","73.637863743611","73.1983495621155","72.2520454122575","70.9915035421252","70.4914326060775","69.3755403450174","68.0412198823032","66.959318263361","66.7431408978215","65.2165205042857","36.471485632051","",
"Lesotho","LSO","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.103151551345042","0.102076449888522","0.0952166178055075","0.092818759159746","0.0937785345870043","0.0828428166557663","0.078644011672427","0.0746591221659004","0.0752460347319855","0.0749610399857969","0.0756670649143767","0.0773836191096811","0.0780351568917365","0.0734626017360373","0.0727230972384361","0.071079852602832","0.0741781838057312","0.119189511323004","0.119843816445664","0.134870346336871","0.121603292643001","0.213747328158398","","","",
"Late-demographic dividend","LTE","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.3981334952717","70.07954577458","69.7388140371829","68.6740709141842","67.9311274159893","67.6797817702274","68.6459277203545","68.5724493939016","68.3856105414602","68.7455128878281","69.2291167838213","69.0394704181521","69.7912380619591","71.4660482017069","71.299740057117","71.8449033232714","72.9416810513402","73.5766411827051","72.6495709610312","72.2096127740325","72.2711907853486","73.5077341880341","71.9157877992946","71.9280120835641","70.7668115107976","69.4104470809485","67.872480062246","67.4193228823699","66.456655727228","65.4782370972626","64.010280349358","63.8865762172054","62.0481900642432","23.06211422389","",
"Lithuania","LTU","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.4439359267735","40.8371079249395","19.1479125461057","8.95120742157071","15.7169943119449","9.32441182818908","11.5492286616237","13.6186246803929","17.752821734445","20.3309692671395","19.8774617067834","17.6698106805999","14.987867501834","14.5987274220033","15.8348033620421","23.1195887445887","22.3842332959462","20.1684871849789","18.6372457413929","18.46594608673","66.6724647764829","59.6640398175031","61.8481062859409","50.9239815203696","43.4614509893109","45.6922765051693","28.2934833567745","17.5782182947218","13.1301623469097","14.8577184588265","33.0070690592713","25.9157148483655","18.6075684716705","13.3489461358314","",
"Luxembourg","LUX","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.763253449528","40.9187279151943","46.5776293823038","52.8584817244611","39.232781168265","28.130081300813","26.9108280254777","21.7460317460317","15.0579150579151","19.9608610567515","18.3533447684391","41.0857495373226","70.9302325581395","72.3004694835681","76.2584704743466","75.1998062484863","74.9134548811447","72.3319170207448","67.5007028394715","73.2851985559567","63.5155739490307","62.9709364908504","62.5524109014675","49.1519556940118","48.9541160593792","30.2603036876356","11.6977696859354","9.84340044742729","8.86766712141883","10.0104821802935","11.4350940017905","10.9981900452489","4.34012400354296","3.35835638087712","",
"Latvia","LVA","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.3706377858002","41.9737774627923","34.246218049035","26.7074413863405","25.5630630630631","26.1874842925358","40.467050543826","34.4207723035952","25.5131964809384","32.8467153284672","31.7456479690522","33.6682242990654","37.4842767295597","41.1823899371069","31.8404777137982","30.4117407256421","43.0382334900838","40.7252148396563","39.097459233978","36.1465254085114","45.1486343745284","49.5158378467093","33.3711691259932","43.0826220003221","45.4757734967893","49.8283029098138","45.8281444582814","27.4598326915416","47.9625223081499","50.4038521279901","36.2536687631027","36.4011289770783","24.1153081510934","22.279630499452","",
"Macao SAR, China","MAC","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","98.8455772113943","98.665385976442","97.8916256157635","98.5911484274939","99.9029181657244","99.9863713798978","99.7321269123162","99.3149133733439","99.1888312548284","","","",
"Morocco","MAR","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.3286248442044","86.6811515480717","90.0812840827246","95.5297679112008","92.6765475152572","94.9470724445915","84.3914499920242","84.6759361436033","86.2970388648982","93.6021713842575","93.9205473062272","92.8419513491958","93.1473580571054","89.9927614911328","89.7248641304348","91.7671391817586","91.3005315258204","92.0865077414598","92.0591170460486","84.6026261230131","81.8857408267534","88.8384933938079","90.8055535468942","80.0049571560088","82.1025047644977","80.435687970527","80.1966335832737","80.9677322165647","77.3456910750677","77.7623049219688","78.270421410026","77.8153708794436","79.434483404335","76.0334927135046","",
"Monaco","MCO","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.4156340546206","97.680754917597","98.0009262117938","96.7691910054278","97.0684382579353","95.7508196721311","95.0204081632653","94.0784374515579","94.1550387596899","93.7634408602151","93.2750624331074","93.7072275079286","93.4921456930779","93.6861497236644","93.5290078956402","93.7061769616027","93.8115561391989","93.6166610226888","93.5403520425108","94.2239432074863","93.3442354865086","93.9325842696629","95.3801068781245","92.9933481152993","93.7743913770675","95.2735085109899","95.762856654707","93.6140209508461","93.8404452690167","93.3660933660934","94.1747572815534","93.4495192307692","90.4109589041096","89.3696498054475","",
"Madagascar","MDG","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.3673469387755","28.3643892339545","33.011583011583","27.5229357798165","28.1362007168459","27.6271186440678","20.6896551724138","20.0315457413249","22.7272727272727","28.0054644808743","30.2149178255373","31.9098457888493","30.9252217997465","31.5673289183223","35.1214574898785","34.2713567839196","36.2376237623762","31.4691943127962","36.5280289330922","32.7898550724638","39.8502495840266","49.3898061737258","56.3244469653999","56.9791666666667","55.5555555555556","55.0354609929078","63.76969038566","64.4230769230769","57.13680643795","61.5915550142103","59.2282659228266","67.103694874851","65.5185610409491","","",
"Maldives","MDV","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","99.9951186175925","99.9829278702518","99.9794354084876","99.5669178990482","99.5611244350905","99.5290532585359","99.5434244824094","99.2946051528619","99.1735805029816","98.64271914601","98.4898883423128","97.8228741239849","97.1653399769095","96.1259528389257","95.5809800939091","94.4152112010708","94.1786674634001","","","",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.9580878180787","88.9610649131268","88.9978690208912","90.1065890196182","90.3226940455142","90.7175744939623","91.3416543958748","91.6367886253989","92.1124362552899","93.1359652869126","93.806835315791","93.4266124781001","93.4501631145134","92.6312631646338","92.9981430150884","91.8086383688671","92.027591414035","92.5362078168746","94.6054468048312","94.5377351506071","94.139987200485","94.3361350820108","94.4162859580671","93.7939793132342","94.2461416804702","94.518971660501","94.0919361992524","94.361135890009","94.1140757198952","92.1965321905392","92.5909915996959","92.336288760189","91.0357160608058","88.4341233995497","",
"Mexico","MEX","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.7712216303944","74.3132039076598","71.3948097302505","70.9691685154747","78.0970699580646","70.8042141768693","70.3394613516307","73.8000991086195","77.331270844304","73.8697718134823","76.198857420688","78.8165691534105","80.4775892329336","83.4283730637507","81.6817701603229","80.4939226695591","80.4512007323478","81.9814453898089","78.8169200264375","83.1142881685733","81.2460758446234","81.7469256711005","83.2710015721274","82.6842680568402","79.2215459626196","80.9777729149437","81.5072731932663","80.2167033401736","78.7345193547105","77.980137806101","73.3802120098705","69.9996129328081","68.6226065472514","76.9367368426567","",
"Marshall Islands","MHL","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9278395150815","99.9320375152916","99.9373512091217","99.9385371850031","99.873257287706","99.869109947644","99.8681608437706","99.8681608437706","99.7366688610928","99.5395948434622","99.4480220791168","99.4402747742018","99.2627431041058","98.9546149923508","98.2820615261686","98.2705456495509","97.8549252046289","97.598606445191","97.5743251648215","97.5743251648215","97.5743251648215","97.5743251648215","","","",
"Middle income","MIC","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.3345881261069","68.8026139582113","69.4295859206148","68.6995452808885","68.3613083408752","68.5281933622375","68.9714264937041","69.6613855681598","69.6820983548974","70.8141145730625","71.5875553753662","72.0321541781387","72.6669809475834","73.6406259682056","73.4903134994878","73.6109423624077","74.2285094840178","75.1916873996112","74.6834422346195","74.758634213602","74.164565062298","75.046421291452","73.9908684121238","73.9163879217506","73.4688166077377","72.4830483387662","71.2031364263505","70.6756241340634","69.5547326708822","68.2110011594261","67.1482734400927","66.934015922433","65.3911303984103","36.471485632051","",
"North Macedonia","MKD","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.4727335880514","85.3032928942808","86.0181368507832","89.9227799227799","88.2976932143459","86.9373776908024","87.2007227827134","86.6330016337442","84.6339387060159","79.7610374471805","82.8219057407135","90.1603269412135","87.5718272861599","79.6081923419412","77.7711114444278","78.50763468741","76.4487582072509","84.4567559249","86.6899065124386","81.4001171646163","66.5151515151515","78.7838437638704","83.3280102203769","73.8595339678372","75.9583178265724","64.0630534891959","63.2794457274827","76.8214285714286","64.9188514357054","77.1000170386778","72.3770338507574","69.9692641475321","72.9720632783575","67.9563636363636","",
"Mali","MLI","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.840435137808","64.1066214561552","46.2892164982607","39.0551198461208","40.7281671701343","41.214452382404","43.1679486278601","44.286707140083","44.870781099325","32.9238010525536","36.3773013478229","37.1723824904736","31.9980209797203","25.95792418194","30.634446651495","34.0691985326222","35.5106035403433","38.7445584444406","38.7501152494681","38.732524165802","37.7066393750395","37.7066393750395","","","",
"Malta","MLT","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.9526963103122","99.5410738871042","98.8666085440279","98.4451354953354","96.6592427616927","92.2546012269939","84.0140023337223","89.5820714718353","89.8572884811417","90.1894123360855","88.6140923938404","88.0758807588076","87.0039249890972","86.3907849829352","",
"Myanmar","MMR","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.8563357546408","53.6794919686216","49.3324432576769","49.6307237813885","55.0918196994992","59.9506781750925","58.149556400507","62.0697412823397","77.0717564629137","77.6244880362147","63.032434544744","61.1431008743869","58.3464877663773","61.7511520737327","57.0689962560171","50.1828457446808","46.0577547047372","43.4442881700266","38.5231048021746","24.5261344055141","28.2434782608696","27.8822175330904","29.171986138975","27.9555845852384","37.6297761141324","41.1094415226647","45.4357310661148","47.3248254274019","42.4290738569754","44.464905819215","52.0572354211663","51.2989648873554","55.856200401568","","",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.809846969731","82.2644934516699","81.9359351067488","83.4315172076285","83.8556029945225","84.5304212990245","85.6139095814995","86.1083078111151","86.7464275491556","88.5164615152602","89.6643807456771","89.0380863379269","89.0987819407146","87.6986911212159","88.4223713457828","86.3134235759383","86.7147907842911","87.4100719884513","90.8783762849464","90.7405723655111","90.0307704794653","90.2482056049432","90.1005954582479","89.0871149822032","89.7856008621731","90.1332330780458","89.4793048407101","90.149733452065","89.7039910074467","86.8708688353623","88.1189934105678","88.5765464004049","87.6296170940475","","",
"Montenegro","MNE","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.8463687150838","40.7181571815718","40.1119402985075","45.5799151343706","24.963768115942","31.6260566882148","54.6686746987952","48.0661040787623","36.5272496831432","44.7841159785692","50.3496503496504","41.3244189748488","54.8348106365834","40.7874015748031","43.8100786484125","47.7810650887574","38.2415254237288","46.6586393738712","39.0826564739608","",
"Mongolia","MNG","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","99.8642226748133","99.8674179648658","99.8714652956298","99.8725302740599","99.878897971541","99.8830067271132","99.8871331828443","99.8919211024048","99.7000749812547","99.3315177024016","98.9798284256898","98.6331569664903","98.7333887043189","97.5697211155378","96.2797619047619","95.9912933067295","95.6414328568908","95.9017753442841","93.2823259372609","90.1594202898551","89.7637795275591","88.914301089735","90.1935483870968","","",
"Northern Mariana Islands","MNP","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.8763557483731","31.0924369747899","21.7183770883055","12.1212121212121","7.26817042606516","7.0048309178744","5.60165975103734","2.77227722772277","0.392955901615485","0.31055900621118","0.453421269579555","0.369778973022943","0.298179535467671","0.338023022108533","0.39142273655548","0.157539384846212","0.135336310732169","0.0806601724886765","0.0856615709014233","0.0764391133062856","0.113636363636364","0.646052236565596","0.72132020228906","1.41737032569361","1.30595881674057","6.97272481771537","17.1335299073294","19.5124716553288","18.2040959215824","20.6258890469417","16.4879638389572","17.0174415522451","16.295122200634","","",
"Mauritania","MRT","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","95.180633880858","94.9021681649921","86.5814236003871","84.281033153431","86.0885313566104","80.7910095322335","80.2066836470322","81.0899380146562","80.6445857508867","","","",
"Mauritius","MUS","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.8461538461538","69.8949824970829","67.3118279569892","72.2952477249747","77.1946564885496","73.1560891938251","74.076983503535","75.482487491065","72.3667100130039","79.2429022082019","70.3599550056243","71.2715855572998","72.4102564102564","72.7665706051873","72.6558891454965","75","77.7446808510638","77.606490872211","76.7696519358623","76.3678696158324","78.5050204537003","79.9561883899233","79.6997855611151","79.3975069252078","79.7071842015662","77.2772772772773","78.172255095332","79.9935876883617","79.2717981475567","78.3065512978986","76.0929909784872","78.50935828877","80.7630650849631","82.3889739663093","",
"Malawi","MWI","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.79598150658741","6.77567115092079","6.71862075676728","2.41160384449313","5.49826431756453","5.45820047137114","5.44471365340625","5.43204962351146","0.901266548089434","1.09112630979","1.05963322002602","1.29278774002879","1.2913387442667","1.18895660051058","1.15126210091935","0.896650286810627","3.18283666801567","15.509292242555","19.8483643497163","20.7462385785278","20.7209174846258","19.9448415264508","","","",
"Malaysia","MYS","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.6685783802572","83.3986140403736","85.1256864149528","85.9725380696048","83.3145780051151","86.3138445294972","89.9117006379337","93.308916262115","92.003096638171","88.4644275136817","89.9415204678363","90.0709020313995","92.8551226279142","93.5566911774076","92.9135676437703","93.719835980308","92.8275631748859","93.3436564256122","92.3712436478155","92.9906985164177","94.0041350792557","93.2767649265565","92.6105625051161","91.4158498857952","90.2921970041161","90.0428315447999","86.53836333461","83.1339436602594","83.4327369118622","83.9341082011516","82.4472239450532","80.9125610494674","81.568943608581","","",
"North America","NAC","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.6908304135533","62.1588824258001","62.7849363727246","63.0979126348608","62.9690812416141","62.0100662376978","61.6101671192229","63.7486443712703","65.1664153499858","64.497928243587","65.4240472149028","66.0362266424069","64.9883425936354","65.4524341338482","65.3369796849713","65.8172937939896","65.1148172929027","65.6444341678347","64.9628915610617","63.0830236958901","64.2363312326131","62.2462812806615","62.4276877761414","61.2033485082844","60.9496432811533","60.6427186518981","58.9294128923305","56.8131496880447","57.8372833324501","56.8316252213329","54.7626939680009","55.3486546604999","54.605601009894","54.3892110446096","",
"Namibia","NAM","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.82361411087113","1.79487179487179","17.1379605826907","23.1121281464531","3.1596925704526","4.36730123180291","4.98442367601246","2.64965652600589","3.3085194375517","0.78125","0.206100577081616","0.419287211740042","0.140449438202247","0.868306801736614","0.240384615384615","5.83850931677019","2.15189873417722","11.2167300380228","5.41082164328657","4.41736481340442","1.80681028492008","2.17129071170084","4.35745937961595","1.07984293193717","2.15736040609137","4.1920216362407","3.72460496613995","1.48305084745763","3.67965367965368","3.23061630218688","2.79481935923654","1.50262960180316","","",
"New Caledonia","NCL","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.7077686070964","78.3671085201379","81.1959118813805","81.3298141627654","79.8908119963763","81.0267383086268","83.063960659309","77.794903731382","73.6029435222306","77.4497661040197","84.9966928269528","81.1592983450615","79.909763785724","79.4930038523723","88.3295414916054","85.9103545923377","90.7685426284765","86.5478381007255","88.2532151043206","86.2596404498427","84.3961013452277","77.5225952781882","","","",
"Niger","NER","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.1266375545851","99.0825688073395","99.1071428571429","98.6842105263158","98.8326848249027","98.9761092150171","100","100","99.0970654627539","","","","","97.2014925373134","96.1194029850746","96.2852897473997","96.5373961218837","96.8030690537084","","",
"Nigeria","NGA","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.4143950085419","58.1351027034658","59.1546447350681","61.585660117201","64.1877535252077","65.3150028378634","66.1392599889183","65.2975119439102","61.7828072265237","61.7875567157685","62.7161311692613","62.6390996459282","62.3226869223026","63.7072410096482","67.0593970910864","67.5481472197853","73.4573656551958","73.6935490684804","74.6667847495904","78.6870588235294","76.9016126109803","79.574335115617","81.7769193626268","84.35270282174","86.9757819155409","85.7003221148506","84.3938033657428","77.7964988434189","78.9199509068594","76.7616786518088","79.5911941399663","79.4942901668242","75.4608993801925","","",
"Nicaragua","NIC","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.6410432395333","39.7478433974784","49.0543014032947","42.9971181556196","51.5463917525773","54.55525606469","56.4977420973407","58.239608801956","72.1535745807591","72.6223453370268","78.6048490004253","80.1984126984127","75.4198473282443","72.9437229437229","72.2792607802875","65.3883972468043","69.9425654116146","71.0099750623441","64.474858673014","69.0993339125398","62.9953539218366","65.9869281045752","57.1818407343091","47.6590636254502","46.1088618983356","49.901768172888","47.8109344369418","44","41.1688869789428","43.1132487975514","30.0712213136376","30.8093994778068","35.5001144426642","","",
"Netherlands","NLD","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.2247665629169","93.5160787266079","92.9792769587222","92.5297113752122","92.5025354652109","92.2249467082322","91.7223698535523","93.4387388324492","91.8114470723811","91.1023985239852","90.6795639901374","90.6846887244696","90.2584886592138","90.122704455783","89.4668721718339","86.8576175178391","86.7574595529833","87.1915561260876","85.7613061588813","85.289073013695","85.8438836253878","83.903547642656","82.2761880775713","83.4517366919217","83.0588827183189","81.0829938392023","81.044304347071","79.3935152389325","78.1078694515602","75.9340405904059","68.1200214150132","61.71482360645","54.8933965057744","47.9584603972637","",
"Norway","NOR","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0722211279627076","0.0846778189155834","0.0799979574989575","0.082426503034794","0.22319065598645","0.221592707733017","0.353387182808809","0.290174373303958","0.263229864624641","0.303951367781155","0.20422151039991","0.281401263434244","0.270073830381393","0.428812469120841","0.459242250287026","0.384032925388924","0.523926239081443","0.682255525103505","0.426358225336654","3.31023806090777","4.06936771521706","3.31349626388791","1.91991223258365","1.96759949877678","1.96309079382968","1.91842043363358","1.86256223078059","1.82967621086433","1.89874708525667","1.89761760040324","1.29192306453172","0.56800192500095","1.01478906835685","1.09106168694922","",
