Date,Value,Category,SubCategory,Source
2007,79870,Total Vehicle Population,Total Vehicle Population - BUSES,dmtlk
2008,81050,Total Vehicle Population,Total Vehicle Population - BUSES,dmtlk
2009,81789,Total Vehicle Population,Total Vehicle Population - BUSES,dmtlk
2010,84280,Total Vehicle Population,Total Vehicle Population - BUSES,dmtlk
2011,88528,Total Vehicle Population,Total Vehicle Population - BUSES,dmtlk
2012,91623,Total Vehicle Population,Total Vehicle Population - BUSES,dmtlk
2013,93428,Total Vehicle Population,Total Vehicle Population - BUSES,dmtlk
2014,97279,Total Vehicle Population,Total Vehicle Population - BUSES,dmtlk
2015,101419,Total Vehicle Population,Total Vehicle Population - BUSES,dmtlk
2016,104104,Total Vehicle Population,Total Vehicle Population - BUSES,dmtlk
2017,107435,Total Vehicle Population,Total Vehicle Population - BUSES,dmtlk
2018,110392,Total Vehicle Population,Total Vehicle Population - BUSES,dmtlk
2019,112005,Total Vehicle Population,Total Vehicle Population - BUSES,dmtlk
2020,112583,Total Vehicle Population,Total Vehicle Population - BUSES,dmtlk
2021,112864,Total Vehicle Population,Total Vehicle Population - BUSES,dmtlk
2022,113074,Total Vehicle Population,Total Vehicle Population - BUSES,dmtlk
