pollutant,urban_area,year,month,station,value_ug_m3
NO2,Colombo,2016,NOV,Peliyagoda,50
NO2,Colombo,2016,NOV,Waththala,41
NO2,Colombo,2016,NOV,Maradana Railway Station,57
NO2,Colombo,2016,NOV,Colombo District Average,83
NO2,Colombo,2016,DEC,Meteorology Department,37
NO2,Colombo,2016,DEC,Colombo MC,46
NO2,Colombo,2016,DEC,Gangarama Temple,62
NO2,Colombo,2016,DEC,Fort Railway Station,62
NO2,Colombo,2016,DEC,Gunasinghepura,46
NO2,Colombo,2016,DEC,Jethawanaramaya,36
NO2,Colombo,2016,DEC,Maligakanda,20
NO2,Colombo,2016,DEC,Kelaniya,33
NO2,Colombo,2016,DEC,Borella Police Station,44
NO2,Colombo,2016,DEC,Ward Place,38
NO2,Colombo,2016,DEC,CEA Kotte,35
NO2,Colombo,2016,DEC,Kirulapana,20
NO2,Colombo,2016,DEC,Dehiwala Junction,53
NO2,Colombo,2016,DEC,Nugegoda Town,49
NO2,Colombo,2016,DEC,Malabe,45
NO2,Colombo,2016,DEC,Peliyagoda,53
NO2,Colombo,2016,DEC,Waththala,40
NO2,Colombo,2016,DEC,Maradana Railway Station,57
NO2,Colombo,2016,DEC,Colombo District Average,88
NO2,Colombo,2017,AVG,Meteorology Department,26
NO2,Colombo,2017,AVG,Colombo MC,28
NO2,Colombo,2017,AVG,Gangarama Temple,32
NO2,Colombo,2017,AVG,Fort Railway Station,59
NO2,Colombo,2017,AVG,Gunasinghepura,43
NO2,Colombo,2017,AVG,Jethawanaramaya,42
NO2,Colombo,2017,AVG,Maligakanda,32
NO2,Colombo,2017,AVG,Kelaniya,38
NO2,Colombo,2017,AVG,Borella Police Station,43
NO2,Colombo,2017,AVG,Ward Place,26
NO2,Colombo,2017,AVG,CEA Kotte,28
NO2,Colombo,2017,AVG,Kirulapana,21
NO2,Colombo,2017,AVG,Dehiwala Junction,33
NO2,Colombo,2017,AVG,Nugegoda Town,44
NO2,Colombo,2017,AVG,Malabe,37
NO2,Colombo,2017,AVG,Peliyagoda,41
NO2,Colombo,2017,AVG,Waththala,40
NO2,Colombo,2017,AVG,Maradana Railway Station,52
NO2,Colombo,2017,AVG,Colombo District Average,68
NO2,Kandy,,JAN,Maligaawa Junction / Temple of Tooth,
NO2,Kandy,,JAN,Super Market Junction / Clock Tower,
NO2,Kandy,,JAN,Ampitiya Junction / E. L. Senanayake,
NO2,Kandy,,JAN,Childrens Park,
NO2,Kandy,,JAN,Wels Park,
NO2,Kandy,,JAN,Goodshed Junction / Post Office,
NO2,Kandy,,JAN,Colombo Street / George E. Silva,
NO2,Kandy,,JAN,Kandy Municipal Council,
NO2,Kandy,,JAN,High School Junction / B.C.A.S. School,
NO2,Kandy,,JAN,Gatambe Junction / Gatambe Temple,
NO2,Kandy,,JAN,Kandy District Average,
NO2,Kandy,,FEB,Maligaawa Junction / Temple of Tooth,
NO2,Kandy,,FEB,Super Market Junction / Clock Tower,
NO2,Kandy,,FEB,Ampitiya Junction / E. L. Senanayake,
NO2,Kandy,,FEB,Childrens Park,
NO2,Kandy,,FEB,Wels Park,
NO2,Kandy,,FEB,Goodshed Junction / Post Office,
NO2,Kandy,,FEB,Colombo Street / George E. Silva,
NO2,Kandy,,FEB,Kandy Municipal Council,
NO2,Kandy,,FEB,High School Junction / B.C.A.S. School,
NO2,Kandy,,FEB,Gatambe Junction / Gatambe Temple,
NO2,Kandy,,FEB,Kandy District Average,
NO2,Kandy,,MAR,Maligaawa Junction / Temple of Tooth,
NO2,Kandy,,MAR,Super Market Junction / Clock Tower,
NO2,Kandy,,MAR,Ampitiya Junction / E. L. Senanayake,
NO2,Kandy,,MAR,Childrens Park,
NO2,Kandy,,MAR,Wels Park,
NO2,Kandy,,MAR,Goodshed Junction / Post Office,
NO2,Kandy,,MAR,Colombo Street / George E. Silva,
NO2,Kandy,,MAR,Kandy Municipal Council,
NO2,Kandy,,MAR,High School Junction / B.C.A.S. School,
NO2,Kandy,,MAR,Gatambe Junction / Gatambe Temple,
NO2,Kandy,,MAR,Kandy District Average,
NO2,Kandy,,APR,Maligaawa Junction / Temple of Tooth,
NO2,Kandy,,APR,Super Market Junction / Clock Tower,
NO2,Kandy,,APR,Ampitiya Junction / E. L. Senanayake,
NO2,Kandy,,APR,Childrens Park,
NO2,Kandy,,APR,Wels Park,
NO2,Kandy,,APR,Goodshed Junction / Post Office,
NO2,Kandy,,APR,Colombo Street / George E. Silva,
NO2,Kandy,,APR,Kandy Municipal Council,
NO2,Kandy,,APR,High School Junction / B.C.A.S. School,
NO2,Kandy,,APR,Gatambe Junction / Gatambe Temple,
NO2,Kandy,,APR,Kandy District Average,
NO2,Kandy,,MAY,Maligaawa Junction / Temple of Tooth,
NO2,Kandy,,MAY,Super Market Junction / Clock Tower,
NO2,Kandy,,MAY,Ampitiya Junction / E. L. Senanayake,
NO2,Kandy,,MAY,Childrens Park,
NO2,Kandy,,MAY,Wels Park,
NO2,Kandy,,MAY,Goodshed Junction / Post Office,
NO2,Kandy,,MAY,Colombo Street / George E. Silva,
NO2,Kandy,,MAY,Kandy Municipal Council,
NO2,Kandy,,MAY,High School Junction / B.C.A.S. School,
NO2,Kandy,,MAY,Gatambe Junction / Gatambe Temple,
NO2,Kandy,,MAY,Kandy District Average,
NO2,Kandy,,JUN,Maligaawa Junction / Temple of Tooth,
NO2,Kandy,,JUN,Super Market Junction / Clock Tower,
NO2,Kandy,,JUN,Ampitiya Junction / E. L. Senanayake,
NO2,Kandy,,JUN,Childrens Park,
NO2,Kandy,,JUN,Wels Park,
NO2,Kandy,,JUN,Goodshed Junction / Post Office,
NO2,Kandy,,JUN,Colombo Street / George E. Silva,
NO2,Kandy,,JUN,Kandy Municipal Council,
NO2,Kandy,,JUN,High School Junction / B.C.A.S. School,
NO2,Kandy,,JUN,Gatambe Junction / Gatambe Temple,
NO2,Kandy,,JUN,Kandy District Average,
NO2,Kandy,,AUG,Maligaawa Junction / Temple of Tooth,
NO2,Kandy,,AUG,Super Market Junction / Clock Tower,
NO2,Kandy,,AUG,Ampitiya Junction / E. L. Senanayake,
NO2,Kandy,,AUG,Childrens Park,
NO2,Kandy,,AUG,Wels Park,
NO2,Kandy,,AUG,Goodshed Junction / Post Office,
NO2,Kandy,,AUG,Colombo Street / George E. Silva,
NO2,Kandy,,AUG,Kandy Municipal Council,
NO2,Kandy,,AUG,High School Junction / B.C.A.S. School,
NO2,Kandy,,AUG,Gatambe Junction / Gatambe Temple,
NO2,Kandy,,AUG,Kandy District Average,
NO2,Kandy,,SEP,Maligaawa Junction / Temple of Tooth,
NO2,Kandy,,SEP,Super Market Junction / Clock Tower,
NO2,Kandy,,SEP,Ampitiya Junction / E. L. Senanayake,
NO2,Kandy,,SEP,Childrens Park,
NO2,Kandy,,SEP,Wels Park,
NO2,Kandy,,SEP,Goodshed Junction / Post Office,
NO2,Kandy,,SEP,Colombo Street / George E. Silva,
NO2,Kandy,,SEP,Kandy Municipal Council,
NO2,Kandy,,SEP,High School Junction / B.C.A.S. School,
NO2,Kandy,,SEP,Gatambe Junction / Gatambe Temple,
NO2,Kandy,,SEP,Kandy District Average,
NO2,Kandy,,OCT,Maligaawa Junction / Temple of Tooth,
NO2,Kandy,,OCT,Super Market Junction / Clock Tower,
NO2,Kandy,,OCT,Ampitiya Junction / E. L. Senanayake,
NO2,Kandy,,OCT,Childrens Park,
NO2,Kandy,,OCT,Wels Park,
NO2,Kandy,,OCT,Goodshed Junction / Post Office,
NO2,Kandy,,OCT,Colombo Street / George E. Silva,
NO2,Kandy,,OCT,Kandy Municipal Council,
NO2,Kandy,,OCT,High School Junction / B.C.A.S. School,
NO2,Kandy,,OCT,Gatambe Junction / Gatambe Temple,
NO2,Kandy,,OCT,Kandy District Average,
NO2,Kandy,,NOV,Maligaawa Junction / Temple of Tooth,
NO2,Kandy,,NOV,Super Market Junction / Clock Tower,
NO2,Kandy,,NOV,Ampitiya Junction / E. L. Senanayake,
NO2,Kandy,,NOV,Childrens Park,
NO2,Kandy,,NOV,Wels Park,
NO2,Kandy,,NOV,Goodshed Junction / Post Office,
NO2,Kandy,,NOV,Colombo Street / George E. Silva,
NO2,Kandy,,NOV,Kandy Municipal Council,
NO2,Kandy,,NOV,High School Junction / B.C.A.S. School,
NO2,Kandy,,NOV,Gatambe Junction / Gatambe Temple,
NO2,Kandy,,NOV,Kandy District Average,
NO2,Kandy,,DEC,Maligaawa Junction / Temple of Tooth,
NO2,Kandy,,DEC,Super Market Junction / Clock Tower,
NO2,Kandy,,DEC,Ampitiya Junction / E. L. Senanayake,
NO2,Kandy,,DEC,Childrens Park,
NO2,Kandy,,DEC,Wels Park,
NO2,Kandy,,DEC,Goodshed Junction / Post Office,
NO2,Kandy,,DEC,Colombo Street / George E. Silva,
NO2,Kandy,,DEC,Kandy Municipal Council,
NO2,Kandy,,DEC,High School Junction / B.C.A.S. School,
NO2,Kandy,,DEC,Gatambe Junction / Gatambe Temple,
NO2,Kandy,,DEC,Kandy District Average,
NO2,Kandy,2013,AVG,Maligaawa Junction / Temple of Tooth,
NO2,Kandy,2013,AVG,Super Market Junction / Clock Tower,
NO2,Kandy,2013,AVG,Ampitiya Junction / E. L. Senanayake,
NO2,Kandy,2013,AVG,Childrens Park,
NO2,Kandy,2013,AVG,Wels Park,
NO2,Kandy,2013,AVG,Goodshed Junction / Post Office,
NO2,Kandy,2013,AVG,Colombo Street / George E. Silva,
NO2,Kandy,2013,AVG,Kandy Municipal Council,
NO2,Kandy,2013,AVG,High School Junction / B.C.A.S. School,
NO2,Kandy,2013,AVG,Gatambe Junction / Gatambe Temple,
NO2,Kandy,2013,AVG,Kandy District Average,
NO2,Kandy,2013,JAN,Maligaawa Junction / Temple of Tooth,
NO2,Kandy,2013,JAN,Super Market Junction / Clock Tower,
NO2,Kandy,2013,JAN,Ampitiya Junction / E. L. Senanayake,
NO2,Kandy,2013,JAN,Childrens Park,
NO2,Kandy,2013,JAN,Wels Park,
NO2,Kandy,2013,JAN,Goodshed Junction / Post Office,
NO2,Kandy,2013,JAN,Colombo Street / George E. Silva,
NO2,Kandy,2013,JAN,Kandy Municipal Council,
NO2,Kandy,2013,JAN,High School Junction / B.C.A.S. School,
NO2,Kandy,2013,JAN,Gatambe Junction / Gatambe Temple,
NO2,Kandy,2013,JAN,Kandy District Average,
NO2,Kandy,2013,FEB,Maligaawa Junction / Temple of Tooth,
NO2,Kandy,2013,FEB,Super Market Junction / Clock Tower,
NO2,Kandy,2013,FEB,Ampitiya Junction / E. L. Senanayake,
NO2,Kandy,2013,FEB,Childrens Park,
NO2,Kandy,2013,FEB,Wels Park,
NO2,Kandy,2013,FEB,Goodshed Junction / Post Office,
NO2,Kandy,2013,FEB,Colombo Street / George E. Silva,
NO2,Kandy,2013,FEB,Kandy Municipal Council,
NO2,Kandy,2013,FEB,High School Junction / B.C.A.S. School,
NO2,Kandy,2013,FEB,Gatambe Junction / Gatambe Temple,
NO2,Kandy,2013,FEB,Kandy District Average,
NO2,Kandy,2013,MAR,Maligaawa Junction / Temple of Tooth,
NO2,Kandy,2013,MAR,Super Market Junction / Clock Tower,
NO2,Kandy,2013,MAR,Ampitiya Junction / E. L. Senanayake,
NO2,Kandy,2013,MAR,Childrens Park,
NO2,Kandy,2013,MAR,Wels Park,
NO2,Kandy,2013,MAR,Goodshed Junction / Post Office,
NO2,Kandy,2013,MAR,Colombo Street / George E. Silva,
NO2,Kandy,2013,MAR,Kandy Municipal Council,
NO2,Kandy,2013,MAR,High School Junction / B.C.A.S. School,
NO2,Kandy,2013,MAR,Gatambe Junction / Gatambe Temple,
NO2,Kandy,2013,MAR,Kandy District Average,
NO2,Kandy,2013,APR,Maligaawa Junction / Temple of Tooth,33
NO2,Kandy,2013,APR,Super Market Junction / Clock Tower,69
NO2,Kandy,2013,APR,Ampitiya Junction / E. L. Senanayake,34
NO2,Kandy,2013,APR,Childrens Park,48
NO2,Kandy,2013,APR,Wels Park,96
NO2,Kandy,2013,APR,Goodshed Junction / Post Office,66
NO2,Kandy,2013,APR,Colombo Street / George E. Silva,40
NO2,Kandy,2013,APR,Kandy Municipal Council,51
NO2,Kandy,2013,APR,High School Junction / B.C.A.S. School,57
NO2,Kandy,2013,APR,Gatambe Junction / Gatambe Temple,45
NO2,Kandy,2013,APR,Kandy District Average,54
NO2,Kandy,2013,MAY,Maligaawa Junction / Temple of Tooth,32
NO2,Kandy,2013,MAY,Super Market Junction / Clock Tower,69
NO2,Kandy,2013,MAY,Ampitiya Junction / E. L. Senanayake,35
NO2,Kandy,2013,MAY,Childrens Park,51
NO2,Kandy,2013,MAY,Wels Park,86
NO2,Kandy,2013,MAY,Goodshed Junction / Post Office,56
NO2,Kandy,2013,MAY,Colombo Street / George E. Silva,39
NO2,Kandy,2013,MAY,Kandy Municipal Council,52
NO2,Kandy,2013,MAY,High School Junction / B.C.A.S. School,61
NO2,Kandy,2013,MAY,Gatambe Junction / Gatambe Temple,43
NO2,Kandy,2013,MAY,Kandy District Average,52
NO2,Kandy,2013,JUN,Maligaawa Junction / Temple of Tooth,35
NO2,Kandy,2013,JUN,Super Market Junction / Clock Tower,70
NO2,Kandy,2013,JUN,Ampitiya Junction / E. L. Senanayake,31
NO2,Kandy,2013,JUN,Childrens Park,51
NO2,Kandy,2013,JUN,Wels Park,87
NO2,Kandy,2013,JUN,Goodshed Junction / Post Office,66
NO2,Kandy,2013,JUN,Colombo Street / George E. Silva,42
NO2,Kandy,2013,JUN,Kandy Municipal Council,45
NO2,Kandy,2013,JUN,High School Junction / B.C.A.S. School,49
NO2,Kandy,2013,JUN,Gatambe Junction / Gatambe Temple,43
NO2,Kandy,2013,JUN,Kandy District Average,52
NO2,Kandy,2013,AUG,Maligaawa Junction / Temple of Tooth,35
NO2,Kandy,2013,AUG,Super Market Junction / Clock Tower,71
NO2,Kandy,2013,AUG,Ampitiya Junction / E. L. Senanayake,35
NO2,Kandy,2013,AUG,Childrens Park,52
NO2,Kandy,2013,AUG,Wels Park,87
NO2,Kandy,2013,AUG,Goodshed Junction / Post Office,65
NO2,Kandy,2013,AUG,Colombo Street / George E. Silva,41
NO2,Kandy,2013,AUG,Kandy Municipal Council,48
NO2,Kandy,2013,AUG,High School Junction / B.C.A.S. School,60
NO2,Kandy,2013,AUG,Gatambe Junction / Gatambe Temple,45
NO2,Kandy,2013,AUG,Kandy District Average,54
NO2,Kandy,2013,SEP,Maligaawa Junction / Temple of Tooth,33
NO2,Kandy,2013,SEP,Super Market Junction / Clock Tower,70
NO2,Kandy,2013,SEP,Ampitiya Junction / E. L. Senanayake,32
NO2,Kandy,2013,SEP,Childrens Park,51
NO2,Kandy,2013,SEP,Wels Park,86
NO2,Kandy,2013,SEP,Goodshed Junction / Post Office,62
NO2,Kandy,2013,SEP,Colombo Street / George E. Silva,40
NO2,Kandy,2013,SEP,Kandy Municipal Council,49
NO2,Kandy,2013,SEP,High School Junction / B.C.A.S. School,58
NO2,Kandy,2013,SEP,Gatambe Junction / Gatambe Temple,42
NO2,Kandy,2013,SEP,Kandy District Average,52
NO2,Kandy,2013,OCT,Maligaawa Junction / Temple of Tooth,32
NO2,Kandy,2013,OCT,Super Market Junction / Clock Tower,67
NO2,Kandy,2013,OCT,Ampitiya Junction / E. L. Senanayake,34
NO2,Kandy,2013,OCT,Childrens Park,50
NO2,Kandy,2013,OCT,Wels Park,85
NO2,Kandy,2013,OCT,Goodshed Junction / Post Office,57
NO2,Kandy,2013,OCT,Colombo Street / George E. Silva,40
NO2,Kandy,2013,OCT,Kandy Municipal Council,51
NO2,Kandy,2013,OCT,High School Junction / B.C.A.S. School,60
NO2,Kandy,2013,OCT,Gatambe Junction / Gatambe Temple,42
NO2,Kandy,2013,OCT,Kandy District Average,52
NO2,Kandy,2013,NOV,Maligaawa Junction / Temple of Tooth,36
NO2,Kandy,2013,NOV,Super Market Junction / Clock Tower,71
NO2,Kandy,2013,NOV,Ampitiya Junction / E. L. Senanayake,35
NO2,Kandy,2013,NOV,Childrens Park,52
NO2,Kandy,2013,NOV,Wels Park,85
NO2,Kandy,2013,NOV,Goodshed Junction / Post Office,66
NO2,Kandy,2013,NOV,Colombo Street / George E. Silva,41
NO2,Kandy,2013,NOV,Kandy Municipal Council,52
NO2,Kandy,2013,NOV,High School Junction / B.C.A.S. School,62
NO2,Kandy,2013,NOV,Gatambe Junction / Gatambe Temple,44
NO2,Kandy,2013,NOV,Kandy District Average,54
NO2,Kandy,2013,DEC,Maligaawa Junction / Temple of Tooth,35
NO2,Kandy,2013,DEC,Super Market Junction / Clock Tower,68
NO2,Kandy,2013,DEC,Ampitiya Junction / E. L. Senanayake,32
NO2,Kandy,2013,DEC,Childrens Park,49
NO2,Kandy,2013,DEC,Wels Park,81
NO2,Kandy,2013,DEC,Goodshed Junction / Post Office,64
NO2,Kandy,2013,DEC,Colombo Street / George E. Silva,40
NO2,Kandy,2013,DEC,Kandy Municipal Council,50
NO2,Kandy,2013,DEC,High School Junction / B.C.A.S. School,61
NO2,Kandy,2013,DEC,Gatambe Junction / Gatambe Temple,41
NO2,Kandy,2013,DEC,Kandy District Average,52
NO2,Kandy,2014,AVG,Maligaawa Junction / Temple of Tooth,34
NO2,Kandy,2014,AVG,Super Market Junction / Clock Tower,69
NO2,Kandy,2014,AVG,Ampitiya Junction / E. L. Senanayake,33
NO2,Kandy,2014,AVG,Childrens Park,50
NO2,Kandy,2014,AVG,Wels Park,86
NO2,Kandy,2014,AVG,Goodshed Junction / Post Office,62
NO2,Kandy,2014,AVG,Colombo Street / George E. Silva,40
NO2,Kandy,2014,AVG,Kandy Municipal Council,49
NO2,Kandy,2014,AVG,High School Junction / B.C.A.S. School,58
NO2,Kandy,2014,AVG,Gatambe Junction / Gatambe Temple,43
NO2,Kandy,2014,AVG,Kandy District Average,53
NO2,Kandy,2014,JAN,Maligaawa Junction / Temple of Tooth,56
NO2,Kandy,2014,JAN,Super Market Junction / Clock Tower,82
NO2,Kandy,2014,JAN,Ampitiya Junction / E. L. Senanayake,48
NO2,Kandy,2014,JAN,Childrens Park,81
NO2,Kandy,2014,JAN,Wels Park,132
NO2,Kandy,2014,JAN,Goodshed Junction / Post Office,92
NO2,Kandy,2014,JAN,Colombo Street / George E. Silva,63
NO2,Kandy,2014,JAN,Kandy Municipal Council,65
NO2,Kandy,2014,JAN,High School Junction / B.C.A.S. School,56
NO2,Kandy,2014,JAN,Gatambe Junction / Gatambe Temple,52
NO2,Kandy,2014,JAN,Kandy District Average,74
NO2,Kandy,2014,FEB,Maligaawa Junction / Temple of Tooth,48
NO2,Kandy,2014,FEB,Super Market Junction / Clock Tower,80
NO2,Kandy,2014,FEB,Ampitiya Junction / E. L. Senanayake,45
NO2,Kandy,2014,FEB,Childrens Park,76
NO2,Kandy,2014,FEB,Wels Park,123
NO2,Kandy,2014,FEB,Goodshed Junction / Post Office,85
NO2,Kandy,2014,FEB,Colombo Street / George E. Silva,49
NO2,Kandy,2014,FEB,Kandy Municipal Council,62
NO2,Kandy,2014,FEB,High School Junction / B.C.A.S. School,60
NO2,Kandy,2014,FEB,Gatambe Junction / Gatambe Temple,57
NO2,Kandy,2014,FEB,Kandy District Average,70
NO2,Kandy,2014,MAY,Maligaawa Junction / Temple of Tooth,32
NO2,Kandy,2014,MAY,Super Market Junction / Clock Tower,59
NO2,Kandy,2014,MAY,Ampitiya Junction / E. L. Senanayake,43
NO2,Kandy,2014,MAY,Childrens Park,52
NO2,Kandy,2014,MAY,Wels Park,85
NO2,Kandy,2014,MAY,Goodshed Junction / Post Office,67
NO2,Kandy,2014,MAY,Colombo Street / George E. Silva,42
NO2,Kandy,2014,MAY,Kandy Municipal Council,52
NO2,Kandy,2014,MAY,High School Junction / B.C.A.S. School,61
NO2,Kandy,2014,MAY,Gatambe Junction / Gatambe Temple,45
NO2,Kandy,2014,MAY,Kandy District Average,56
NO2,Kandy,2014,JUN,Maligaawa Junction / Temple of Tooth,32
NO2,Kandy,2014,JUN,Super Market Junction / Clock Tower,63
NO2,Kandy,2014,JUN,Ampitiya Junction / E. L. Senanayake,30
NO2,Kandy,2014,JUN,Childrens Park,47
NO2,Kandy,2014,JUN,Wels Park,77
NO2,Kandy,2014,JUN,Goodshed Junction / Post Office,60
NO2,Kandy,2014,JUN,Colombo Street / George E. Silva,38
NO2,Kandy,2014,JUN,Kandy Municipal Council,47
NO2,Kandy,2014,JUN,High School Junction / B.C.A.S. School,55
NO2,Kandy,2014,JUN,Gatambe Junction / Gatambe Temple,41
NO2,Kandy,2014,JUN,Kandy District Average,49
NO2,Kandy,2014,JUL,Maligaawa Junction / Temple of Tooth,27
NO2,Kandy,2014,JUL,Super Market Junction / Clock Tower,67
NO2,Kandy,2014,JUL,Ampitiya Junction / E. L. Senanayake,29
NO2,Kandy,2014,JUL,Childrens Park,48
NO2,Kandy,2014,JUL,Wels Park,92
NO2,Kandy,2014,JUL,Goodshed Junction / Post Office,68
NO2,Kandy,2014,JUL,Colombo Street / George E. Silva,45
NO2,Kandy,2014,JUL,Kandy Municipal Council,56
NO2,Kandy,2014,JUL,High School Junction / B.C.A.S. School,66
NO2,Kandy,2014,JUL,Gatambe Junction / Gatambe Temple,49
NO2,Kandy,2014,JUL,Kandy District Average,57
NO2,Kandy,2014,AUG,Maligaawa Junction / Temple of Tooth,29
NO2,Kandy,2014,AUG,Super Market Junction / Clock Tower,72
NO2,Kandy,2014,AUG,Ampitiya Junction / E. L. Senanayake,42
NO2,Kandy,2014,AUG,Childrens Park,51
NO2,Kandy,2014,AUG,Wels Park,83
NO2,Kandy,2014,AUG,Goodshed Junction / Post Office,65
NO2,Kandy,2014,AUG,Colombo Street / George E. Silva,41
NO2,Kandy,2014,AUG,Kandy Municipal Council,51
NO2,Kandy,2014,AUG,High School Junction / B.C.A.S. School,59
NO2,Kandy,2014,AUG,Gatambe Junction / Gatambe Temple,44
NO2,Kandy,2014,AUG,Kandy District Average,55
NO2,Kandy,2014,SEP,Maligaawa Junction / Temple of Tooth,37
NO2,Kandy,2014,SEP,Super Market Junction / Clock Tower,67
NO2,Kandy,2014,SEP,Ampitiya Junction / E. L. Senanayake,35
NO2,Kandy,2014,SEP,Childrens Park,48
NO2,Kandy,2014,SEP,Wels Park,91
NO2,Kandy,2014,SEP,Goodshed Junction / Post Office,72
NO2,Kandy,2014,SEP,Colombo Street / George E. Silva,45
NO2,Kandy,2014,SEP,Kandy Municipal Council,56
NO2,Kandy,2014,SEP,High School Junction / B.C.A.S. School,57
NO2,Kandy,2014,SEP,Gatambe Junction / Gatambe Temple,48
NO2,Kandy,2014,SEP,Kandy District Average,57
NO2,Kandy,2014,OCT,Maligaawa Junction / Temple of Tooth,30
NO2,Kandy,2014,OCT,Super Market Junction / Clock Tower,60
NO2,Kandy,2014,OCT,Ampitiya Junction / E. L. Senanayake,38
NO2,Kandy,2014,OCT,Childrens Park,52
NO2,Kandy,2014,OCT,Wels Park,82
NO2,Kandy,2014,OCT,Goodshed Junction / Post Office,64
NO2,Kandy,2014,OCT,Colombo Street / George E. Silva,40
NO2,Kandy,2014,OCT,Kandy Municipal Council,50
NO2,Kandy,2014,OCT,High School Junction / B.C.A.S. School,59
NO2,Kandy,2014,OCT,Gatambe Junction / Gatambe Temple,43
NO2,Kandy,2014,OCT,Kandy District Average,54
NO2,Kandy,2014,NOV,Maligaawa Junction / Temple of Tooth,34
NO2,Kandy,2014,NOV,Super Market Junction / Clock Tower,55
NO2,Kandy,2014,NOV,Ampitiya Junction / E. L. Senanayake,56
NO2,Kandy,2014,NOV,Childrens Park,49
NO2,Kandy,2014,NOV,Wels Park,57
NO2,Kandy,2014,NOV,Goodshed Junction / Post Office,72
NO2,Kandy,2014,NOV,Colombo Street / George E. Silva,42
NO2,Kandy,2014,NOV,Kandy Municipal Council,45
NO2,Kandy,2014,NOV,High School Junction / B.C.A.S. School,60
NO2,Kandy,2014,NOV,Gatambe Junction / Gatambe Temple,43
NO2,Kandy,2014,NOV,Kandy District Average,53
NO2,Kandy,2014,DEC,Maligaawa Junction / Temple of Tooth,45
NO2,Kandy,2014,DEC,Super Market Junction / Clock Tower,72
NO2,Kandy,2014,DEC,Ampitiya Junction / E. L. Senanayake,62
NO2,Kandy,2014,DEC,Childrens Park,52
NO2,Kandy,2014,DEC,Wels Park,90
NO2,Kandy,2014,DEC,Goodshed Junction / Post Office,88
NO2,Kandy,2014,DEC,Colombo Street / George E. Silva,52
NO2,Kandy,2014,DEC,Kandy Municipal Council,58
NO2,Kandy,2014,DEC,High School Junction / B.C.A.S. School,50
NO2,Kandy,2014,DEC,Gatambe Junction / Gatambe Temple,53
NO2,Kandy,2014,DEC,Kandy District Average,63
NO2,Kandy,2015,AVG,Maligaawa Junction / Temple of Tooth,37
NO2,Kandy,2015,AVG,Super Market Junction / Clock Tower,67
NO2,Kandy,2015,AVG,Ampitiya Junction / E. L. Senanayake,41
NO2,Kandy,2015,AVG,Childrens Park,55
NO2,Kandy,2015,AVG,Wels Park,91
NO2,Kandy,2015,AVG,Goodshed Junction / Post Office,72
NO2,Kandy,2015,AVG,Colombo Street / George E. Silva,45
NO2,Kandy,2015,AVG,Kandy Municipal Council,54
NO2,Kandy,2015,AVG,High School Junction / B.C.A.S. School,58
NO2,Kandy,2015,AVG,Gatambe Junction / Gatambe Temple,47
NO2,Kandy,2015,AVG,Kandy District Average,57
NO2,Kandy,2015,JAN,Maligaawa Junction / Temple of Tooth,12
NO2,Kandy,2015,JAN,Super Market Junction / Clock Tower,48
NO2,Kandy,2015,JAN,Ampitiya Junction / E. L. Senanayake,24
NO2,Kandy,2015,JAN,Childrens Park,18
NO2,Kandy,2015,JAN,Wels Park,37
NO2,Kandy,2015,JAN,Goodshed Junction / Post Office,55
NO2,Kandy,2015,JAN,Colombo Street / George E. Silva,14
NO2,Kandy,2015,JAN,Kandy Municipal Council,23
NO2,Kandy,2015,JAN,High School Junction / B.C.A.S. School,28
NO2,Kandy,2015,JAN,Gatambe Junction / Gatambe Temple,27
NO2,Kandy,2015,JAN,Kandy District Average,29
NO2,Kandy,2015,FEB,Maligaawa Junction / Temple of Tooth,21
NO2,Kandy,2015,FEB,Super Market Junction / Clock Tower,69
NO2,Kandy,2015,FEB,Ampitiya Junction / E. L. Senanayake,35
NO2,Kandy,2015,FEB,Childrens Park,24
NO2,Kandy,2015,FEB,Wels Park,60
NO2,Kandy,2015,FEB,Goodshed Junction / Post Office,69
NO2,Kandy,2015,FEB,Colombo Street / George E. Silva,26
NO2,Kandy,2015,FEB,Kandy Municipal Council,31
NO2,Kandy,2015,FEB,High School Junction / B.C.A.S. School,61
NO2,Kandy,2015,FEB,Gatambe Junction / Gatambe Temple,51
NO2,Kandy,2015,FEB,Kandy District Average,45
NO2,Kandy,2015,MAR,Maligaawa Junction / Temple of Tooth,20
NO2,Kandy,2015,MAR,Super Market Junction / Clock Tower,33
NO2,Kandy,2015,MAR,Ampitiya Junction / E. L. Senanayake,32
NO2,Kandy,2015,MAR,Childrens Park,23
NO2,Kandy,2015,MAR,Wels Park,51
NO2,Kandy,2015,MAR,Goodshed Junction / Post Office,32
NO2,Kandy,2015,MAR,Colombo Street / George E. Silva,25
NO2,Kandy,2015,MAR,Kandy Municipal Council,31
NO2,Kandy,2015,MAR,High School Junction / B.C.A.S. School,28
NO2,Kandy,2015,MAR,Gatambe Junction / Gatambe Temple,43
NO2,Kandy,2015,MAR,Kandy District Average,32
NO2,Kandy,2015,APR,Maligaawa Junction / Temple of Tooth,19
NO2,Kandy,2015,APR,Super Market Junction / Clock Tower,48
NO2,Kandy,2015,APR,Ampitiya Junction / E. L. Senanayake,22
NO2,Kandy,2015,APR,Childrens Park,36
NO2,Kandy,2015,APR,Wels Park,41
