"iso","adm1","umd_tree_cover_loss__year","umd_tree_cover_loss__ha","gfw_gross_emissions_co2e_all_gases__Mg"
"LKA",13,2002,12.14901666993109808,3193.333051050503406
"LKA",14,2002,75.25782142710260025,28656.944147490719468
"LKA",15,2002,31.25327042865939710,7462.681790912271236
"LKA",16,2002,65.05147627726075610,28851.76593900083373
"LKA",17,2002,59.06258585702664460,35698.827322177970662
"LKA",18,2002,776.41977324219863122,316919.465363398318586
"LKA",19,2002,26.36015256312174516,6595.721943604991310
"LKA",20,2002,196.99370686750535291,111593.856885678526077
"LKA",21,2002,150.97856096765612984,51085.82095737741491
"LKA",22,2002,188.05749983000079462,58945.7040942028948722
"LKA",23,2002,108.30077281923583560,60217.834847181544561
"LKA",24,2002,146.09897118993709004,38846.515201989168425
"LKA",25,2002,91.71747325474654074,22642.45696399630642
"LKA",1,2003,188.05940863913115942,70839.237293633305404
"LKA",2,2003,315.69516619001241406,80161.054409004441021
"LKA",3,2003,99.51777459599286107,58865.81986840563382
"LKA",4,2003,10.21590586930012988,3352.171927591123774
"LKA",5,2003,27.42471508277696626,14177.578519670178419
"LKA",6,2003,103.18962551505723855,63019.683315529850249
"LKA",7,2003,31.91570281238742076,15497.012451930102743
"LKA",8,2003,111.68427494719012959,44707.308765902067903
"LKA",9,2003,0.682751794108073,159.99508816677678
"LKA",10,2003,153.17895498066593694,81735.271546479328901
"LKA",11,2003,56.10404877441135802,32108.428927002835655
