"iso","adm1","umd_tree_cover_loss__year","umd_tree_cover_loss__ha","gfw_gross_emissions_co2e_all_gases__Mg"
"LKA",20,2019,206.46851034624997038,96709.699981386488826
"LKA",21,2019,402.46787944812182251,128389.956346938528226
"LKA",22,2019,291.67128248275524149,91030.315317076292525
"LKA",23,2019,593.80796866577253588,344684.483289498588965
"LKA",24,2019,492.84962383791145605,129067.435383987346301
"LKA",25,2019,873.21798493605019753,201305.779988000440898
"LKA",1,2020,394.12642687118724700,174432.487001668893495
"LKA",2,2020,1200.43763818567777412,310638.397914515711741
"LKA",3,2020,507.40089309992184910,275386.370798902334644
"LKA",4,2020,142.58604259070503092,42386.702104853853656
"LKA",5,2020,180.74352839867075044,109662.304315232559321
"LKA",6,2020,262.27506996144532696,151926.905246234910478
"LKA",7,2020,176.76011281114610452,98547.479342857311625
"LKA",8,2020,170.57884767124625046,80207.760328653172970
"LKA",9,2020,4.70217346769422846,1495.772152778665748
"LKA",10,2020,698.92429216786833116,405264.076024319123712
"LKA",11,2020,194.65449394339144283,107387.804772825381122
"LKA",12,2020,737.86174026035268596,440984.905117894810603
"LKA",13,2020,85.57143014088649732,27214.715718394210388
"LKA",14,2020,1236.59899455116448941,461169.771472156477438
"LKA",15,2020,133.42652969715329905,42087.095429724420075
"LKA",16,2020,303.29570501306876619,142419.060430307966779
"LKA",17,2020,241.37066569935650175,130931.377928573654828
"LKA",18,2020,493.45364437601599957,210470.011828309885152
"LKA",19,2020,818.85455683344949929,239937.006115711213480
"LKA",20,2020,336.69030468168683551,167190.585103293100090
"LKA",21,2020,325.26276341996908224,108866.337043240725864
"LKA",22,2020,472.44484467892847804,144717.377682310354275
"LKA",23,2020,639.33852210670756535,357034.743984654984320
"LKA",24,2020,509.50950520378259399,133780.666252893278216
"LKA",25,2020,949.12274774611340103,246708.083502512837250
"LKA",1,2021,159.75033083403403318,66642.951385715154462
"LKA",2,2021,1644.13595582828487230,453853.624791515889839
"LKA",3,2021,250.93972127186136285,141989.263629738048179
"LKA",4,2021,95.18757067676785766,28844.211789276578132
"LKA",5,2021,427.93720253379890333,264174.698499098454490
"LKA",6,2021,285.22363117100697925,171044.787003943267688
"LKA",7,2021,331.13883781589505210,188656.349779711793150
"LKA",8,2021,197.80270041718727607,100355.935738738540280
"LKA",9,2021,4.0960440265885421,1338.53649936946616
"LKA",10,2021,866.72702357776627752,517717.164254804878796
"LKA",11,2021,169.38432596043675867,101864.967165376835097
"LKA",12,2021,752.36534413772378473,456076.968285131225547
"LKA",13,2021,132.17717858486334362,41291.329076779098316
"LKA",14,2021,2417.74126016027005597,786220.638418107705460
"LKA",15,2021,210.44159305931091855,86054.368049237275171
"LKA",16,2021,290.17476681530072417,140860.014131643538314
"LKA",17,2021,193.09714911963052421,106879.125309832123774
"LKA",18,2021,315.29866759258598123,151667.869645269322738
"LKA",19,2021,818.63818650776007034,242603.175896585496325
"LKA",20,2021,196.43778570452870019,114514.844705324650752
"LKA",21,2021,396.69823589956215782,127499.031280356738641
"LKA",22,2021,745.53058845187864628,243211.822835387270609
"LKA",23,2021,710.85882157400731748,405433.870326182885784
"LKA",24,2021,322.07460244226410861,85526.393767595343068
"LKA",25,2021,1362.22990138210403241,334297.680957312019184
"LKA",1,2022,177.50220931543709516,72086.877429998532123
"LKA",2,2022,774.91103707802680031,233587.470264511218756
"LKA",3,2022,383.87108672497768917,219082.006103272588681
"LKA",4,2022,118.78351483599112983,34126.255757402172881
"LKA",5,2022,155.38168337908570246,92345.265697524093251
"LKA",6,2022,240.40264746261804395,142543.770771281655382
"LKA",7,2022,129.56866900129991426,73626.31847763080000
"LKA",8,2022,227.10429662144420268,122712.686360797932382
"LKA",9,2022,3.0337580245372188,1332.354727663428335
"LKA",10,2022,608.95317485106453843,355484.221766736739135
"LKA",11,2022,148.47587642252656180,86592.760423178820829
"LKA",12,2022,421.42258088606781426,258409.672765225785914
"LKA",13,2022,68.18149426790746679,21474.891304240197703
"LKA",14,2022,1231.48415617230299186,430565.684399399653763
"LKA",15,2022,362.57619004367972771,131093.720211884450195
"LKA",16,2022,97.22708938411109172,48048.296403950900787
"LKA",17,2022,197.45916986275931224,113006.69938531470790
"LKA",18,2022,238.50107932043380452,113331.637711800791575
"LKA",19,2022,457.39039779689286147,132110.003395194297210
"LKA",20,2022,232.72687478609111483,116810.906646136048265
"LKA",21,2022,143.31567414017477649,46034.497232061587429
"LKA",22,2022,472.04504425553749979,160960.38475133012325
"LKA",23,2022,485.94840289729787887,280887.583919532134966
"LKA",24,2022,233.30051289260951214,60014.127529310762903
"LKA",25,2022,802.06571407946274239,217883.002125686458627
"LKA",1,2023,389.44125138318970130,160258.391481452263914
"LKA",2,2023,1331.95463760243134746,406936.767669790833033
"LKA",3,2023,510.34741704190071362,264367.888222879121125
"LKA",4,2023,218.66997920871252869,64864.444802184755983
"LKA",5,2023,125.89093854829027545,78940.11640777292345
"LKA",6,2023,159.33037049724424027,98520.078164326594548
"LKA",7,2023,112.99324759627523056,66008.892382274722571
"LKA",8,2023,199.08787736087947866,101645.533368505704336
"LKA",9,2023,5.8414056562673615,2755.138382543257947
"LKA",10,2023,484.55255208946369320,288719.167866317276339
"LKA",11,2023,268.99997878413847437,153638.873974518856276
"LKA",12,2023,445.55844573937667291,273404.44380518456421
"LKA",13,2023,143.74147807670209617,45646.202140301791969
"LKA",14,2023,1634.03741752529324150,566289.028243288218098
"LKA",15,2023,308.81167584399878942,117785.424742949484041
"LKA",16,2023,247.35599093823625458,121097.867556612462962
"LKA",17,2023,128.89736843979005911,71180.009722954846823
"LKA",18,2023,1024.65127278917864904,464601.360676524174462
"LKA",19,2023,418.31176321458788939,120908.085398395084853
"LKA",20,2023,419.86002641975676086,210487.502226913247704
"LKA",21,2023,250.43161021716542875,80648.319206467095214
"LKA",22,2023,598.03596864669544701,202983.220774329400484
"LKA",23,2023,682.76417566258562321,394316.110991419617293
"LKA",24,2023,345.82602206709468978,91966.180633791711157
"LKA",25,2023,1265.48981257146717598,350837.899890036046777
"LKA",1,2024,516.21662766555015644,231205.398792751536657
"LKA",2,2024,1834.93522252979484799,519563.685301564754186
"LKA",3,2024,507.32636701254113910,268635.663482099757332
"LKA",4,2024,223.34059765414715638,66223.764116847727991
"LKA",5,2024,108.24431477120439079,65913.137779292101366
"LKA",6,2024,187.63209295778836336,112037.534716218091189
"LKA",7,2024,170.72352135635937891,100674.946890706914496
"LKA",8,2024,139.90173957498132766,74509.504059484171883
"LKA",9,2024,8.34460629293673998,4137.710721730949778
"LKA",10,2024,632.99379308887372636,377926.763225937654757
"LKA",11,2024,188.08604520065838882,109266.615880765049955
"LKA",12,2024,484.19471014273436973,299798.69957415036427
"LKA",13,2024,56.03363655481171479,18500.570384625711400
"LKA",14,2024,945.91131925466086418,360637.995578178546643
"LKA",15,2024,242.80154982440244672,89801.841542297256125
"LKA",16,2024,250.66537632303749882,130611.454190097828074
"LKA",17,2024,157.98024984579157482,85747.235855680530046
"LKA",18,2024,1077.28696763745078207,486671.826597689885601
"LKA",19,2024,675.76095781905102584,201012.807640204884959
"LKA",20,2024,478.91980746404560287,231660.283268227827019
"LKA",21,2024,233.37559210761014864,76227.343470039035332
"LKA",22,2024,343.58839384356870267,119849.851584570303046
"LKA",23,2024,661.20427844610945912,385941.413496058866530
"LKA",24,2024,420.09117195223193476,111520.615221802048149
"LKA",25,2024,1229.91908157762337441,375938.883110291602739
